SubscriberID,FullName,PhoneNumber,Network,PlanType,RegistrationDate,DataBundle,DataUsed_MB,CallMinutesUsed,SMSCount,MonthlySpend,State,SIM_Status,NIN_Linked
SUB600333,Ibrahim Mohammed,+234921851569,glo,Pay As You Go,03-Jan-2024,10GB,2621.4,2717,198,16304.25 naira,Delta,BLACKLISTED,0
SUB600056,Grace Ajayi,234-065-627-298,mtn,Prepaid,01-May-2024,null,99999,-10,283,"₦18,603.57",Imo,BLACKLISTED,true
SUB600191,Yusuf Yusuf,0098 358 4168,MTN,POSTPAID,15-Jan-2024,5GB,99999,-10,292,"₦22,723.29",Kaduna,Inactive,no
SUB600315,Halima Ogundimu,234-990-623-445,MTN,Pay As You Go,22-Jul-2019,1000MB,99999,2215,455,"₦7,295.69",Rivers,BLACKLISTED,true
SUB600166,femi suleiman,(054) 156-6765,9mobile,Pay As You Go,2022/08/31,1GB,-50,984,349,9843.63,ABUJA,Active ,yes
SUB600460,Ifeoma Okafor,234-143-519-066,9mobile,Postpaid,16 September 2019,1.5GB,-50,-10,288,13367.24 naira,Imo,active,yes
SUB600139,Musa Mohammed,32921277997,9mobile,Postpaid,2025/08/07,5GB,-50,2978,284,"NGN 8,490",Delta,Active,false
SUB600347,fatima suleiman,0704 774 3490,Airtel,POSTPAID,2025/01/02,1.5GB,-50,275,392,"₦24,586.01",Anambra,BLACKLISTED,Y
SUB600369,Zainab Eze,09935387584,glo,Pay As You Go,26.01.2021,1GB,6354.7,?,275,"₦19,856.66",Cross River,Inactive,true
SUB600151,Amara Nnamdi,0270 653 7947,AIRTEL,prepaid,31 March 2018,1GB,N/A,N/A,213,"NGN 3,528",Plateau,Inactive,N
SUB600223,Halima Okeke,0786 863 3752,mtn,PAYG,29-Nov-2020,5GB,-50,,238,"3,389.18 ",Cross River,BLACKLISTED,1
SUB600061,Bisi Bello,(529) 912-4190,Airtel,prepaid,00/00/0000,500MB,-50,2113,390,11508.32 naira,Akwa Ibom,active,No
SUB600152,Tobi Okafor,(834) 735-9774,AIRTEL,Pay As You Go,18/10/2025,2GB,99999,1077,209,1465.44 naira,Kano,active,no
SUB600005,Ngozi Okonkwo,(781) 618-4959,9mobile,Pay As You Go,26 March 2019,1GB,-50,-10,174,11151.75 naira,Plateau,Active ,yes
SUB600205,Blessing Afolabi,(933) 083-3016,Glo,PAYG,25 July 2025,2 GB,7062.6,-10,211,11049.41,Ogun,Inactive,FALSE
SUB600215,BLESSING ADEKUNLE,+234795687833,mtn,Postpaid,27/05/2021,nil,1215.7,-10,191,9992.78 naira,Rivers,active,Yes
SUB600281,Halima Yusuf,05171339596,AIRTEL,PAYG,05/21/2021,No active bundle,99999,-10,272,21392.98,Plateau,Active ,Yes
SUB600406,Fatima Chukwu,+234698485833,AIRTEL,POSTPAID,2019/11/05,No active bundle,nil,2445,341,"N4,043",Akwa Ibom,Active ,false
SUB600072,Grace Yusuf,(413) 435-2408,Airtel,Postpaid,2019/05/28,No active bundle,4915.4,168,485,"N14,631",Cross River,BLACKLISTED,1
SUB600250,Bola Okafor,234-629-619-431,9mobile,PAYG,18.06.2023,2 GB,57.8,-10,210,"N4,776",Ogun,Inactive,false
SUB600269,  ZAINAB CHUKWU,+234258673622,MTN,Postpaid,09/08/2025,10GB,99999,2824,n/a,23123.54 naira,Oyo,Inactive,0
SUB600321,Grace Adekunle,234-323-651-994,Glo,Postpaid,04 November 2021,NIL,99999,,344,"N14,117",Delta,active,TRUE
SUB600088,Femi Bello,02477109324,Glo,POSTPAID,02 January 2020,1000MB,99999,-10,141,21942.6,Lagos,active,FALSE
SUB600254,Yusuf Ajayi,06046618398,9mobile,Pay As You Go,10/08/2024,No active bundle,99999,-10,126,"NGN 11,139",Imo,BLACKLISTED,Y
SUB600373,   CHIOMA OKAFOR,234-684-602-235,Glo,prepaid,12.11.2022,10GB,7712.1,-10,400,4805.42,Oyo,active,No
SUB600020,Sadiq Balogun,0473 829 9737,9mobile,POSTPAID,2024/11/08,1GB,99999,-10,411,"₦13,189.96",Kano,Active,0
SUB600059,Tobi Nnamdi,234-080-531-003,Glo,Postpaid,2019-06-08,2 GB,99999,634,403,"19,386.43 ",Imo,BLACKLISTED,Yes
SUB600225,Grace Ogundimu,0079 030 6738,AIRTEL,Prepaid,2019-09-29,No active bundle,99999,2194,350,22946.57,Abuja,Suspended,Yes
SUB600102,Funmilayo Ajayi,0436 713 6959,Glo,prepaid,2021/05/15,2 GB,7578.2,-10,402,"N3,290",Ogun,BLACKLISTED,Y
SUB600086,Femi Mohammed,15451680876,mtn,POSTPAID,03 June 2024,2 GB,99999,-10,29,"NGN 16,983",Lagos,Active ,N
SUB600063,Chinedu Balogun,90586518506,mtn,Pay As You Go,25.11.2024,1.5GB,152.0,-10,318,3216.02,Lagos,BLACKLISTED,N
SUB600384,Wale Abubakar,(891) 411-7393,mtn,prepaid,30-Jul-2024,10GB,-50,523,364,"21,988.35 ",Imo,BLACKLISTED,no
SUB600267,Ifeoma Yusuf,05738757177,MTN,prepaid,20/06/2025,No active bundle,-50,-10,321,"24,369.34 ",Kaduna,BLACKLISTED,false
SUB600083,Yusuf Yusuf,(139) 904-9027,9mobile,Postpaid,23-Jul-2023,1.5GB,7013.9,-10,367,18547.14,Ogun,Active ,N
SUB600007,Chidi Lawal,0255 341 9283,mtn,Postpaid,17.12.2018,No active bundle,99999,2208,204,16422.01 naira,Anambra,active,No
SUB600388,Yusuf Adekunle,(045) 561-1002,MTN,PAYG,19-Feb-2021,1.5GB,99999,2256,112,"N5,496",Akwa Ibom,active,Y
SUB600066,Adaeze Abubakar,03799650752,glo,prepaid,03-Nov-2020,2 GB,2288.9,-10,188,"13,222.26 ",Plateau,active,No
SUB600193,Femi Adeyemi,05239868000,Glo,Pay As You Go,2023/04/23,1000MB,-50,-10,67,"₦4,679.90",Kaduna,Suspended,0
SUB600040,Kunle Okonkwo,45868501429,Airtel,POSTPAID,08/24/2025,10GB,1359.9,1045,238,"₦17,101.47",Delta,Suspended,FALSE
SUB600359,Amaka Olawale,14862890233,Glo,PAYG,26 February 2025,2 GB,-50,-10,476,"N12,165",Plateau,Active,false
SUB600218,Zainab Nnamdi,71870728679,mtn,Prepaid,12 August 2018,5 gb,-50,1846,302,-,Plateau,Active ,false
SUB600054,Wale Balogun,03669096705,9mobile,prepaid,27/02/2023,500MB,99999,-10,432,11174.07 naira,FCT,Active ,no
SUB600042,Amaka Yusuf,69340608835,Airtel,Pay As You Go,28.07.2023,5GB,6205.9,2647,-,"₦18,442.81",Ibadan,Inactive,N
SUB600376,Bola Okonkwo,0666 676 0083,glo,Prepaid,10-Sep-2020,5 gb,4602.5,2039,315,"₦20,869.24",Enugu,Active ,TRUE
SUB600379,Halima Mohammed,+234985625753,mtn,prepaid,08-Dec-2023,2 GB,-50,1777,445,"NGN 3,211",Rivers State,Active,Y
SUB600285,kemi  mohammed,04667116845,AIRTEL,PAYG,06 October 2020,1000MB,99999,1486,121,null,oyo,Suspended,N
SUB600264,Grace Abubakar,+234656101438,MTN,Prepaid,26-Oct-2024,2GB,4667.5,-10,261,"NGN 22,757",Rivers,active,no
SUB600248,   Obinna Okafor,02185016315,9mobile,Pay As You Go,03 August 2019,2GB,99999,NULL,218,20979.45,Enugu,Suspended,No
SUB600363,Ibrahim Adeyemi,234-333-346-800,glo,prepaid,07.01.2018,5GB,4720.5,909,275,"8,240.19 ",Oyo,active,true
SUB600237,Amara Lawal,06937854777,mtn,Pay As You Go,09-Apr-2019,2GB,7693.9,-10,462,19573.91 naira,Anambra,active,FALSE
SUB600470,Tunde Okeke,234-539-423-733,9mobile,Pay As You Go,2019-09-14,1.5GB,6341.0,-10,219,"N24,189",Delta,Suspended,false
SUB600121,Tunde Okafor,234-896-118-367,Airtel,PAYG,2019-12-21,2GB,nil,-10,134,"₦14,627.97",Delta,BLACKLISTED,no
SUB600334,Funmilayo Chukwu,234-452-267-528,mtn,POSTPAID,04.01.2020,No active bundle,-50,-10,202,"NGN 10,913",Rivers,Suspended,yes
SUB600161,Tobi Ajayi,(621) 851-8888,AIRTEL,Postpaid,2022-05-06,1.5GB,-50,-10,280,17940.92,KANO,Suspended,true
SUB600256,Blessing Okeke,+234647154379,glo,PAYG,20.11.2025,500MB,5978.3,5,353,1301.50 naira,Oyo,BLACKLISTED,TRUE
SUB600280,Halima Olawale,(078) 361-3407,Airtel,prepaid,2023-07-28,No active bundle,-50,376,nil,13511.06 naira,Kaduna,Active,true
SUB600469,chinedu adeyemi,04341651827,Airtel,Prepaid,15/10/2020,1000MB,99999,1105,258,19178.46 naira,Lagos,BLACKLISTED,FALSE
SUB600407,Chinedu Mohammed,94522885158,9mobile,prepaid,20/07/2021,2 GB,7172.0,-10,296,Unknown,Cross River,Inactive,FALSE
SUB600126,Aliyu Eze,05851493689,MTN,Postpaid,2021-07-10,-,4287.4,2912,202,"NGN 17,091",Port Harcourt,active,TRUE
SUB600387,Sadiq Adeyemi,01143744701,MTN,PAYG,12 January 2021,500MB,5139.3,-10,209,7724.94,Lagos,Inactive,false
SUB600108,Fatima Ogundimu,81754965137,Glo,Pay As You Go,28-Aug-2021,No active bundle,99999,1875,361,"N23,008",Edo,Inactive,no
SUB600354,Emeka Lawal,19148564679,AIRTEL,PAYG,07 October 2020,2 GB,-50,nil,47,"NGN 22,964",Ogun,Active,TRUE
SUB600138,Tunde Balogun,+234883552312,mtn,Prepaid,26.06.2025,5 gb,99999,1944,40,"₦21,421.53",Ogun,BLACKLISTED,FALSE
SUB600003,Segun Chukwu,06379402654,mtn,PAYG,2019/10/29,10GB,-50,2621,431,"1,870.48 ",Cross River,Suspended,1
SUB600209,emeka afolabi,0547 887 2874,mtn,POSTPAID,01/04/2019,5GB,-50,1619,376,"NGN 6,437",Enugu,Suspended,true
SUB600307,Bola Adekunle,0800 030 7562,9mobile,POSTPAID,03.12.2019,5 gb,-50,-10,5,"₦13,175.04",Kaduna,Suspended,1
SUB600290,Kemi Nwosu   ,52064361103,9mobile,PAYG,03-Apr-2021,1000MB,4941.4,NULL,241,24920.12,Ogun,Active ,false
SUB600353,Chioma Afolabi,,9mobile,Pay As You Go,06.07.2023,1000MB,99999,-10,250,"₦9,520.42",Enugu,active,false
SUB600165,Adaeze Afolabi,+234486874034,Glo,Pay As You Go,not set,1.5GB,-50,1466,162,23946.20 naira,Cross River,BLACKLISTED,Y
SUB600019,ibrahim bello,30103105183,Airtel,Pay As You Go,20.05.2024,5GB,4383.5,-10,487,"NGN 16,983",Kano,Inactive,0
SUB600078,Obinna Adekunle,(123) 281-2067,9mobile,Postpaid,2024/09/10,No active bundle,99999,NIL,56,11305.44 naira,Enugu,Active ,N
SUB600428,Amara Okafor,,mtn,PAYG,25.04.2023,10GB,3906.5,600,411,11589.1,Anambra,Suspended,true
SUB600173,Ifeoma Suleiman,00278681447,MTN,Pay As You Go,28.07.2019,No active bundle,99999,871,278,"N13,722",rivers,BLACKLISTED,false
SUB600380,Fatima Lawal,0603 323 0982,mtn,PAYG,21.06.2025,1000MB,-50,86,  ,"N6,294",Kaduna,active,FALSE
SUB600391,Ibrahim Olawale   ,234-697-972-965,MTN,Pay As You Go,31-Oct-2019,NULL,--,1578,146,"NGN 22,035",Imo,Active ,No
SUB600211,funmilayo eze,0296 685 1612,mtn,PAYG,2018/02/26,1GB,-50,2157,30,"N19,835",Lagos,Active,1
SUB600130,Ifeoma Adekunle,+234290147679,Airtel,Prepaid,05/01/2018,1.5GB,-50,229,408,NULL,Ogun,Suspended,false
SUB600253,Ifeoma Afolabi,+234610158199,9mobile,PAYG,2018-08-11,1.5GB,99999,2835,56,"₦11,735.18",Kaduna,Inactive,yes
SUB600393,Kunle Okafor,+234899358891,9mobile,POSTPAID,09.11.2018,2 GB,6893.7,-10,165,"NGN 4,956",Kaduna,active,1
SUB600031,Kunle Ajayi,02513542784,mtn,PAYG,07.09.2024,10GB,99999,332,,"N10,509",Delta,Suspended,Yes
SUB600120,bola suleiman,0124 998 5698,mtn,PAYG,2022/07/06,2GB,4301.2,977,473,"N11,608",Oyo,Active ,false
SUB600390,Chioma Bello,06746762120,Airtel,Postpaid,2019-02-13,5GB,165.7,38,418,"NGN 17,833",Delta,BLACKLISTED,0
SUB600291,chinedu adekunle,234-129-387-005,Airtel,Pay As You Go,2018-07-06,2 GB,-50,-10,59,24473.66 naira,Akwa Ibom,Suspended,false
SUB600462,Femi Nnamdi,N/A,MTN,POSTPAID,27/04/2020,500MB,6038.9,-10,266,11619.31,Imo,Active,0
SUB600371,Adaeze Nnamdi,(135) 346-5549,9mobile,PAYG,2021-05-16,No active bundle,-50,405,96,"NGN 21,474",Rivers,Inactive,FALSE
SUB600268,Chinedu  Adekunle,14010512382,Glo,Prepaid,14 June 2024,2GB,1302.8,750,85,"21,874.86 ",Edo,Suspended,yes
SUB600243,  Ifeoma Eze,15679334101,AIRTEL,prepaid,27.01.2020,2GB,-50,-10,132,6984.29 naira,Delta,Inactive,FALSE
SUB600430,Ifeoma Suleiman,+234781414139,Glo,PAYG,2021-01-26,1000MB,-50,-10,296,"N8,910",Enugu,active,FALSE
SUB600316,Ibrahim Suleiman,(557) 431-3291,mtn,Pay As You Go,07 December 2025,5 gb,99999,76,272,964.85,Kano,BLACKLISTED,0
SUB600207,tunde adeyemi,0540 193 8026,mtn,Postpaid,2019/09/26,500MB,3683.0,2824,nil,"₦14,618.95",Lagos,Suspended,no
SUB600073,Grace Okafor,234-008-427-109,9mobile,Postpaid,2024/12/06,1000MB,99999,245,247,"₦8,834.72",Akwa Ibom,Active ,no
SUB600009,Fatima Eze   ,04139537672,9mobile,PAYG,26.07.2022,2GB,-50,1837,142,"₦21,924.91",Cross River,BLACKLISTED,No
SUB600128,Blessing Adeyemi,0229 612 0183,MTN,POSTPAID,06/24/2018,500MB,99999,-10,17,"N15,616",Delta,active,TRUE
SUB600304,Obinna Mohammed,0588 425 2410,9mobile,prepaid,25 June 2025,1GB,1386.3,-10,89,"₦22,414.21",Abuja,BLACKLISTED,N
SUB600251,MUSA BALOGUN   ,234-262-655-110,glo,Pay As You Go,10-Aug-2023,10GB,-50,-10,81,"N1,556",Oyo State,Suspended,FALSE
SUB600443,Funmilayo Okonkwo,+234908272318,mtn,POSTPAID,2018-10-22,No active bundle,99999,-10,192,"₦14,444.23",Anambra,Suspended,No
SUB600107,Kunle Bello,07123685160,AIRTEL,Pay As You Go,07-Aug-2020,No active bundle,NULL,-10,414,14645.02,Anambra,Inactive,no
SUB600087,Bola Adeyemi   ,0000000000,Airtel,Postpaid,2024/06/26,1000MB,99999,-10,349,"₦21,926.57",Akwa Ibom,Suspended,No
SUB600288,Yusuf Okeke,+234500170127,MTN,Prepaid,2020/12/03,No active bundle,-50,1894,436,10325.36 naira,Oyo State,Inactive,FALSE
SUB600049,Ifeoma Suleiman,0163 287 0831,Glo,POSTPAID,2025/04/20,2GB,5766.7,-10,351,"2,144.77 ",FCT,Inactive,TRUE
SUB600043,Kunle Suleiman,+234159514846,Glo,POSTPAID,2019-06-26,500MB,-50,308,115,18243.31,Cross River,BLACKLISTED,no
SUB600323,Emeka  Nwosu,29667066253,9mobile,Prepaid,19 January 2026,5 gb,-50,n/a,null,"23,372.30 ",Imo,BLACKLISTED,false
SUB600415,Wale Ogundimu,234-025-909-479,Glo,POSTPAID,08 February 2025,Unknown,6468.4,498,Unknown,"NGN 19,144",Kaduna,Active,N
SUB600074,Chioma Mohammed,0777 520 4711,MTN,prepaid,11/15/2021,--,99999,1712,461,"N8,522",Kaduna,Inactive,Y
SUB600171,YUSUF OKONKWO,(355) 690-9275,9mobile,PAYG,2019-08-07,2GB,-50,-10,182,"₦16,559.09",Ogun,Active,N
SUB600160,Bisi Afolabi,0893 246 0953,9mobile,PAYG,18 March 2019,5GB,NIL,-10,247,19636.5,Rivers,Inactive,No
SUB600330,Musa Olawale,0590 599 2937,Glo,Postpaid,30.03.2023,1GB,99999,2616,238,6355.97,Akwa Ibom,Suspended,false
SUB600056,Grace Ajayi,234-065-627-298,mtn,Prepaid,01-May-2024,null,99999,-10,283,"₦18,603.57",Imo,BLACKLISTED,true
SUB600289,Chinedu Nnamdi,+234632424154,AIRTEL,Postpaid,26.04.2019,1.5GB,-50,-10,307,20690.18,kano,Inactive,Yes
SUB600245,Funmilayo Bello,0591 803 3974,9mobile,POSTPAID,07.11.2025,2GB,NIL,1974,478,"NGN 8,669",Lagos,Active ,No
SUB600190,IBRAHIM ADEKUNLE,08016245650,9mobile,PAYG,2023-06-17,500MB,99999,N/A,179,"₦24,096.36",Ogun,Active ,true
SUB600229,Fatima Suleiman,234-628-733-427,mtn,POSTPAID,,2 GB,--,220,91,"N22,336",Plateau,Active ,0
SUB600119,Segun Olawale,+234661771159,glo,POSTPAID,19.02.2018,N/A,NULL,163,203,15899.98 naira,Enugu,active,false
SUB600395,Wale Eze   ,(772) 175-3540,9mobile,Postpaid,07/02/2019,1GB,-50,2849,13,"₦10,905.36",Abuja,Active,0
