EmployeeID,FullName,Department,JobTitle,Gender,DateOfBirth,HireDate,Email,PhoneNumber,MaritalStatus,EmploymentType,MonthlySalary,State,YearsOfExperience,Active
PTH-2053,Chioma Afolabi,Ops,Manager,female,22/09/1986,30-Jan-2019,chioma.afolabi@gmail.com,(362) 316-6587,Divorced,Contract,  ,Plateau,8,false
PTH-2338,Adaeze Balogun,Information Technology,Coordinator,Male,15-Mar-1974,2025/08/06,adaeze.balogun@prodigytraininghub.com,43315410067,Married,full time,264926.7,Plateau,8,false
PTH-2342,Chioma Afolabi,Finance,Officer,f,1982-10-12,15-Feb-2017,chioma.afolabi@yahoo.com,+234629620153,married,FT,125087.06 naira,Imo,8,No
PTH-2064,Blessing Okonkwo,IT,Analyst,female,1976/02/02,17 May 2016,blessing.okonkwo@gmail.com,71657262849,Divorced,full time,"₦1,035,165.45",Kano,2,Yes
PTH-2093,Grace Lawal,MARKETING,Analyst,Male,2012-05-10,27-Oct-2017,grace.lawal@gmail.com,86753396360,Divorced,full time,356180.88 naira,Rivers,5,false
PTH-2137,  Chioma Okafor,SALES,Analyst,Male,2010/09/06,19 August 2025,,68164535218,N/A,FT,1108390.06 naira,Abuja,12,N
PTH-2279,Kunle Bello,Legal,-,m,1985/06/27,27 October 2022,kunle.bello@yahoo.com,(978) 819-1485,single,Contract,"₦1,074,195.88",Imo,99,N
PTH-2029,Grace Mohammed,SALES,Analyst,male,24.02.1975,2019-10-08,grace.mohammed@gmail.com,54353462475,Single ,PT,689909.86 naira,Ogun,-1,false
PTH-2125,Yusuf Chukwu,Human Resources,Officer,male,1998-10-17,2016-01-09,nil,09451983273,Married,FT,689421.15,Anambra,-1,TRUE
PTH-2080,Aliyu Okonkwo,Finance,Director,m,06-Mar-1991,2025/06/21,aliyu.okonkwo@yahoo.com,234-618-324-210,Married,FT,115543.06 naira,Plateau,2,Yes
PTH-2332,Amara Suleiman,Procurement,Analyst,F,13/11/1972,24 June 2020,amara.suleiman@yahoo.com,234-059-325-250,?,full time,"N661,169",Abuja,-1,No
PTH-2170,Tunde Olawale,i.t,Intern,f,15-Jun-1979,2022-07-24,tunde.olawale@gmail.com,+234582029702,Divorced,full time,"504,959.36 ",Plateau,3,TRUE
PTH-2158,Wale Chukwu   ,sales,Specialist,male,1999-12-29,25 June 2015,wale.chukwu@prodigytraininghub.com,(328) 986-1434,Married,FT,--,Kaduna,5,0
PTH-2159,Yusuf Nwosu,Operations,Analyst,m,2009/07/26,2020/08/17,yusuf.nwosu@gmail.com,03697117980,,Contract,"N235,644",Rivers,1,yes
PTH-2228,BLESSING  ADEYEMI,Marketing,Analyst,f,2006-02-12,2021/12/01,blessing.adeyemi@yahoo.com,06870568566,married,full time,1076889.14,Akwa Ibom,2,N
PTH-2289,FEMI OKEKE,Procurement,Director,female,1972-01-16,26.02.2018,femi.okeke@yahoo.com,234-632-424-154,married,Contract Staff,"₦260,786.26",Plateau,1,Yes
PTH-2246,SADIQ AFOLABI,SALES,Manager,f,08-Apr-1988,2021/03/18,n/a,14890250392,Married,Contract,"₦405,460.04",KANO,8,1
PTH-2072,Adaeze Mohammed,Legal,Coordinator,female,21-Jan-2008,2024-10-15,adaeze.mohammed@yahoo.com,41343524082,single,full time,null,Kano,3,false
PTH-2104,Chioma Abubakar,Marketing,Coordinator,male,03 November 1972,14.07.2024,chioma.abubakar@gmail.com,09533942104,nil,PT,"₦971,159.28",Imo,1,Yes
PTH-2044,Kemi Ajayi,Marketing,Intern,male,27 August 1976,27.10.2021,kemi.ajayi@yahoo.com,(648) 236-6299,Widowed,full time,153564.10 naira,Akwa Ibom,12,false
PTH-2174,  Halima Balogun,procurement,Supervisor,M,08.03.1971,09/08/2015,halima.balogun@yahoo.com,0947 312 1727,SINGLE,Full time,943445.75 naira,Rivers,99,FALSE
PTH-2278,Tobi Mohammed,CUSTOMER SERVICE,Specialist,m,1987/08/23,09.09.2015,tobi.mohammed@gmail.com,234-034-043-842,Single,Contract,930295.47,Delta,2,FALSE
PTH-2055,bisi ajayi,Procurement,Officer,Male,1999/09/11,04-Jun-2015,bisi.ajayi@yahoo.com,0466 889 3734,Widowed,Full time,457176.1,Imo,2,FALSE
PTH-2005,Ifeoma Suleiman,Ops,Intern,m,01/05/2002,2022/08/18,ifeoma.suleiman@gmail.com,(781) 618-4959,Married,Full time,"208,297.95 ",Anambra,2,Y
PTH-2340,Fatima Okafor,i.t,Director,male,1991/09/03,10/05/2018,fatima.okafor@gmail.com,03271040541,unknown,Contract Staff,"NGN 408,770",abuja,8,No
PTH-2308,Chidi Balogun,legal,Officer,M,1990/10/03,28-Feb-2020,chidi.balogun@yahoo.com,0086 353 6541,Single,Contract,"NGN 725,269",Edo,99,No
PTH-2322,Bisi Adekunle,IT,Intern,female,1997-01-18,19.03.2019,bisi.adekunle@prodigytraininghub.com,0013 721 5107,Single,Contract Staff,"662,483.02 ",Lagos State,N/A,TRUE
PTH-2097,Segun  Lawal   ,Legal,Manager,Female,04/13/1979,2023/10/18,segun.lawal@prodigytraininghub.com,234-913-431-611,Single ,full time,663648.61,Edo,1,true
PTH-2138,  Tobi Nnamdi,Operations,Analyst,Female,17 November 1988,2018-05-18,tobi.nnamdi@yahoo.com,0188 355 2312,single,PT,821064.33,Delta,5,Yes
PTH-2043,Bisi Chukwu,FINANCE,Specialist,Male,07.11.1972,2023-05-13,bisi.chukwu@gmail.com,0000000000,Single ,Part-Time,613395.48 naira,Imo,12,No
PTH-2128,Chioma Adeyemi   ,HR,nil,male,21.04.1997,2021/12/07,NULL,22961201836,SINGLE,Contract Staff,"NGN 842,510",Enugu,0,N
PTH-2068,Ngozi Eze,Legal,Intern,female,12/31/1981,16 May 2016,ngozi.eze@gmail.com,01367837770,Married,PT,-,Lagos State,12,Yes
PTH-2023,Grace Nwosu,i.t,Manager,m,23/07/1996,2015-11-08,grace.nwosu@prodigytraininghub.com,04731781080,Single ,PT,853488.15,Enugu,1,true
PTH-2330,Obinna Okonkwo,sales,Specialist,m,1972/07/11,05/20/2025,obinna.okonkwo@prodigytraininghub.com,234-905-992-937,Divorced,FT,187573.46,Cross River,0,true
PTH-2347,Ngozi Abubakar,Operations,Supervisor,female,02-May-2002,25/12/2020,--,(704) 774-3490,Single,Full time,"N252,113",Rivers,2,1
PTH-2057,Blessing Chukwu,Finance,Director,F,04/11/2010,12/08/2025,blessing.chukwu@gmail.com,69901627204,married,Contract,"₦328,682.57",Imo,12,Y
PTH-2011,tobi olawale,Procurement,?,Female,12/06/2011,07/19/2018,tobi.olawale@gmail.com,234-871-012-269,single,Full time,"N372,058",Cross River,Unknown,yes
PTH-2197,adaeze abubakar,Procurement,Manager,M,1993/02/25,2019/05/06,adaeze.abubakar@yahoo.com,74993097289,Divorced,Contract Staff,936979.06 naira,rivers,12,no
PTH-2194,Funmilayo Mohammed,Procurement,Director,male,10.04.2002,2025/08/21,funmilayo.mohammed@gmail.com,+234787298259,?,Full time,"N212,594",Ogun,2,N
PTH-2350,KEMI OKONKWO,i.t,Analyst,m,1985-12-12,2024/03/28,kemi.okonkwo@yahoo.com,+234899217223,married,FT,"₦325,593.14",Kano,8,0
PTH-2309,bisi suleiman,human resources,Coordinator,F,20-Feb-1992,00/00/0000,bisi.suleiman@gmail.com,+234180238061,null,Part-Time,540631.54,Port Harcourt,12,No
PTH-2007,Tobi Chukwu,Information Technology,Coordinator,F,26/12/1983,12/30/2022,tobi.chukwu@yahoo.com,25534192832,Single,Full-Time,"526,871.38 ",Abuja,3,N
PTH-2071,Grace Okeke,Operations,Manager,M,1991/04/16,10.09.2021,grace.okeke@gmail.com,05182337498,Married,PT,"NGN 377,394",rivers,8,FALSE
PTH-2270,Musa Adekunle,sales,Director,Male,05/07/1973,28-Jan-2017,musa.adekunle@gmail.com,60937966033,SINGLE,Contract Staff,"N916,673",Plateau,8,No
PTH-2052,Bola Ajayi,finance,Specialist,Male,07.10.2008,03/25/2022,bola.ajayi@gmail.com,07143455812,SINGLE,Contract Staff,  ,Port Harcourt,12,FALSE
PTH-2207,Musa Suleiman,Sales Dept,Specialist,female,1982/04/11,07 October 2016,musa.suleiman@prodigytraininghub.com,234-401-938-026,,PT,--,Lagos State,1,FALSE
PTH-2331,SEGUN OKAFOR,CUSTOMER SERVICE,Coordinator,Female,05/14/1998,2018/02/01,segun.okafor@yahoo.com,04270103930,nil,Contract,811578.93 naira,Plateau,-1,TRUE
PTH-2233,bisi abubakar,Procurement,Executive,F,1973-01-02,27-Nov-2022,-,0331 739 3638,Married,Full time,708049.19 naira,Kaduna,0,0
PTH-2126,Wale Lawal,customer service,Supervisor,Male,08 January 1994,2025/10/30,wale.lawal@yahoo.com,0585 149 3689,Divorced,Contract,849516.08,Rivers,8,true
PTH-2219,Yusuf Olawale,Ops,Manager,Male,19 February 1985,30-Oct-2020,yusuf.olawale@gmail.com,+234874064039,N/A,Full-Time,839044.34,Akwa Ibom,2,true
PTH-2037,Emeka Bello,i.t,Supervisor,male,00/00/0000,25 April 2019,emeka.bello@yahoo.com,(586) 923-2260,SINGLE,Full time,621193.03,Kano,5,N
PTH-2074,Ngozi Eze,i.t,Executive,F,19/03/1995,2025-06-18,ngozi.eze@yahoo.com,+234775204711,Single,Contract,859711.86 naira,Imo,12,N
PTH-2036,Yusuf Okonkwo,CUSTOMER SERVICE,Coordinator,f,01/08/2000,07-May-2021,yusuf.okonkwo@gmail.com,0262 045 0533,married,Full time,"N967,622",Enugu,3,yes
PTH-2097,Segun  Lawal   ,Legal,Manager,Female,04/13/1979,2023/10/18,segun.lawal@prodigytraininghub.com,234-913-431-611,Single ,full time,663648.61,Edo,1,true
PTH-2312,Halima Eze,Human Resources,Specialist,F,29-Jun-1977,13/02/2023,halima.eze@prodigytraininghub.com,+234603850506,Single,Contract Staff,"₦129,294.01",Kano,3,no
PTH-2254,  kemi ajayi   ,HR,Coordinator,m,16/11/1982,2024-03-27,nil,60466183982,Divorced,Full-Time,,Lagos,0,yes
PTH-2202,Emeka Yusuf,LEGAL,Manager,Female,01/26/1978,23-Jan-2024,-,43757584419,NULL,Full time,"NGN 1,069,703",ABUJA,99,Yes
PTH-2091,  bola ajayi,Ops,Officer,female,12/04/1996,unknown date,bola.ajayi@gmail.com,+234821465840,Married,PT,"N819,953",Anambra,8,No
PTH-2084,Bisi Okeke,Information Technology,Executive,female,07/04/1973,10/18/2024,bisi.okeke@yahoo.com,0742 967 1756,Widowed,full time,"NGN 290,743",Kano,3,TRUE
