StudentID,StudentName,Class,Gender,DateOfBirth,Subject,CA_Score,ExamScore,TotalScore,Grade,GuardianName,GuardianRelationship,GuardianPhone,State,TermSession,FeesPaid
STU3387,Amara Adeyemi,JSS2,Male,04/25/2016,Geography,36,105,100,B,Sadiq Nnamdi,Guardian,(114) 374-4701,Oyo,First Term 2025,N
STU3293,Bola  Suleiman,JSS2,Female,07 October 2007,Geography,10,105,100,C,BLESSING CHUKWU,Uncle,42622189092,Cross River,2025/2026 First Term,1
STU3145,Tobi Okeke,JSS2,M,2009-01-12,Mathematics,37,105,100,D,Tunde Yusuf,Aunt,25546659051,Ogun,2025-2026 1st Term,FALSE
STU3105,Emeka Ogundimu,SS 1,Female,25-Dec-2013,Unknown,22,63,-,A,Bisi Bello   ,Mother,00952145623,Rivers,2025/2026 First Term,Yes
STU3190,ibrahim nnamdi,JSS3,Female,2010-06-14,Biology,30,41,41,Pass,Ngozi Ogundimu,Uncle,08016245650,Akwa Ibom,First Term 2025,FALSE
STU3014,  amaka nwosu,SS 1,F,04.06.2010,Civic Education,1,84,84,E,Adaeze Eze,Aunt,(148) 932-5288,KANO,"2025/2026, Term 1",Yes
STU3251,ADAEZE  BALOGUN,SS1,Female,14-Dec-2015,Biology,9,77,77,E,IFEOMA AJAYI,Uncle,0426 265 5110,Delta,First Term 2025,FALSE
STU3004,Ngozi Adekunle,ss3,F,23-Feb-2012,Basic Science,8,150,N/A,C,Grace Okonkwo   ,Uncle,(351) 161-5594,Akwa Ibom,2025/2026 First Term,true
STU3100,Aliyu Olawale,JSS1,M,20 October 2017,Basic Science,25,31,31,D,OBINNA BELLO,Father,234-792-374-740,Port Harcourt,First Term 2025,TRUE
STU3276,Ifeoma Ogundimu,SS3,F,13-Apr-2013,Mathematics,33,54,54,D,Adaeze Adekunle,Guardian,(225) 790-5072,Cross River,2025/2026 First Term,false
STU3277,ZAINAB AFOLABI   ,JSS1,M,07/13/2009,English Language,15,25,25,Fail,Kunle Nwosu,father,06887676772,Abuja,2025/2026 First Term,1
STU3021,Ibrahim Eze,jss1,F,10/26/2017,Economics,40,150,100,Distinction,Kunle Eze   ,father,(311) 656-6701,Edo,First Term 2025,Yes
STU3307,Chidi Adekunle,SS 1,F,2009/06/21,Geography,14,60,60,F,Chioma Bello,Mother,08000307562,Oyo,First Term 2025,false
STU3015,WALE SULEIMAN,JSS2,M,2012/10/30,Geography,25,94,94,a,Tobi  Okonkwo,Guardian,(957) 015-4303,Ogun,First Term 2025,0
STU3360,Amaka Okeke,JSS3,Male,05/04/2009,Biology,24,-5,0,a,fatima balogun,father,0030 705 3457,Imo,2025/2026 First Term,false
STU3388,Bisi Chukwu,Jss 1,F,2015-12-17,Civic Education,4,58,58,Pass,kunle afolabi,Mother,0045 561 1002,Edo,2025-2026 1st Term,FALSE
STU3283,Chioma Chukwu,ss3,Female,2012-12-21,Computer Studies,20,54,54,C,Sadiq  Nnamdi,Uncle,(254) 494-8126,Fct Abuja,First Term 2025,0
STU3106,Emeka Nnamdi,JSS2,Male,2017/05/01,Physics,4,105,100,C,emeka yusuf,father,0858 842 4745,oyo,2025-2026 1st Term,FALSE
STU3304,Kemi Okafor,SS2,F,2007-09-08,Geography,21,74,74,D,  segun bello,Father,0000000000,Plateau,2025-2026 1st Term,Yes
STU3073,Halima Chukwu,SS 1,Female,01/04/2012,English Language,33,72,72,Pass,  Bola Nnamdi   ,Aunt,0400 842 7109,Edo,First Term 2025,false
STU3374,Funmilayo Okeke,JSS2,Male,N/A,Economics,6,150,100,D,BISI NWOSU,Uncle,09725217525,Ogun,First Term 2025,No
STU3342,Zainab Ogundimu,JSS3,Male,03-Jan-2009,null,25,105,100,Pass,Segun Nnamdi,Aunt,06296201533,Lagos,2025/2026 First Term,false
STU3004,Ngozi Adekunle,ss3,F,23-Feb-2012,Basic Science,8,150,N/A,C,Grace Okonkwo   ,Uncle,(351) 161-5594,Akwa Ibom,2025/2026 First Term,true
STU3055,Segun Suleiman,Jss 1,Female,01/07/2007,Computer Studies,NULL,NULL,100,F,Wale Yusuf,MOTHER,234-668-893-734,Kaduna,2025/2026 First Term,true
STU3311,Chidi Abubakar,ss3,Male,08.01.2016,Further Mathematics,27,-5,-,Pass,YUSUF ADEYEMI,Mother,0493 759 7383,Kano,"2025/2026, Term 1",0
STU3133,Amaka Suleiman,Jss 1,F,29/05/2016,Economics,20,1,NULL,Fail,Grace Bello,Uncle,0244 510 7622,Delta,First Term 2025,No
STU3365,Tobi Ajayi,JSS1,Female,08.09.2015,Chemistry,9,?,100,a,Segun Abubakar,Guardian,57437489691,Anambra,"2025/2026, Term 1",TRUE
STU3087,Chioma Olawale,SS3,Female,08/22/2017,Economics,20,105,100,Distinction,kunle nwosu,Aunt,(038) 597-7034,Rivers,2025/2026 First Term,false
STU3115,Bola Adeyemi,JSS2,M,23-Jan-2012,Agricultural Science,4,-5,?,Distinction,Ifeoma Lawal,Uncle,03529042284,Kaduna,2025-2026 1st Term,N
STU3165,  kunle balogun,SS3,M,19/07/2009,Chemistry,31,105,--,E,Musa Nwosu,Uncle,+234486874034,Plateau,"2025/2026, Term 1",1
STU3250,Bola Nwosu,JSS2,M,28/04/2017,Chemistry,30,-5,0,A,Funmilayo Adeyemi,father,(662) 961-9431,Rivers,First Term 2025,no
STU3141,aliyu suleiman,ss3,F,14.10.2008,Biology,0,-5,0,Distinction,  wale ajayi,MOTHER,0905 814 7700,Oyo,First Term 2025,Yes
STU3148,obinna chukwu,SS3,F,18-Mar-2015,Mathematics,2,105,100,Fail,Grace Adekunle,father,(281) 685-0542,Edo,2025/2026 First Term,TRUE
STU3061,Segun Nnamdi,SS 1,M,2009-07-12,Agricultural Science,5,32,32,C,Yusuf Ajayi,MOTHER,05299124190,Lagos,First Term 2025,true
STU3085,Ngozi Bello,SS3,M,02/01/2010,Further Mathematics,28,81,81,C,Aliyu  Ogundimu   ,Aunt,(512) 567-4680,Cross River,First Term 2025,1
STU3146,segun olawale,JSS3,M,10-May-2013,Physics,19,-5,0,B,  Amaka Adekunle,father,05186449251,Imo,2025/2026 First Term,TRUE
STU3178,TOBI CHUKWU,SS2,Male,28.03.2009,Basic Science,28,96,96,D,Fatima Suleiman,Mother,69125177852,Lag,2025/2026 First Term,yes
STU3051,Adaeze Afolabi,ss3,M,28.11.2011,Computer Studies,34,92,92,D,Segun Okeke,Aunt,+234277434873,Akwa Ibom,2025-2026 1st Term,FALSE
STU3161,Femi Okeke,SS3,M,24 October 2009,Mathematics,16,12,12,Distinction,Fatima Okeke,Guardian,(621) 851-8888,Delta,"2025/2026, Term 1",No
STU3316,Aliyu Mohammed,SS1,M,2014/08/03,Biology,38,-5,0,a,Chioma Okafor,father,05574313291,Kaduna,2025/2026 First Term,no
STU3295,Femi Abubakar,JSS2,Female,2010-08-14,Economics,0,105,100,Pass,Emeka  Balogun,Mother,(196) 565-2341,Delta,2025/2026 First Term,false
STU3143,Amara Nwosu,jss1,M,,Agricultural Science,39,105,N/A,F,WALE  NNAMDI,MOTHER,0793 597 8207,Enugu,2025/2026 First Term,0
STU3094,Blessing Okeke,JSS2,Male,03 October 2015,Further Mathematics,23,105,100,Pass,  Femi Abubakar,Guardian,05766270289,Delta,First Term 2025,no
STU3221,Funmilayo Olawale,Jss 1,F,06/28/2013,Chemistry,19,150,100,E,BISI ADEYEMI,Mother,234-265-676-618,Rivers,2025-2026 1st Term,Y
STU3108,Kemi Okonkwo,SS1,Male,09.05.2010,Mathematics,nil,150,100,a,Segun  Balogun,Father,81754965137,Delta,2025-2026 1st Term,No
STU3375,Sadiq Balogun,JSS1,Female,2007/06/03,Chemistry,8,150,100,E,Obinna Ogundimu,Aunt,+234743292712,Abuja,2025/2026 First Term,N
STU3377,Ngozi Nnamdi,SS2,F,17/11/2007,Agricultural Science,10,105,100,Fail,Wale Ajayi   ,Father,234-583-003-354,Edo,2025/2026 First Term,Yes
STU3022,Aliyu Lawal,jss1,Female,2016/07/11,English Language,34,105,100,Distinction,Kemi Olawale   ,Mother,(651) 333-8726,Ogun,"2025/2026, Term 1",no
STU3074,Chioma  Adekunle,JSS2,F,00/00/0000,Mathematics,8,150,100,a,Segun  Bello,father,+234775204711,Edo,First Term 2025,No
STU3092,Segun Chukwu,ss3,Male,2008-04-12,Chemistry,19,-5,0,a,ALIYU AJAYI,father,+234997278755,Anambra,2025-2026 1st Term,0
STU3164,Amaka Okonkwo,SS3,F,27.11.2012,Mathematics,17,-5,0,Fail,Yusuf Okeke,Aunt,(722) 170-4303,Oyo,"2025/2026, Term 1",TRUE
STU3197,Emeka Okonkwo,JSS2,F,14/10/2014,Geography,11,150,100,Distinction,bisi bello   ,Mother,74993097289,Cross River,2025/2026 First Term,Y
STU3166,Kemi Balogun,ss3,M,2009/06/22,Physics,17,150,100,E,Tunde Ogundimu,Father,(054) 156-6765,Lagos,First Term 2025,yes
STU3147,CHINEDU OKEKE,JSS3,M,31.01.2014,Economics,18,150,-,Fail,Chinedu Nwosu,Aunt,+234546291486,Rivers,2025-2026 1st Term,false
STU3219,yusuf suleiman,ss3,Female,09.02.2011,Further Mathematics,22,71,71,A,bola chukwu,father,(087) 406-4039,Imo,First Term 2025,0
STU3233,Chioma Eze,jss1,M,19 June 2016,Civic Education,31,105,100,B,Kemi  Lawal   ,Father,0331 739 3638,Edo,2025/2026 First Term,Y
STU3297,Chidi Afolabi,SS1,F,2009-08-26,Civic Education,20,79,79,a,Grace Yusuf,Mother,36403761379,Kano,2025-2026 1st Term,FALSE
STU3269,Femi Ajayi,JSS1,M,19-Jan-2016,Unknown,20,51,51,Fail,YUSUF YUSUF   ,Uncle,08258673622,Ogun,First Term 2025,Y
STU3266,Chidi Okonkwo,JSS2,Male,2007-05-14,n/a,7,150,100,Pass,CHINEDU MOHAMMED   ,Guardian,50714611254,Delta,2025/2026 First Term,No
STU3289,Ibrahim Balogun   ,jss1,M,2017-01-12,Basic Science,4,150,-,a,  Chioma Okonkwo,Uncle,+234632424154,Rivers,First Term 2025,1
STU3025,Yusuf Yusuf,Jss 1,Male,18 January 2011,Mathematics,30,68,unknown,B,   Amaka Balogun,Mother,234-474-687-234,Abuja,2025/2026 First Term,TRUE
STU3175,Amara Abubakar,JSS3,F,2011/06/26,Further Mathematics,6,-5,0,Distinction,Chioma Balogun,Uncle,05518844225,Akwa Ibom,2025-2026 1st Term,false
STU3253,Aliyu Yusuf,SS 1,Male,12-Nov-2012,Economics,36,6,6,Fail,Chinedu Eze,Father,86101581995,Ibadan,"2025/2026, Term 1",FALSE
STU3153,Chioma Abubakar,ss3,M,2007/01/30,Further Mathematics,13,-5,0,F,Femi Suleiman,Uncle,88623924075,Abuja,"2025/2026, Term 1",false
STU3119,Blessing Okafor,JSS2,F,29 October 2012,Further Mathematics,6,150,100,E,Sadiq Suleiman,Aunt,07661771159,rivers,"2025/2026, Term 1",Yes
STU3050,aliyu nnamdi,JSS3,Female,09.07.2014,Computer Studies,32,-5,0,A,Tobi Olawale,Mother,(278) 895-7986,Cross River,2025-2026 1st Term,false
STU3078,Kemi Abubakar,JSS2,Female,00/00/0000,Computer Studies,N/A,105,100,Fail,fatima lawal,Mother,12328120679,Abuja,"2025/2026, Term 1",N
STU3144,Femi Nwosu,SS3,Male,02 October 2008,Basic Science,?,150,100,B,Ibrahim Abubakar,father,+234182037788,Rivers State,2025-2026 1st Term,No
STU3302,Aliyu Adekunle,jss1,M,21.04.2016,Further Mathematics,5,150,100,C,Kemi Abubakar,MOTHER,09146303161,Abuja,"2025/2026, Term 1",TRUE
STU3370,Tobi Okafor,JSS2,Male,2011/07/09,Chemistry,38,105,100,F,SADIQ ADEYEMI,father,+234824172482,Anambra,"2025/2026, Term 1",Y
STU3261,Segun Afolabi,jss1,F,25.12.2009,Computer Studies,23,85,85,Fail,bola balogun,Uncle,74167243426,Imo,2025-2026 1st Term,FALSE
STU3091,Chioma Okonkwo,JSS1,Female,12.12.2015,Basic Science,4,105,100,F,Funmilayo Abubakar,father,0982 146 5840,Ogun,"2025/2026, Term 1",FALSE
STU3225,Aliyu  Mohammed,ss3,F,19-Jan-2017,Economics,17,11,11,C,Fatima Okonkwo,Guardian,234-790-306-738,Delta,"2025/2026, Term 1",N
