ListingID,PropertyTitle,PropertyType,ListingType,Bedrooms,Bathrooms,SizeSqm,Price,PricePeriod,Area,State,AgentName,AgentPhone,ListedDate,Furnished,ServiceCharge
RE-4206,0-Bedroom duplex in Magodo   ,Detached House,Lease,0,-1,998.0,13621729.00 naira,per annum,magodo,Lagos,  Fatima Mohammed,0712 082 6773,26-Jan-2026,false,"N759,849"
RE-4305,-1-Bedroom Duplex in Surulere,Terrace,For Sale,-1,-1,741.0,1989783.00 naira,per year,Surulere,Lagos State,chinedu okafor,234-481-491-778,03-Jun-2026,true,"₦1,499,575.00"
RE-4209,  -1-Bedroom Self-Contain in Ikeja GRA   ,duplex,Shortlet,-1,nil,169.4,"N16,417,260",Per Annum,IKEJA GRA   ,Lagos,Bisi Adekunle,234-478-872-874,11.10.2025,N,"NGN 1,014,364"
RE-4178,-1-Bedroom Land in Gwarinpa,Self-Contain,FOR RENT,-1,2,85.4,"NGN 20,394,366",One-off,gwarinpa,Abuja,FUNMILAYO AFOLABI,234-912-517-785,13.05.2025,TRUE,NIL
RE-4165,3-Bedroom duplex in Yaba,Flat/Apartment,for sale,3,2,1025.4,"₦6,098,251.00",per year,Yaba,Lagos,  fatima okonkwo,54868740345,2025/07/28,0,null
RE-4075,  2-Bedroom Land in Ikoyi,Terrace,For Rent,2,4,?,"N2,982,015",,ikoyi,lagos,Aliyu Abubakar,07190229413,24.05.2026,false,839551.00 naira
RE-4228,  3-Bedroom duplex in Ajah,Self-Contain,For Sale,3,2,1071.5,"N16,893,978",per annum,  ajah   ,Lagos,Ngozi Nwosu,06870568566,13/03/2025,TRUE,540665.0
RE-4192,   6-Bedroom Bungalow in Jabi,Terrace,Lease,6,-1,588.6,16971193.0,per annum,  JABI   ,Abuja,halima chukwu,234-499-121-655,21/04/2025,TRUE,"₦1,033,536.00"
RE-4084,6-Bedroom duplex in Asokoro,Terrace,For Rent,6,2,79.1,"₦6,782,403.00",,ASOKORO,FCT,Musa Yusuf,0742 967 1756,29-Jan-2025,yes,"NGN 1,245,251"
RE-4242,  1-Bedroom Self-Contain in Lekki,Land,For Rent,1,2,772.3,"NGN 16,464,565",per annum,Lekki,Lagos,  Grace Okeke,234-823-398-454,27/01/2026,No,"574,026.00 "
RE-4325,4-Bedroom Bungalow in Victoria Island   ,Duplex,Shortlet,4,4,991.4,"NGN 2,135,737",N/A,victoria island,Lagos State,Obinna Mohammed,0768 701 4626,08/18/2025,no,"NGN 676,018"
RE-4028,1-Bedroom Detached House in Victoria Island,Duplex,Shortlet,1,-1,57.0,"₦4,915,447.00",per annum,Victoria Island   ,Lagos,  FUNMILAYO AJAYI,0939 909 1699,10 June 2026,yes,"₦927,869.00"
RE-4046,3-Bedroom duplex in Lekki,Self-Contain,Shortlet,3,-1,245.5,"5,908,871.00 ",,Lekki,Lagos,obinna nnamdi,77387214895,2025/04/23,true,"N1,055,304"
RE-4187,  0-Bedroom BUNGALOW in Ajah,Detached House,Shortlet,0,3,55.8,"24,111,099.00 ",One-off,AJAH,Lagos,Amaka Mohammed,234-696-325-953,2025-06-21,true,unknown
RE-4147,4-Bedroom Land in Ikorodu,Duplex,Shortlet,4,2,389.6,"12,676,968.00 ",per annum,IKORODU,Lagos,OBINNA NNAMDI,+234546291486,2026-05-01,N,"₦522,892.00"
RE-4025,5-Bedroom Duplex in Ikoyi,BUNGALOW,for sale,5,3,16.8,"750,234.00 ",per annum,Ikoyi,Lagos,Ngozi Nwosu,234-474-687-234,01-Dec-2025,Yes,-
RE-4119,6-Bedroom Duplex in Magodo,Bungalow,For Rent,6,1,1000.7,"NGN 7,536,829",per year,Magodo,Lagos,Aliyu Eze,07661771159,09/30/2025,TRUE,"₦539,394.00"
RE-4251,3-Bedroom Duplex in Wuse 2,Bungalow,For Sale,3,-1,96.2,"NGN 24,410,530",N/A,  WUSE 2   ,Abuja,Blessing Lawal,04262655110,2026-05-01,false,"N800,855"
RE-4287,2-Bedroom Terrace in Lugbe,Duplex,For Rent,2,2,41.5,"NGN 10,914,200",Per Annum,Lugbe,abuja,  adaeze abubakar,234-374-545-892,11.03.2026,0,--
RE-4223,5-Bedroom Detached House in Gwarinpa   ,Terrace,Shortlet,5,2,771.7,"₦13,176,373.00",,Gwarinpa,Abuja,  EMEKA EZE,(786) 863-3752,13.09.2025,Yes,811208.0
RE-4302,3-Bedroom Flat/Apartment in Garki,Bungalow,Shortlet,3,3,41.5,15565591.0,,Garki,FCT,  Kemi Ajayi   ,0914 630 3161,28.06.2026,TRUE,-
RE-4001,4-Bedroom Detached House in Lekki,BUNGALOW,FOR RENT,4,-1,741.4,7133847.0,per year,Lekki,Lagos,chioma  eze,01043321819,12-Aug-2025,No,"N1,252,637"
RE-4230,6-Bedroom BUNGALOW in Surulere,Land,for sale,6,1,78.9,15791064.0,per year,surulere,Lagos,Tunde Okeke   ,0866 882 6343,23-Dec-2025,1,"N1,460,631"
RE-4333,6-Bedroom Bungalow in Maitama,duplex,for sale,6,4,861.8,"₦7,372,500.00",N/A,MAITAMA,Fct Abuja,  Blessing Ogundimu,N/A,26-Sep-2025,true,--
RE-4097,2-Bedroom BUNGALOW in Victoria Island,BUNGALOW,FOR RENT,2,1,183.0,"NGN 1,695,279",,Victoria Island,Lagos,Chioma Adekunle,(091) 343-1611,06/12/2025,yes,329143.00 naira
RE-4322,1-Bedroom Duplex in Ikorodu,Land,FOR RENT,n/a,-1,1115.2,?,,Ikorodu,Lagos,Kemi Afolabi,0013 721 5107,05/12/2025,true,110609.0
RE-4013,  4-Bedroom Flat/Apartment in Victoria Island,Duplex,Lease,4,1,49.8,"NGN 10,809,812",per annum,Victoria Island,LAGOS,ALIYU LAWAL,0514 627 0482,02 March 2026,TRUE,?
RE-4137,6-Bedroom BUNGALOW in Lekki,Terrace,Shortlet,6,2,80.5,4523061.0,per year,lekki    ,Lagos,Ngozi Lawal   ,0681 645 3521,2025/11/22,FALSE,953710.00 naira
RE-4104,-1-Bedroom Terrace in Maitama,Land,FOR RENT,-1,1,271.0,"₦4,035,601.00",per year,Maitama,Abuja,Yusuf Lawal,09533942104,07/06/2025,FALSE,51740.0
RE-4318,  2-Bedroom Bungalow in Jabi,Land,For Sale,2,4,900.5,"NGN 16,118,561",per annum,jabi,abuja,Zainab Afolabi,47411249035,2025-07-05,0,"₦809,608.00"
RE-4145,1-Bedroom duplex in Victoria Island,Bungalow,FOR RENT,1,N/A,351.8,"N12,838,052",N/A,victoria island,Lagos,tobi bello,+234554665905,26 June 2025,Y,"₦225,081.00"
RE-4001,4-Bedroom Detached House in Lekki,BUNGALOW,FOR RENT,4,-1,741.4,7133847.0,per year,Lekki,Lagos,chioma  eze,01043321819,12-Aug-2025,No,"N1,252,637"
RE-4317,2-Bedroom Self-Contain in Gwarinpa   ,Bungalow,Shortlet,2,3,13.4,1785059.0,per annum,Gwarinpa   ,Abuja,Ibrahim Suleiman,0127 756 1853,04 May 2026,true,nil
RE-4023,0-Bedroom BUNGALOW in Garki,Bungalow,FOR RENT,0,1,1057.1,nil,Per Annum,garki   ,Abuja,  KUNLE OKONKWO,(473) 178-1080,29-Aug-2025,true,
RE-4296,1-Bedroom Detached House in Jabi,Detached House,FOR RENT,1,3,99.0,"₦1,610,180.00",N/A,jabi,FCT,NGOZI OKEKE,0899 940 4389,10/26/2025,no,901346.00 naira
RE-4007,4-Bedroom Bungalow in Ikoyi,Detached House,For Rent,4,3,728.4,"N11,286,838",One-off,Ikoyi,Lagos,AMARA EZE,+234553419283,03/06/2026,0,"N1,070,133"
RE-4330,5-Bedroom  Duplex in Wuse 2,Duplex,for sale,5,4,  ,"NGN 6,198,238",per annum,wuse 2,FCT,Ngozi Chukwu,59059929378,2025/05/14,no,"₦1,348,938.00"
RE-4212,  0-Bedroom Self-Contain in Yaba   ,Terrace,Shortlet,0,-1,985.5,6388114.0,Per Annum,yaba,LAGOS,Kunle Mohammed,0753 046 3745,25.10.2025,yes,774757.00 naira
RE-4239,1-Bedroom Bungalow in Lugbe,Duplex,for sale,1,1,88.0,"7,842,740.00 ",Per Annum,Lugbe,ABUJA,Aliyu Nnamdi,(006) 231-2038,10 August 2025,1,"N1,275,383"
RE-4222,6-Bedroom  Flat/Apartment in Asokoro,Terrace,FOR RENT,6,3,203.9,19183095.00 naira,,Asokoro,Abuja,WALE BELLO,05128682300,02/09/2026,Yes,546104.0
RE-4255,1-Bedroom Duplex in Gwarinpa,Detached House,For Sale,1,4,769.0,24022310.00 naira,N/A,  Gwarinpa   ,Abuja,FUNMILAYO AJAYI,62244472126,09 June 2026,false,1067280.00 naira
RE-4020,2-Bedroom duplex in Lugbe,BUNGALOW,For Sale,2,3,96.7,3562611.0,N/A,  Lugbe,ABUJA,Segun Ajayi,234-738-299-737,2026/02/26,0,?
RE-4332,1-Bedroom  Detached House in Magodo,Flat/Apartment,for sale,1,2,277.0,"N12,177,876",N/A,Magodo,lagos,Halima Okafor,07059325250,2025/07/13,Yes,"₦1,235,670.00"
RE-4194,-1-Bedroom Detached House in Victoria Island,Land,Lease,-1,null,129.2,"₦4,892,648.00",,VICTORIA ISLAND,Lagos State,Emeka Chukwu,0578 729 8259,18/10/2025,No,nil
RE-4204,6-Bedroom Flat/Apartment in Yaba,Duplex,For Rent,nil,1,70.8,24494495.0,N/A,  YABA,Lagos,Emeka Ajayi,04733848421,27-Jan-2026,true,"NGN 1,138,299"
RE-4034,  3-Bedroom BUNGALOW in Jabi   ,Detached House,for sale,3,-1,537.8,"N7,384,526",per year,Jabi,Abuja,ibrahim suleiman,16400524278,09 December 2025,No,"NGN 663,939"
RE-4050,5-Bedroom Bungalow in Lugbe,Terrace,For Rent,5,-1,unknown,10453510.00 naira,One-off,LUGBE   ,Abuja,AMARA SULEIMAN,(278) 895-7986,02 March 2026,0,707477.00 naira
RE-4079,6-Bedroom  Self-Contain in Gwarinpa,Duplex,for sale,6,n/a,963.4,"₦1,260,714.00",Per Annum,Gwarinpa   ,Abuja,Obinna Okafor,234-403-447-134,06/16/2025,1,1096955.0
RE-4033,   3-Bedroom Land in Garki,Land,for sale,3,1,69.0,4016908.00 naira,N/A,Garki   ,Abuja,Fatima Olawale,234-493-534-874,04/06/2026,TRUE,106756.0
RE-4246,5-Bedroom Duplex in Gwarinpa,Duplex,FOR RENT,5,Unknown,753.6,"₦11,688,457.00",,GWARINPA,FCT,Bisi Chukwu,14890250392,22-Jan-2025,true,"NGN 226,049"
RE-4289,-1-Bedroom BUNGALOW in Asokoro,Land,Shortlet,-1,1,58.4,"NGN 12,002,425",Per Annum,Asokoro   ,Abuja,  femi bello   ,0063 242 4154,2025-02-21,0,"403,946.00 "
RE-4026,6-Bedroom Self-Contain in Jabi,Detached House,Shortlet,6,,105.6,4491960.00 naira,Per Annum,jabi,Abuja,Zainab Suleiman,0098 050 0978,2025-08-15,Yes,365041.00 naira
RE-4139,  -1-Bedroom duplex in Magodo,Detached House,For Sale,-1,-1,null,"2,986,355.00 ",N/A,MAGODO    ,Lagos,Kemi Mohammed,(329) 212-7799,2025/06/21,0,304329.0
RE-4140,1-Bedroom Flat/Apartment in Magodo,Flat/Apartment,For Rent,1,null,92.9,"₦9,885,504.00",per year,Magodo,Lagos,Emeka Bello,234-955-271-774,27-Feb-2026,1,"N1,444,556"
RE-4286,5-Bedroom  Flat/Apartment in Ogudu,Bungalow,for sale,5,2,1145.7,"₦22,391,691.00",Per Annum,Ogudu,lagos,Aliyu Balogun,N/A,14-May-2025,TRUE,1063231.0
RE-4297,3-Bedroom duplex in Gwarinpa,Bungalow,Shortlet,3,4,1084.8,4115394.0,N/A,Gwarinpa,Abuja,FUNMILAYO NNAMDI,03640376137,17 December 2025,N,n/a
RE-4336,-1-Bedroom BUNGALOW in Maitama,duplex,For Rent,-1,1,155.0,7253229.00 naira,per year,Maitama,Abuja,Fatima Abubakar   ,+234902959391,10 October 2025,yes,NIL
RE-4121,  4-Bedroom Self-Contain in Maitama,Duplex,for sale,4,4,273.7,"5,926,854.00 ",per year,Maitama,Abuja,Adaeze Yusuf,+234896118367,00/00/0000,0,"₦884,120.00"
RE-4045,3-Bedroom Land in Jabi   ,Flat/Apartment,for sale,3,3,21.7,6578331.0,One-off,Jabi,Abuja,obinna okafor,68044369957,2026/05/01,Yes,"N435,019"
RE-4058,  1-Bedroom Land in Ogudu,duplex,For Rent,1,4,87.4,"N4,246,773",Per Annum,Ogudu,Lagos State,Zainab  Mohammed   ,234-537-556-464,01/12/2025,Y,Unknown
RE-4008,2-Bedroom Detached House in Ogudu,Detached House,Lease,2,1,1076.5,"NGN 23,595,390",Per Annum,  ogudu,Lagos State,FEMI OKAFOR,invalid,10/06/2025,1,nil
RE-4090,   2-Bedroom Duplex in Gwarinpa,Flat/Apartment,Shortlet,2,3,77.9,"N7,056,053",,GWARINPA,Abuja,Kemi Bello,+234467737826,29/04/2025,Y,unknown
RE-4244,-1-Bedroom Detached House in Ikeja GRA,Terrace,Shortlet,-1,3,91.6,1189774.0,N/A,ikeja gra,Lagos,Aliyu Ajayi,(666) 870-0217,2026/06/09,No,--
RE-4016,-1-Bedroom Detached House in Ikoyi,Detached House,Lease,-1,3,58.9,"₦3,985,313.00",per year,Ikoyi,Lagos,  Obinna Ogundimu,(117) 182-2782,06 July 2025,TRUE,"N1,495,116"
RE-4326,4-Bedroom Self-Contain in Magodo,Land,for sale,4,4,49.7,"NGN 1,437,682",,MAGODO,Lagos,Ifeoma Ogundimu,+234380657875,17 April 2026,true,1361780.0
RE-4340,2-Bedroom Flat/Apartment in Asokoro,Duplex,Shortlet,2,-1,66.8,"NGN 2,958,182",Per Annum,asokoro,Fct Abuja,Chidi Olawale,(327) 104-0541,2025/08/08,N,
RE-4105,6-Bedroom Self-Contain in Jabi,Bungalow,FOR RENT,6,4,90.9,"₦5,732,321.00",N/A,Jabi,Abuja,  AMARA NNAMDI,234-952-145-623,25-Dec-2025,true,428889.00 naira
RE-4234,1-Bedroom  Terrace in Ogudu,Land,for sale,1,-1,711.4,7527709.0,per year,  Ogudu,lagos,Chinedu  Okeke,46785445877,2025/02/19,No,"NGN 385,777"
RE-4135,-1-Bedroom Land in Garki,Bungalow,FOR RENT,-1,1,473.6,13212655.0,N/A,Garki,Fct Abuja,chioma balogun,234-596-966-416,10/17/2025,Y,162947.0
RE-4073,1-Bedroom Bungalow in Ikeja GRA,Duplex,FOR RENT,1,2,864.9,"NGN 7,229,656",per annum,Ikeja GRA,lagos,  NGOZI OKEKE,234-008-427-109,04/08/2025,0,"₦434,261.00"
RE-4155,3-Bedroom Self-Contain in Lugbe,Duplex,FOR RENT,3,3,56.8,21216765.0,per year,LUGBE,Abuja,ibrahim  okeke,invalid,2025/03/09,true,unknown
RE-4062,  5-Bedroom Land in Victoria Island   ,Duplex,for sale,5,2,17.6,6382025.00 naira,N/A,VICTORIA ISLAND,lagos,yusuf afolabi,09663193149,11/23/2025,yes,"₦1,222,658.00"
RE-4018,2-Bedroom duplex in Surulere   ,Terrace,Lease,2,4,66.0,15271487.00 naira,N/A,Surulere,lagos,KEMI  BALOGUN   ,(713) 315-0983,29/03/2025,N,unknown
RE-4153,6-Bedroom Duplex in Ikoyi   ,Flat/Apartment,Lease,6,1,286.6,"₦3,806,665.00",per annum,Ikoyi,Lagos,Grace Yusuf,+234862392407,2025/11/21,0,212858.00 naira
RE-4012,4-Bedroom Self-Contain in Gwarinpa,Flat/Apartment,FOR RENT,4,-1,30.2,5394141.0,,Gwarinpa,Fct Abuja,Blessing Adekunle,+234697848018,21/02/2025,false,-
RE-4335,6-Bedroom Detached House in Ogudu,Land,Shortlet,6,3,493.9,18669405.00 naira,One-off,Ogudu,LAGOS,Kunle Okeke,0539 264 4220,19/01/2025,no,188595.0
RE-4214,6-Bedroom Flat/Apartment in Maitama,Flat/Apartment,For Rent,6,2,NIL,"19,302,129.00 ",Per Annum,Maitama   ,abuja,WALE  ADEYEMI,68414593327,17-Jun-2025,Y,"₦635,791.00"
RE-4144,  1-Bedroom BUNGALOW in Victoria Island,Flat/Apartment,For Sale,1,-1,100.7,5455506.0,,victoria island,Lagos,ADAEZE OLAWALE   ,51820377889,2026/05/14,TRUE,N/A
RE-4039,6-Bedroom Duplex in Wuse 2,BUNGALOW,for sale,6,?,84.8,"₦6,495,068.00",One-off,  wuse 2,Abuja,Aliyu Okonkwo   ,0754 330 3654,14.12.2025,Yes,-
RE-4191,4-Bedroom Detached House in Garki,duplex,Lease,4,1,1012.4,2287694.0,per year,GARKI   ,Abuja,Tobi  Adeyemi,+234983584168,16.03.2025,true,707446.00 naira
RE-4217,4-Bedroom BUNGALOW in Jabi,Land,for sale,4,-1,27.0,"NGN 17,822,397",,Jabi   ,abuja,FEMI ABUBAKAR,234-982-258-713,2025/08/09,TRUE,"₦658,545.00"
RE-4098,1-Bedroom BUNGALOW in Victoria Island,Self-Contain,Shortlet,1,1,1048.7,16419461.00 naira,One-off,  VICTORIA ISLAND,lagos,Wale Adekunle,02400504556,2025/07/30,false,"N1,146,143"
RE-4331,2-Bedroom Terrace in Ikoyi,Bungalow,For Rent,2,4,952.3,"N6,073,466",N/A,IKOYI,Lagos,ZAINAB  BALOGUN,234-270-103-930,01/14/2025,0,1076945.00 naira
RE-4111,  0-Bedroom Self-Contain in Ogudu,BUNGALOW,Shortlet,0,4,8.4,"N6,509,454",per annum,OGUDU,Lagos,Tunde Ogundimu,234-586-926-179,,no,"₦1,446,519.00"
RE-4189,  4-Bedroom Land in Lugbe,Terrace,For Sale,4,4,30.4,5100820.00 naira,per year,Lugbe,Abuja,  BOLA OKEKE,(339) 500-4797,2026-01-07,N,83520.0
