TransactionID,Date,Store,ProductName,Category,Quantity,UnitPrice,TotalAmount,PaymentMethod,CustomerName,CustomerPhone,State,CashierID,DiscountApplied
TXN1127,28 June 2025,Prodigy Mart Yaba   ,La Casera Drink,Beverages,2,-,NGN 731,cash,Musa Bello,0809 402 4455,Kano,EMP108,false
TXN1384,05/04/2025,Prodigy Mart Abuja Wuse,Bournvita 500g,BEVERAGES,2,"₦3,190.41",6380.8159739762,POS,Bisi Mohammed,234-914-117-393,KANO,EMP138,0
TXN1245,14/03/2026,Prodigy Mart Surulere   ,Kings Vegetable Oil 5L,Cooking Oil,5,9669.60 naira,,Card,Ibrahim Ajayi,59180339740,Lagos,EMP124,yes
TXN1030,14-Oct-2025,  Prodigy Mart Lekki,Dangote Sugar 1kg,groceries,10,"₦1,159.30",11593.04 naira,Card,  Musa Okafor,(107) 991-1838,Abuja,EMP114,no
TXN1093,2025-04-14,prodigy mart yaba,Hollandia Yoghurt,dairy,1,"₦1,018.11","NGN 1,018",nil,NULL,86753396360,Kano,EMP120,yes
TXN1070,03/02/2026,prodigy mart surulere,Indomie Noodles Carton,Groceries,10,"N4,168","₦41,676.18",Card,Femi Okonkwo,+234855744431,KANO,EMP139,N
TXN1378,25/03/2025,Prodigy  Mart Yaba   ,Kings Vegetable Oil 5L,Cooking Oil,2,"N9,601","₦19,201.51",Transfer,Bola Okonkwo,01689421044,LAGOS,EMP114,Y
TXN1057,12/02/2025,Prodigy  Mart Abuja Wuse,Hollandia Yoghurt,null,-1,843.7167858110432,₦843.72,pos,--,+234990162720,kano,EMP128,1
TXN1026,25-Jan-2026,  PRODIGY MART ABUJA WUSE,Close-Up Toothpaste,Personal Care,1,N723,723.41 naira,cash,Adaeze Olawale,(098) 050-0978,Abuja,EMP139,1
TXN1161,2025/09/19,Prodigy Mart Lekki,Always Sanitary Pad,PERSONAL CARE,2,"1,045.55 ",,POS,?,(621) 851-8888,Abuja,EMP140,No
TXN1134,03/06/2025,Prodigy Mart Abuja Wuse,   la casera drink,Beverages,N/A,343.06 naira,N686,Bank Transfer,Halima Ajayi,+234388516060,Kano,EMP105,0
TXN1302,10/15/2025,prodigy mart abuja wuse   ,omo  detergent 1kg,household,1,"1,690.39 ","₦1,690.39",Cash,Segun Lawal,(914) 630-3161,Oyo,EMP128,Y
TXN1398,2025/03/03,  Prodigy Mart Surulere,Kings Vegetable Oil 5L,Cooking Oil,5,7673.79 naira,"₦38,368.93",Bank Transfer,Grace Suleiman   ,08019948837,Kano,EMP104,FALSE
TXN1334,2026/01/07,Prodigy Mart Surulere,Milo 900g,beverages,0,"4,072.82 ","₦4,072.82",pos,Grace Okonkwo   ,+234452267528,Lagos,EMP108,FALSE
TXN1047,03/17/2025,Prodigy Mart Abuja Wuse,Golden Penny Spaghetti,GROCERIES,1,"₦1,085.94",1085.9401862345194,pos,Halima Yusuf,234-343-320-037,Oyo,EMP132,true
TXN1325,27/11/2025,Prodigy  Mart Surulere,coca-cola crate   ,beverages,10,"₦2,991.85",29918.52 naira,Bank Transfer,Obinna Nwosu,+234687014626,Ibadan,EMP117,FALSE
TXN1407,03.07.2025,prodigy mart ikeja,Power Oil 1L,Cooking Oil,-1,2289.45 naira,"NGN 2,289",pos,Kemi Ogundimu,09452288515,Lagos,EMP108,Yes
TXN1196,23.03.2026,Prodigy Mart Lekki,LA CASERA DRINK,Beverages,2,360.24 naira,720.4702199978888,ATM Card,  Sadiq Mohammed   ,(470) 551-6940,Rivers,EMP137,N
TXN1260,2025-01-02,PRODIGY MART SURULERE,Omo Detergent 1kg   ,Household,2,"₦1,550.47",3100.95 naira,POS,Zainab Bello,0519 398 2807,abuja,EMP137,true
TXN1477,08/03/2025,prodigy mart yaba,KNORR  SEASONING,Groceries,10,₦402.69,"₦4,026.94",Mobile Money,Musa Yusuf,invalid,Abuja,EMP108,Yes
txn1226,09.11.2025,prodigy mart surulere,Kings Vegetable Oil 5L,Cooking Oil,nil,"₦9,506.72",9506.719197874772,Bank Transfer,  Fatima Bello,02843959953,Rivers,EMP135,Y
TXN1282,18-Feb-2025,Prodigy Mart Ikeja   ,Pampers Pack (Medium),BABY CARE,3,6652.455225922324,"₦19,957.37",pos,Femi Okafor,234-233-095-849,Lag,EMP124,yes
TXN1352,2026-02-20,Prodigy Mart Abuja Wuse,Maggi Cubes Pack,Groceries,3,331.43 ,NGN 994,pos,Unknown,+234686854870,Port Harcourt,EMP135,No
TXN1436,06 May 2025,Prodigy Mart Lekki   ,Kings  Vegetable Oil 5L,Cooking Oil,5,"N8,453",42263.29 naira,pos,Chinedu Ajayi,06930848872,Rivers,EMP107,1
TXN1298,N/A,Prodigy  Mart Abuja Wuse,maggi cubes pack   ,Groceries,2,N383,NGN 767,pos,Adaeze Nwosu,(180) 552-6965,Oyo,EMP115,Yes
TXN1396,16/06/2025,  Prodigy Mart Lekki,Coca-Cola Crate,beverages,10,"N3,115",31147.115805957023,POS,Ngozi Mohammed,38663177971,KANO,EMP123,true
TXN1317,05/05/2025,Prodigy Mart Ikeja,Indomie Noodles Carton   ,Groceries,1,"NGN 4,635",4634.931395699586,Transfer,Halima Abubakar,+234277561853,Rivers,EMP108,Y
TXN1355,10 October 2025,Prodigy Mart Surulere,Kings Vegetable Oil 5L,Cooking Oil,2,"8,592.19 ","₦17,184.37",cash,Blessing Afolabi,+234702462996,Oyo State,EMP115,true
TXN1377,2025/10/16,Prodigy Mart Ikeja,ALWAYS SANITARY PAD,PERSONAL CARE,-1,₦900.81,900.8145653165669,pos,Musa Balogun,05830033542,Lagos,EMP103,false
TXN1217,01/06/2026,prodigy  mart ikeja,DANGOTE SUGAR 1KG   ,Groceries,-1,"NGN 1,118","NGN 1,118",--,Kunle Okafor,+234982258713,Rivers,EMP121,TRUE
TXN1350,01/22/2026,PRODIGY MART IKEJA   ,Kings Vegetable Oil 5L,COOKING OIL,5,"NGN 7,749",  ,Mobile Money,Musa Eze,+234899217223,Abuja,EMP106,false
txn1414,06/05/2025,Prodigy Mart Surulere,  Milo 900g,BEVERAGES,10,"N4,721","₦47,214.10",Transfer,  Amaka Lawal,234-484-229-405,ABUJA,EMP116,Y
TXN1171,16-Apr-2026,Prodigy Mart Yaba,Maggi  Cubes Pack,Groceries,--,329.1577479357953,N658,Card,Bola  Ajayi,03556909275,Lagos State,EMP139,Yes
TXN1321,2025/01/14,prodigy mart yaba,  Beans Bag 1 Paint,Groceries,2,3589.944186667863,7179.89 naira,,N/A,03236519941,Lag,EMP117,N
TXN1202,25 October 2025,Prodigy Mart Abuja Wuse,MILO 900G,Beverages,5,"N4,671",23355.24 naira,null,Chidi Abubakar,(437) 575-8441,kano,EMP124,1
TXN1095,19.12.2025,prodigy mart ikeja,Maggi Cubes Pack,Groceries,0,NGN 363,₦363.24,Cash,Ngozi Okonkwo   ,17187026217,Port Harcourt,EMP122,0
TXN1319,28 January 2026,Prodigy Mart Surulere,KINGS VEGETABLE OIL 5L,Cooking Oil,-1,"₦8,898.05",nil,ATM Card,Obinna Olawale,21356804420,KANO,EMP120,TRUE
TXN1168,14-Feb-2025,prodigy  mart surulere,Maggi Cubes Pack,Groceries,10,330.43 naira,3304.2833401992148,pos,Chidi Olawale   ,+234451154479,Kano,EMP104,0
TXN1116,14.01.2026,prodigy  mart surulere,Maggi Cubes Pack,GROCERIES,2,NGN 321,N641,Transfer,Chioma  Chukwu,+234020539502,Oyo State,EMP131,0
TXN1054,,prodigy  mart abuja wuse,Maggi Cubes Pack,Groceries,10,₦371.92,3719.221355389982,Transfer,-,03669096705,Oyo,EMP108,TRUE
TXN1412,2025/12/05,Prodigy Mart Abuja Wuse,ALWAYS SANITARY PAD,Personal Care,0,null,₦987.66,Card,Emeka  Nwosu,04397359893,kano,EMP119,No
TXN1212,04/02/2025,Prodigy  Mart Ikeja   ,dettol soap,Personal Care,1,425.55025420151566,425.55 naira,Mobile Money,  Tunde Adekunle,+234530463745,Lag,EMP106,N
TXN1139,07/20/2025,PRODIGY MART LEKKI,Bournvita 500g,null,10,"NGN 2,797","27,967.23 ",Transfer,Wale Nwosu,03292127799,Abuja,EMP109,yes
TXN1227,2025-07-11,prodigy  mart lekki   ,Peak Milk Tin,DAIRY,0,"₦1,226.58",1226.58 naira,ATM Card,  Chioma Abubakar,(428) 364-4089,Oyo,EMP137,N
TXN1041,2026-05-30,PRODIGY MART LEKKI,Indomie Noodles Carton,GROCERIES,5,"N4,110",20549.569990337295,ATM Card,  Ifeoma Balogun,0401 965 5698,Lagos,EMP115,yes
TXN1140,N/A,prodigy mart abuja wuse,Indomie Noodles Carton,Groceries,3,"NGN 4,831",14491.56 naira,cash,Ibrahim  Abubakar,0000000000,Rivers,EMP123,No
TXN1376,10/11/2025,Prodigy  Mart Surulere,Coca-Cola Crate,BEVERAGES,1,3399.524092905545,,Bank Transfer,Obinna Bello,(666) 676-0083,kano,EMP108,no
TXN1380,05/16/2026,PRODIGY MART ABUJA WUSE,Maggi Cubes Pack,Groceries,3,NGN 359,"1,076.17 ",pos,Sadiq Mohammed   ,(603) 323-0982,Abuja,EMP125,0
TXN1283,03 May 2025,Prodigy Mart Yaba,Coca-Cola Crate,BEVERAGES,1,"NGN 3,347","NGN 3,347",Card,  Bola Lawal   ,02544948126,Rivers State,EMP119,false
TXN1237,14 March 2026,Prodigy Mart Yaba,Bournvita 500g,BEVERAGES,5,"2,636.08 ","NGN 13,180",Bank Transfer,Chinedu  Okonkwo   ,69378547772,Rivers,EMP110,Y
TXN1364,03/13/2025,prodigy mart abuja wuse,Indomie Noodles Carton,Groceries,0,"4,683.79 ","₦4,683.79",,Wale Suleiman,02290349446,Rivers,EMP137,TRUE
TXN1002,23 January 2026,Prodigy Mart Surulere   ,PEAK MILK TIN   ,Dairy,10,"NGN 1,241",12408.684274364103,Transfer,Emeka Okonkwo,234-013-389-083,Lagos,EMP120,1
TXN1457,2025-06-30,PRODIGY MART SURULERE,Dangote Sugar 1kg,Groceries,1,"1,066.89 ","1,066.89 ",Card,Fatima Suleiman,08725887449,Rivers State,EMP130,Y
TXN1353,08.06.2026,PRODIGY MART IKEJA,Knorr Seasoning,Unknown,1,NGN 380,379.77 naira,pos,Tobi Okonkwo,(986) 162-2999,oyo,EMP117,Yes
TXN1440,18/05/2025,Prodigy Mart Yaba,Golden Penny Spaghetti,Groceries,2,NGN 972,1943.98 naira,Bank Transfer,Chidi Nnamdi   ,03038567700,Ibadan,EMP107,TRUE
TXN1460,31-Mar-2025,Prodigy Mart Abuja Wuse,Dangote Sugar 1kg,Groceries,2,"₦1,251.36","NGN 2,503",Mobile Money,Sadiq Chukwu,0114 351 9066,kano,EMP137,TRUE
TXN1456,23.03.2026,prodigy mart lekki,Pampers Pack (Medium),Baby Care,  ,"₦7,242.66","NGN 7,243",Cash,Ifeoma Okafor,234-869-594-636,Kano,EMP101,true
TXN1452,18-Mar-2025,Prodigy Mart Abuja Wuse,Knorr Seasoning,Groceries,1,428.94 ,N429,ATM Card,Aliyu Nwosu,06865086376,Rivers State,EMP114,FALSE
TXN1276,17 March 2026,Prodigy Mart Yaba,La Casera Drink,Beverages,3,344.32 naira,"₦1,032.96",Transfer,Grace Okeke,234-257-905-072,Abuja,EMP127,Yes
TXN1305,05 May 2025,Prodigy Mart Yaba,Pampers Pack (Medium),Baby Care,5,-,"₦33,629.11",Card,Ifeoma Afolabi,(648) 149-1778,Fct Abuja,EMP114,FALSE
TXN1437,06.01.2025,Prodigy Mart Lekki,Always Sanitary Pad,personal care,-1,884.51 naira,884.5128081845021,Mobile Money,Tobi Yusuf,234-394-278-816,Oyo,EMP119,yes
TXN1455,2025/03/09,Prodigy  Mart Abuja Wuse,La Casera Drink,BEVERAGES,-1,363.43 naira,363.43 naira,Mobile Money,  Tobi Okonkwo,00635651269,KANO,EMP131,1
txn1265,07/28/2025,PRODIGY MART IKEJA,Golden Penny Spaghetti,groceries,2,940.9059898233465,"1,881.81 ",Cash,Tunde Mohammed   ,89937567982,oyo,EMP101,Y
TXN1236,2026-03-23,Prodigy  Mart Abuja Wuse,Hollandia Yoghurt,dairy,  ,N854,853.70 naira,Transfer,Musa  Okeke,0048 996 4235,Kano,EMP105,TRUE
TXN1248,08/03/2025,PRODIGY MART IKEJA,Beans Bag 1 Paint,groceries,0,"N3,621","NGN 3,621",Bank Transfer,Yusuf Bello,+234185016315,Lagos,EMP117,true
TXN1241,04/02/2026,PRODIGY MART LEKKI,Pampers Pack (Medium),BABY CARE,10,"NGN 6,123",61230.85883495688,ATM Card,Tobi Eze,234-084-840-862,Abuja,EMP138,No
TXN1424,01/11/2025,Prodigy Mart Surulere,PAMPERS PACK (MEDIUM),Baby Care,2,7322.77 naira,"N14,646",Mobile Money,Emeka Balogun,06650618091,KANO,EMP108,Y
TXN1389,19.06.2025,   PRODIGY MART LEKKI   ,RICE BAG 50KG (MAMA GOLD)   ,Groceries,10,"NGN 71,056",710555.5702713646,pos,Aliyu Okafor   ,+234579415521,Lagos,EMP101,0
TXN1214,14.10.2025,Prodigy Mart Surulere,Dangote Sugar 1kg,groceries,1,"NGN 1,189","NGN 1,189",Transfer,Chinedu Ajayi,68414593327,Kano,EMP134,No
TXN1291,2025/12/06,  Prodigy Mart Abuja Wuse,Dangote Sugar 1kg,Groceries,2,"1,145.50 ","NGN 2,291",Cash,  Musa Abubakar   ,+234129387005,Lag,EMP128,1
TXN1015,2026/03/07,Prodigy  Mart Ikeja,Milo 900g,Beverages,1,"NGN 3,997",3997.18 naira,Cash,Tobi Bello,0957 015 4303,Oyo,EMP101,No
TXN1458,2025/06/25,prodigy mart lekki,Rice Bag 50kg (Mama Gold),Groceries,5,"NGN 58,399",,ATM Card,Chioma Suleiman,234-213-721-386,FCT,EMP140,FALSE
txn1149,,Prodigy Mart Lekki,Coca-Cola Crate,NULL,0,"NGN 3,066","NGN 3,066",Mobile Money,Chinedu Eze,N/A,FCT,EMP130,0
TXN1444,2025/09/01,  PRODIGY MART ABUJA WUSE,Power Oil 1L,COOKING OIL,2,"N2,070","₦4,139.74",pos,unknown,(322) 259-1365,ABUJA,EMP136,FALSE
TXN1099,18/02/2026,PRODIGY MART ABUJA WUSE   ,La Casera Drink,BEVERAGES,5,NGN 370,"NGN 1,852",Transfer,Halima  Okeke   ,(386) 922-2196,Oyo,EMP127,true
TXN1017,16-Nov-2025,PRODIGY MART LEKKI,Dettol Soap,Personal Care,1,470.10203240728987,470.10 naira,pos,  Grace Olawale,0896 383 4657,ABUJA,EMP117,FALSE
TXN1333,26/10/2025,Prodigy Mart Lekki,Bournvita 500g,BEVERAGES,-1,2778.43 naira,?,POS,Fatima Abubakar,29218515691,Kano,EMP122,N
TXN1163,22 April 2025,Prodigy  Mart Ikeja   ,Close-Up Toothpaste,personal care,1,₦689.89,689.8910162781127,cash,Funmilayo Bello,31952058527,Lagos,EMP100,1
TXN1146,29 March 2025,Prodigy Mart Abuja Wuse,Dangote Sugar 1kg,Groceries,10,"1,164.37 ",11643.699150145756,Bank Transfer,Chidi Ogundimu,invalid,Lagos State,EMP134,Yes
TXN1050,not set,prodigy mart lekki,Kings Vegetable Oil 5L,Cooking Oil,2,"₦9,195.95","NGN 18,392",pos,n/a,0278 895 7986,oyo,EMP120,FALSE
TXN1316,17 May 2026,Prodigy  Mart Yaba,Pampers  Pack (Medium),Baby Care,1,"NGN 6,187","N6,187",ATM Card,Funmilayo Nwosu,05574313291,Lagos,EMP124,Y
TXN1064,25.06.2025,Prodigy Mart Surulere   ,maggi cubes pack,null,1,N371,,NULL,n/a,(716) 572-6284,Kano,EMP134,no
TXN1135,02.03.2026,  prodigy mart abuja wuse   ,Peak Milk Tin,NIL,3,"NGN 1,247","N3,742",Transfer,Femi Afolabi,0159 696 6416,lagos,EMP135,1
TXN1075,13/01/2026,Prodigy Mart Ikeja,Close-Up Toothpaste,personal care,-1,N707,706.84 naira,pos,n/a,07190229413,KANO,EMP108,true
TXN1254,2025-09-14,Prodigy Mart Yaba,Dangote Sugar 1kg,Groceries,10,₦991.90,9919.003742769239,POS,Adaeze Mohammed,0604 661 8398,Port Harcourt,EMP135,0
TXN1155,21-Mar-2025,Prodigy Mart Ikeja,  Omo Detergent 1kg   ,Household,1,"N1,598","1,598.48 ",Cash,Tobi Mohammed,234-137-506-068,Rivers,EMP119,1
txn1143,30-May-2025,prodigy mart yaba,Dangote Sugar 1kg,GROCERIES,1,"₦1,077.34","N1,077",Card,Emeka Okafor,79359782071,Port Harcourt,EMP131,0
TXN1185,2026/03/30,Prodigy Mart Surulere,Power Oil 1L,Cooking Oil,3,"₦2,337.76","NGN 7,013",Bank Transfer,Segun  Yusuf   ,59255562588,Oyo State,EMP124,No
TXN1085,2026-03-13,  Prodigy Mart Surulere,Close-Up Toothpaste,Personal Care,10,₦589.79,5897.91 naira,Mobile Money,Kunle Suleiman,0512 567 4680,Rivers,EMP132,no
TXN1426,02/17/2025,Prodigy Mart Surulere,Peak Milk Tin,DAIRY,2,"₦1,379.44",2758.8869871944007,pos,Aliyu Bello,+234607283268,KANO,EMP115,0
TXN1359,14.11.2025,Prodigy Mart Abuja Wuse,Indomie Noodles Carton,Groceries,1,NIL,?,POS,Emeka Ogundimu,N/A,abuja,EMP128,true
TXN1171,16-Apr-2026,Prodigy Mart Yaba,Maggi  Cubes Pack,Groceries,--,329.1577479357953,N658,Card,Bola  Ajayi,03556909275,Lagos State,EMP139,Yes
TXN1206,06.03.2026,Prodigy Mart Surulere,Peak Milk Tin,Dairy,-1,"N1,372","N1,372",ATM Card,Ifeoma  Bello,71208267734,Abuja,EMP134,yes
TXN1049,19-Apr-2025,  PRODIGY MART LEKKI,Kings Vegetable Oil 5L,Cooking Oil,3,null,"₦26,233.00",Bank Transfer,Emeka Abubakar   ,16328708317,Kano,EMP106,1
TXN1478,17/04/2026,Prodigy Mart Ikeja,Bournvita 500g,Beverages,10,2555.6865567035966,"₦25,556.87",pos,Bisi Ajayi,+234931438663,Lagos State,EMP101,false
TXN1285,13 July 2025,  Prodigy Mart Yaba   ,CLOSE-UP TOOTHPASTE,Personal Care,5,N617,"NGN 3,083",Card,Ifeoma Adekunle,234-667-116-845,Lag,EMP139,0
TXN1165,,PRODIGY MART YABA,Dettol Soap,Personal Care,10,n/a,"₦4,650.68",Cash,  Grace Mohammed,(548) 687-4034,Abuja,EMP104,No
TXN1131,2026-05-26,Prodigy Mart Ikeja   ,Bournvita 500G,Beverages,3,"NGN 2,814",8442.51 naira,Cash,Chidi Eze,234-438-156-149,Abuja,EMP102,false
TXN1023,,  prodigy mart surulere,Maggi Cubes Pack,GROCERIES,2,₦372.98,N746,ATM Card,Bisi Adeyemi,04731781080,Lagos,EMP138,N
TXN1415,2025-08-18,Prodigy Mart Lekki,Knorr Seasoning,Groceries,1,NGN 389,₦389.16,N/A,Ngozi Eze   ,234-025-909-479,Ibadan,EMP127,1
TXN1096,18/06/2026,Prodigy Mart Abuja Wuse,Always Sanitary Pad,personal care,2,NGN 966,"NGN 1,932",cash,nil,0459 615 8657,Rivers,EMP101,true
TXN1175,16-Jun-2025,Prodigy Mart Yaba,Kings Vegetable Oil 5L,Cooking Oil,3,"NGN 8,603",25808.73549201823,Transfer,  ,234-518-844-225,lagos,EMP128,no
TXN1409,2025/05/31,Prodigy  Mart Lekki,Bournvita 500G,Beverages,5,"₦3,062.55",15312.752202410906,cash,null,(620) 034-2442,Ibadan,EMP104,no
TXN1406,23 August 2025,  PRODIGY MART ABUJA WUSE,Close-Up Toothpaste,personal care,3,₦592.80,"N1,778",Transfer,Obinna Afolabi,02698485833,lagos,EMP134,No
TXN1354,06/19/2026,PRODIGY MART SURULERE,Close-Up Toothpaste,Personal Care,2,648.34 naira,"1,296.68 ",Card,null,0191 485 6467,Lagos,EMP137,true
TXN1244,2025/06/13,Prodigy Mart Yaba,Close-Up Toothpaste,PERSONAL CARE,2,744.96 ,1489.926601200394,ATM Card,Amara Mohammed,+234668700217,Lag,EMP106,true
TXN1420,06 January 2026,  Prodigy Mart Abuja Wuse,Milo 900g,nil,2,4545.619882360866,9091.24 naira,POS,Amaka Suleiman   ,08588770435,rivers,EMP134,yes
TXN1120,30/07/2025,Prodigy Mart Lekki,Dangote Sugar 1kg,Groceries,-1,NGN 992,N992,Transfer,Femi Lawal,12499856984,Lagos,EMP128,false
TXN1056,2025-11-15,Prodigy Mart Surulere   ,Coca-Cola Crate,Beverages,5,3428.86 naira,"N17,144",Card,Tobi Ajayi   ,(706) 562-7298,Lag,EMP132,N
TXN1459,18-Mar-2025,PRODIGY MART LEKKI,DANGOTE SUGAR 1KG,groceries,-1,"NGN 1,217",1216.6903583605979,pos,Fatima Afolabi,234-902-601-279,Lag,EMP117,Y
TXN1366,2026-01-22,Prodigy Mart Abuja Wuse,  Dettol Soap,PERSONAL CARE,5,N450,"NGN 2,252",Cash,Adaeze Yusuf,0085 899 4417,Oyo,EMP111,TRUE
TXN1105,25 February 2025,Prodigy Mart Abuja Wuse,  Power Oil 1L,Cooking Oil,3,"₦2,080.75",6242.26 naira,Bank Transfer,Musa Abubakar,09521456232,Port Harcourt,EMP102,true
TXN1084,09/13/2025,PRODIGY MART IKEJA,Indomie Noodles Carton,groceries,5,"N5,011","25,057.13 ",Cash,Fatima Ogundimu   ,0742 967 1756,Lag,EMP127,false
TXN1055,2025-04-26,PRODIGY MART LEKKI,Power Oil 1L,cooking oil,2,NULL,,Bank Transfer,  ,+234668893734,Lagos,EMP129,yes
TXN1308,15-Jun-2026,prodigy mart surulere,Maggi Cubes Pack,Groceries,3,319.23 naira,N958,POS,Yusuf Eze,234-863-536-541,Oyo,EMP114,true
txn1387,24-Oct-2025,PRODIGY MART ABUJA WUSE   ,  close-up toothpaste,Personal Care,1,₦667.92,N668,cash,Halima Bello,234-143-744-701,kano,EMP128,Yes
TXN1339,03/06/2025,prodigy mart lekki,Omo Detergent 1kg,Household,2,"NGN 1,427","N2,855",Bank Transfer,  Funmilayo Nnamdi,06267658617,Kano,EMP115,N
TXN1184,04/11/2026,PRODIGY MART LEKKI,MAGGI CUBES PACK,Groceries,-1,339.40 naira,339.40 naira,cash,Obinna Nnamdi,06471027677,Kano,EMP107,1
TXN1284,19-Apr-2025,Prodigy Mart Abuja Wuse,power oil 1l,Cooking Oil,1,,2335.10 naira,pos,  Wale Suleiman,04223253672,Kano,EMP103,true
TXN1372,02-Feb-2026,Prodigy Mart Lekki,Power Oil 1L,Cooking Oil,10,"N2,123","₦21,230.44",POS,Blessing Yusuf,234-170-999-173,Oyo,EMP124,TRUE
TXN1388,09/06/2026,Prodigy Mart Yaba,Power Oil 1L,Cooking Oil,0,2398.060756266039,"₦2,398.06",Card,Ifeoma  Adekunle   ,+234455611002,Kano,EMP124,false
TXN1301,2025-12-23,Prodigy Mart Surulere,Peak Milk Tin,Dairy,2,1089.391829836851,"₦2,178.78",Bank Transfer,Wale Yusuf,(241) 418-3285,Port Harcourt,EMP129,false
TXN1058,17 May 2025,Prodigy  Mart Yaba,close-up toothpaste,Personal Care,1,NGN 696,695.9436825415004,  ,Aliyu  Ajayi,06537556464,Kano,EMP103,N
TXN1110,2026/02/18,prodigy mart surulere,Golden Penny Spaghetti,groceries,-1,,NGN 893,POS,  Femi Yusuf,0200 471 1382,lagos,EMP120,TRUE
TXN1038,2026-03-25,Prodigy Mart Surulere,Coca-Cola Crate,beverages,1,3078.1949788786274,"₦3,078.19",Transfer,   Ibrahim Bello,234-634-216-073,Abuja,EMP133,No
TXN1154,05/02/2026,Prodigy Mart Surulere   ,Power Oil 1L,Cooking Oil,10,1905.8886694112177,19058.89 naira,Bank Transfer,Emeka  Suleiman,0818 141 2478,Kano,EMP121,TRUE
TXN1046,24 November 2025,Prodigy Mart Surulere,Coca-Cola Crate,Beverages,10,"NGN 3,678",36778.09923218433,Cash,Amara Chukwu,0773 872 1489,Kano,EMP126,FALSE
TXN1033,06.05.2025,Prodigy Mart Yaba,Hollandia Yoghurt,DAIRY,-1,936.3787608531887,936.38 ,Mobile Money,Amaka  Ajayi,234-493-534-874,LAGOS,EMP121,no
TXN1320,20.06.2025,Prodigy Mart Yaba,Golden Penny Spaghetti,Groceries,-,"1,055.02 ","NGN 1,055",Bank Transfer,unknown,+234788317121,Lagos,EMP121,No
TXN1012,2025-07-21,prodigy mart abuja wuse,Peak Milk Tin,Dairy,5,1080.5073834655889,5402.54 naira,Cash,Fatima Afolabi,(669) 784-8018,Kano,EMP110,true
TXN1218,26/03/2026,Prodigy Mart Ikeja,Omo Detergent 1kg,nil,1,"NGN 1,641","₦1,640.91",Cash,Ibrahim Bello,(718) 707-2867,Lagos State,EMP127,FALSE
TXN1035,29.07.2025,  prodigy mart surulere,Close-Up Toothpaste,personal care,0,593.90 naira,₦593.90,pos,-,(680) 112-8059,Kano,EMP123,No
TXN1295,06 April 2026,PRODIGY MART LEKKI,Indomie Noodles Carton,Groceries,1,"₦4,411.30",,POS,Kunle Mohammed,+234965652341,oyo,EMP136,0
TXN1309,05/06/2026,Prodigy Mart Abuja Wuse,always sanitary pad,PERSONAL CARE,1,877.7943027326854,₦877.79,Bank Transfer,Bola Mohammed,+234180238061,Lag,EMP121,yes
TXN1474,11.01.2026,Prodigy Mart Ikeja,Knorr Seasoning,null,1,419.17 naira,NGN 419,Bank Transfer,  Zainab Abubakar,234-780-856-271,kano,EMP138,yes
TXN1270,08.01.2026,prodigy mart yaba,Coca-Cola Crate,BEVERAGES,1,"₦3,104.09",3104.09 naira,Transfer,Halima Ajayi,60937966033,Lagos,EMP103,false
TXN1386,01/01/2026,  Prodigy Mart Yaba,Omo Detergent 1kg,NULL,1,"₦1,633.00","NGN 1,633",  ,NULL,+234300119721,Abuja,EMP120,1
TXN1476,unknown date,prodigy mart abuja wuse,Power Oil 1L,Cooking Oil,0,"N2,145","N2,145",POS,Yusuf  Adeyemi,(428) 434-7955,Kano,EMP125,FALSE
TXN1246,30 April 2025,PRODIGY MART LEKKI,Power Oil 1L,Cooking Oil,3,"N1,896","N5,688",POS,Zainab  Suleiman,(148) 902-5039,KANO,EMP134,false
TXN1203,15/06/2025,PRODIGY MART YABA,Beans  Bag 1 Paint,GROCERIES,10,"₦3,849.79",N/A,pos,  Musa Nwosu,08665240415,oyo,EMP132,FALSE
TXN1133,22/12/2025,  prodigy mart yaba,kings vegetable oil 5l,cooking oil,10,"8,144.43 ","N81,444",POS,Blessing Yusuf,24451076226,Abuja,EMP139,no
TXN1071,2025/01/05,Prodigy Mart Ikeja,POWER OIL 1L,cooking oil,0,"₦2,115.52",2115.52 naira,Transfer,Zainab Yusuf,05182337498,abuja,EMP132,1
TXN1224,00/00/0000,  prodigy mart lekki,Power Oil 1L,null,5,"₦2,104.70","₦10,523.50",Card,Tobi Olawale,(310) 690-3311,Abuja,EMP134,yes
TXN1022,06 October 2025,Prodigy  Mart Ikeja,Power  Oil 1L,Cooking Oil,2,2257.3601846122515,4514.72 naira,ATM Card,Yusuf Okeke,234-513-338-726,Lagos,EMP121,1
TXN1315,28-Sep-2025,prodigy mart ikeja,Always Sanitary Pad,Personal Care,10,903.1333396298722,9031.333396298722,POS,Amara Okafor,234-990-623-445,Abuja,EMP105,No
TXN1117,2025/05/23,prodigy mart surulere,la casera drink,Beverages,1,358.91 ,,Cash,  Amara Okonkwo,+234268117758,Oyo,EMP138,FALSE
TXN1257,not set,prodigy mart lekki,Always Sanitary Pad,personal care,10,NGN 941,"₦9,413.51",  ,Amaka  Abubakar,234-712-406-596,Kano,EMP112,TRUE
TXN1357,2026-03-08,Prodigy Mart Yaba,Beans Bag 1 Paint,Groceries,0,"₦3,738.53","₦3,738.53",pos,Wale Afolabi,234-713-247-546,Rivers,EMP115,yes
