ShipmentID,DriverName,VehicleType,VehiclePlateNumber,OriginCity,DestinationCity,DispatchDate,DeliveryDate,Distance_km,PackageWeight_kg,DeliveryStatus,DeliveryFee,CustomerPhone,FuelCost,OnTimeDelivery
SHP700356,  Yusuf Yusuf,Truck (Big),PHC-949KL,Port Harcourt,Aba,02.07.2025,07/04/2025,317.2,113.37,delivered,69211.0,65307450544,22961.0,yes
SHP700354,Amaka Olawale,Van,KJA-628AA,Lagos,Ibadan,18.11.2025,18.11.2025,92.2,368858.1,Delayed,8511.00 naira,+234914856467,"N17,552",Yes
SHP700271,Bisi Abubakar,Bike,ABJ-982KL,Lagos,Ibadan,00/00/0000,not set,301.2,32.43,Returned to Sender,22940.0,04191825537,15815.00 naira,1
SHP700029,Halima Afolabi,Truck (Big),--,Port Harcourt,Aba,01/30/2025,2025/02/01,445.6,179.55,Delivered,76559.00 naira,(543) 534-6247,-,FALSE
SHP700148,Chidi Okonkwo,bike,KJA-894KL,Lagos,Benin,2026/04/06,2026/04/12,149.5,388071.0,Returned to Sender,25141.00 naira,02816850542,"4,534.00 ",Y
SHP700377,Segun Mohammed,bike,--,Enugu,Onitsha,00/00/0000,05.03.2026,152.8,428190.6,In Transit,18919.0,234-583-003-354,--,no
SHP700157,Ngozi Olawale,VAN,ABJ-189KL,Port Harcourt,Aba,05 March 2025,08 March 2025,565.1,472.1,Returned to Sender,28995.00 naira,+234472779010,"NGN 27,994",Y
SHP700368,Ibrahim Okafor,Truck,PHC-771AA,Abuja,Kaduna,18 February 2026,2026/02/24,NULL,436734.3,Returned to Sender,"₦43,531.00",0965 207 4466,"NGN 14,351",FALSE
SHP700313,Segun Adekunle,Tricycle (Keke),KJA-154BX,Enugu,Onitsha,2025/04/20,04/26/2025,136.8,14778.8,Returned to Sender,52222.00 naira,01383670241,"NGN 38,441",Yes
SHP700248,Fatima Ogundimu,bike,LND-483AA,Enugu,Onitsha,2025/12/15,,713.8,470993.9,Delayed,20328.00 naira,21850163159,"₦14,391.00",Yes
SHP700288,Tunde Nnamdi,Tricycle (Keke),--,Lagos,Benin,2025-09-07,2025/09/10,55.0,22740.7,DELAYED,76785.00 naira,+234500170127,-,No
SHP700332,Sadiq Suleiman,bike,KJA-266BX,Kano,Kaduna,03/14/2026,2026/03/14,705.4,NULL,DELAYED,"NGN 46,824",(705) 932-5250,"NGN 12,212",true
SHP700054,Bisi Okonkwo,bike,PHC-610BX,Kano,Kaduna,12-Sep-2025,2025-09-15,null,466.91,DELAYED,56131.00 naira,00366909670,35533.0,1
SHP700327,Amara Lawal,Truck,LND-133BX,Lagos,Abuja,05.09.2025,,521.0,199.91,Delayed,"N78,669",+234564205930,"N32,615",FALSE
SHP700013,Chioma Yusuf,Van,PHC-780BX,Lagos,Lagos (Intra-city),18 November 2025,24/11/2025,72.4,333613.0,DELAYED,"N49,929",0514 627 0482,21425.0,false
SHP700357,Obinna Mohammed,Truck,KJA-677BX,Lagos,Abuja,2026-06-10,15/06/2026,146.6,130.79,Delayed,"₦55,598.00",234-713-247-546,nil,Yes
SHP700043,Fatima Nwosu,Van,LND-402AA,Lagos,Abuja,2026/03/10,10.03.2026,13.2,107489.2,In Transit,"15,048.00 ",+234159514846,"NGN 3,660",false
SHP700194,Segun Chukwu,VAN,PHC-922BX,Lagos,Ibadan,05-Jan-2026,11 January 2026,401.0,186729.2,Delayed,"41,130.00 ",05787298259,"NGN 24,446",Yes
SHP700223,Ngozi Yusuf,Tricycle (Keke),PHC-953KL,Enugu,Onitsha,26-Aug-2025,2025-08-28,329.7,unknown,In Transit,"₦15,970.00",0786 863 3752,"NGN 20,762",TRUE
SHP700355,Bola Eze,Van,LND-290BX,Port Harcourt,Aba,08.10.2025,2025-10-08,68.5,348297.9,In Transit,"N27,200",+234702462996,"NGN 30,048",1
SHP700219,Amaka Nwosu,Truck,LND-664AA,Kano,Kaduna,23 March 2025,2025/03/24,817.0,342314.8,Delayed,50395.0,0000000000,--,Yes
SHP700321,Ibrahim Yusuf,Bike,PHC-738KL,Abuja,Kaduna,06/13/2026,06/14/2026,414.6,68.63,DELAYED,"NGN 43,735",234-323-651-994,"39,342.00 ",TRUE
SHP700386,Ibrahim Lawal,Truck,ABJ-430KL,Lagos,Abuja,2026/05/03,10.05.2026,233.8,67.64,In Transit,"44,480.00 ",53001197218,--,yes
SHP700102,ADAEZE  OKONKWO,Truck,ABJ-150KL,Lagos,Abuja,2025-10-20,,492.3,327566.4,Delayed,"71,878.00 ",+234367136959,unknown,no
SHP700367,Chioma Suleiman   ,Bike,KJA-282AA,Lagos,Lagos (Intra-city),18-Mar-2026,23-Mar-2026,428.3,278.44,DELAYED,"₦31,825.00",54544432830,14075.00 naira,1
SHP700070,  Bola Bello   ,Tricycle (Keke),PHC-760BX,Abuja,Kaduna,20/08/2025,20.08.2025,273.5,327.04,Delayed,"₦5,388.00",(685) 574-4431,NULL,FALSE
SHP700365,Kemi Nnamdi,bike,PHC-285KL,Lagos,Ibadan,N/A,,122.7,137.76,Delayed,40114.0,05743748969,"NGN 2,687",No
SHP700145,Funmilayo Balogun,Van,unknown,Enugu,Onitsha,11.08.2025,17/08/2025,176.3,498.98,Cancelled,65897.00 naira,02554665905,N/A,TRUE
SHP700103,Bisi Nnamdi,Truck (Big),NIL,Port Harcourt,Aba,03/03/2026,03.03.2026,52.7,,Cancelled,"NGN 5,722",234-064-090-974,"N21,195",No
SHP700330,Bisi Suleiman,bike,LND-155BX,Abuja,Kaduna,22 May 2026,05/23/2026,636.2,151708.1,Delayed,"NGN 63,449",+234905992937,unknown,true
SHP700280,BOLA AFOLABI,Truck (Big),KJA-817AA,Abuja,Kaduna,23-Feb-2025,24 February 2025,612.1,145088.6,DELAYED,"N50,865",+234783613407,"₦12,407.00",Y
SHP700202,Kemi Okeke,Truck (Big),PHC-464BX,Lagos,Abuja,08-Jan-2026,10/01/2026,191.3,419135.5,In Transit,"₦53,969.00",04375758441,"₦20,929.00",Y
SHP700268,Aliyu Lawal,Truck (Big),PHC-500AA,Enugu,Onitsha,2026/02/06,2026-02-12,272.7,274197.5,DELAYED,  ,+234401051238,nil,false
SHP700273,Bola Adekunle,VAN,ABJ-831BX,Lagos,Benin,14 February 2026,2026-02-20,528.2,470.13,Delivered,"NGN 81,995",(579) 249-9125,N/A,no
SHP700295,Bola Balogun,Van,ABJ-926KL,Lagos,Ibadan,01/27/2026,02/01/2026,431.9,76193.1,DELAYED,"₦80,002.00",19656523413,"N9,935",No
SHP700289,ALIYU NNAMDI,bike,KJA-456AA,Lagos,Lagos (Intra-city),2025-05-02,03.05.2025,327.6,447.85,delivered,"₦13,740.00",0063 242 4154,6300.00 naira,false
SHP700270,  KEMI OGUNDIMU,bike,ABJ-123KL,Lagos,Benin,2026-01-20,01/21/2026,699.4,432515.4,delivered,"N37,710",06093796603,34764.00 naira,1
SHP700165,bisi okafor,Truck (Big),ABJ-298BX,Abuja,Kaduna,12-Jan-2025,12-Jan-2025,386.6,154232.4,DELAYED,"NGN 46,337",0548 687 4034,4129.00 naira,FALSE
SHP700336,Funmilayo Adekunle,Truck,ABJ-566BX,Kano,Kaduna,05/05/2025,2025-05-11,763.6,-,delivered,"NGN 41,927",+234902959391,"₦33,418.00",TRUE
SHP700340,Chinedu Ajayi,bike,ABJ-106BX,Lagos,Abuja,N/A,01 September 2025,601.5,276.31,Delivered,--,03271040541,39737.0,No
SHP700047,Grace Okonkwo,Bike,PHC-137BX,Lagos,Lagos (Intra-city),17/05/2025,21.05.2025,44.7,342498.9,DELAYED,"NGN 55,516",01343320037,"₦14,613.00",no
SHP700267,Ngozi  Ajayi,Truck,KJA-614KL,Lagos,Ibadan,2026/04/17,2026/04/20,456.7,nil,Delayed,14251.0,+234738757177,"3,998.00 ",Y
SHP700051,musa balogun,Tricycle (Keke),LND-228BX,Lagos,Benin,2025/08/31,02.09.2025,17.7,233.97,DELAYED,82183.00 naira,07277434873,"NGN 21,688",Y
SHP700381,Bisi Afolabi,Tricycle (Keke),PHC-856AA,Lagos,Benin,2026/06/10,2026/06/17,51.9,305.21,Delivered,"NGN 35,022",0506 489 0901,--,Y
SHP700370,Sadiq Nnamdi,Truck (Big),PHC-172BX,Lagos,Lagos (Intra-city),13 June 2025,13.06.2025,224.2,16645.1,Cancelled,70664.0,0000000000,"N21,439",1
SHP700246,Blessing Afolabi,Truck (Big),PHC-424BX,Enugu,Onitsha,06/16/2026,17/06/2026,327.7,168518.8,Returned to Sender,55245.0,01489025039,Unknown,N
SHP700031,FUNMILAYO AFOLABI,Truck,ABJ-363BX,Lagos,Abuja,10.02.2025,11/02/2025,248.1,45521.6,DELAYED,"N57,973",(251) 354-2784,"₦32,046.00",TRUE
SHP700184,Aliyu Lawal,Van,ABJ-755BX,Kano,Kaduna,06/11/2025,2025/06/11,19.0,463105.4,delivered,"NGN 70,511",(647) 102-7677,6465.00 naira,No
SHP700022,  Chioma Lawal   ,Truck,LND-354AA,Enugu,Onitsha,28 March 2026,31-Mar-2026,539.7,470.56,DELAYED,50642.00 naira,06513338726,NULL,yes
SHP700207,HALIMA ABUBAKAR,Tricycle (Keke),PHC-426AA,Port Harcourt,Aba,2026-06-30,02 July 2026,477.1,467.35,In Transit,"NGN 17,525",0540 193 8026,39669.00 naira,Yes
SHP700291,Ibrahim Ogundimu,Truck (Big),ABJ-157KL,Lagos,Lagos (Intra-city),2026/05/01,01-May-2026,862.1,455.73,delivered,50064.00 naira,+234129387005,N/A,N
SHP700252,Chioma Olawale,Truck (Big),N/A,Kano,Kaduna,04/07/2026,14/04/2026,  ,37061.1,Cancelled,"13,211.00 ",+234541212678,"₦25,066.00",No
SHP700123,Adaeze Okonkwo,bike,LND-688AA,Kano,Kaduna,15-Mar-2025,21-Mar-2025,88.6,358.58,delivered,"₦61,644.00",02711116152,nil,true
SHP700073,  yusuf mohammed,Truck,PHC-901AA,Kano,Kaduna,2026/02/02,02/05/2026,702.4,85206.7,Delayed,"NGN 71,775",0400 842 7109,"32,988.00 ",FALSE
SHP700188,Zainab Ogundimu,VAN,LND-565BX,Kano,Kaduna,12-Aug-2025,2025/08/17,123.8,8.46,Delivered,"N33,637",234-877-470-168,12252.0,N
SHP700127,Emeka Okeke,Truck,ABJ-575KL,Kano,Kaduna,06 August 2025,,309.7,74742.2,Returned to Sender,58627.0,+234094024455,  ,Y
SHP700174,Zainab  Nnamdi   ,Tricycle (Keke),KJA-215KL,Kano,Kaduna,12/30/2025,03/01/2026,207.0,289.18,In Transit,40950.0,09473121727,"N22,489",FALSE
SHP700034,Femi Adekunle,Bike,LND-234AA,Abuja,Kaduna,27 August 2025,08/29/2025,299.1,139.0,delivered,6807.00 naira,(164) 005-2427,?,Yes
SHP700284,Ifeoma Nnamdi,VAN,KJA-410AA,Kano,Kaduna,04/02/2026,2026-02-04,n/a,2.3,Delayed,"NGN 78,925",42232536729,"NGN 39,602",No
SHP700343,Bisi Lawal,Truck (Big),PHC-715BX,Lagos,Abuja,unknown date,06.07.2025,420.9,174.12,Cancelled,34180.00 naira,06884443106,"NGN 29,671",Yes
SHP700060,Grace Suleiman,Van,PHC-379AA,Lagos,Benin,2025/10/24,28/10/2025,789.7,167853.5,Returned to Sender,"₦57,812.00",09232719374,33426.00 naira,No
SHP700230,Aliyu Lawal,bike,PHC-445BX,Port Harcourt,Aba,09 August 2025,11-Aug-2025,168.9,61.6,In Transit,"NGN 73,840",86688263435,,true
SHP700200,Wale Nnamdi,Tricycle (Keke),KJA-814KL,Abuja,Kaduna,16/10/2025,21-Oct-2025,158.7,486.8,Delivered,"NGN 65,078",(857) 865-2785,NIL,yes
SHP700281,Emeka Olawale,Bike,PHC-759AA,Kano,Kaduna,2025-01-19,25/01/2025,556.7,  ,delivered,"NGN 28,357",(517) 133-9596,unknown,no
SHP700338,Amara Ajayi,VAN,LND-175KL,Kano,Kaduna,09-Mar-2026,15-Mar-2026,322.2,59955.3,delivered,65457.0,04331541006,"N16,055",1
SHP700233,Bola Lawal   ,bike,LND-352KL,Abuja,Kaduna,20 May 2026,21 May 2026,460.2,159509.1,Delayed,"₦46,627.00",0331 739 3638,"₦23,096.00",0
SHP700173,Amaka Chukwu,Van,KJA-993KL,Kano,Kaduna,,02/27/2026,  ,94519.3,DELAYED,39578.0,0027 868 1447,19267.00 naira,0
SHP700314,Chioma Bello,Truck (Big),ABJ-455KL,Lagos,Ibadan,2025/09/30,,298.9,310300.3,Returned to Sender,"NGN 41,309",+234865719182,n/a,Y
SHP700049,Segun Bello,Bike,ABJ-795BX,Lagos,Benin,01.02.2025,,340.8,34083.1,Delayed,"NGN 55,738",16328708317,Unknown,No
SHP700309,tunde ogundimu,VAN,LND-572BX,Lagos,Lagos (Intra-city),22/07/2025,22/07/2025,N/A,23.87,Cancelled,"NGN 61,892",0518 023 8061,unknown,FALSE
SHP700099,Ibrahim Ajayi,Bike,LND-311AA,Lagos,Ibadan,07-Feb-2026,11-Feb-2026,516.7,27.73,Delivered,"NGN 55,096",0386 922 2196,"NGN 18,939",0
SHP700255,Kemi Eze,VAN,PHC-794KL,Abuja,Kaduna,25.02.2026,2026/03/02,274.9,356.41,Returned to Sender,77661.00 naira,62244472126,?,No
SHP700052,Ngozi Yusuf,Bike,ABJ-706KL,Lagos,Lagos (Intra-city),2025/08/19,24 August 2025,,  ,DELAYED,"N49,660",0714 345 5812,3151.0,true
SHP700086,BISI  BALOGUN   ,Truck (Big),PHC-618BX,Lagos,Benin,01-Feb-2026,07 February 2026,319.0,86798.8,Delivered,27377.00 naira,+234545168087,"N16,848",true
SHP700266,Chidi Okeke,VAN,LND-686BX,Kano,Kaduna,24-Mar-2026,24 March 2026,728.6,56135.6,Cancelled,"NGN 28,190",+234071461125,"NGN 24,861",1
SHP700303,Musa Bello,Truck (Big),PHC-231KL,Lagos,Lagos (Intra-city),10-Dec-2025,12/12/2025,321.1,121.29,Delivered,54225.0,99042102027,"₦33,819.00",no
SHP700093,Grace Yusuf,bike,PHC-162AA,Lagos,Lagos (Intra-city),08/08/2025,11.08.2025,155.9,--,DELAYED,61066.00 naira,234-675-339-636,"NGN 21,091",Y
SHP700087,Tunde Ogundimu,Bike,KJA-782KL,Lagos,Abuja,14/11/2025,2025-11-14,630.3,43563.3,delivered,"NGN 23,147",234-385-977-034,--,yes
SHP700179,Ifeoma Eze,Truck,KJA-578KL,Lagos,Abuja,2025-05-03,08.05.2025,nil,--,Delayed,"NGN 84,663",+234922680182,20685.0,Y
SHP700056,Zainab Okeke,bike,KJA-915KL,Lagos,Benin,07 February 2026,10 February 2026,414.0,253903.8,delivered,"53,248.00 ",70656272980,23758.0,N
SHP700150,Fatima Abubakar,Van,ABJ-671KL,Port Harcourt,Aba,21.03.2025,2025/03/26,850.4,115893.5,In Transit,67671.00 naira,80592962229,unknown,no
SHP700160,Halima Eze,Truck (Big),LND-998AA,Abuja,Kaduna,2026/03/14,,26.4,360.24,Delivered,17353.00 naira,234-932-460-953,"N18,054",Yes
SHP700062,Bisi Suleiman,Truck (Big),ABJ-880AA,Lagos,Benin,05.05.2026,,418.7,274842.6,Delivered,"₦78,090.00",(966) 319-3149,"₦22,393.00",TRUE
SHP700276,Kunle Okafor,Tricycle (Keke),ABJ-591BX,Lagos,Abuja,03 September 2025,N/A,850.7,143282.5,delivered,36986.00 naira,22579050723,36977.0,true
SHP700020,Femi Okafor,Van,LND-347KL,Lagos,Lagos (Intra-city),07/06/2025,13/07/2025,NULL,440219.8,In Transit,"N27,068",(473) 829-9737,"N39,872",no
SHP700319,Ibrahim Yusuf,Truck (Big),PHC-198AA,Kano,Kaduna,27 November 2025,02-Dec-2025,724.9,125.39,Cancelled,"N3,811",0213 568 0442,null,N
SHP700016,Chioma Okeke,Bike,PHC-588AA,Abuja,Kaduna,07-Mar-2025,2025/03/13,187.0,103813.8,In Transit,"NGN 42,267",0117 182 2782,27807.00 naira,Y
SHP700228,Tunde Olawale,Van,KJA-565AA,Abuja,Kaduna,28-Aug-2025,,n/a,357.32,Cancelled,"N8,019",(687) 056-8566,"NGN 17,002",0
SHP700077,Femi Okonkwo,Van,PHC-505AA,Lagos,Ibadan,18-Dec-2025,N/A,584.9,465.0,DELAYED,"N67,967",(964) 990-9133,unknown,No
SHP700260,Chinedu Eze,VAN,PHC-507KL,Lagos,Benin,25 September 2025,01-Oct-2025,546.9,127.52,Returned to Sender,"NGN 56,484",0519 398 2807,"37,124.00 ",No
SHP700400,Amara Bello,Tricycle (Keke),PHC-241BX,Lagos,Benin,07/05/2025,07/09/2025,31.4,47533.6,Delayed,"N83,801",01130554885,"N2,775",TRUE
SHP700396,  Femi Chukwu,Truck (Big),KJA-728KL,Lagos,Abuja,04/03/2025,04/03/2025,511.5,73309.8,Cancelled,"N20,243",+234866317797,"₦32,838.00",yes
SHP700362,Halima Chukwu,VAN,KJA-964KL,Kano,Kaduna,03/09/2026,15/03/2026,171.5,58421.2,delivered,"₦50,778.00",85524140602,18526.00 naira,Yes
SHP700226,ALIYU ADEYEMI,VAN,KJA-529BX,Lagos,Lagos (Intra-city),31.01.2025,05/02/2025,401.1,42.85,Returned to Sender,78358.0,+234284395995,"N25,726",0
SHP700091,Ngozi Eze,Van,PHC-415BX,Kano,Kaduna,12/01/2025,2025/12/05,289.7,471.81,DELAYED,"₦28,871.00",234-821-465-840,"NGN 3,860",Y
SHP700294,Fatima Suleiman   ,Bike,PHC-146AA,Lagos,Ibadan,03/09/2025,07 September 2025,257.6,5983.0,delivered,"₦31,212.00",234-532-697-311,"₦30,175.00",Y
SHP700192,Tobi Olawale,Van,KJA-559KL,Lagos,Abuja,12/02/2025,18.02.2025,322.4,130.57,Delayed,14530.0,84991216558,"NGN 20,009",FALSE
SHP700308,Chinedu Olawale,VAN,KJA-318BX,Kano,Kaduna,07/10/2025,07/16/2025,43.5,186.3,Delayed,61308.0,(086) 353-6541,18027.0,no
SHP700080,Femi Abubakar,Bike,ABJ-404AA,Lagos,Abuja,02.10.2025,,460.7,378514.7,DELAYED,"21,285.00 ",234-618-324-210,25190.00 naira,FALSE
SHP700350,Amara Yusuf,Van,LND-706AA,Abuja,Kaduna,12/20/2025,21 December 2025,518.8,455799.6,Delayed,"49,567.00 ",98992172233,27403.00 naira,Y
SHP700050,Tunde Mohammed,Tricycle (Keke),ABJ-830BX,Port Harcourt,Aba,24.09.2025,29 September 2025,122.4,347.14,DELAYED,14652.0,+234788957986,"₦21,333.00",N
SHP700177,Ibrahim Lawal,Truck (Big),ABJ-488KL,Lagos,Lagos (Intra-city),02/25/2025,00/00/0000,579.8,232275.5,Returned to Sender,"₦58,520.00",78291146786,"N34,081",true
SHP700112,Grace Nwosu,Truck,n/a,Enugu,Onitsha,02.06.2025,07/06/2025,nil,51094.6,Delivered,"N72,642",234-053-773-515,"NGN 38,293",false
SHP700275,Adaeze Chukwu,Van,PHC-823BX,Kano,Kaduna,04.05.2026,08-May-2026,535.1,71763.7,DELAYED,"N20,602",234-662-782-827,"₦13,884.00",No
SHP700094,Bisi Okeke,Van,LND-353KL,Lagos,Ibadan,23.11.2025,11/23/2025,19.4,495769.9,Cancelled,"31,126.00 ",+234766270289,14084.0,no
SHP700256,Fatima Mohammed,Tricycle (Keke),KJA-237BX,Port Harcourt,Aba,31/08/2025,2025-09-06,665.4,187574.6,delivered,"NGN 29,161",46471543799,"N32,455",N
SHP700318,Ngozi Chukwu,Truck (Big),ABJ-188KL,Lagos,Abuja,02/24/2025,25/02/2025,5.9,820.5,DELAYED,"NGN 58,155",04741124903,"N36,967",Y
SHP700326,Kunle Balogun,VAN,PHC-994AA,Abuja,Kaduna,01 August 2025,02/08/2025,266.4,178.56,In Transit,"NGN 70,081",0838 065 7875,"4,582.00 ",yes
SHP700097,Amaka Olawale,Truck,null,Enugu,Onitsha,2025/05/25,,46.3,491.2,In Transit,75360.00 naira,(091) 343-1611,33495.0,FALSE
SHP700089,Sadiq Yusuf,Truck,KJA-188KL,Lagos,Ibadan,2025-07-03,07/07/2025,204.8,34928.8,Cancelled,84815.0,(086) 131-7127,"₦11,315.00",1
SHP700036,AMAKA BALOGUN,bike,KJA-786AA,Kano,Kaduna,17.11.2025,17 November 2025,600.3,343.57,Returned to Sender,"N19,264",02620450533,"₦23,138.00",yes
