PlotID,OwnerName,OwnerPhone,LandUseCategory,TenureType,PlotSizeField,LandValueNGN,ZoningStatus,ApplicationDate,ApprovalDate,LGA,State,SurveyNumber,DisputeFlagged,GroundRentPaid
LND800345,Femi Olawale,(245) 279-0504,Government Reserve,Leasehold ,34234.97,"NGN 4,984,083,044",Rejected ,25 August 2021,08/01/2022,abuja lga,Cross River,SRV/93521/2020,Yes,Y
LND800069,ngozi afolabi   ,02351373990,Commercial,Deed of Assignment,18422.79,"4,132,186,674.63 ",Under Review,14.11.2020,13/02/2021,Akwa Ibom LGA,Oyo,SRV/68173/2025,1,false
LND800448,Adaeze Abubakar,05397871375,Industrial,CofO,29875.01,"NGN 463,818,524",Pending,not set,,ANAMBRA LGA,Delta,SRV/87376/2020,Yes,Yes
LND800158,  Tobi Okafor,73404337009,Agric,CofO,49365.79,"N2,787,459,250",Rejected,14.05.2022,19.12.2022,Edo Lga,Lagos,SRV/81727/2018,FALSE,false
LND800199,Funmilayo Balogun,49785249141,Govt Reserve,c of o,47580.67,"N3,860,222,350",Rejected,09 June 2019,,Lagos Lga,Lagos,SRV/13377/2016,No,Yes
LND800095,Blessing Bello,0323 415 9597,Agricultural,C of O,67859.81,4994036603.59 naira,Revoked,2016-08-08,,Akwa Ibom LGA,Imo,SRV/55742/2023,0,N
LND800085,Ibrahim  Olawale,04577278532,Residential,Leasehold,5838.38,4678065393.53,PENDING,12/21/2022,2024-05-14,Rivers LGA,Plateau,SRV/28218/2018,true,No
LND800190,Kunle Adeyemi,(279) 862-3984,Industrial,CofO,46327.62,"NGN 2,185,060,113",Revoked,25/12/2016,27 November 2017,Plateau LGA,Ogun,SRV/41136/2012,FALSE,No
LND800172,Segun Okeke,+234699570607,Mixed use,C of O,18362.56,"N1,199,686,673",Under Review,15.06.2017,22/06/2018,akwa ibom lga,Kaduna,SRV/74006/2016,N,TRUE
LND800055,Chinedu Afolabi,33515718409,Industrial,Right of Occupancy,524316.16,"N293,763,198",approved,06-May-2020,2021-10-09,Plateau Lga,Lagos,SRV/22802/2022,no,N
LND800151,Kemi Eze,234-277-894-319,Mixed use,C of O,NIL,"N4,311,137,525",Under Review,2021-09-03,,Enugu LGA,Anambra,SRV/69331/2014,Y,N
LND800238,Blessing Okonkwo,invalid,COMMERCIAL,COO,44566.93,null,PENDING,25.10.2016,12/17/2016,lagos lga,Imo,SRV/28152/2018,N,Yes
LND800213,Blessing Chukwu,0343 697 0931,Agric,C of O,37823.7,"₦1,234,385,030.78",Approved,2022-02-09,2023-08-15,Delta LGA,Kaduna,SRV/76103/2016,false,Yes
LND800122,Aliyu Balogun,0433 797 6627,Govt Reserve,Leasehold ,374479.78,"₦2,116,062,782.76",Revoked,25.09.2022,25 July 2023,Oyo LGA,LAGOS,SRV/43619/2020,1,No
LND800432,   Chioma Nnamdi,+234144488966,Govt Reserve,Right of Occupancy,12574.14,"NGN 3,927,258,160",Pending,22.02.2017,00/00/0000,abuja lga,Ogun,SRV/33602/2024,true,TRUE
LND800180,Musa Abubakar,90775608581,Agricultural,Right of Occupancy,1826.82,781762490.86 naira,PENDING,23/03/2022,13 April 2023,lagos lga,Cross River,SRV/14229/2018,0,no
LND800008,Halima  Bello,234-917-793-238,Commercial,C of O,9428.94,387188899.05 naira,Approved,06.08.2022,30 May 2023,Plateau LGA,Cross River,SRV/14265/2019,No,no
LND800254,Amara Adeyemi,0584 466 3453,COMMERCIAL,Certificate of Occupancy,32494.8,"N1,469,123,332",Under Review,04/06/2022,28-Apr-2024,Cross River LGA,Port Harcourt,SRV/34490/2018,yes,no
LND800053,Halima Olawale   ,11696667252,Commercial,Certificate of Occupancy,42700.77,"₦3,181,013,603.02",Rejected ,24/12/2018,2020-04-28,Oyo LGA,Kaduna,SRV/64296/2023,No,FALSE
LND800028,Halima Adeyemi,+234601444856,Agricultural,Right of Occupancy,17910.47,"₦2,427,913,854.84",Under Review,not set,10/22/2020,Oyo Lga,Lagos,NIL,1,Y
LND800371,OBINNA BALOGUN,0669 806 9087,Mixed Use,Deed of Assignment,7695.82,"N2,511,822,502",Revoked,05.04.2017,11/24/2018,Edo LGA,Cross River,SRV/93840/2017,FALSE,N
LND800444,Funmilayo Okonkwo,0232 553 9835,Residential,CofO,Unknown,"691,723,985.78 ",Under Review,2015-12-27,,ENUGU LGA,Oyo,SRV/80028/2012,false,false
LND800130,Bola Suleiman,234-342-507-330,Agric,Leasehold ,240471.2,"N3,410,751,908",approved,19.09.2017,29.06.2019,Delta LGA,Kaduna,SRV/64991/2015,true,false
LND800410,BLESSING ADEKUNLE   ,N/A,Mixed Use,Deed of Assignment,14590.56,"₦4,556,017,577.92",PENDING,14-Jan-2022,17-Sep-2023,kano lga,kano,SRV/14490/2014,FALSE,FALSE
LND800162,Femi Chukwu,+234619425577,Agric,Deed,20739.71,NULL,Approved,N/A,2020/03/25,oyo lga,kano,SRV/91488/2021,yes,true
LND800219,Ibrahim Lawal,01319092487,Commercial,CofO,12034.93,643318520.60 naira,Rejected,19/09/2023,2025-01-13,Abuja Lga,Cross River,SRV/89123/2010,Yes,1
LND800080,Adaeze Chukwu,234-357-071-398,Commercial,Right of Occupancy,13678.08,"₦2,427,005,088.54",Rejected ,03/07/2018,14.03.2020,Imo LGA,Rivers,NULL,no,FALSE
LND800221,Ibrahim Okeke,(178) 522-8230,COMMERCIAL,c of o,N/A,2979021543.05,Under Review,00/00/0000,2024-01-16,ANAMBRA LGA,LAGOS,SRV/38364/2020,1,N
LND800356,Ibrahim Balogun,22399821374,Agricultural,C of O,14728.46,"₦391,524,070.84",Rejected ,01-Jul-2020,2021/04/29,Plateau LGA,Ogun,SRV/68397/2023,no,1
LND800025,Bola Okeke,0197 374 1897,Government Reserve,Right of Occupancy,6931.49,"NGN 4,942,330,295",PENDING,26 November 2021,24-Mar-2022,Anambra LGA,Kaduna,SRV/14158/2020,yes,1
LND800320,Segun Yusuf,29745493036,Residential,C of O,38620.13,1300076247.51 naira,Under Review,10 June 2021,2023/02/08,anambra lga,Cross River,SRV/69391/2023,0,Y
LND800248,  BLESSING OKONKWO,(961) 111-0286,COMMERCIAL,Deed,--,2029384077.56 naira,Revoked,2015-10-26,,ogun lga,Rivers,SRV/85097/2020,FALSE,N
LND800257,Halima Abubakar,0189 437 0526,Mixed use,Right of Occupancy,10892.79,"N1,413,529,082",PENDING,25 July 2021,,Enugu Lga,Enugu,SRV/60140/2010,Yes,0
LND800424,Bisi Okafor,08198780927,Agric,CofO,382806.59,"N3,893,495,151",Revoked,2021-05-08,23 April 2022,Lagos LGA,Anambra,SRV/53907/2011,Yes,N
LND800401,  musa ogundimu,02192596790,residential,C of O,41216.04,"₦3,050,512,045.69",Pending,07-Feb-2022,01/04/2023,Edo LGA,Rivers,SRV/47818/2015,Yes,1
LND800065,Blessing Lawal,(170) 715-8796,Government Reserve,Leasehold ,46620.0,"N4,916,561,140",Rejected ,05/19/2017,2018/03/13,kaduna lga,Plateau,SRV/46471/2018,Y,No
LND800414,Chioma Nwosu,+234156241528,Industrial,Deed,147581.33,"₦3,007,242,623.36",approved,2020/05/16,2022-03-21,kaduna lga,Imo,SRV/62145/2010,Y,yes
LND800336,  Chidi Bello,234-509-822-104,Residential,CofO,3758.18,"2,313,502,807.45 ",Rejected,19.10.2016,not set,Anambra LGA,Lag,SRV/44708/2019,Yes,Y
LND800037,AMAKA OKEKE,,Industrial,Deed,24581.56,"NGN 3,530,313,740",Rejected ,02/07/2018,2019-02-22,Ogun LGA,Ogun,N/A,1,1
LND800151,Kemi Eze,234-277-894-319,Mixed use,C of O,NIL,"N4,311,137,525",Under Review,2021-09-03,,Enugu LGA,Anambra,SRV/69331/2014,Y,N
LND800033,Blessing Abubakar,+234392051460,Commercial,c of o,511589.02,"NGN 3,158,884,586",Rejected,16 June 2020,2022-01-20,KANO LGA,ABUJA,SRV/30846/2024,Yes,no
LND800068,Femi Okonkwo,06882850317,Government Reserve,COO,480360.29,"₦4,289,667,146.45",Revoked,2016/11/30,18.09.2018,Rivers LGA,Kaduna,SRV/76406/2024,1,Yes
LND800044,Bisi Adeyemi,+234696454655,Mixed Use,COO,25345.43,"₦2,349,434,150.00",PENDING,02 October 2019,30.10.2020,Akwa Ibom LGA,Oyo State,SRV/59663/2021,true,Y
LND800120,Kemi Nwosu,50622923106,Government Reserve,C of O,1612.73,"₦1,971,039,619.81",Under Review,15/06/2020,21.10.2021,Abuja LGA,Akwa Ibom,SRV/79604/2017,TRUE,Y
LND800418,aliyu nnamdi,74430349189,residential,Right of Occupancy,38647.39,"NGN 457,648,191",Revoked,not set,,Kano LGA,Edo,SRV/50787/2013,no,1
LND800059,Funmilayo Okeke,N/A,Agricultural,Deed,3333.65,"₦2,440,890,634.74",Pending,2022-12-30,23 April 2024,abuja lga,Anambra,SRV/30890/2015,1,yes
LND800163,tunde yusuf,invalid,Agric,Deed of Assignment,14379.19,1433579709.84 naira,Rejected ,01/10/2022,14.07.2023,Kaduna LGA,Kaduna,SRV/52689/2018,FALSE,TRUE
LND800449,Amaka Bello,invalid,Govt Reserve,c of o,161040.53,2132470983.49 naira,Rejected ,01.08.2023,,RIVERS LGA,Kaduna,SRV/80867/2015,TRUE,N
LND800273,Funmilayo Okonkwo,+234878179415,Commercial,Right of Occupancy,36588.99,"N1,650,780,590",Rejected ,08/01/2019,07/24/2021,imo lga,Plateau,SRV/99538/2021,No,FALSE
LND800048,Tunde Okeke,(087) 805-7215,Government Reserve,c of o,40556.96,n/a,Rejected ,2021/05/06,24.09.2021,imo lga,Kaduna,SRV/89072/2020,yes,0
LND800359,Ibrahim Chukwu,81126003083,COMMERCIAL,Leasehold ,31147.39,"NGN 2,560,202,663",Under Review,2023-01-12,29 November 2024,akwa ibom lga,Abuja,SRV/90233/2011,FALSE,false
LND800390,Kemi Ajayi,234-613-371-844,Mixed use,COO,22759.3,"₦3,562,263,309.26",Pending,2015-07-22,25 December 2016,Edo LGA,Oyo,SRV/14657/2010,1,no
LND800135,OBINNA EZE,0514 743 9742,Mixed use,COO,19161.04,"₦4,927,467,890.16",approved,19/06/2016,,DELTA LGA,Ogun,SRV/13332/2018,TRUE,false
LND800108,Blessing Okafor,29311005912,Mixed use,Right of Occupancy,418259.65,"NGN 4,127,705,223",Pending,16 November 2020,12-Feb-2022,cross river lga,Oyo,SRV/18645/2022,no,no
LND800208,Halima Abubakar,234-223-410-346,Industrial,CofO,nil,n/a,Approved,05 October 2021,2023/08/27,Plateau LGA,Delta,SRV/76632/2023,no,no
LND800036,emeka ajayi,234-983-541-165,Agric,C of O,20417.02,1093546798.20 naira,Rejected ,13-Aug-2017,05/04/2019,kano lga,Kaduna,SRV/75173/2018,Yes,TRUE
LND800417,Blessing Lawal,+234078468509,Government Reserve,Right of Occupancy,19524.89,3236030892.57 naira,Approved,2015-01-07,03/08/2016,Kano LGA,Port Harcourt,SRV/85416/2023,yes,No
LND800361,  Kemi Eze,+234123455068,Agricultural,CofO,49802.32,"N4,579,356,216",PENDING,12/03/2022,30.11.2022,Ogun Lga,Plateau,SRV/19260/2010,true,true
LND800207,Musa Adeyemi,99471136337,COMMERCIAL,COO,23368.15,"₦4,952,645,198.78",PENDING,2020/05/17,07/03/2020,Imo LGA,Cross River,SRV/51776/2012,TRUE,Y
LND800152,  Chinedu Suleiman,(009) 004-0476,Residential,Certificate of Occupancy,173088.46,"₦2,070,565,651.01",PENDING,03-Mar-2021,01-May-2022,Akwa Ibom LGA,Delta,SRV/92526/2015,true,true
LND800274,chioma okeke,+234263840911,residential,Deed,20523.74,2559314752.03 naira,Pending,12/03/2020,01.08.2021,Kano LGA,Kaduna,SRV/88245/2020,N,FALSE
LND800241,Amaka Lawal,55829849330,Mixed Use,Leasehold,69901.63,"N720,595,512",Revoked,2022/02/13,19 September 2022,Abuja LGA,kano,SRV/19749/2023,false,FALSE
LND800167,Aliyu Okeke,03081721436,COMMERCIAL,COO,18430.88,"4,712,219,127.45 ",Pending,2018/10/08,2020-08-04,ABUJA LGA,Kano,SRV/44296/2020,Y,N
LND800395,Adaeze Bello,02985797363,Industrial ,CofO,22020.48,"NGN 4,050,157,399",Rejected,2019-07-27,09-Aug-2020,kano lga,Ibadan,  ,true,1
LND800016,Amaka Ogundimu,11842547681,Residential,COO,31145.76,"₦981,796,971.83",Approved,24 December 2016,2018/01/30,Delta LGA,Cross River,  ,Y,no
LND800352,Funmilayo Mohammed,+234803657744,Mixed use,Deed of Assignment,20633.7,--,PENDING,27/05/2016,02/11/2016,KANO LGA,Ogun,SRV/70409/2019,No,N
LND800170,Sadiq Eze,56534699799,residential,COO,32027.46,"NGN 4,735,569,255",approved,01/06/2018,31.12.2019,Rivers LGA,KANO,SRV/71680/2014,yes,Yes
LND800005,  TOBI NNAMDI   ,00260869822,Industrial ,Deed of Assignment,5106.56,1102398248.97,approved,2017/01/18,N/A,enugu lga,Anambra,SRV/23066/2019,N,no
LND800090,Adaeze Chukwu,234-362-718-749,Agricultural,Certificate of Occupancy,43068.89,4272010881.66 naira,Approved,07 January 2021,not set,Imo LGA,Lagos State,SRV/93538/2025,1,FALSE
LND800145,Ibrahim Lawal,(958) 263-2809,COMMERCIAL,C of O,31486.89,"N4,605,593,908",approved,12/20/2019,10-Oct-2021,anambra lga,Oyo,SRV/13169/2015,no,No
LND800385,  ADAEZE OLAWALE,0817 760 2991,Residential,Leasehold ,12749.04,"NGN 2,647,678,724",Rejected ,2022-09-16,,ABUJA LGA,Imo,SRV/98183/2017,Yes,1
LND800378,Zainab Adeyemi,(682) 394-8400,Industrial ,c of o,42059.65,"₦1,959,060,686.68",Rejected,2017-08-19,2018/10/13,Abuja LGA,Kaduna,SRV/41714/2017,Yes,Y
LND800196,Femi Abubakar   ,05864496392,Government Reserve,CofO,447683.05,N/A,approved,01.06.2015,,Kano Lga,Enugu,n/a,FALSE,true
LND800423,musa okeke,234-214-105-276,Govt Reserve,c of o,47504.93,2420009129.63,Approved,01 December 2016,2018/10/18,rivers lga,Akwa Ibom,SRV/64883/2015,TRUE,0
LND800268,Chioma Suleiman,08490793884,Industrial,COO,48199.59,"NGN 736,006,657",Pending,08-Feb-2021,16/10/2022,Cross River LGA,Edo,SRV/77400/2012,Y,no
LND800259,Amara Okonkwo,72565920246,Govt Reserve,COO,41218.49,"2,843,916,844.51 ",PENDING,28-Mar-2018,07/31/2019,ogun lga,Plateau,SRV/42315/2022,TRUE,N
LND800277,Kunle Nwosu,234-787-655-300,Commercial,Certificate of Occupancy,46053.09,"NGN 4,669,634,093",PENDING,17/02/2019,01-Dec-2019,Rivers LGA,kano,SRV/23440/2021,yes,No
LND800415,kemi mohammed,(725) 629-2693,Agric,CofO,47722.49,"₦3,539,331,889.61",Rejected ,04/18/2015,,Abuja LGA,Anambra,SRV/23383/2015,1,1
LND800210,Kunle Okonkwo,+234960843768,residential,C of O,32099.11,"₦3,846,831,791.72",Rejected,2019/08/30,12/03/2019,Lagos LGA,Fct Abuja,SRV/13864/2012,yes,No
LND800029,Grace Afolabi,(510) 173-9739,Agric,Leasehold,28215.83,"N4,381,377,196",Rejected ,03 March 2016,00/00/0000,Akwa Ibom LGA,Edo,SRV/78626/2012,Y,0
LND800215,Adaeze Mohammed,234-645-345-472,Mixed use,Certificate of Occupancy,13588.81,4015724200.37 naira,Rejected ,2018/07/26,2019/07/09,OGUN LGA,Plateau,SRV/69163/2022,yes,true
LND800292,Amaka Mohammed,234-916-497-016,Govt Reserve,Deed of Assignment,35026.98,"NGN 4,936,050,905",Under Review,27.02.2018,2018/12/25,ABUJA LGA,Ogun,SRV/53097/2018,TRUE,FALSE
LND800060,Grace Nwosu,234-529-821-739,Residential,Leasehold ,41509.85,"N4,065,583,075",Revoked,2021-10-30,09/17/2023,Delta LGA,Abuja,SRV/25487/2012,TRUE,false
LND800255,Sadiq Balogun,+234220109121,Agric,Deed,14775.9,"₦4,450,459,505.11",Pending,16-Jun-2019,2019-07-25,Ogun LGA,Edo,SRV/69520/2015,FALSE,No
LND800436,Ngozi Nwosu,234-910-601-836,Residential,CofO,5369.19,"₦1,966,282,799.52",approved,18-Oct-2015,,cross river lga,Ogun,SRV/63729/2016,1,Y
LND800447,Tunde Lawal,+234997029271,Residential,c of o,14866.18,"₦2,810,854,146.26",Pending,2021/08/29,2022/08/23,Edo LGA,Akwa Ibom,SRV/75661/2018,1,No
LND800275,Musa Olawale,(252) 883-7505,Mixed Use,COO,40358.75,2840816606.39,Approved,2018/01/08,2019-02-20,Kaduna LGA,oyo,SRV/90772/2019,No,yes
LND800269,emeka afolabi,0368 528 3061,Govt Reserve,C of O,326061.37,"₦1,512,536,028.34",Pending,16/04/2018,17-Jan-2020,EDO LGA,Cross River,SRV/97581/2017,No,Y
LND800400,Funmilayo Okeke,05871469218,Government Reserve,C of O,7392.46,"₦4,453,081,798.33",PENDING,08 December 2017,2018-08-07,akwa ibom lga,Kano,SRV/55445/2023,1,Yes
LND800099,kunle eze,0579 927 0795,Govt Reserve,COO,9959.66,"₦2,035,907,209.92",PENDING,2023/02/19,21 July 2024,anambra lga,Imo,SRV/32925/2012,0,No
LND800010,Ngozi Olawale,invalid,Industrial,Leasehold,45647.11,"1,661,768,602.91 ",Approved,2018-09-02,21-Jun-2019,CROSS RIVER LGA,Plateau,SRV/74490/2020,No,false
LND800040,Kemi Nwosu,25856261499,Agric,CofO,-,unknown,approved,22-Dec-2016,,anambra lga,Ogun,SRV/56184/2016,TRUE,TRUE
LND800370,CHINEDU ADEKUNLE,04993231234,Industrial ,C of O,7589.79,"NGN 2,302,744,109",Under Review,2017-06-30,09-Dec-2017,ENUGU LGA,Cross River,SRV/96204/2018,1,Yes
LND800338,Sadiq Lawal,234-773-836-381,Industrial,Deed,17051.3,"NGN 2,514,942,970",Revoked,00/00/0000,2017/01/20,Enugu LGA,Oyo,SRV/76350/2016,false,TRUE
LND800229,Funmilayo Olawale,02463203747,Government Reserve,c of o,13309.96,"N4,417,417,858",approved,2020/07/22,04 October 2020,Abuja LGA,Kano,SRV/85911/2012,1,0
LND800300,fatima abubakar,04373476427,Industrial,c of o,30544.23,4681189844.2,Rejected ,2023/12/06,03 May 2025,EDO LGA,Anambra,SRV/18990/2016,Y,Y
LND800101,Musa Nwosu,54159709962,Industrial ,Right of Occupancy,8764.34,1217112692.84,Rejected,08.01.2021,,Delta LGA,Anambra,SRV/22636/2018,no,N
LND800209,Obinna Bello,0967 331 1677,COMMERCIAL,Right of Occupancy,418583.33,"NGN 3,749,642,598",approved,2015-01-03,2015-03-09,Cross River LGA,Akwa Ibom,SRV/66957/2017,no,1
LND800228,AMARA AFOLABI,05057303627,Government Reserve,Right of Occupancy,265825.38,15411361.74,Rejected ,2017-12-28,11 October 2019,Plateau LGA,Edo,SRV/80713/2010,yes,FALSE
LND800442,  amaka ajayi,09205222999,Mixed Use,Deed,22560.2,"N3,363,031,014",Pending,29.08.2016,23.09.2017,Kano LGA,Enugu,SRV/44959/2016,1,FALSE
LND800142,Emeka Okonkwo,03700332285,COMMERCIAL,Certificate of Occupancy,4513.02,"N1,929,038,666",Approved,2021-06-03,2022/07/20,Delta LGA,Cross River,SRV/20050/2021,No,FALSE
LND800249,Segun Adeyemi   ,(120) 072-0245,Mixed use,C of O,3054.53,"NGN 2,112,663,729",Revoked,07 November 2023,2024/06/07,Lagos LGA,Cross River,?,1,0
LND800341,Aliyu Ajayi,03144170646,Residential,Leasehold,19075.8,4882361127.44,Revoked,14.12.2021,2023-07-26,Enugu LGA,Delta,SRV/73896/2016,no,Y
LND800245,Segun Mohammed,+234715066626,Agric,Deed of Assignment,20939.29,"3,704,403,097.96 ",Pending,26-Mar-2018,18.12.2019,Kano LGA,Oyo,SRV/92959/2021,0,FALSE
LND800422,Halima Lawal,67813675009,Mixed Use,Deed,47063.03,"2,432,497,039.28 ",Rejected,03 September 2022,19.08.2023,Abuja LGA,kano,SRV/90615/2014,0,Yes
LND800146,Ibrahim Chukwu,+234858623945,Government Reserve,COO,8522.66,"N203,053,003",Under Review,19-Sep-2019,,Ogun Lga,Akwa Ibom,SRV/43070/2018,0,1
LND800141,Ibrahim Lawal,(137) 214-3308,Mixed Use,Deed,21017.3,"NGN 1,536,029,300",Under Review,11/10/2019,15-Sep-2020,imo lga,Ogun,SRV/84664/2025,N,true
LND800035,Kemi Olawale,0238 856 5271,Industrial,Leasehold ,45157.65,"N1,503,842,399",Under Review,2016/05/27,15/05/2017,Enugu LGA,FCT,SRV/23659/2017,0,false
LND800322,Kunle Ajayi,(187) 692-0828,Agric,Deed,11965.15,"₦734,903,063.83",Under Review,04/12/2019,20/04/2020,Ogun LGA,Enugu,SRV/20001/2017,Yes,No
LND800133,Wale Mohammed,36604432400,residential,Deed,36775.22,"NGN 3,151,176,372",Pending,12-Apr-2022,07/24/2022,delta lga,Kaduna,SRV/27718/2010,No,true
LND800431,  Amaka Abubakar,(130) 557-0836,Agric,Deed of Assignment,41143.3,2394572932.12 naira,PENDING,12.11.2019,,Kaduna LGA,Imo,--,Yes,Y
LND800444,Funmilayo Okonkwo,0232 553 9835,Residential,CofO,Unknown,"691,723,985.78 ",Under Review,2015-12-27,,ENUGU LGA,Oyo,SRV/80028/2012,false,false
LND800139,Kunle Adekunle,21823155516,Agric,Certificate of Occupancy,43292.21,"N4,534,458,475",Rejected ,11/07/2017,,cross river lga,lagos,SRV/17874/2022,true,0
LND800247,Adaeze Chukwu,0663 439 2529,Mixed Use,COO,17933.13,"NGN 636,326,897",Rejected ,01/09/2022,08/29/2023,delta lga,Anambra,n/a,Yes,yes
LND800240,  bisi yusuf,(117) 595-7498,residential,c of o,17641.69,2180458309.30 naira,Rejected ,17 January 2020,,DELTA LGA,Abuja,SRV/47051/2025,true,no
LND800446,chinedu yusuf,0309 544 9791,Industrial,Right of Occupancy,411582.21,"₦4,486,512,647.22",Revoked,13 February 2021,unknown date,Kaduna LGA,Oyo State,SRV/42636/2015,false,Yes
LND800440,Adaeze Nnamdi,18768316082,Agric,COO,39925.07,"₦1,291,139,328.04",Approved,11/23/2018,04 September 2020,Ogun LGA,Akwa Ibom,SRV/75009/2021,No,false
LND800056,Bisi  Yusuf,0080 512 0800,Industrial,Leasehold ,41834.39,1610227281.81,Rejected ,10.03.2020,,Abuja LGA,Lagos,SRV/62075/2011,0,Yes
LND800168,Ibrahim Chukwu,0381 300 0413,Mixed Use,Right of Occupancy,373322.65,n/a,Rejected ,23-Dec-2016,04/02/2018,delta lga,Imo,SRV/14364/2014,No,Yes
LND800107,Emeka Ogundimu,+234810213125,Industrial ,C of O,nil,3616560400.17 naira,Approved,16-Feb-2021,30-May-2021,Ogun LGA,Anambra,SRV/11259/2022,No,Yes
LND800252,yusuf okeke,0819 421 7942,Government Reserve,Certificate of Occupancy,3280.63,3264750832.32,Approved,04/28/2016,11 September 2016,Edo LGA,Anambra,N/A,false,Y
LND800267,Tobi Balogun,+234606014886,Government Reserve,C of O,3365.38,"₦389,704,686.05",PENDING,22.04.2018,2019/01/07,Edo LGA,Imo,SRV/31807/2020,0,1
LND800342,Tunde Nwosu,05540263558,Commercial,c of o,26588.66,4033606403.86 naira,Revoked,06/29/2018,03.08.2019,Ogun LGA,FCT,SRV/66195/2019,TRUE,0
LND800094,obinna okafor,01110005155,Agricultural,c of o,40536.45,"₦2,915,274,195.60",Revoked,17 May 2015,12/06/2016,kano lga,Edo,SRV/73117/2013,false,TRUE
LND800074,Bola Okafor,71285246484,Industrial,Right of Occupancy,46805.47,"₦2,626,661,717.41",Rejected ,09 July 2023,2025/01/20,anambra lga,Cross River,SRV/45650/2016,0,Y
LND800178,Aliyu Okonkwo,+234730626042,Mixed use,Right of Occupancy,9792.82,320607412.03,Pending,2017-01-16,,rivers lga,Ogun,SRV/13663/2022,true,Yes
LND800205,Funmilayo Nnamdi,39994853208,Industrial,C of O,1084.61,"NGN 2,136,275,429",Rejected ,07/01/2015,29.10.2015,kaduna lga,Edo,SRV/15440/2019,true,no
LND800047,zainab abubakar,234-907-977-961,Govt Reserve,c of o,Unknown,"N4,658,408,698",Revoked,02 July 2022,03/11/2023,Plateau LGA,Kano,SRV/91489/2023,N,1
LND800186,Amaka Yusuf,0000000000,Industrial ,C of O,394875.29,"₦1,471,980,601.61",Under Review,17 March 2023,unknown date,OGUN LGA,Lagos,SRV/18091/2024,N,false
LND800287,Blessing Adeyemi,(119) 017-0756,residential,Right of Occupancy,476227.88,"₦2,156,876,248.50",Rejected,31/08/2018,30.09.2019,Anambra LGA,rivers,SRV/74107/2019,No,N
LND800343,Tobi  Ajayi,234-301-764-644,Mixed Use,COO,3588.84,1155285720.98,Rejected,02/21/2021,23 July 2022,Enugu LGA,Kano,SRV/36489/2013,Y,Yes
LND800316,Amara Okonkwo,234-135-462-127,COMMERCIAL,Deed,364434.6,"₦4,979,427,508.33",Pending,2021-03-31,25/10/2021,kano lga,KANO,SRV/46980/2015,N,0
LND800335,Chioma Balogun,234-706-336-998,Agric,c of o,10171.54,"₦2,333,897,170.42",approved,03/01/2015,28.05.2015,ANAMBRA LGA,Enugu,NULL,FALSE,yes
LND800066,Sadiq Olawale,07408031499,Agric,CofO,341391.89,"₦1,567,090,925.38",PENDING,14.09.2017,04/02/2019,delta lga,Anambra,SRV/38273/2025,0,no
LND800349,NGOZI AFOLABI,+234653060119,Industrial,Deed,17920.47,"NGN 1,805,452,811",approved,2022/03/09,2024/02/26,OYO LGA,Cross River,SRV/44078/2016,TRUE,yes
LND800276,Ibrahim Adeyemi,0618 632 3979,Industrial,C of O,13239.1,"N1,781,437,206",PENDING,07/05/2021,2021-10-05,Rivers LGA,Plateau,SRV/73554/2024,Yes,N
LND800198,Kunle Adeyemi,0433 952 7536,Government Reserve,Leasehold,18630.35,"N4,984,138,170",Approved,12/03/2019,12/07/2020,OGUN LGA,Enugu,SRV/74972/2019,0,no
LND800136,Bisi Bello,234-501-058-752,COMMERCIAL,Leasehold ,NULL,"3,674,381,417.45 ",Revoked,10-Jul-2015,24 November 2015,Cross River LGA,Oyo,SRV/89063/2012,Yes,FALSE
LND800124,Aliyu Ogundimu,234-670-425-496,Agric,Certificate of Occupancy,?,1402592525.64,Rejected,22 December 2023,2024-03-24,edo lga,Kaduna,SRV/37789/2020,true,yes
LND800291,Segun Adeyemi,+234845269694,COMMERCIAL,CofO,nil,"N918,108,852",Rejected,not set,,KADUNA LGA,Rivers,SRV/39388/2010,true,false
LND800230,Bola Nnamdi,(775) 372-6032,residential,COO,31261.06,"₦1,801,673,116.43",Revoked,12/10/2019,not set,Edo LGA,Ogun,SRV/28733/2020,TRUE,true
LND800071,Bisi Lawal,234-022-939-469,Government Reserve,Deed of Assignment,22699.75,"NGN 4,225,266,317",Rejected ,12/26/2023,,Anambra LGA,Edo,SRV/36936/2018,yes,true
LND800142,Emeka Okonkwo,03700332285,COMMERCIAL,Certificate of Occupancy,4513.02,"N1,929,038,666",Approved,2021-06-03,2022/07/20,Delta LGA,Cross River,SRV/20050/2021,No,FALSE
LND800092,Kunle Chukwu,234-369-249-269,Industrial ,c of o,38608.19,"N1,587,481,650",Rejected,10/03/2017,,delta lga,Oyo,SRV/74097/2011,true,FALSE
LND800298,Chinedu Nnamdi,02007843614,Residential,Certificate of Occupancy,44568.46,"NGN 2,175,091,978",Pending,18/07/2022,2024-07-04,Kaduna LGA,Plateau,SRV/60297/2013,0,N
LND800357,Amaka Lawal,(556) 114-0428,Agricultural,Right of Occupancy,47467.31,4383555477.19 naira,Under Review,2023-07-29,not set,oyo lga,Delta,SRV/25991/2013,false,Yes
LND800398,Adaeze Suleiman   ,+234736820506,COMMERCIAL,Leasehold,230073.5,"N4,344,781,471",Approved,02 September 2021,,IMO LGA,Oyo,SRV/60484/2018,Yes,N
