PlayerID,PlayerName,Nationality,DateOfBirth,Position,PreferredFoot,Academy,JoinDate,ContractEndDate,MonthlySalaryNGN,GoalsScored,Assists,AppearancesTotal,PlayerStatus,FIFARegistered,ContactPhone
PLY300137,Yusuf Eze,Nigerian ,N/A,Mid fielder,Right ,Enyimba FC Academy,not set,,"NGN 4,514,893",-3,11,null,Active,N,234-214-629-613
PLY300048,tunde eze,Senegalese,2012-07-17,Winger,right foot,Rivers United Academy,19.02.2019,24-Oct-2022,"₦7,424,430.02",-3,38,-1,Retired,FALSE,234-087-510-293
PLY300295,Chinedu Adekunle,Ivorian,21-Feb-2007,Midfielder,right foot,Lobi Stars Academy,10.01.2018,10/21/2019,"₦6,194,393.83",24,26,-1,Active ,yes,02064969357
PLY300167,Chinedu Bello,Nigerian,08/27/2000,goalkeeper,both,Kano Pillars Academy,29 April 2023,07/25/2025,"NGN 3,925,154",-3,-1,999,INJURED,1,+234088235130
PLY300345,Fatima Adekunle,nigerian,2002/05/28,DEFENDER,right,Sunshine Stars Academy,2018-10-21,12/06/2022,1105186.81 naira,999,0,-1,Loaned out,yes,02096289365
PLY300297,Zainab Ajayi,Senegalese,unknown date,DEFENDER,Right ,Kano Pillars Academy,15.02.2023,08.12.2025,"NGN 5,624,449",55,null,51,Retired,FALSE,41314675361
PLY300384,Bola Nwosu,nigerian,2011-06-04,Defender,both,Sunshine Stars Academy,2024/05/31,04/07/2026,4029654.98 naira,-3,1,191,active,1,0588 863 6774
PLY300305,Ngozi Bello,Malian,08/10/2005,Goalkeeper,Both,Shooting Stars Academy,04/07/2020,04/10/2023,"NGN 6,569,327",14,  ,-1,Active,0,0000000000
PLY300253,Amaka Okafor,Nigerian,26/12/2005,DEFENDER,LEFT,Sunshine Stars Academy,2024-11-30,21-Sep-2029,"₦5,137,436.76",null,-1,999,Loaned out,yes,234-810-569-741
PLY300332,Chidi Chukwu,Senegalese,2010-11-16,Midfielder,LEFT,Lobi Stars Academy,03/08/2021,10.06.2025,"NGN 8,103,450",6,-1,-1,Active ,Yes,+234365203758
PLY300027,obinna balogun,Cameroonian,2008/12/18,Goalkeeper,LEFT,Shooting Stars Academy,2018/07/17,2020-03-30,"NGN 2,150,147",-3,6,-1,Injured,Y,(898) 027-1487
PLY300066,Kemi Bello,Ghanaian,2012/12/16,Forward ,Right ,Kano Pillars Academy,16.10.2023,2028/01/29,--,29,-1,112,Loaned out,false,(389) 097-2832
PLY300428,Grace Okafor,Malian,17/08/2011,Striker,both,Enyimba FC Academy,03-Sep-2021,26/02/2026,3411647.69 naira,999,-1,NULL,Loaned Out,yes,87495119181
PLY300371,Bisi Adeyemi,Ghanaian,13.02.2001,Goalkeeper,LEFT,Enyimba FC Academy,05 October 2022,15.02.2026,"N5,455,728",-3,30,-1,Loaned out,FALSE,50291681546
PLY300393,Halima Lawal,Malian,16 October 2012,Striker ,Both,Lobi Stars Academy,10-Jun-2022,25-Apr-2024,"NGN 4,306,849",999,25,999,Active ,false,0046 056 8761
PLY300035,  Chioma Ogundimu,Nigerian,18.05.2011,Winger,right,Kano Pillars Academy,2018/05/30,,"₦4,812,295.35",70,-1,999,Retired,Yes,72942095481
PLY300261,Amara Abubakar,Malian,10-Jul-2009,Forward ,Right ,Shooting Stars Academy,04 October 2024,23/06/2027,"₦5,405,784.11",999,60,253,Active,true,(845) 960-9454
PLY300095,Fatima Adeyemi,NIGERIAN,2001/04/03,Striker ,Both,Shooting Stars Academy,09.11.2020,17/09/2023,"NGN 1,849,559",-3,-1,-1,Transferred,1,03381059551
PLY300117,Amara Yusuf,Malian,02/11/2016,Striker,Left,Lobi Stars Academy,10/01/2018,20-May-2023,"NGN 8,439,372",-3,-1,999,Active,Yes,00650191792
PLY300278,OBINNA OKONKWO,Senegalese,07.10.2003,DEFENDER,Right ,Heartland FC Academy,10 June 2023,,"N1,601,344",999,-1,-1,active,N,+234270216487
PLY300044,Halima Balogun,Senegalese,04/08/2012,Goalkeeper,Right,Sunshine Stars Academy,31/03/2022,22.10.2026,"5,425,464.79 ",999,-1,999,Retired,Yes,00111178309
PLY300356,Fatima Olawale,Ivorian,17 January 2010,Goalkeeper,LEFT,Shooting Stars Academy,2024/06/15,01-Jun-2029,6260597.24 naira,59,-1,224,active,yes,05178637673
PLY300433,Sadiq Adekunle,Cameroonian,25.05.2002,Winger,Left,Shooting Stars Academy,01.05.2018,29.12.2021,"₦2,823,063.97",unknown,2,-1,Loaned out,Yes,92323421089
PLY300093,  BOLA OKONKWO,nigerian,2001-10-11,Midfielder,Right ,Lobi Stars Academy,21 June 2020,02 April 2025,1465897.19,999,-1,999,INJURED,Yes,+234788443448
PLY300311,Aliyu Suleiman,Cameroonian,18 June 2002,Forward,right foot,Heartland FC Academy,2021-08-24,not set,NIL,53,-1,36,active,1,+234817390637
PLY300259,KUNLE NNAMDI,nigerian,2012-09-16,Midfielder,LEFT,Rivers United Academy,06-Sep-2020,01/14/2023,6985737.77 naira,10,58,999,Retired,no,0018 648 7699
PLY300188,  Ifeoma Chukwu,Nigerian ,2008-12-15,Forward ,LEFT,Shooting Stars Academy,03/04/2022,00/00/0000,"₦4,295,412.58",999,0,-1,Active,yes,76371539885
PLY300411,fatima balogun,nigerian,2013-05-22,DEFENDER,right,Rivers United Academy,28.06.2020,18/04/2024,"N4,515,875",999,--,93,active,Yes,08444835488
PLY300215,Ifeoma Adekunle   ,Ivorian,N/A,Striker,right,Lobi Stars Academy,2020-01-20,05-Feb-2024,2168462.75,999,8,-1,Retired,true,82661287585
PLY300304,tobi balogun,Nigerian ,15-Dec-2001,DEFENDER,Right ,Shooting Stars Academy,2020-06-30,2024-02-20,"NGN 7,744,520",69,46,29,Active ,No,63425563830
PLY300195,Grace Olawale,Nigerian,26/04/2003,Winger,Left,Lobi Stars Academy,16/01/2021,12 January 2023,"₦3,395,733.76",-3,NULL,-1,active,false,0786 103 1310
PLY300143,Sadiq Ajayi,Senegalese,02/27/2012,Striker,both,Kano Pillars Academy,02 December 2018,08/06/2020,"₦5,688,054.85",999,45,999,INJURED,TRUE,(476) 834-2016
PLY300439,Amara Ajayi,Ghanaian,22.04.2003,DEFENDER,Both,Heartland FC Academy,15 January 2022,2024/11/02,NULL,-3,53,164,Active ,No,0481 700 6661
PLY300436,Bisi Nnamdi,Malian,N/A,Centre Back,LEFT,Sunshine Stars Academy,18 June 2019,09 August 2021,7800504.20 naira,999,6,-1,Injured,no,+234736077633
PLY300262,Tunde Chukwu,Nigerian,2007-01-06,Centre Back,right foot,Shooting Stars Academy,06.06.2019,2020/06/23,"₦1,637,524.42",--,6,208,Retired,FALSE,90149542770
PLY300437,  Adaeze Bello,Nigerian ,07/11/2004,Forward ,both,Rivers United Academy,17/05/2018,2021/11/15,"₦6,571,758.51",-3,-1,-1,Injured,0,N/A
PLY300353,Ibrahim Adeyemi,NIGERIAN,15-Mar-2009,Mid fielder,Both,Shooting Stars Academy,04 July 2018,04.05.2020,"NGN 2,064,832",15,-1,-1,Loaned out,FALSE,(392) 250-1425
PLY300193,  Funmilayo Olawale   ,NIGERIAN,08/15/2007,DEFENDER,both,Enyimba FC Academy,unknown date,2024/11/04,3586493.51,?,unknown,38,Injured,false,0686 850 7451
PLY300372,MUSA MOHAMMED,Ivorian,2004-12-21,Striker,Right ,Heartland FC Academy,02/11/2020,11 September 2022,1253846.41 naira,41,37,999,Active,N,+234024161394
PLY300186,Fatima Ajayi,Nigerian,04 August 2005,goalkeeper,LEFT,Lobi Stars Academy,12-Jan-2019,11.11.2021,2840876.11 naira,-3,19,275,Loaned Out,N,97745731441
PLY300084,Chioma Suleiman,Malian,25.02.2005,Defender,Right ,Rivers United Academy,25/12/2022,10 May 2026,6778070.48,999,-1,999,Active ,Yes,234-474-916-247
PLY300030,Sadiq Adeyemi,Ivorian,06 November 2000,Mid fielder,Left,Kano Pillars Academy,24/03/2019,21-Jun-2020,"N714,569",-3,46,267,Active ,0,71539915668
PLY300242,Chinedu Mohammed,Ivorian,31 August 2003,Midfielder,Right,Sunshine Stars Academy,2024-03-12,2027-04-24,"₦2,005,382.96",10,-1,-1,INJURED,0,234-819-740-056
PLY300206,Fatima Balogun,Cameroonian,2015/07/15,Striker,right,Rivers United Academy,2023/07/21,,"N6,649,236",72,?,-1,Transferred,TRUE,N/A
PLY300235,Kemi Mohammed,Ghanaian,10.10.2002,Striker,both,Shooting Stars Academy,04.08.2022,03/13/2024,8190059.60 naira,999,-1,188,Transferred,FALSE,83347743326
PLY300299,Yusuf  Mohammed   ,Ivorian,2001-11-01,Forward ,LEFT,Enyimba FC Academy,04.12.2019,30-May-2021,"NGN 531,147",-3,-1,-1,active,Yes,30448360854
PLY300063,Chioma Adeyemi,Nigerian,2011-05-12,Mid fielder,Right,Heartland FC Academy,19-Nov-2022,24/11/2024,3962407.82,999,34,67,Retired,no,234-465-111-312
PLY300127,Zainab Lawal,Nigerian,not set,Winger,Both,Heartland FC Academy,12/10/2021,2026-01-11,"₦1,806,735.13",4,51,999,Active ,N,234-405-468-356
PLY300081,Emeka Afolabi,Malian,25 June 2010,goalkeeper,Right ,Heartland FC Academy,2019-02-28,2020-06-19,?,36,unknown,26,active,Yes,00931066843
PLY300118,Blessing Bello,Senegalese,unknown date,Forward ,LEFT,Kano Pillars Academy,2024/03/28,2025/10/25,1110052.04,-3,-1,-1,Loaned Out,TRUE,+234521310962
PLY300400,Aliyu  Eze,Cameroonian,unknown date,DEFENDER,both,Enyimba FC Academy,unknown date,2022/05/26,"N3,481,268",999,42,-1,Active,true,(679) 252-9858
PLY300321,Bola Mohammed,Nigerian,05/03/2008,Mid fielder,both,Heartland FC Academy,18/08/2024,07/09/2026,,1,NULL,999,Injured,No,(870) 562-2710
PLY300052,Zainab Afolabi,Nigerian ,2001-06-01,Striker ,Left,Sunshine Stars Academy,03-Jul-2020,08/31/2021,"NGN 1,364,319",-3,?,999,active,Y,(032) 432-9839
PLY300097,Musa Balogun,Ivorian,19 January 2015,Striker,both,Kano Pillars Academy,2022/11/02,00/00/0000,?,26,45,142,Active,0,42408916498
PLY300199,Aliyu Mohammed,Ivorian,06 December 2012,Striker ,Both,Sunshine Stars Academy,N/A,2024/02/14,"NGN 1,570,380",-3,-1,999,Active,false,(122) 572-0765
PLY300339,Grace Eze,Malian,24.12.2000,Striker ,Left,Lobi Stars Academy,04.09.2018,12/09/2020,  ,-3,26,-1,Retired,Y,0704 938 6204
PLY300248,Ibrahim Mohammed,Malian,2003/12/29,Centre Back,LEFT,Sunshine Stars Academy,17-Aug-2023,01/12/2027,8123425.71,999,58,146,INJURED,0,01955356033
PLY300247,Obinna Chukwu,NIGERIAN,2003/10/18,Mid fielder,both,Enyimba FC Academy,19 February 2021,26/10/2022,"NGN 8,050,603",3,-1,-1,Transferred,true,0706 626 6821
PLY300141,Chinedu Lawal,Ghanaian,24/04/2003,Midfielder,right,Shooting Stars Academy,13/09/2024,2026-11-04,"₦6,025,293.46",999,-1,135,Retired,0,09096056730
PLY300351,Femi Mohammed,Ghanaian,06-Apr-2003,Mid fielder,both,Heartland FC Academy,27 April 2022,26 February 2025,"6,887,882.72 ",Unknown,53,999,active,no,95764038166
PLY300276,Sadiq Eze,nigerian,00/00/0000,Forward ,right,Rivers United Academy,12 May 2021,,"₦447,572.30",999,14,-1,Retired,true,(639) 283-6929
PLY300324,Amara Olawale,Cameroonian,,Winger,right foot,Enyimba FC Academy,19 July 2021,27/01/2024,"₦8,368,507.51",65,43,28,Active ,TRUE,234-459-648-831
PLY300438,Ifeoma Adeyemi,Cameroonian,2010-11-22,Mid fielder,Both,Enyimba FC Academy,01.06.2024,,"₦5,560,502.55",-3,6,152,Active ,yes,+234955633185
PLY300018,Zainab Mohammed,NIGERIAN,13.01.2001,Winger,right,Lobi Stars Academy,2019-05-04,28/06/2023,"NGN 1,357,531",45,15,-1,Injured,1,(793) 230-2346
PLY300255,yusuf afolabi   ,Senegalese,09 February 2008,Forward ,Both,Enyimba FC Academy,15.08.2020,,586742.63 naira,999,-1,999,Transferred,false,(771) 070-4496
PLY300293,Obinna Okeke,nigerian,2005-11-08,Centre Back,right,Enyimba FC Academy,not set,,"NGN 686,238",67,-1,999,INJURED,Y,63347272742
PLY300225,Bisi Mohammed,Ivorian,20 March 2008,Striker,right foot,Lobi Stars Academy,2021/09/29,18-Apr-2025,"NGN 4,876,849",17,-1,999,Active ,0,0883 774 4197
PLY300373,Yusuf Okafor,Cameroonian,2011/11/30,Striker ,right,Rivers United Academy,01.08.2020,05-Nov-2024,"₦7,039,033.88",-3,-1,999,Active ,no,98830597364
PLY300174,  Kunle Chukwu,Ivorian,N/A,Striker ,both,Shooting Stars Academy,2020-12-20,,"NGN 8,318,084",-3,38,272,INJURED,TRUE,01355251050
PLY300056,Kemi Balogun,Nigerian,07 October 2007,goalkeeper,Both,Rivers United Academy,2018/10/04,02/12/2022,"₦8,176,115.54",-3,-1,82,Active,TRUE,0000000000
PLY300124,Bola Ajayi,nigerian,09 November 2008,Winger,Right ,Sunshine Stars Academy,21/07/2021,01/10/2025,"NGN 1,175,808",-3,-1,31,Loaned Out,1,+234111595034
PLY300158,emeka eze,Cameroonian,08 January 2009,Defender,Left,Kano Pillars Academy,01.07.2022,03/13/2027,,-3,-1,999,Loaned out,false,N/A
PLY300440,   Amaka Ogundimu,Malian,2012-02-07,Centre Back,both,Sunshine Stars Academy,2020-12-13,,2769491.83,NIL,28,-1,Retired,Yes,05416431670
PLY300397,Emeka Ogundimu,nigerian,12/04/2012,Winger,Both,Rivers United Academy,19-Sep-2020,25.10.2024,3851674.77,3,-1,-1,Active,1,40359544294
PLY300169,aliyu balogun,NIGERIAN,09/02/2010,Striker,Right,Lobi Stars Academy,2024/05/06,11/24/2028,4015860.97 naira,66,15,999,INJURED,0,04776863423
PLY300290,Emeka Adekunle,Ghanaian,01/25/2000,Defender,both,Sunshine Stars Academy,2022-05-19,11/30/2026,--,-3,27,-1,Retired,N,07674124151
PLY300189,Emeka Olawale,Nigerian,10-Jun-2011,Striker,Left,Shooting Stars Academy,02.11.2022,,"N2,163,007",-3,8,999,Loaned out,1,+234728123567
PLY300061,Ngozi Okeke,Ivorian,06 June 2007,Midfielder,LEFT,Enyimba FC Academy,12/03/2024,not set,?,-3,-1,99,Loaned Out,false,+234269405396
PLY300346,Halima Mohammed,Cameroonian,N/A,Forward ,right,Lobi Stars Academy,09-Mar-2019,,"NGN 63,284",999,38,-1,INJURED,1,(358) 841-8343
PLY300286,Emeka Suleiman,nigerian,03/04/2001,Defender,Left,Lobi Stars Academy,2023-01-09,22-Sep-2027,5155193.96 naira,999,19,213,active,Y,0154 214 4773
PLY300404,Obinna Adekunle,NIGERIAN,11/11/2003,Striker ,right,Enyimba FC Academy,25.10.2019,02/02/2024,N/A,999,-1,-1,INJURED,no,invalid
PLY300191,Tunde Eze,Senegalese,27 June 2007,Forward,Right,Rivers United Academy,28/06/2019,2023/02/20,210090.09,-3,N/A,999,Loaned Out,No,(271) 130-7240
PLY300337,CHIOMA ADEYEMI,Nigerian,10/14/2004,Centre Back,right foot,Rivers United Academy,29 May 2022,2024/07/30,709388.26 naira,25,-1,221,Retired,true,
PLY300349,Sadiq Olawale,NIGERIAN,30-Nov-2012,Defender,Right,Heartland FC Academy,2022/09/05,04/01/2026,NIL,-3,-1,nil,Injured,false,234-512-542-782
PLY300091,Fatima Suleiman,NIGERIAN,05/20/2009,Mid fielder,Right ,Kano Pillars Academy,10/02/2020,2021-06-17,"N6,808,316",13,40,-1,INJURED,N,234-788-127-868
PLY300181,Tunde Afolabi,Senegalese,03.12.2007,Striker ,Right ,Heartland FC Academy,27.12.2021,23 June 2026,"8,190,949.04 ",-3,51,999,Active,TRUE,85790647715
PLY300197,Blessing Bello,Malian,not set,Defender,Right ,Heartland FC Academy,2023/04/12,17.10.2024,3844732.76,-3,24,999,INJURED,FALSE,+234134732354
PLY300055,  YUSUF BELLO,nigerian,05/13/2016,Forward ,both,Rivers United Academy,27 December 2020,05.03.2024,"NGN 8,108,901",59,-1,292,active,0,234-892-625-660
PLY300342,Amaka Okonkwo,Nigerian ,11/12/2007,Striker,Right,Sunshine Stars Academy,2019/07/23,05 March 2021,"₦7,188,078.74",999,0,27,Loaned Out,no,N/A
PLY300420,Sadiq Ajayi,NIGERIAN,2008/03/27,Striker,Both,Sunshine Stars Academy,2023-04-13,04 October 2024,"N4,261,275",24,-1,-1,Active ,N,09874113257
PLY300058,Tobi Okonkwo,Nigerian ,05/05/2012,Striker ,right foot,Rivers United Academy,23 April 2021,2023-01-30,"₦4,653,306.36",999,-,41,Transferred,false,234-128-497-185
PLY300260,Tobi Nwosu,Senegalese,10/28/2012,Mid fielder,both,Heartland FC Academy,16 February 2024,31-Mar-2026,"N5,543,910",999,59,198,Injured,false,234-267-320-441
PLY300046,Ifeoma Adeyemi,Malian,31-Mar-2015,Centre Back,Left,Heartland FC Academy,2018/04/19,24-Jun-2020,"NGN 6,192,244",46,58,999,Transferred,TRUE,21518260688
PLY300041,Chinedu Okeke,Nigerian,03-Mar-2013,DEFENDER,Left,Rivers United Academy,10 January 2018,05/10/2020,"₦2,684,871.67",999,-1,-1,Loaned Out,Y,26620157201
PLY300379,Obinna Adekunle,Nigerian ,13-Feb-2014,Forward ,Right ,Lobi Stars Academy,17-Jan-2020,2023/11/26,"₦302,199.50",52,60,148,INJURED,TRUE,+234178513854
PLY300170,Ifeoma Bello,Senegalese,04/11/2014,Forward,Right ,Sunshine Stars Academy,29 January 2024,2028-11-21,NIL,999,11,-1,Active ,0,
PLY300309,Wale Nnamdi,Nigerian,2013-10-25,Striker ,Left,Sunshine Stars Academy,2020/07/24,,"N4,191,282",43,47,216,Injured,1,31497646136
PLY300241,Wale Adekunle,Ivorian,06/16/2006,goalkeeper,Both,Sunshine Stars Academy,12-Aug-2019,2023/01/27,"₦6,212,986.30",67,8,999,active,true,04189389846
PLY300357,Ifeoma Lawal,nigerian,2008/11/20,Goalkeeper,right,Sunshine Stars Academy,08-Aug-2020,2024/10/27,613998.97,-3,-1,-1,Retired,yes,0000000000
PLY300132,Adaeze Nnamdi,Nigerian,,Goalkeeper,Both,Heartland FC Academy,23-Jan-2022,02-Jul-2025,"NGN 6,629,975",47,-1,999,Retired,false,+234710248171
PLY300272,Segun Mohammed,Malian,unknown date,Forward ,right foot,Shooting Stars Academy,28/09/2019,2021/09/28,"N5,038,352",18,1,999,Retired,true,234-139-898-681
PLY300099,Chinedu Mohammed,NIGERIAN,20 August 2004,DEFENDER,Left,Rivers United Academy,2023-02-16,2025-09-11,7128608.89 naira,-3,-1,-1,active,FALSE,(652) 717-2722
PLY300043,Zainab Suleiman,Nigerian,18 May 2000,Forward ,right foot,Heartland FC Academy,07-Jul-2020,06/15/2022,"NGN 3,655,001",-3,14,-1,Active ,1,234-492-617-647
PLY300031,Segun Adeyemi,Nigerian ,26-Nov-2007,Mid fielder,Both,Sunshine Stars Academy,29 December 2018,,6956186.80 naira,-3,59,999,Active ,No,234-334-141-115
PLY300217,Aliyu Suleiman,Senegalese,31-Jan-2003,goalkeeper,right,Kano Pillars Academy,2021/11/12,31/05/2024,"1,595,056.05 ",-3,56,295,Retired,true,0129 439 8529
PLY300228,Kemi Okafor,Senegalese,15.04.2004,goalkeeper,Right ,Enyimba FC Academy,22/08/2020,29/11/2024,1593817.3,999,-1,-,active,true,27740258835
PLY300162,  Ifeoma Lawal,Nigerian ,08/01/2013,goalkeeper,Right ,Shooting Stars Academy,17 March 2018,14.12.2020,"₦7,141,625.76",999,-1,156,Active,no,0120 911 7911
PLY300069,Chioma Lawal,Senegalese,2010/02/07,Goalkeeper,Right ,Lobi Stars Academy,09/10/2023,,7840332.34 naira,-3,26,-1,Injured,true,+234634807970
PLY300218,Segun Ogundimu,Senegalese,26 April 2012,Forward ,both,Kano Pillars Academy,13.10.2022,,230337.68 naira,-3,11,999,Retired,yes,94062607870
PLY300203,Chioma Ajayi,NIGERIAN,03/17/2015,Striker,Both,Lobi Stars Academy,,28-May-2026,?,999,-1,251,INJURED,FALSE,+234570545897
PLY300416,Grace Okafor,Nigerian,26-Sep-2011,Centre Back,Right ,Enyimba FC Academy,18/09/2020,24.05.2024,"₦7,167,187.46",999,-1,-1,Active ,Yes,+234796434745
PLY300073,Funmilayo Olawale,Nigerian,27-May-2009,Forward,both,Sunshine Stars Academy,00/00/0000,23.02.2029,"N3,030,325",-3,-1,-1,Retired,FALSE,06284177225
PLY300310,chioma adekunle,nigerian,2006/09/07,Forward,Both,Lobi Stars Academy,21-Feb-2018,2021-11-15,5013576.1,999,47,999,Injured,no,0847 488 3607
PLY300298,Emeka Olawale,Nigerian ,04.01.2012,Midfielder,both,Lobi Stars Academy,28-Feb-2019,07-Dec-2021,87534.06,35,36,-1,INJURED,Yes,234-751-562-779
PLY300283,halima olawale,NIGERIAN,11-May-2001,DEFENDER,Right ,Enyimba FC Academy,04 November 2021,30/12/2022,"N3,830,181",40,-1,-1,Retired,no,06572894134
PLY300145,Kemi Adeyemi,nigerian,2009-02-16,goalkeeper,both,Rivers United Academy,2018-06-24,,5977415.10 naira,-3,58,n/a,Loaned out,yes,0960 893 1992
PLY300010,Adaeze Abubakar,Nigerian ,10/03/2000,DEFENDER,Right ,Kano Pillars Academy,2022/12/19,08/06/2026,"N7,573,632",999,-1,-1,Active ,FALSE,+234674916016
PLY300209,Sadiq Afolabi,Malian,2011-03-15,goalkeeper,Both,Enyimba FC Academy,03/06/2018,2020-06-23,2581350.93,-3,3,999,Transferred,Yes,04741407034
PLY300185,Aliyu Nwosu,Malian,2005/10/11,Centre Back,Right ,Sunshine Stars Academy,2023-03-12,2027-10-29,"NGN 4,771,904",-3,-1,-1,Retired,FALSE,234-252-967-188
PLY300088,  bola ogundimu,Ivorian,03.03.2016,goalkeeper,Right ,Kano Pillars Academy,22 February 2024,2026-07-22,"NGN 5,814,530",23,-1,150,Active,No,+234473820236
PLY300180,Kunle Mohammed,Ivorian,2010/01/07,DEFENDER,right foot,Rivers United Academy,15/12/2020,15/06/2025,"N6,254,307",-3,19,25,active,no,234-171-644-556
PLY300226,Ngozi Abubakar,Ghanaian,27 October 2009,Forward,Right ,Heartland FC Academy,02/28/2022,,1889882.50 naira,-3,42,999,active,false,(466) 176-6204
PLY300415,Femi Yusuf,Malian,2015/01/15,Defender,right foot,Lobi Stars Academy,17 December 2019,18/10/2022,2212542.58 naira,-3,37,999,INJURED,N,(925) 236-2292
PLY300275,Bisi Nnamdi,NIGERIAN,13 December 2001,Midfielder,LEFT,Rivers United Academy,2024-02-18,2025/05/26,8333708.36,-3,-1,999,active,1,+234158815793
PLY300375,Chidi  Ogundimu,Cameroonian,08-Jul-2006,DEFENDER,right foot,Shooting Stars Academy,09/05/2021,17-Dec-2025,nil,8,-1,999,Injured,false,30624479513
PLY300152,Fatima Olawale,nigerian,,Forward,LEFT,Rivers United Academy,03 September 2019,08-Jun-2022,"₦2,676,398.53",23,-1,-1,INJURED,false,N/A
PLY300109,Kunle Bello,nigerian,09 June 2009,Striker ,Both,Shooting Stars Academy,21 March 2020,14-Aug-2022,"₦1,593,018.04",38,54,999,active,TRUE,92624945147
PLY300406,Ifeoma Okonkwo,Nigerian ,00/00/0000,Winger,Left,Rivers United Academy,25.12.2022,12.05.2025,"₦5,071,238.33",999,-1,-1,active,no,(841) 312-8403
PLY300271,Funmilayo Chukwu,Malian,12/24/2001,DEFENDER,Both,Shooting Stars Academy,05-Feb-2018,,"₦1,399,936.99",-3,-1,109,Loaned out,Yes,+234889536902
PLY300198,Chinedu Nnamdi,Cameroonian,19/07/2005,goalkeeper,both,Heartland FC Academy,2018/10/29,2022-07-24,"5,025,850.18 ",-3,-1,-1,Loaned out,1,04012897432
PLY300237,Kemi Lawal,NIGERIAN,12.02.2010,Winger,right foot,Rivers United Academy,05/17/2020,,2240637.56 naira,37,,999,Active ,Y,(698) 152-8733
PLY300320,Wale Suleiman,Nigerian ,2005-09-28,Goalkeeper,Right,Heartland FC Academy,03.08.2021,,"NGN 4,108,180",-3,4,999,Retired,FALSE,95894773522
PLY300129,Fatima Ajayi,nigerian,07/12/2003,Winger,Both,Kano Pillars Academy,11/18/2022,07/02/2025,"N304,492",999,-1,265,Injured,false,+234904227113
PLY300323,fatima ajayi   ,Malian,17-Mar-2013,Mid fielder,Right ,Heartland FC Academy,2022/07/30,26 April 2026,N/A,n/a,-1,48,Loaned Out,1,0215 835 0344
PLY300435,Femi Okafor,Senegalese,09/03/2012,Forward,right,Sunshine Stars Academy,2021-05-20,2023-11-23,"6,086,419.78 ",999,unknown,7,Retired,no,(264) 335-0271
PLY300246,Amaka Olawale,nigerian,2007-04-02,Defender,Right ,Rivers United Academy,24 May 2024,,"₦6,576,997.45",Unknown,13,-1,Transferred,No,04300038960
PLY300212,Zainab Olawale,Ghanaian,27/09/2013,Striker ,LEFT,Shooting Stars Academy,10 February 2019,06/11/2023,"NGN 3,203,627",999,10,-1,INJURED,FALSE,(143) 075-3666
PLY300366,Obinna Nnamdi,Senegalese,not set,Forward ,both,Lobi Stars Academy,N/A,29.09.2025,"NGN 6,095,417",-3,-1,180,Loaned Out,false,(760) 740-1775
PLY300150,WALE BALOGUN,Senegalese,23.12.2012,Forward,Right ,Lobi Stars Academy,14.01.2021,2023-06-26,"₦7,562,944.85",999,-1,999,Injured,N,(868) 512-7652
PLY300012,Musa  Yusuf,Nigerian ,2002-12-05,Winger,both,Rivers United Academy,21.02.2020,19/01/2023,3748108.94,-3,49,-1,active,yes,(337) 050-2497
PLY300020,Sadiq Yusuf,NIGERIAN,10/07/2010,Forward ,right foot,Rivers United Academy,2019-12-05,16.05.2022,"NGN 2,560,216",39,-1,22,Active,N,(093) 771-0040
PLY300151,Ngozi Yusuf,Nigerian ,2015/04/14,Striker,both,Kano Pillars Academy,2023-10-19,01.04.2025,"₦4,293,997.72",1,-1,999,Loaned Out,N,0928 664 6491
PLY300021,Adaeze Okafor,Cameroonian,,goalkeeper,both,Sunshine Stars Academy,18-Mar-2018,20-Oct-2022,"NGN 2,558,205",-3,-1,70,Loaned Out,Yes,(013) 806-9847
PLY300007,bisi nwosu,NIGERIAN,09.01.2016,DEFENDER,LEFT,Lobi Stars Academy,01.08.2024,,5764923.63 naira,29,-1,-1,Loaned out,false,06149828246
PLY300026,Adaeze Okonkwo,Nigerian ,10.07.2005,Midfielder,Both,Rivers United Academy,2018-03-22,,"N2,014,147",43,40,NULL,active,Yes,09156716493
PLY300003,femi okeke,Nigerian,10/25/2015,Defender,both,Shooting Stars Academy,09/07/2024,03/17/2028,5818621.04,999,-1,1,INJURED,FALSE,00232129833
PLY300132,Adaeze Nnamdi,Nigerian,,Goalkeeper,Both,Heartland FC Academy,23-Jan-2022,02-Jul-2025,"NGN 6,629,975",47,-1,999,Retired,false,+234710248171
PLY300266,Halima Okonkwo,NIGERIAN,04/11/2014,Centre Back,Left,Lobi Stars Academy,19.10.2020,00/00/0000,477056.1,-3,-1,999,active,no,08795083044
PLY300159,Chidi Olawale,Malian,09.06.2008,Mid fielder,both,Kano Pillars Academy,10/30/2020,,"NGN 8,074,885",12,-1,53,INJURED,N,0482 531 1060
PLY300184,Bisi Ogundimu,Senegalese,2011-11-06,Midfielder,Right,Kano Pillars Academy,02 May 2021,12/03/2023,8099399.0,999,-1,142,INJURED,yes,04145964229
PLY300222,Bola Okonkwo,Malian,18-Feb-2015,Forward,Right ,Lobi Stars Academy,21/12/2022,10/17/2027,"NGN 7,246,097",40,52,999,Retired,Yes,29181331708
PLY300140,Wale Bello,Malian,unknown date,Striker,Left,Kano Pillars Academy,07.01.2019,15.05.2023,unknown,999,7,252,Active ,Yes,(714) 708-2723
