TaxpayerID,CompanyName,TaxType,Sector,RegistrationDate,AssessmentYear,TurnoverNGN,TaxLiabilityNGN,TaxPaidNGN,OutstandingNGN,ComplianceStatus,PenaltyNGN,ContactPhone,State,AuditFlag
TIN64639795,Bisi Abubakar Enterprises,PIT,Professional Services,07 March 2022,2021,"N20,146,267,774",2746752805.92 naira,"845,463,908.46 ","₦1,901,288,897.46",Exempted,"NGN 246,154,539",234-813-104-502,Kano,FALSE
TIN82764766,Sadiq Nwosu Enterprises,VAT,Retail,23 December 2015,2021,14359630566.55 naira,"NGN 3,215,212,545",1357071313.22,"NGN 1,858,141,232",NON-COMPLIANT,141587582.8,(848) 165-2444,KANO,TRUE
TIN93335054,Segun Nwosu Enterprises,Education Tax ,FMCG,10/10/2018,2022,"NGN 23,772,883,728",5727852999.08,5903742074.96 naira,0.00 naira,Non-Compliant,"308,493,457.95 ",0752 135 3028,Plateau,0
TIN29055219,Chidi Bello Enterprises,vat,Oil & Gas,2012/06/07,2024,"N47,471,746,922",8314878315.65 naira,"NGN 6,894,906,335",1419971980.63 naira,NON-COMPLIANT,"N1,657,075",21029161746,oyo,FALSE
TIN54227963,Amaka Balogun Enterprises,Withholding Tax (WHT),Oil & Gas,27 September 2012,2024,"NGN 11,889,161,384",2926452265.70 naira,"NGN 2,892,017,842",34434423.78 naira,Partially Compliant,238926765.84 naira,09889786533,Kano,false
TIN55669623,SADIQ ABUBAKAR ENTERPRISES,Value Added Tax (VAT),FMCG,23/09/2016,2022,"NGN 4,295,010,381","NGN 1,271,762,030",1340649980.25 naira,NGN 0,Compliant,,234-901-507-138,kano,true
TIN32784699,Ifeoma Okonkwo Enterprises,Education Tax (EDT),Oil & Gas,06/12/2013,2024,"N2,727,521,287","₦111,468,253.58",13156696.10 naira,"NGN 98,311,557",Under audit,"₦1,420,599.59",+234024559851,Akwa Ibom,no
TIN17994915,femi okafor enterprises,Personal Income Tax (PIT),Manufacturing,2011-11-20,2021,39085932009.09 naira,"N8,760,716,574","₦1,838,234,935.12",6922481638.7699995,Compliant,"₦639,740,588.26",234-734-467-177,Oyo,false
TIN14242335,Wale Adekunle Enterprises,CIT,FMCG,28-Dec-2017,2025,49320324325.65,10195667312.13 naira,"N1,276,478,855",8919188456.859999,Compliant,"NGN 819,127,581",+234835268064,Oyo,1
TIN33624348,Obinna Okafor Enterprises,VAT,Manufacturing,31.01.2016,2024,19617371994.15 naira,"NGN 557,702,348","₦502,252,115.02",55450232.70 naira,Under audit,,0734 785 3698,Anambra,true
TIN69269419,Grace Eze Enterprises,Withholding Tax (WHT),--,2017-09-13,2025,13694516781.48 naira,"NGN 3,460,416,687",1423992690.84 naira,"NGN 2,036,423,996",Non-Compliant,322404634.78,01239847230,Imo,No
TIN46402653,Blessing Nnamdi Enterprises,Value Added Tax (VAT),Banking,17.06.2012,2021,NIL,11009479521.86,"N3,186,160,528",7823318994.15 naira,Under Audit,155548351.53,02213217672,Abuja,0
TIN61387768,Emeka Balogun Enterprises,PIT,Banking,2016-01-31,2023,"N47,497,547,899","N3,147,293,844","N126,084,946",3021208897.66 naira,NON-COMPLIANT,,(527) 353-6423,Ogun,TRUE
TIN71545865,Emeka Olawale Enterprises,CIT,Oil & Gas,06 July 2022,2020,"₦40,324,305,082.13",6593756895.42,568140488.85,"6,025,616,406.57 ",Compliant,428640321.40 naira,234-300-099-843,Kaduna,false
TIN37464303,BISI OKAFOR ENTERPRISES,Withholding Tax (WHT),null,03.07.2018,2020,"N5,904,521,509",260701944.28 naira,"₦185,223,515.48",,Under audit,,(133) 138-0049,Abuja,No
TIN33108666,Tunde Adekunle Enterprises,Value Added Tax (VAT),FMCG,08/06/2019,2020,"₦41,813,248,707.80","NGN 7,156,964,323",4648854868.08,"N2,508,109,455",Under audit,394715645.45 naira,0484 813 0041,Akwa Ibom,1
TIN84017392,Wale Adeyemi Enterprises,Company Income Tax,Telecoms,15/02/2010,2025,"₦46,735,346,219.90",11455282476.77,"NGN 10,500,788,137","NGN 954,494,339",NON-COMPLIANT,"N47,562,070",07694535365,Delta,Y
TIN55597188,GRACE OLAWALE ENTERPRISES,Capital Gains Tax (CGT),Professional Services,2017-03-10,2020,N/A,4297511826.67 naira,1434203374.65,"N2,863,308,452",Under Audit,,08214174681,Imo,yes
TIN40781056,Emeka Okeke Enterprises,vat,FMCG,06.01.2022,2020,38577072080.39,5834634424.06,5074449906.3,"₦760,184,517.76",Partially Compliant,,234-922-884-987,Oyo,TRUE
TIN90596127,Bola Suleiman Enterprises,vat,Manufacturing,,unknown,"₦41,753,923,882.64","N12,522,886,065","NGN 434,959,838","NGN 12,087,926,226",NON-COMPLIANT,288404417.45,0992 553 9460,Rivers,FALSE
TIN80558052,GRACE CHUKWU ENTERPRISES,Education Tax (EDT),Oil & Gas,21 September 2018,2021,"NGN 4,310,218,039",472438085.39,"₦363,422,531.92","₦109,015,553.47",Partially Compliant,,(190) 725-8733,Imo,true
TIN89560193,Zainab Adekunle Enterprises,Education Tax (EDT),Manufacturing,2016-01-14,2022,"NGN 20,477,031,312",5143120865.64 naira,"NGN 1,985,233,533",3157887332.3700004,Non-Compliant,,05926648698,Imo,FALSE
TIN18783057,chidi okonkwo enterprises,Education Tax ,Banking,2017/12/23,2020,40554674024.85,7880529937.56 naira,3915247426.04 naira,"₦3,965,282,511.52",Non-Compliant,73629577.14,+234879916091,Abuja,FALSE
TIN98384290,Amara Afolabi Enterprises,Company Income Tax,Professional Services,00/00/0000,2023,NIL,"NGN 4,821,157,702",1448999005.55,"N3,372,158,697",Non-Compliant,"NGN 236,546,631",0377 756 9198,Kano,No
TIN97765035,Ngozi Mohammed Enterprises,Education Tax ,Retail,13 August 2021,2025,"₦3,752,618,795.13","N82,596,705",14383456.34,"₦68,213,248.53",Partially Compliant,,234-990-069-680,oyo,0
TIN95770868,FUNMILAYO  ADEYEMI ENTERPRISES,cit,Retail,2021/01/29,2025,"NGN 16,706,118,953","₦2,858,743,543.30","NGN 1,676,213,040",,Partially Compliant,"10,874,126.54 ",234-207-115-238,Rivers State,FALSE
TIN15902979,Fatima Okeke Enterprises,CIT,--,2022/09/05,2024,"NGN 36,050,145,912",8482992457.56,8440724308.5,--,Compliant,,03748309309,Rivers,no
TIN30093884,Chioma Adekunle Enterprises,PIT,Telecoms,01.06.2010,2021,"16,110,190,753.06 ",3347870234.16 naira,3057433123.09 naira,"N290,437,111",Partially Compliant,140166782.45,234-254-760-220,Abuja,No
TIN42930372,Chinedu Bello Enterprises,Company Income Tax (CIT),Retail,26/10/2014,2024,"₦39,675,139,793.73","₦6,241,488,937.08","NGN 3,509,581,395",,compliant,,234-181-612-559,Ogun,Yes
TIN32878882,  zainab lawal enterprises,Company Income Tax (CIT),Banking,31-Aug-2012,2022,"₦10,969,217,833.72",2692154573.49 naira,"₦2,355,235,945.40",336918628.0899997,Exempted ,"NGN 40,262,569",41393696789,Kaduna,0
TIN27257661,Chidi Afolabi Enterprises,Value Added Tax (VAT),Oil & Gas,21-Nov-2014,2020,"NGN 24,526,719,536","₦5,823,214,786.61","₦772,944,188.42","5,050,270,598.19 ",compliant,,0369 149 6112,Cross River,false
TIN98832848,Aliyu Okeke Enterprises,Education Tax ,Retail,2015-10-09,2024,"N25,294,808,964","N3,295,400,168","₦1,268,235,389.52","₦2,027,164,778.53",Non-Compliant,,+234389920457,Enugu,1
TIN17505949,Tobi Eze Enterprises,Education Tax ,Oil & Gas,10.02.2018,2023,964058757.10 naira,"40,867,337.08 ","₦18,077,312.02","NGN 22,790,025",compliant,,234-995-530-245,Delta,yes
TIN83348151,Zainab Lawal Enterprises,Value Added Tax (VAT),FMCG,10 November 2017,2025,32124430780.09 naira,"NGN 6,199,104,058","NGN 4,692,318,222","₦1,506,785,836.45",Exempted ,,01890034686,Kaduna,1
TIN32692102,Kunle Mohammed Enterprises,Education Tax ,Oil & Gas,26.05.2018,2022,"NGN 14,517,987,308","NGN 3,810,448,014","NGN 2,961,080,952","849,367,061.67 ",Exempted,,03444429906,kano,No
TIN14546044,Bisi Okeke Enterprises,CIT,Real Estate,01-Jan-2013,2024,"N5,732,265,953","NGN 1,151,175,925",577561765.37,nil,Non-Compliant,,66760564204,Cross River,FALSE
TIN55183971,Bisi Nwosu Enterprises,CIT,Banking,07-May-2014,2021,"NGN 8,066,188,381",912245912.02 naira,"₦850,382,474.63",61863437.39 naira,Exempted ,"₦12,806,505.39",87698936529,Imo,true
TIN12326283,chioma  mohammed enterprises,WHT,Oil & Gas,10/09/2022,2023,"₦1,854,539,231.18","N511,935,752","NGN 173,836,360","₦338,099,391.80",Compliant,"₦28,581,357.49",0953 774 9266,Edo,1
TIN16099655,Bola Mohammed Enterprises,cit,Retail,2022/10/27,2025,38657172230.03,"N3,694,111,352","₦216,286,419.23","3,477,824,933.07 ",Under Audit,,+234622654016,Plateau,No
TIN20230008,Zainab Balogun Enterprises,vat,Real Estate,2016/08/17,2022,"N34,186,766,939","₦3,164,583,250.69","NGN 910,765,044","N2,253,818,207",compliant,,58816502544,Cross River,yes
TIN21142470,Zainab Ajayi Enterprises,vat,Banking,01/20/2013,2020,33922662893.34 naira,9776165775.85,"₦10,498,954,985.90",,Non-Compliant,"NGN 628,717,554",66720108240,Plateau,N
TIN97486302,Chinedu Ogundimu Enterprises,CIT,Oil & Gas,21/06/2011,2022,31129882252.03 naira,"NGN 8,978,500,201",5297302415.33,"₦3,681,197,785.48",Exempted ,,234-848-647-082,Oyo,N
TIN71060629,Obinna Okonkwo Enterprises,PIT,Manufacturing,02/04/2014,2023,"NGN 30,746,290,929",5958006171.61 naira,"₦2,750,579,068.97",3207427102.64 naira,compliant,,02589222560,Cross River,Y
TIN75803238,ALIYU NWOSU ENTERPRISES   ,WHT,Manufacturing,2022-06-08,2024,19601082003.19,"N3,134,833,226",nil,"N340,498,640",Non-Compliant,,09281707443,Enugu,Yes
TIN61387768,Emeka Balogun Enterprises,PIT,Banking,2016-01-31,2023,"N47,497,547,899","N3,147,293,844","N126,084,946",3021208897.66 naira,NON-COMPLIANT,,(527) 353-6423,Ogun,TRUE
TIN62565531,Ifeoma Ajayi Enterprises,Capital Gains Tax (CGT),Banking,04 January 2019,2021,32372512617.01,"NGN 6,147,665,949",728749909.28 naira,nil,Under Audit,"NGN 116,842,030",05939652138,Anambra,true
TIN74933357,Ngozi Okafor Enterprises,Personal Income Tax (PIT),Retail,21.02.2017,2025,"₦14,611,459,285.73",1951994479.04,1302391638.2,"N649,602,841",Exempted,59062049.31,(242) 767-7462,Delta,no
TIN64207810,ADAEZE ADEKUNLE ENTERPRISES,CIT,Professional Services,unknown date,2022,"NGN 18,760,619,588","2,594,079,223.53 ","N2,484,987,705",109091518.45 naira,Exempted ,,52781055800,Ogun,N
TIN59240346,Emeka Nnamdi Enterprises,cit,Real Estate,2017-03-03,2020,"NGN 5,270,576,617",397671031.14,N/A,"160,722,351.38 ",Exempted ,,0304 936 6538,Edo,Yes
TIN19007611,Blessing Adeyemi Enterprises,WHT,FMCG,08-Jun-2019,2023,"NGN 2,694,214,430",196947507.73,-,0.00 naira,compliant,nil,74224043261,Plateau,TRUE
TIN63731869,Fatima Adekunle Enterprises,Personal Income Tax (PIT),Banking,05/03/2020,2024,"1,320,000,364.65 ","₦341,645,478.35","N229,946,706",111698772.65000004,Under Audit,"23,370,881.50 ",49898088067,Kano,false
TIN25333206,Femi Adekunle Enterprises,PIT,Manufacturing,01/06/2010,2023,"NGN 18,062,602,613","₦417,782,677.71",4158852.66 naira,"413,623,825.05 ",Exempted ,41164024.86 naira,(419) 662-2913,Edo,TRUE
TIN34031098,Sadiq Adekunle Enterprises,Education Tax ,Real Estate,29-Aug-2010,2021,Unknown,"₦966,129,191.21","NGN 854,858,228","₦111,270,963.07",compliant,,234-681-024-808,Edo,TRUE
TIN28696828,Obinna Adekunle Enterprises,Company Income Tax (CIT),  ,11.09.2019,2021,?,815803694.39,572516535.38 naira,243287159.01 naira,Non-Compliant,,234-670-009-942,Ogun,No
TIN37406995,Kunle Nwosu Enterprises,Capital Gains Tax (CGT),Manufacturing,2020-05-23,2021,24463086074.22 naira,"N3,423,390,654","708,549,139.48 ",2714841514.15 naira,Non-Compliant,,06019153057,Abuja,1
TIN53802185,Blessing Adekunle Enterprises,Value Added Tax (VAT),Manufacturing,2014-03-07,2022,29017135637.87 naira,2912190339.47,"NGN 21,322,784","NGN 2,890,867,555",Under audit,,04306881164,Enugu,no
TIN62095363,Femi Afolabi Enterprises,PIT,Banking,2014/06/21,2024,7489463291.41,-,"NGN 982,210,917","₦695,969,630.86",NON-COMPLIANT,,0536 218 9455,Abuja,No
TIN46479321,Grace Bello Enterprises,Company Income Tax (CIT),Telecoms,07/22/2013,2021,"32,804,406,784.36 ",n/a,5385904770.68,3858550537.51,Partially Compliant,"NGN 34,180,751",(704) 747-6484,Anambra,N
TIN44130373,Tobi Balogun Enterprises,WHT,Real Estate,2018/10/16,2020,"N25,787,779,004","₦4,531,811,876.65","₦4,656,581,965.07",NGN 0,Under audit,,0957 047 2642,Abuja,TRUE
TIN81266768,Zainab Ajayi Enterprises,Personal Income Tax (PIT),Real Estate,2013/02/14,2022,"NGN 21,982,778,961","₦821,718,674.93",27703644.35 naira,"NGN 794,015,031",NON-COMPLIANT,,00881972239,Cross River,true
TIN20496822,Emeka Eze Enterprises,VAT,Professional Services,08/04/2022,2022,"₦29,285,822,849.32",6914803858.21 naira,1217598940.1,5697204918.110001,Non-Compliant,,(787) 520-7020,Kaduna,FALSE
TIN47216872,Bola Nnamdi Enterprises,Capital Gains Tax (CGT),Professional Services,05/22/2010,2025,13274720699.68 naira,"₦3,846,600,749.63","NGN 3,109,433,356","₦737,167,393.14",Under Audit,nil,(584) 743-6213,Oyo,false
TIN19185243,Chidi Okeke Enterprises,cit,Banking,2022/01/21,2021,"NGN 24,908,595,667","NGN 5,266,419,991",2541052024.38,"₦2,725,367,966.30",Exempted ,,05546234712,Edo,TRUE
TIN17469286,Chioma Okeke Enterprises,Company Income Tax (CIT),?,2017-05-05,2021,"N44,532,701,702","NGN 9,315,530,737","513,462,444.97 ","NGN 8,802,068,292",Exempted ,"N378,669,212",234-101-975-358,Imo,true
TIN52647646,Halima Chukwu Enterprises,VAT,Banking,19-Sep-2012,2021,"1,976,230,282.04 ",N/A,"NGN 27,971,480",223759736.51999998,Under Audit,,29691433629,Plateau,Y
TIN95009732,Chioma Okonkwo Enterprises,Personal Income Tax (PIT),Banking,10.04.2012,2021,"₦49,616,692,047.33","NGN 14,493,079,289","₦10,436,239,800.65",4056839488.450001,NON-COMPLIANT,,62732262611,Kaduna,No
TIN14382356,tunde ogundimu enterprises,Personal Income Tax (PIT),FMCG,05/07/2018,2024,"N13,067,555,032",-,262227684.75 naira,"NGN 880,901,828",Under Audit,"NGN 26,028,406",+234730634359,Enugu,yes
TIN68609622,Segun Balogun Enterprises,Company Income Tax,Telecoms,27/03/2017,2022,--,"₦6,309,408,638.24","₦4,787,308,538.16","₦1,522,100,100.08",Under audit,541403070.31,+234305748839,Imo,Yes
TIN27719346,Chinedu Suleiman Enterprises,cit,FMCG,15.11.2014,2020,46621744340.58 naira,unknown,"NGN 3,608,902,164",7071391444.959999,compliant,469230459.48 naira,+234542216265,Rivers,1
TIN54510569,Yusuf Suleiman Enterprises,Company Income Tax (CIT),Banking,2010/01/10,2023,31995562837.62,"6,712,425,971.99 ","N2,564,028,470","4,148,397,502.37 ",Compliant,,234-804-674-130,Plateau,true
TIN43738820,  yusuf olawale enterprises,Education Tax ,Real Estate,2020-02-28,2024,"NGN 36,252,150,781","₦4,711,622,069.19",3866970966.94 naira,"NGN 844,651,102",Compliant,,66145901107,Plateau,Yes
TIN32146894,Ngozi Chukwu Enterprises,Value Added Tax (VAT),Real Estate,16-Aug-2018,2024,36599227587.2,"N8,680,472,419","N4,862,581,119",3817891299.71 naira,Exempted,,83842536462,Enugu,false
TIN98854917,Ibrahim Okonkwo Enterprises,Company Income Tax,Real Estate,2013/03/08,2020,"₦3,762,326.51","N718,574","N397,117","₦321,456.48",Exempted ,"56,635.76 ",+234001089857,Lagos,FALSE
TIN51902799,Tobi Ogundimu Enterprises,Company Income Tax,--,03/04/2021,2020,"₦13,005,378,164.52","NGN 2,670,453,554","NGN 2,644,823,436","₦25,630,118.67",NON-COMPLIANT,"N196,129,419",34398818738,Enugu,no
TIN20499766,KEMI OGUNDIMU ENTERPRISES   ,CIT,Manufacturing,07/09/2011,,"NGN 12,764,074,689",--,"896,063,632.55 ","N1,690,361,397",Under audit,"NGN 172,825,740",74185630275,Ogun,true
TIN88248665,wale afolabi enterprises,Value Added Tax (VAT),Telecoms,14/02/2019,2024,"17,926,444,725.26 ","₦2,987,908,327.40","N1,256,690,380",1731217947.27 naira,compliant,"₦17,417,864.32",+234563370140,Plateau,true
TIN31297329,Halima Abubakar Enterprises,CIT,Telecoms,09.04.2012,2024,"N33,919,409,295",1308315427.53 naira,,452976903.00 naira,Under Audit,,(041) 309-0915,lagos,Y
TIN54960011,Bisi Adekunle Enterprises,Personal Income Tax (PIT),FMCG,13 September 2016,2021,"₦1,744,424,840.01",n/a,51848681.36 naira,51185687.03,Partially Compliant,8399155.17,0746 698 6163,Imo,false
TIN33258437,zainab afolabi enterprises,Capital Gains Tax (CGT),Real Estate,2019-08-07,2023,"N8,896,786,613","₦2,150,149,182.75","₦1,255,822.66",2148893360.09 naira,Exempted,,(819) 490-5315,Rivers,TRUE
TIN68273637,BISI ABUBAKAR ENTERPRISES,Education Tax ,Telecoms,2019/11/02,2021,39156897972.5,5024982333.2,"NGN 852,178,184","N4,172,804,149",NON-COMPLIANT,,234-420-284-719,Imo,No
TIN13287518,Zainab Chukwu Enterprises,CIT,Manufacturing,31 May 2011,2025,"NGN 1,379,233,713",66386483.71 naira,"N62,639,816",3746667.469999999,Partially Compliant,,234-154-705-549,Lagos,0
TIN31172409,Ibrahim Mohammed Enterprises,Education Tax (EDT),Real Estate,11-May-2016,2022,"28,015,388,160.80 ","3,067,851,036.46 ","N1,060,803,445",2007047591.04 naira,Under audit,"NGN 76,226,675",+234299007686,Delta,Yes
TIN74989577,Chinedu Okafor Enterprises   ,Education Tax ,Banking,,2023,"4,954,910,466.63 ",1439543460.72 naira,"1,120,614,354.56 ",,Under audit,82423453.9,32737989790,Delta,No
TIN91584154,Yusuf Suleiman Enterprises,Value Added Tax (VAT),Telecoms,16-May-2021,2020,13231995088.82,"N1,472,343,051","NGN 1,514,552,275",NGN 0,Under audit,"NGN 109,494,839",(666) 020-0053,Kano,0
TIN72692641,Ibrahim Eze Enterprises,CIT,Professional Services,15 September 2022,2025,"₦42,829,289,209.74","₦11,955,024,506.65",4086544215.04,"NGN 7,868,480,292",Non-Compliant,"N1,137,253,319",02151641195,Lagos,Y
TIN30011106,Yusuf Nnamdi Enterprises,PIT,Oil & Gas,2014-04-13,2024,11367379358.75,"NGN 1,053,525,227","NGN 1,041,734,928","N11,790,299",compliant,,04196234219,Enugu,yes
TIN92594994,Segun Bello Enterprises   ,Education Tax ,Retail,26/05/2017,2021,"NGN 5,693,389,290","NGN 1,484,862,495",--,"N798,672,794",NON-COMPLIANT,,234-724-358-617,Cross River,TRUE
TIN94167380,Tunde Ogundimu Enterprises,Capital Gains Tax (CGT),FMCG,22 March 2014,2024,"NGN 16,132,618,107","₦1,715,513,828.29","NGN 128,514,033","₦1,586,999,795.34",NON-COMPLIANT,111950573.95,09523120219,Anambra,TRUE
TIN92306099,Kemi Adekunle Enterprises,Value Added Tax (VAT),Professional Services,06/15/2011,2024,28965355056.77 naira,"N5,232,036,528",n/a,"NGN 4,149,112,299",NON-COMPLIANT,159390800.39,234-550-113-753,Plateau,no
TIN41778192,Obinna Adeyemi Enterprises,Withholding Tax (WHT),Professional Services,21 January 2016,2024,36952297622.91,"₦2,861,553,804.81","N889,746,272","₦1,971,807,532.34",Exempted ,,03761851862,Kaduna,N
TIN44371181,Zainab Olawale Enterprises,Withholding Tax (WHT),Real Estate,12/10/2021,2022,43385702891.35,9745599085.49 naira,4129576561.27 naira,"₦5,616,022,524.22",Partially Compliant,967987450.07,+234048067571,Lagos State,Yes
TIN97574065,kunle afolabi enterprises,Company Income Tax (CIT),-,2021/08/29,2025,"₦12,784,199,540.96",2711291298.28 naira,"₦299,070,555.53",NIL,Under audit,,58281902217,Abuja,Y
TIN68367809,Tunde Ogundimu Enterprises,Education Tax (EDT),Manufacturing,07/03/2021,2022,11809378164.98,"₦1,927,274,179.40",2093695197.78,₦0.00,Partially Compliant,"NGN 152,211,754",0000 268 7644,Ogun,N
TIN86957835,Sadiq Afolabi Enterprises,VAT,Banking,02 March 2021,2021,"₦30,028,082,003.66","NGN 1,807,641,592",430499927.75,1377141663.75,Exempted,"N114,371,375",234-604-180-952,FCT,true
TIN88811236,Halima Yusuf Enterprises,Capital Gains Tax (CGT),Oil & Gas,31 May 2015,2022,1791459074.86 naira,NULL,248583650.21 naira,n/a,Exempted,,59489895965,Cross River,No
TIN92826522,  Kemi Yusuf Enterprises,Capital Gains Tax (CGT),Manufacturing,18.05.2022,2023,"₦18,412,272,014.03",3597568676.55,"₦3,775,204,914.15",0,Partially Compliant,103810086.67 naira,03995297013,Cross River,N
TIN20908209,Amara Suleiman Enterprises,Education Tax ,FMCG,21 September 2017,2023,"₦8,093,199,628.63","NGN 1,070,461,775","NGN 890,682,299",179779475.48 naira,compliant,"₦99,148,585.17",0459 671 5006,Edo,yes
TIN68046813,Kemi Ogundimu Enterprises,vat,Retail,19/05/2014,2023,"₦18,673,394,485.59","₦2,706,888,128.01",223853239.46,"₦2,483,034,888.55",Exempted,,81045024373,Oyo,no
TIN71839901,Yusuf Suleiman Enterprises,Education Tax ,Manufacturing,01/20/2019,2022,"₦34,853,751,245.95",2843296035.7,-,184397087.67 naira,Non-Compliant,,(496) 047-8421,Kano,N
TIN41162689,grace adeyemi enterprises,Value Added Tax (VAT),Retail,2010-12-31,2023,"₦49,244,278,063.91","NGN 9,260,573,724",850191119.38,8410382605.07 naira,Exempted,"N102,070,823",+234142620370,Anambra,0
TIN39066788,FEMI EZE ENTERPRISES,PIT,Telecoms,06/06/2017,2025,"30,982,992,568.14 ","NGN 1,700,295,537","₦973,913,022.17",726382515.00 naira,Compliant,,234-001-732-590,Lagos,no
TIN82331085,  funmilayo ogundimu enterprises   ,WHT,NULL,2017-12-05,2021,"NGN 30,972,412,314","NGN 5,620,379,134",205042214.57 naira,"₦5,415,336,919.00",compliant,,63637262942,Akwa Ibom,Yes
TIN13019819,Chioma Nnamdi Enterprises,Company Income Tax (CIT),Banking,2010/12/01,2022,"N7,035,648,890","NGN 598,553,727",308814501.36,289739225.1999999,Exempted ,"NGN 22,041,887",(431) 916-5430,Ogun,No
TIN92932979,Wale Okonkwo Enterprises,Company Income Tax,Telecoms,03/06/2022,2020,"NGN 10,282,188,809","₦1,176,498,237.23",676216718.85 naira,500281518.38,Exempted,"26,225,474.66 ",(622) 132-0410,Enugu,Yes
TIN58732571,Obinna Suleiman Enterprises,Withholding Tax (WHT),Retail,14-Sep-2016,2022,"₦867,070,475.71","₦35,999,262.02","₦2,840,125.21","33,159,136.81 ",Under audit,3470846.63,+234305641849,oyo,No
TIN69560955,Segun Ajayi Enterprises,Education Tax (EDT),Retail,2010-06-09,2020,12698397110.07 naira,2595132304.73,396628697.53 naira,2198503607.2,Non-Compliant,"N16,548,232",07942968827,Akwa Ibom,No
TIN75927890,sadiq  eze enterprises,Value Added Tax (VAT),Oil & Gas,07-Jul-2018,2025,26796558808.04,"₦7,327,647,165.29","₦3,213,236,521.74","₦4,114,410,643.55",compliant,,80085294690,Lagos,true
TIN83325243,Kunle Abubakar Enterprises,Company Income Tax (CIT),Banking,N/A,2020,"39,713,826,690.83 ",9580985299.91,"N6,582,663,888",unknown,Exempted,"NGN 928,731,274",78467908701,Plateau,true
TIN94273332,Chioma Lawal Enterprises,Education Tax ,Banking,2022-08-23,2020,"N39,274,604,849","₦6,184,470,427.76","N846,725,335",NULL,Exempted,,0979 177 6334,Cross River,No
TIN83395461,Kemi Bello Enterprises,WHT,Professional Services,24.01.2015,2024,"₦32,870,207,030.90","₦3,623,039,995.87",1298131882.11 naira,2324908113.76 naira,NON-COMPLIANT,"₦272,726,705.91",04278961573,Plateau,TRUE
TIN63329851,Obinna Ajayi Enterprises,CIT,Retail,,2021,"N25,016,831,758","NGN 5,051,532,056","N852,850,172",NULL,Exempted ,449852309.08 naira,(864) 242-3839,Abuja,false
TIN17297032,Blessing  Mohammed Enterprises,VAT,FMCG,28-Jul-2019,2020,"43,503,883,790.38 ",9599402834.90 naira,"NGN 9,481,835,092",,Under audit,"NGN 291,500,427",(523) 112-3274,Cross River,TRUE
TIN20567981,Bola Okafor Enterprises,cit,Telecoms,20/07/2019,2021,"NGN 12,294,608,558","₦310,914,646.93",232187106.81 naira,N/A,Under audit,"NGN 1,313,376",64051038802,Oyo,Yes
TIN42224773,Tunde Okonkwo Enterprises,Company Income Tax,Manufacturing,29 October 2012,2022,"N47,505,469,775","NGN 5,811,172,918",5317020602.03,"NGN 494,152,316",Non-Compliant,"₦450,445,531.18",61685071058,Oyo,1
TIN93408434,Amaka  Nwosu Enterprises,vat,Professional Services,14/07/2020,2020,39201216589.22 naira,"₦8,527,552,237.69","₦4,468,534,079.20","₦4,059,018,158.49",Under audit,"N368,267,687",87447017320,Edo,0
TIN67392668,ifeoma okafor enterprises,cit,Telecoms,20-Feb-2013,2024,38465158039.01 naira,"NGN 10,571,451,429","N2,464,230,564","₦8,107,220,864.77",Non-Compliant,,+234470318053,KANO,no
TIN13778013,Ibrahim Balogun Enterprises,Education Tax ,Telecoms,2022-12-19,?,"N40,506,874,400","NGN 11,343,409,188","₦2,992,589,220.40","₦8,350,819,967.56",Partially Compliant,,(339) 449-5300,Delta,0
TIN82347008,Kunle Yusuf Enterprises,Education Tax (EDT),Retail,09 July 2019,2025,39237416642.02 naira,4685908779.02 naira,"NGN 4,743,322,572",0.00 ,Partially Compliant,,234-322-481-554,Lagos,1
TIN16877887,Musa Okeke Enterprises,vat,Real Estate,24.12.2014,2024,5057132985.05,"₦781,416,102.53",842363906.55 naira,,Exempted,"₦31,362,260.63",,Cross River,1
TIN99193948,Zainab Nwosu Enterprises,Company Income Tax (CIT),Real Estate,2011/09/13,2025,"NGN 14,387,684,745",3295940670.07,2650878039.61,"NGN 645,062,630",Exempted,"NGN 65,952,378",0218 545 7056,Edo,1
TIN22461686,Chinedu Okafor Enterprises,Company Income Tax (CIT),Oil & Gas,00/00/0000,2021,"₦4,410,089,189.22","NGN 1,062,502,194","NGN 1,053,364,384","NGN 9,137,811",compliant,60409393.13,(813) 599-8989,Ogun,true
TIN48126214,Grace Ajayi Enterprises,VAT,Manufacturing,15-Oct-2020,2023,10781115807.32 naira,"N2,917,608,491","NGN 1,265,428,161","NGN 1,652,180,330",Exempted ,,04846735742,Edo,0
TIN35418652,Halima Bello Enterprises,Withholding Tax (WHT),Banking,03/11/2011,2025,"N24,380,463,920",2536005478.44,"NGN 2,618,162,505",N0,Exempted ,,0876 108 1435,Rivers,Yes
TIN54225468,Adaeze Lawal Enterprises,Personal Income Tax (PIT),Telecoms,05.04.2021,2020,"NGN 21,947,170,740",1303752347.44 naira,"NGN 215,644,574","1,088,107,773.81 ",Under audit,"NGN 11,645,951",invalid,Cross River,TRUE
TIN26018269,Wale Ogundimu Enterprises,Company Income Tax (CIT),Professional Services,05.09.2013,2022,8070990742.47,"N2,101,160,981","₦1,949,099,924.92","NGN 152,061,056",NON-COMPLIANT,"NGN 118,526,011",+234656045006,Kaduna,true
