LoanID,BorrowerName,BorrowerPhone,Gender,LoanPurpose,PrincipalAmount,InterestRate_pct,DisbursementDate,MaturityDate,AmountRepaid,LoanStatus,CollateralType,LoanOfficer,State,NPL_Flag
MFL900116,Emeka Mohammed,74384215031,Female,  Medical ,null,22.29,30.07.2024,27 October 2025,1357555.96,active,Land Title,chinedu adekunle,Plateau,TRUE
MFL900023,Yusuf Yusuf,234-587-716-947,F,   business,"N2,481,139",null,03-Sep-2024,2025-09-22,"₦209,071.34",DEFAULTED,Vehicle,amara eze,Rivers,TRUE
MFL900114,NGOZI MOHAMMED,24056829962,male,  School Fees,"N680,931",33.58,2023/08/27,2025/05/27,733581.08,Defaulted,Guarantor,Adaeze Adekunle,Plateau,Y
MFL900338,Kemi Nwosu,0821 545 4470,Male,Petty Trading,"₦679,561.44",5.91,2023/02/15,18/11/2023,NIL,Fully Repaid,NIL,Amaka Mohammed,Lagos,Y
MFL900257,Amara Adeyemi,06498782082,female,Agricultural Input   ,"N2,747,842",6.98,17.01.2022,15.01.2024,"NGN 2,598,193",Overdue,guarantor,Tunde Okeke,Rivers,Yes
MFL900053,Wale Afolabi,(109) 678-9940,male,Equipment Purchase,"NGN 4,456,417",33.86,2024-04-03,2024/12/15,  ,Fully repaid,NONE,Kunle Olawale,Akwa Ibom,FALSE
MFL900154,ADAEZE OKAFOR,06945441496,Male,Petty Trading,"NGN 3,700,627",27.59,2024/04/19,unknown date,"N2,874,845",Defaulted,NONE,Musa Okonkwo,Ogun,FALSE
MFL900026,Tunde Yusuf,0762 202 3413,Male,Equipment Purchase,"NGN 3,625,135",30.89,25.09.2022,01/05/2024,1718234.00 naira,active,guarantor,tobi okonkwo,Akwa Ibom,false
MFL900288,Blessing Ogundimu,invalid,female,Equipment Purchase,n/a,32.39,02/27/2024,04 December 2024,286671.72 naira,Fully Repaid,Shop Stock,aliyu suleiman,Enugu,0
MFL900377,ibrahim yusuf,00249685498,Male,Medical Bills,"NGN 516,016",20.96,24-Sep-2023,06/01/2024,"₦368,277.63",Written Off,Land Title,ALIYU ADEKUNLE,Cross River,FALSE
MFL900265,Aliyu Mohammed,0391 559 6363,F,Agricultural Input   ,1106548.24 naira,8.11,06-Aug-2023,2024/07/12,941454.01 naira,Overdue,Guarantor,segun adeyemi,Cross River,Yes
MFL900269,Ibrahim Lawal,(518) 376-0644,female,  business,"₦4,092,271.12",35.08,09 October 2022,2023/07/23,3165449.12 naira,Fully repaid,Unknown,Adaeze Bello,Plateau,N
MFL900411,Bola Chukwu,77790147546,female,Agricultural Input,4024946.84 naira,15.03,29/06/2024,03-Mar-2025,"₦188,492.76",DEFAULTED,Shop Stock,Segun Bello,Anambra,yes
MFL900145,Wale Ogundimu,+234807787956,M,  Medical ,"NGN 1,830,816",20.87,2022/04/13,11 August 2023,1081106.28,Defaulted,Shop Stock,Grace Abubakar,Cross River,No
MFL900022,Bola Balogun,00615939982,F,SCHOOL FEES   ,n/a,27.49,2022/06/21,15 August 2023,"N607,105",DEFAULTED,None,Femi Mohammed,Ogun,TRUE
MFL900066,Chinedu Adekunle,+234060480589,Male,Medical Bills,"NGN 1,569,379",33.49,21-Jan-2024,05/21/2025,"N366,001",Active,Land title,Bola Afolabi,Ogun,Yes
MFL900256,Chioma Balogun,+234514846853,M,business,1848345.31,,09/02/2024,05/11/2024,280310.23 naira,Active,NIL,Halima Balogun,Enugu,yes
MFL900049,Emeka Mohammed,234-827-448-570,F,Agricultural Input,4141018.69,23.18,15/10/2022,2024-01-09,"₦845,835.27",Fully repaid,Land title,FUNMILAYO BELLO,Ogun,Y
MFL900343,Grace Okafor,+234120948181,Female,Equipment Purchase,3863056.42,16.0,2022/07/01,04.06.2023,2268265.23 naira,Active,guarantor,Emeka Balogun,Akwa Ibom,No
MFL900214,Adaeze Olawale,234-266-299-123,male,Agricultural Input,"NGN 2,030,307",9.4,19.03.2023,07.09.2023,1981180.82 naira,DEFAULTED,Land title,EMEKA SULEIMAN,Kano,Yes
MFL900034,Zainab Okeke,(853) 686-6326,male,Equipment Purchase,"N2,935,351",8.46,2024/07/16,02.07.2025,2441743.74 naira,DEFAULTED,Vehicle,segun okeke,Ogun,N
MFL900313,Tobi Suleiman,0757 383 9597,Female,Petty Trading,2775483.24,8.78,13.08.2023,03/21/2024,"₦1,958,701.13",Overdue,None,Ifeoma Nwosu,Enugu,FALSE
MFL900325,Aliyu Adekunle,(029) 084-6684,F,Medical Bills,4655243.91,15.73,00/00/0000,2025-04-29,"₦2,402,980.28",Written Off,Vehicle,aliyu olawale,Imo,no
MFL900324,Bisi Adekunle,0000000000,M,Medical Bills,4600781.99 naira,7.6,2023-11-30,09/30/2024,476973.83 naira,DEFAULTED,guarantor,Emeka Nwosu,Akwa Ibom,no
MFL900002,FUNMILAYO AJAYI,234-098-839-205,female,SCHOOL FEES,"N240,323",3.3,05.01.2023,05.06.2024,"₦95,360.22",DEFAULTED,-,Chinedu Afolabi,Cross River,No
MFL900406,Aliyu Lawal,(702) 316-4334,Male,Medical ,"NGN 2,699,130",12.83,04 December 2023,14 May 2025,2797200.20 naira,Defaulted,Land Title,GRACE ABUBAKAR,Delta,no
MFL900310,Tunde Okafor,09840767899,F,Medical Bills   ,"₦3,947,893.79",19.89,18.06.2023,10/27/2023,"₦3,378,734.94",Defaulted,Vehicle,femi mohammed,Anambra,yes
MFL900381,Amaka Okafor,(465) 217-0730,female,SCHOOL FEES,"153,076.60 ",11.88,07.11.2023,not set,57255.00 naira,Written Off,None,FUNMILAYO AJAYI,Akwa Ibom,0
MFL900411,Bola Chukwu,77790147546,female,Agricultural Input,4024946.84 naira,15.03,29/06/2024,03-Mar-2025,"₦188,492.76",DEFAULTED,Shop Stock,Segun Bello,Anambra,yes
MFL900239,Aliyu Suleiman,05396136749,female,Business Expansion,2040450.27,20.45,2024/07/19,29/03/2025,1348129.79 naira,Active,NONE,Tobi Eze,Imo,1
MFL900122,Funmilayo Okonkwo,234-385-854-249,M,Medical ,"₦4,589,471.91",13.11,unknown date,2025-11-04,441930.33,Fully Repaid,None,TUNDE YUSUF,Edo,yes
MFL900279,Amara Balogun,63934362620,female,Equipment Purchase,"NGN 3,757,287",18.27,23 March 2022,N/A,274055.8,Written Off,Land Title,Amara Bello,Rivers,true
MFL900337,Bisi Bello,234-519-611-594,Male,Medical ,"NGN 1,912,181",26.42,30/08/2024,2025-03-18,"₦913,932.22",DEFAULTED,Vehicle,CHIOMA CHUKWU,Delta,FALSE
MFL900223,Fatima Abubakar,(544) 518-9520,male,SCHOOL FEES   ,unknown,23.92,05-Oct-2024,14 February 2025,"NGN 1,994,231",Fully repaid,Shop Stock,Femi Okonkwo,Kaduna,false
MFL900086,Funmilayo Nwosu,12209949993,F,  SCHOOL FEES,"N1,293,581",27.27,22 February 2023,11/14/2024,"₦1,258,586.88",active,guarantor,SEGUN ADEKUNLE,Edo,1
MFL900216,Sadiq Okonkwo,+234879232648,male,business,"₦2,005,907.62",13.93,09 May 2024,13.11.2025,"₦378,735.46",Overdue,guarantor,SADIQ OKAFOR,Anambra,Yes
MFL900337,Bisi Bello,234-519-611-594,Male,Medical ,"NGN 1,912,181",26.42,30/08/2024,2025-03-18,"₦913,932.22",DEFAULTED,Vehicle,CHIOMA CHUKWU,Delta,FALSE
MFL900294,Halima Afolabi,18961642361,M,Business Expansion,"NGN 311,329",9.44,04/07/2024,00/00/0000,63362.22 naira,Fully Repaid,-,Chidi Okeke,Lagos State,1
MFL900024,YUSUF  OKEKE,0256 996 1125,male,Medical ,"₦1,879,353.17",4.62,12.04.2023,06/04/2024,"₦641,120.67",Active,None,Wale Eze,Oyo,No
MFL900248,Halima Afolabi,+234500902559,female,Home Renovation   ,N/A,16.48,19/05/2023,19-Aug-2023,"N251,005",Fully repaid,,Obinna Lawal,Edo,Y
MFL900240,Femi Adeyemi,+234657967842,male,School Fees,  ,16.4,2022-08-14,06.05.2023,"N584,019",Defaulted,None,Halima Lawal,FCT,true
MFL900150,Zainab Okeke,0051 292 7663,female,Medical Bills,"NGN 800,592",13.49,24-Mar-2023,2023-08-04,"N667,050",Active,NULL,chidi eze,Anambra,Yes
MFL900203,  Amara Bello,0924 243 7540,F,SCHOOL  FEES,4474098.52,25.34,2022/11/13,23.06.2023,"NGN 4,326,573",Active,Guarantor,KEMI YUSUF,Cross River,Y
MFL900247,GRACE MOHAMMED,0828 064 7969,F,Medical    ,"N4,547,524",13.87,05 October 2022,02.11.2023,4850312.23,Active,guarantor,NGOZI OKAFOR,Edo,no
MFL900261,Wale Ogundimu,0303 477 8660,Male,Medical    ,530515.41 naira,29.78,2024/01/19,22.11.2024,405226.91,active,NONE,Ifeoma Eze,Kano,false
MFL900001,Sadiq Olawale,84902770384,female,Equipment Purchase,"2,344,344.54 ",34.9,01/18/2023,08-Sep-2024,"₦2,021,053.01",Fully repaid,n/a,Emeka Nnamdi,Oyo,false
MFL900101,Tunde Afolabi,(384) 983-0220,female,SCHOOL FEES,"NGN 2,996,131",12.21,07.12.2023,18/07/2024,"₦1,556,307.58",Fully repaid,Guarantor,Bisi Suleiman,Enugu,N
MFL900006,Bisi Balogun,234-184-518-489,Female,SCHOOL FEES,4559053.67,--,28-May-2023,13 September 2023,4861612.2,Written Off,Shop Stock,Musa Lawal,Plateau,false
MFL900200,Tobi Adekunle   ,(272) 380-4682,female,SCHOOL FEES,"₦846,939.44",31.98,08 January 2023,10/07/2023,"NGN 289,740",Active,unknown,Femi Okeke,Imo,Yes
MFL900107,Tunde Nwosu,(489) 952-9978,male,Medical Bills,"NGN 406,443",12.9,08/06/2023,00/00/0000,"₦274,257.05",Active,NONE,AMARA OKEKE,Lagos State,TRUE
MFL900278,Amara Adeyemi,77133344762,male,  business,4425322.16 naira,10.52,2022-02-25,28.10.2022,3306780.49 naira,Overdue,guarantor,AMARA NNAMDI,Akwa Ibom,TRUE
MFL900087,Chidi Mohammed,09330517289,Male,Medical Bills,3281465.20 naira,12.41,2023/06/06,12-Jul-2024,"N1,686,497",Fully Repaid,Land title,Bisi Bello,Kano,true
MFL900227,Chinedu Okafor,+234240132234,Female,Home Renovation,"₦1,131,023.75",20.35,11.03.2024,24.03.2025,1168723.31 naira,Active,None,bola afolabi,Kano,1
MFL900095,Bisi Suleiman,(570) 279-3714,Female,Home Renovation,"N2,373,697",20.25,05-Jul-2023,27 June 2025,"NGN 39,282",Written Off,Land Title,Tobi Lawal,FCT,FALSE
MFL900400,Amara Balogun,N/A,Female,Petty Trading,200861.11 naira,9.39,21/02/2024,00/00/0000,-,Overdue,Vehicle,Fatima Suleiman,FCT,No
MFL900398,Funmilayo Ogundimu,0443 928 4044,Female,Home Renovation,"N3,088,861",13.0,14/04/2024,17 July 2025,"2,609,653.16 ",DEFAULTED,guarantor,Aliyu Yusuf,Imo,FALSE
MFL900031,musa  nnamdi,08845783174,female,  Home Renovation,"₦4,083,984.77",8.2,unknown date,25-Oct-2023,968493.14 naira,Active,n/a,Aliyu Okafor,Kano,Yes
MFL900137,Ibrahim Ajayi,234-403-696-566,M,Medical ,"3,559,731.57 ",28.92,2023/03/30,2024/05/07,"N3,100,091",Defaulted,-,HALIMA AFOLABI,Plateau,0
MFL900166,Obinna Chukwu,04328063461,M,Business Expansion,"N551,946",6.82,2022-10-14,28.11.2023,"NGN 305,001",active,guarantor,Ibrahim Ogundimu,Plateau,false
MFL900351,Sadiq Adekunle,(140) 578-6170,female,Agricultural Input,4641018.38,19.97,05/07/2024,02-Aug-2025,"3,401,322.54 ",Fully repaid,Shop Stock,Sadiq Ogundimu,Anambra,0
MFL900102,Kunle Chukwu,+234209945101,M,Medical Bills   ,NIL,12.79,11 January 2023,2023/06/20,2528735.58,active,None,funmilayo nwosu,Cross River,true
MFL900125,Fatima Abubakar,09545381792,female,Business Expansion,"₦2,907,658.35",16.21,16/07/2024,2025-02-26,"NGN 1,036,014",Active,n/a,Obinna Okonkwo,FCT,0
MFL900268,fatima mohammed,54090034864,male,Medical ,"₦4,126,552.97",28.58,02 March 2023,2023-10-24,"NGN 1,981,449",Active,Guarantor,Yusuf Ogundimu,Plateau,Y
MFL900339,Sadiq Ogundimu,(296) 044-3270,Female,Agricultural Input,"NGN 2,824,599",26.69,01/04/2024,22-Jun-2025,2079941.78 naira,Fully Repaid,None,Ifeoma Nnamdi,Edo,1
MFL900361,Segun Mohammed,0537 030 4531,Male,business,"N2,203,990",18.97,03/23/2023,unknown date,"NGN 1,873,752",Active,nil,Grace Bello,Anambra,N
MFL900039,Bola Yusuf,56475705120,M,Business Expansion,1907197.62 naira,4.85,2022/04/09,09/13/2022,"₦1,360,048.78",Fully repaid,Shop Stock,Kemi Okafor,Delta,0
MFL900015,Chinedu Olawale,0750 036 9155,male,  Petty Trading,"NGN 3,156,221",35.26,21.12.2024,09/24/2025,"N11,703",Fully repaid,Land Title,Musa Abubakar,Kaduna,Yes
MFL900085,Chinedu Suleiman,+234205664742,Female,School Fees,3994565.64 naira,24.1,unknown date,2025/02/24,4364905.24 naira,DEFAULTED,Vehicle,ALIYU BALOGUN,Abuja,Yes
MFL900069,Funmilayo Adeyemi,08641686227,F,  business   ,"NGN 783,254",4.01,2024-07-06,21 January 2025,NULL,Written Off,NULL,Chinedu Okafor,Rivers State,0
MFL900344,Chidi Nwosu,+234890983780,Male,SCHOOL FEES   ,"N3,420,359",34.25,16-Mar-2022,2023-06-06,"N2,537,146",Fully Repaid,NONE,Aliyu Lawal,Abuja,0
MFL900388,Obinna Lawal,+234596309938,M,SCHOOL FEES   ,"₦4,513,557.79",21.29,09.11.2024,28.10.2026,4401270.1,Overdue,NONE,femi lawal,Oyo,Yes
MFL900134,AMARA BALOGUN,02278469973,F,Home  Renovation,1204215.56 naira,7.78,2023-11-17,19.08.2024,210007.36 naira,Written Off,None,Amara Ogundimu,Imo,No
MFL900042,SADIQ OKEKE,234-452-088-147,M,Business Expansion,"₦1,359,763.43",4.62,08/31/2023,2024/10/08,1437761.66,Defaulted,n/a,Grace Balogun,Imo,FALSE
MFL900255,Sadiq Suleiman,+234919541987,female,  Agricultural Input,2427226.1,26.04,2023/07/25,2024-08-21,2109150.91 naira,Overdue,NONE,NGOZI AFOLABI,Kaduna,false
MFL900403,Amara Okafor,59090225999,Female,SCHOOL FEES,"N3,253,414",32.21,18/04/2022,16 September 2023,"₦494,054.62",Active,Shop Stock,Bisi Adekunle,Anambra,FALSE
MFL900275,Emeka Balogun   ,01652669300,F,Agricultural Input,"N3,270,834",29.69,2023-07-08,04-Mar-2024,"NGN 159,370",Fully repaid,Land Title,Bola Nnamdi,Plateau,yes
MFL900374,Zainab Okonkwo,07676991507,Male,SCHOOL FEES,"NGN 4,495,250",32.85,07 October 2024,03/12/2026,"₦525,598.35",Written Off,Shop Stock,MUSA NWOSU,Cross River,0
MFL900155,Amaka Ogundimu,+234938525800,Female,SCHOOL FEES,"N2,282,954",20.62,05/08/2022,06-Oct-2022,1085350.91 naira,Fully Repaid,guarantor,Ifeoma Suleiman,Cross River,1
MFL900263,SADIQ BELLO,0015 941 6516,F,Equipment Purchase,"₦3,941,363.20",7.4,2024/09/08,2025/07/12,2451822.14 naira,Fully repaid,NULL,TOBI OKONKWO,Abuja,No
MFL900220,Chioma Okonkwo,15890429025,Male,Medical ,1889891.54,8.28,25-Sep-2023,08/17/2025,"₦1,884,327.48",Fully repaid,Shop Stock,Ngozi Afolabi,oyo,true
MFL900228,Fatima Ogundimu,03216110760,F,Agricultural Input,4504644.53,12.49,16-Dec-2023,2024-12-22,"₦4,535,873.00",Overdue,Guarantor,Amaka Lawal,Ogun,N
MFL900111,Chinedu Mohammed,+234699023557,Male,Home  Renovation,"N2,124,447",unknown,18.04.2023,03/19/2024,"NGN 418,727",Active,Vehicle,ZAINAB OKONKWO,Cross River,FALSE
MFL900304,OBINNA AJAYI,invalid,male,Medical     ,"3,655,433.47 ",34.52,28/06/2023,25 December 2023,"3,478,045.33 ",Written Off,NONE,Chioma Suleiman,Plateau,No
MFL900354,grace  okafor,+234870079420,Male,Medical Bills,"N1,804,019",25.33,21.12.2023,10.07.2024,"1,367,519.64 ",Fully repaid,NIL,CHIDI EZE,Kano,FALSE
MFL900052,Chinedu Ajayi,01810220317,Male,Petty Trading,4004078.49,17.76,19 July 2022,06/17/2023,1397632.64,Active,None,Emeka Nnamdi,Akwa Ibom,no
MFL900277,Grace Balogun,(942) 152-9108,Female,Home Renovation,"2,044,132.85 ",30.83,06 January 2022,04/05/2023,480371.38,active,Vehicle,Ngozi Nwosu,ABUJA,FALSE
MFL900330,Bola Okeke,05485101749,Male,  School Fees,770578.12 naira,23.51,2022/08/21,2023/05/30,"₦647,252.90",Active,Shop Stock,Chidi Nnamdi,Cross River,false
MFL900332,Ifeoma Ogundimu,0492 683 1589,male,SCHOOL FEES,501491.9,33.6,22 June 2023,26-Oct-2023,20522.02,Written Off,?,Obinna Bello,Ogun,false
MFL900283,Sadiq Adeyemi,(489) 646-5280,male,School Fees,"4,684,234.56 ",35.27,29.07.2022,04/01/2023,"N4,087,494",DEFAULTED,None,halima yusuf,Delta,FALSE
MFL900106,Zainab Okeke,+234198179469,female,  School Fees,"N2,345,293",21.17,2023/01/27,not set,"₦2,401,170.63",DEFAULTED,guarantor,Adaeze Abubakar,Anambra,FALSE
MFL900030,Chinedu Ajayi,(487) 282-9979,M,Medical Bills   ,"642,519.68 ",26.92,04 August 2023,04 July 2025,"NGN 293,671",active,NONE,Funmilayo Okafor,Cross River,1
MFL900074,Chinedu Suleiman,234-405-147-705,female,   SCHOOL FEES,4492361.83 naira,5.76,07 July 2024,04.03.2025,"₦2,196,326.92",Fully repaid,Shop Stock,blessing nnamdi,Imo,Yes
MFL900174,  Tunde Okeke,0426 258 2739,M,Medical Bills,3383006.02,,2023-02-04,11.09.2023,"₦2,770,189.79",Fully Repaid,Guarantor,adaeze mohammed,Plateau,0
MFL900039,Bola Yusuf,56475705120,M,Business Expansion,1907197.62 naira,4.85,2022/04/09,09/13/2022,"₦1,360,048.78",Fully repaid,Shop Stock,Kemi Okafor,Delta,0
MFL900010,Amara Okafor,(553) 942-3733,male,  Agricultural Input,"N1,381,789",4.72,10/07/2022,2023/09/14,104494.04,Defaulted,Shop Stock,Chinedu Nnamdi,Ogun,false
MFL900262,Chinedu Chukwu,N/A,Female,business,"NGN 3,154,646",21.47,10/10/2024,10/05/2025,"₦1,374,122.54",Fully repaid,NONE,Fatima Abubakar,Rivers,FALSE
MFL900097,Bola Eze,26860259222,male,Medical Bills,n/a,15.71,04-Jul-2022,20 February 2023,"₦501,698.92",Active,None,Segun Adekunle,Abuja,no
MFL900231,Halima Adekunle,24955289389,M,Equipment Purchase,"N1,503,320",18.04,20 April 2024,23.10.2024,"₦1,581,197.40",DEFAULTED,Land Title,Amaka Nnamdi,Ogun,Yes
MFL900196,AMAKA OKAFOR,+234538179335,female,Home Renovation   ,"N4,938,500",31.12,19-Jun-2024,11/20/2025,1628867.09,Defaulted,Land title,Yusuf Bello,Lagos,1
MFL900408,Musa Bello,+234286716323,female,Business Expansion   ,"NGN 3,904,316",17.38,28.05.2022,27.08.2023,"₦3,808,241.25",Active,Land Title,Funmilayo Okeke,Edo,Y
MFL900044,Zainab Adeyemi,+234163009792,F,SCHOOL FEES   ,"NGN 3,419,689",Unknown,2024/05/27,10/11/2025,"NGN 1,706,189",Fully repaid,guarantor,Bola Bello,Edo,no
MFL900176,Chioma Nwosu,234-946-723-248,M,  School Fees,"N475,444",n/a,07/11/2024,06/18/2025,201786.57 naira,Defaulted,NONE,Grace Bello,Kaduna,N
MFL900357,KUNLE OGUNDIMU   ,0639 855 4743,Female,Business Expansion,"NGN 2,592,793",NIL,18/05/2024,14/09/2024,1457876.44,Defaulted,Vehicle,Zainab Afolabi,Edo,No
MFL900392,segun mohammed,234-333-736-346,female,Medical  Bills,"₦4,432,918.78",26.37,2024-02-25,2025-12-06,"NGN 77,155",Overdue,Shop Stock,Aliyu Okonkwo,FCT,No
MFL900341,Funmilayo Balogun,234-792-287-772,M,Agricultural Input,,27.63,04/12/2022,2022-10-07,1351803.85,active,NONE,Bisi Abubakar,Abuja,Yes
MFL900273,wale  adekunle   ,34591123829,Male,SCHOOL  FEES,"N1,010,230",32.1,05/18/2023,07 October 2024,"₦331,485.72",Written Off,Land Title,Obinna Ajayi,Akwa Ibom,FALSE
MFL900353,Bisi Ajayi,67183258238,F,business,"2,316,533.91 ",12.25,17.01.2022,2022/06/08,"N2,338,640",Active,Shop Stock,Chinedu Balogun,Kaduna,TRUE
MFL900396,Ifeoma Adeyemi,(415) 148-8814,Male,Home Renovation,"N2,685,843",34.5,03/28/2023,09 May 2024,"270,920.53 ",Overdue,Shop Stock,Sadiq Adeyemi,Plateau,No
MFL900050,Musa Chukwu   ,06209593518,female,business,"N1,147,178",-,06.04.2024,28.02.2026,"NGN 433,240",Active,Shop Stock,Musa Eze,Imo,TRUE
MFL900267,Chidi Balogun,+234158673425,male,Medical ,4421038.98,29.25,01/01/2024,2025/05/18,4599873.06 naira,Active,guarantor,Chinedu Yusuf,Cross River,true
MFL900057,Zainab Balogun,+234886195761,M,business,"N2,685,940",28.31,12/08/2023,31/03/2024,"NGN 1,193,707",Fully Repaid,Land title,tobi suleiman,ABUJA,Y
MFL900040,Ngozi Bello,+234618723460,male,Medical  Bills,"853,445.81 ",26.57,31-Jul-2023,12/02/2024,"N421,540",Fully Repaid,Unknown,tobi suleiman,kano,N
MFL900147,Bisi Eze,+234904904712,F,Equipment Purchase,"₦932,103.85",null,31/05/2023,26-Aug-2024,"N908,172",DEFAULTED,NONE,Fatima Abubakar,Lagos,N
MFL900144,Kunle Mohammed,08913718949,Male,business,"₦1,213,189.62",-,00/00/0000,2025-06-16,"N956,494",Overdue,Land Title,obinna lawal,oyo,yes
MFL900163,   Wale Yusuf,06425690877,M,Equipment Purchase,"NGN 4,448,350",7.05,N/A,09/08/2025,"₦1,129,964.65",Fully repaid,NONE,Ngozi Olawale,Cross River,Y
MFL900352,Ifeoma Afolabi,+234048913824,female,Home Renovation,4510406.05,12.59,,12.09.2023,"NGN 789,208",Active,guarantor,ADAEZE AJAYI,oyo,false
MFL900192,Kemi Afolabi,0799 077 2625,male,Medical ,"NGN 388,647",9.71,2023/06/17,,"N326,037",DEFAULTED,Guarantor,Zainab Suleiman,Plateau,TRUE
MFL900093,Bola Okeke,0000000000,M,Equipment Purchase,"₦1,482,346.83",13.54,27 April 2023,2025/02/11,397810.73,Active,Guarantor,Bisi Okafor,Cross River,1
MFL900110,Chioma Bello,(441) 448-8501,Male,Home Renovation,?,32.25,03-Jun-2023,06 May 2024,"15,272.50 ",Fully Repaid,Vehicle,amara afolabi,Enugu,Yes
MFL900359,Funmilayo Yusuf,02687681180,M,Agricultural Input,"N964,787",23.12,2024-02-15,04.09.2025,"₦116,950.48",Active,Vehicle,Amara Lawal,Edo,true
MFL900191,Chinedu Ajayi,(632) 543-1074,M,Agricultural  Input   ,"4,999,875.94 ",15.82,20/05/2024,22/12/2025,"NGN 223,462",Fully repaid,None,Ngozi Okeke,Oyo,N
MFL900166,Obinna Chukwu,04328063461,M,Business Expansion,"N551,946",6.82,2022-10-14,28.11.2023,"NGN 305,001",active,guarantor,Ibrahim Ogundimu,Plateau,false
MFL900140,Wale Okeke,234-267-969-278,female,Petty Trading,"NGN 2,799,117",17.2,23 August 2024,23/11/2024,n/a,active,NONE,TOBI MOHAMMED,kano,yes
MFL900414,Musa Adeyemi,68151185672,Female,Home Renovation,3643323.73 naira,30.39,,2023-08-15,"N1,064,560",Overdue,Land title,Bisi Yusuf,Oyo,true
MFL900323,Amara Mohammed,03266678507,Female,Medical Bills,3875900.25 naira,11.11,07/17/2024,24.09.2025,3207600.6,Fully Repaid,Land title,Fatima Lawal,Ogun,No
MFL900136,Yusuf Ogundimu,234-624-058-008,Female,School Fees,"N937,269",14.54,2024-08-12,2024-11-18,--,active,None,Bisi Adekunle,Imo,yes
MFL900232,Amaka Eze,0119 083 3428,Male,Home Renovation,2291416.77 naira,33.51,N/A,31-Dec-2022,"N420,775",active,unknown,Grace Ogundimu,Lagos,0
MFL900164,Wale Yusuf,0000000000,M,business,668176.72,3.26,13-Jan-2023,15/10/2023,"173,393.88 ",active,Shop Stock,Obinna Balogun,Oyo State,N
MFL900419,Tunde Abubakar,+234752308370,Male,Medical ,"N4,836,841",10.61,08-Jul-2023,01/01/2024,"NGN 1,837,741",Written Off,Land title,Ifeoma Balogun,Oyo,Yes
MFL900389,SEGUN ABUBAKAR,(253) 042-8973,male,Business  Expansion,"2,362,867.14 ",5.66,2024-09-10,2026/02/13,1551104.36 naira,active,None,Funmilayo Nwosu,Cross River,no
MFL900202,Tunde Balogun,N/A,male,SCHOOL FEES,"₦1,676,850.93",15.03,13.08.2024,N/A,17385.83 naira,Written Off,Land Title,FEMI NNAMDI,Ogun,0
MFL900157,Wale Suleiman,234-091-093-911,Female,School Fees,4136332.81 naira,8.51,15/05/2024,27 August 2025,2888336.96 naira,active,None,Obinna Okonkwo,Lagos,false
MFL900317,Segun Okonkwo,234-561-931-837,female,SCHOOL FEES   ,"₦3,121,883.91",n/a,30-Mar-2023,2023/11/22,"N2,059,701",Fully Repaid,Land title,Obinna Yusuf,Ogun,Y
MFL900415,blessing nnamdi,234-380-701-765,Male,Equipment Purchase,"NGN 2,444,595",8.71,22.06.2023,2025-03-22,,Fully repaid,Land title,ibrahim lawal,Anambra,No
MFL900171,Ngozi Nnamdi,02041792911,Female,  Medical Bills,3193791.75 naira,21.84,2024/10/01,01.12.2025,"₦2,649,751.98",active,Land title,Blessing Okafor,Cross River,FALSE
MFL900076,Tunde Adekunle,(698) 042-0439,F,School Fees   ,"N1,372,316",22.43,04.09.2024,23 January 2025,"NGN 346,195",Written Off,unknown,AMARA BELLO,Edo,Yes
MFL900082,Grace Mohammed,,male,Medical    ,"N2,135,182",11.2,19-Mar-2024,2025/01/15,"2,292,012.18 ",Written Off,NONE,Adaeze Olawale,Oyo State,no
MFL900291,Femi Bello,(371) 504-1659,Female,  Medical ,"NGN 3,908,463",33.54,03-Mar-2023,2024/03/04,"₦1,099,840.75",Overdue,None,fatima mohammed,ABUJA,0
MFL900280,Wale Okeke,44397359710,F,School Fees   ,"N2,758,551",29.64,15-Nov-2023,13.05.2024,N/A,Active,Land title,Emeka Lawal,Ogun,TRUE
MFL900329,Halima Okonkwo,(200) 894-3468,F,business,"NGN 3,394,691",15.57,2024-05-16,2025-11-19,3536236.7,Defaulted,Guarantor,segun afolabi,Plateau,Yes
MFL900405,Chidi Afolabi,59741218209,female,Medical Bills,3807739.0,16.33,08 June 2023,2025/02/09,2625315.87 naira,Active,Land Title,ngozi nwosu,Lag,TRUE
MFL900251,segun nnamdi,0507 698 6407,M,Home Renovation,"NGN 233,345",29.86,30/01/2023,16.01.2024,143315.59 naira,Active,NULL,Ifeoma Okafor,Kaduna,yes
MFL900300,Obinna Okeke,(864) 908-1081,female,School Fees,--,20.77,04/25/2024,04/11/2024,"₦650,240.74",Active,Land title,obinna mohammed,Delta,false
MFL900056,  Yusuf Chukwu,08113863383,female,Medical Bills   ,"₦1,863,155.83",20.01,unknown date,24/08/2022,"NGN 1,514,044",Active,Land Title,Aliyu Adekunle,Kano,0
MFL900043,Aliyu Okonkwo,0350 313 6502,female,Medical ,"NGN 3,159,915",11.62,09/01/2023,07/22/2023,3234628.19 naira,Fully repaid,NULL,Amara Ogundimu,Lag,TRUE
MFL900194,Femi Mohammed,(931) 950-8501,Male,Equipment Purchase,,23.45,18-Jan-2022,13/02/2023,"₦525,770.89",Defaulted,--,ALIYU OKAFOR,Rivers,TRUE
