SaleID,StationName,AttendantName,FuelType,LitersDispensed,PricePerLiter,TotalSaleAmount,Date,PumpNumber,PumpStatus,PaymentMethod,CustomerVehicle,State,ManagerApproved
FUL650146,NNPC Mega Station Lugbe,Femi Okafor,ago,8976.4,"NGN 1,305",11717972.09 naira,25 February 2025,3,Faulty,Cash,Generator,Ogun,N
FUL650375,MRS Oil Apapa,Kunle Chukwu,ago,35433.85,₦670.99,23775759.0115,16-Sep-2024,-1,FAULTY,cash,Motorcycle,Imo,Yes
FUL650131,NNPC Mega Station Lugbe,FATIMA LAWAL,Premium Motor Spirit (PMS),31475.16,772.00 ,24298823.52 naira,02/05/2025,2,Out of Stock,CASH,Truck,FCT,Y
FUL650268,NNPC Mega Station Lugbe,Chidi Nnamdi,Automotive Gas Oil (AGO),21747.58,N882,"N19,186,368",2025/03/25,1,FAULTY,CASH,Keke,Ogun,Yes
FUL650427,NNPC Mega Station Lugbe,Adaeze Okonkwo,Automotive Gas Oil (AGO),8531.33,N613,5229790.6033,20.12.2024,0,FAULTY,Coupon,car,Rivers,Yes
FUL650003,Ardova Petroleum Wuse,Tobi Adekunle   ,Diesel,17106.3,₦951.80,16281776.339999998,2024/12/04,3,functional ,Cash,Motorcycle,Akwa Ibom,Yes
FUL650280,Mobil Filling Station Ikeja,chidi okeke,Petrol,39834.75,939.15 ,,2024/09/06,1,Faulty,CASH,TRUCK,Edo,TRUE
FUL650345,Conoil Aba Road,Zainab Adeyemi,Petrol,12037.84,703.97,8474278.2248,20.05.2025,1,Functional,Fleet Card,Truck,Rivers,N
FUL650315,Mobil Filling Station Ikeja,Sadiq Afolabi,Premium,5152.09,719.22 naira,,03/03/2025,3,functional,Transfer,Truck,Cross River,0
FUL650248,Conoil Aba Road,Chioma Suleiman,ago,n/a,1009.53,"₦16,488,744.35",12/14/2024,0,functional,Transfer,Keke,Plateau,0
FUL650178,Conoil Aba Road,Grace Ogundimu,pms,35630.46,"₦1,369.80",48806604.11 naira,23 April 2025,5,Out of Stock,Transfer,TRUCK,abuja,Yes
FUL650176,MRS Oil Apapa,TOBI BELLO,Premium Motor Spirit (PMS),30971.19,"₦1,086.96","33,664,444.68 ",08/01/2025,0,Faulty,Transfer,Keke,Lagos,TRUE
FUL650437,Ardova Petroleum Wuse,AMARA BELLO,Petrol,28544.12,"₦1,031.72","29,449,539.49 ",13-Jan-2025,-1,Under Maintenance,Cash,Keke,Rivers,1
FUL650017,Oando PLC Yaba,Chioma Adeyemi,Petrol,38883.02,"1,244.81 ","NGN 48,401,972",10/15/2024,NULL,functional,Transfer,Keke,Akwa Ibom,No
FUL650311,MRS Oil Apapa,Ngozi Ogundimu,Automotive Gas Oil (AGO),42445.18,872.00 naira,NIL,,4,Faulty,cash,Generator,Rivers,No
FUL650434,Mobil Filling Station Ikeja,bisi nnamdi,Kerosene,?,"NGN 1,248","10,681,446.45 ",09-Feb-2025,5,FAULTY,Transfer,Keke,Akwa Ibom,N
FUL650291,MRS Oil Apapa,Segun Chukwu,Kerosene,16380.21,622.28,10193077.078799998,2024-12-14,2,Out of Stock,cash,Motorcycle,Cross River,false
FUL650388,Total Energies Surulere,Kemi Okonkwo,Kerosene,3071.6,"N1,030","₦3,162,857.24",10/03/2024,1,Functional,Coupon,Keke,rivers,N
FUL650092,Oando PLC Yaba,Wale Suleiman,AGO,29519.09,"N1,193","NGN 35,210,961",18 September 2024,2,Functional,Cash,car,Kaduna,false
FUL650003,Ardova Petroleum Wuse,Tobi Adekunle   ,Diesel,17106.3,₦951.80,16281776.339999998,2024/12/04,3,functional ,Cash,Motorcycle,Akwa Ibom,Yes
FUL650418,MRS Oil Apapa,  Kemi Afolabi,AGO,11731.09,"N1,113","NGN 13,054,474",23.08.2024,5,functional,CASH,Bus,Kaduna,1
FUL650370,MRS Oil Apapa,Ifeoma Ajayi,Premium,35436.58,"N1,092","₦38,685,760.02",19 January 2025,2,Functional,Fleet Card,Truck,Ogun,N
FUL650083,NNPC Mega Station Lugbe,Obinna Nwosu,LPG,1363.84,1308.98 naira,"₦1,785,239.28",07-Mar-2025,2,Faulty,Transfer,Generator,Plateau,no
FUL650231,NNPC Mega Station Lugbe,grace okeke,Kerosene,42637.7,1037.91 naira,"N44,254,095",13 March 2025,4,Under Maintenance,Fleet Card,Generator,Akwa Ibom,no
FUL650403,Oando PLC Yaba,  segun bello,Automotive Gas Oil (AGO),NIL,1139.13 naira,N/A,2024-11-23,-1,Faulty,Transfer,TRUCK,Ogun,true
FUL650161,Ardova Petroleum Wuse,Blessing Okonkwo,Petrol,28593.81,NGN 682,19488969.019800004,2024-06-16,1,Faulty,CASH,Motorcycle,Akwa Ibom,N
FUL650193,NNPC Mega Station Lugbe,Ibrahim Balogun,AGO,38351.45,1278.14,"NGN 49,018,522",2025/03/09,2,FAULTY,Cash,Motorcycle,Kaduna,0
FUL650215,MRS Oil Apapa,yusuf  adeyemi,pms,13502.24,"NGN 1,041","14,055,156.73 ",18-Mar-2025,1,Out of Stock,Fleet Card,Motorcycle,Ogun,FALSE
FUL650352,Conoil Aba Road,Amaka Chukwu,Petrol,16995.58,1184.76,"₦20,135,683.36",07/24/2024,4,Functional,Transfer,car,Ogun,TRUE
FUL650108,Mobil Filling Station Ikeja,Chinedu Abubakar,Diesel,2184.1,₦585.23,1278200.8429999999,10/08/2024,1,functional,Cash,Car,Anambra,false
FUL650368,Conoil Aba Road,Wale Olawale,AGO,28138.64,602.86 naira,"16,963,660.51 ",08 January 2025,0,Functional,CASH,TRUCK,Cross River,No
FUL650321,Mobil Filling Station Ikeja,Amaka Okeke,Diesel,37923.92,N/A,"NGN 29,336,048",2025/03/20,4,Out of Stock,POS,car,Kano,N
FUL650250,Mobil Filling Station Ikeja,ADAEZE CHUKWU,AGO,11012.85,"₦1,028.82",null,2025/04/14,-1,functional ,Fleet Card,Bus,Delta,false
FUL650038,Ardova Petroleum Wuse,Tunde Bello   ,Petrol,36610.66,"₦1,031.08",37748519.3128,19.01.2025,1,FAULTY,POS,Keke,Delta,false
FUL650212,Total Energies Surulere,Ngozi Adeyemi,Diesel,44297.78,1331.13 naira,58966103.89 naira,2024/10/22,0,Functional,Coupon,TRUCK,Kaduna,false
FUL650382,NNPC Mega Station Lugbe,Bisi Suleiman,AGO,37543.62,₦858.65,-,01.01.2025,5,FAULTY,CASH,car,Enugu,N
FUL650252,MRS Oil Apapa,Funmilayo Adekunle,Diesel,30989.75,"N1,346","N41,705,696",2025/05/28,-1,functional ,POS,Motorcycle,Plateau,yes
FUL650052,Ardova Petroleum Wuse,Emeka Okeke,pms,null,"₦1,290.49",6384802.51 naira,07-Aug-2024,4,FAULTY,Fleet Card,Truck,Delta,TRUE
FUL650433,MRS Oil Apapa,Kemi Suleiman,pms,24010.56,706.01 naira,--,05 August 2024,?,Under Maintenance,Coupon,Bus,Oyo,false
FUL650107,Ardova Petroleum Wuse,Obinna Lawal,Petrol,17093.41,1263.36,21595130.457599998,11 February 2025,-1,FAULTY,Cash,Truck,Akwa Ibom,true
FUL650186,Ardova Petroleum Wuse,Wale Mohammed,Premium Motor Spirit (PMS),5853.86,"NGN 1,059",,09 October 2024,0,functional,CASH,Generator,Abuja,no
FUL650254,Oando PLC Yaba,Funmilayo  Olawale,Kerosene,5123.54,N853,4371865.45 naira,20.12.2024,0,Out of Stock,Cash,Keke,Ogun,false
FUL650040,Ardova Petroleum Wuse,Sadiq Afolabi,pms,41484.14,996.76 naira,"NGN 41,349,731",09 August 2024,5,functional,CASH,Bus,Delta,TRUE
FUL650423,MRS Oil Apapa,Fatima Okafor,LPG,44907.95,"1,308.23 ",58749927.43 naira,24 May 2025,4,Out of Stock,CASH,Motorcycle,rivers,TRUE
FUL650093,Conoil Aba Road,Yusuf Afolabi,LPG,21258.7,"1,138.58 ","₦24,204,730.65",2024-08-10,3,functional ,Cash,Motorcycle,Anambra,false
FUL650135,Conoil Aba Road,Zainab Nnamdi,Diesel,621.69,NGN 757,470563.38 naira,01.07.2024,2,functional,Fleet Card,Truck,Oyo,false
FUL650145,NNPC Mega Station Lugbe,Segun Abubakar,Kerosene,36976.02,903.90 naira,"N33,422,624",2024/06/16,3,FAULTY,cash,Car,abuja,1
FUL650073,NNPC Mega Station Lugbe,kunle balogun,pms,1960.01,NGN 897,"N1,758,599",2024/12/09,4,functional,Coupon,Bus,Cross River,Y
FUL650055,Ardova Petroleum Wuse,Segun Mohammed,LPG,17943.46,"₦1,178.28","₦21,142,420.05",2024/11/08,3,FAULTY,Cash,Generator,Edo,No
FUL650063,MRS Oil Apapa,Adaeze Chukwu,AGO,26614.3,868.59 ,"N23,116,915",08-Jul-2024,5,functional ,Coupon,Car,Delta,FALSE
FUL650306,Mobil Filling Station Ikeja,Bisi Afolabi,Premium Motor Spirit (PMS),19116.8,"₦1,205.68","N23,048,743",2024-07-28,1,Out of Stock,Cash,Truck,Cross River,No
FUL650236,MRS Oil Apapa,Bisi Mohammed,Kerosene,33539.43,"₦1,029.48","N34,528,172",2024/10/13,5,Functional,Transfer,car,Kaduna,true
FUL650057,Conoil Aba Road,Amaka Adekunle,Premium Motor Spirit (PMS),38032.14,1379.13,"NGN 52,451,265",N/A,5,Functional,POS,Car,Abuja,N
FUL650053,Ardova Petroleum Wuse,Chinedu Adeyemi,Petrol,9970.52,1084.39 naira,10811932.182800002,04/05/2025,3,Functional,POS,Keke,Ogun,true
FUL650297,Ardova Petroleum Wuse,Ibrahim Lawal,AGO,7023.24,1375.52,"N9,660,607",2025/03/07,4,Functional,Coupon,TRUCK,Imo,Yes
FUL650327,Total Energies Surulere,SADIQ OKONKWO,pms,29120.15,"N1,094",,16.07.2024,4,functional,Cash,Motorcycle,Plateau,N
FUL650012,Mobil Filling Station Ikeja,Halima Nnamdi,Kerosene,Unknown,"₦1,024.60","N26,704,693",11/08/2024,4,FAULTY,POS,Car,Ogun,No
FUL650017,Oando PLC Yaba,Chioma Adeyemi,Petrol,38883.02,"1,244.81 ","NGN 48,401,972",10/15/2024,NULL,functional,Transfer,Keke,Akwa Ibom,No
FUL650074,Ardova Petroleum Wuse,Kunle Abubakar,Diesel,2840.46,"₦1,216.48","NGN 3,455,363",21/01/2025,0,Under Maintenance,Cash,Generator,Enugu,1
FUL650043,NNPC Mega Station Lugbe,Bisi Lawal,Diesel,N/A,"NGN 1,285","NGN 49,273,789",12/12/2024,4,functional ,Coupon,Truck,Delta,Y
FUL650141,MRS Oil Apapa,Ngozi Nwosu,AGO,28675.07,NGN 903,25904197.9859,2025-03-31,4,Functional,POS,Bus,Cross River,FALSE
FUL650457,Mobil Filling Station Ikeja,Blessing Mohammed,AGO,26032.44,₦698.59,"18,186,002.26 ",07-May-2025,-1,Functional,Cash,Motorcycle,Plateau,N
FUL650338,Ardova Petroleum Wuse,BOLA NNAMDI,ago,--,961.02 ,"N17,861,960",2025/03/19,4,Under Maintenance,Transfer,Bus,KANO,FALSE
FUL650429,MRS Oil Apapa,Kunle Eze,Diesel,44741.57,₦782.83,"N35,025,043",06/01/2025,2,Under Maintenance,POS,Bus,Enugu,Yes
FUL650194,Conoil Aba Road,Kunle Olawale,ago,20279.62,"NGN 1,085",22011499.548,2024-11-04,0,Out of Stock,Coupon,Generator,Imo,0
FUL650372,Ardova Petroleum Wuse,Chinedu Nnamdi   ,Diesel,34897.53,700.88 naira,"NGN 24,458,981",06.11.2024,1,Out of Stock,cash,TRUCK,Ogun,false
FUL650126,Oando PLC Yaba,Bisi Nwosu,PMS,20238.51,N866,17523109.1133,07/15/2024,5,Faulty,CASH,Motorcycle,Cross River,Yes
FUL650275,NNPC Mega Station Lugbe,  FATIMA ADEYEMI,PMS,23637.37,"N1,142","₦26,996,476.65",11/27/2024,4,Out of Stock,Fleet Card,Bus,Imo,No
FUL650100,Mobil Filling Station Ikeja,Tobi Suleiman,Kerosene,20184.72,"NGN 1,332",26886652.58 naira,2024/12/11,2,functional ,Cash,Keke,Delta,true
FUL650153,NNPC Mega Station Lugbe,ifeoma balogun,ago,3339.94,₦719.49,"₦2,403,053.43",12/10/2024,2,FAULTY,Coupon,Keke,Edo,yes
FUL650114,MRS Oil Apapa,KEMI EZE,ago,14251.2,₦667.37,"N9,510,823",03.06.2024,--,functional,CASH,Truck,Plateau,TRUE
FUL650335,Ardova Petroleum Wuse,BISI BELLO,AGO,24622.48,null,26441588.82 naira,2024-07-18,-1,Under Maintenance,Coupon,Truck,Akwa Ibom,no
FUL650123,Ardova Petroleum Wuse,Halima Bello,ago,14094.05,N776,10931768.00 naira,2024/07/30,2,functional,Transfer,Bus,Port Harcourt,FALSE
FUL650096,Ardova Petroleum Wuse,CHIDI  OKEKE,Automotive Gas Oil (AGO),308.35,₦894.53,275828.32550000004,2025/01/15,1,Under Maintenance,Transfer,Motorcycle,Kano,0
FUL650184,Total Energies Surulere,Kunle Yusuf,LPG,--,"NGN 1,289",Unknown,unknown date,2,functional ,CASH,TRUCK,Akwa Ibom,N
FUL650399,Mobil Filling Station Ikeja,bola bello,PMS,6632.39,₦782.88,"N5,192,365",24 March 2025,-1,FAULTY,Transfer,car,Cross River,false
FUL650436,Ardova Petroleum Wuse,Grace Okafor,pms,11882.45,,8193662.222,10/04/2025,-1,functional,Coupon,Keke,Akwa Ibom,true
FUL650325,NNPC Mega Station Lugbe,Grace Mohammed,Premium Motor Spirit (PMS),1231.76,N623,"₦767,041.59",25 April 2025,-1,functional ,Coupon,Bus,Akwa Ibom,FALSE
FUL650233,Conoil Aba Road,Amara Mohammed,Automotive Gas Oil (AGO),-,"₦1,353.55",null,20/10/2024,5,Faulty,Coupon,Truck,Plateau,no
FUL650067,Oando PLC Yaba,Emeka Mohammed,Kerosene,821.36,833.27 ,684414.6472,18 September 2024,1,functional ,Fleet Card,Bus,Ogun,1
FUL650376,Oando PLC Yaba,Emeka Adeyemi   ,Premium,34338.94,"NGN 1,062",36454562.09 naira,02/03/2025,2,functional ,Coupon,Generator,Delta,TRUE
FUL650381,Ardova Petroleum Wuse,Funmilayo Abubakar,ago,23212.62,"N1,224",28423853.19 naira,2025-01-26,2,Faulty,Transfer,Car,Delta,true
FUL650013,Ardova Petroleum Wuse,zainab olawale,pms,18865.7,?,NULL,02/23/2025,3,Faulty,Transfer,Keke,Rivers State,FALSE
FUL650196,NNPC Mega Station Lugbe,Segun Bello,PMS,24822.18,"N1,026","₦25,458,620.70",04/03/2025,4,Functional,Coupon,Motorcycle,Akwa Ibom,FALSE
FUL650158,Conoil Aba Road,Kunle Yusuf,Diesel,26457.45,"1,201.87 ","N31,798,415",22-Jul-2024,1,functional,POS,car,LAGOS,false
FUL650041,MRS Oil Apapa,Sadiq Abubakar,PMS,21795.88,NGN 853,"₦18,583,167.29",2025/03/06,0,Out of Stock,CASH,Bus,Delta,Yes
FUL650279,Ardova Petroleum Wuse,Funmilayo Balogun,Petrol,15005.45,NGN 828,"N12,429,314",2024/06/29,2,functional,Cash,Generator,Delta,No
FUL650363,Mobil Filling Station Ikeja,Aliyu Suleiman,Petrol,29090.3,581.68 naira,"N16,921,246",30/01/2025,0,functional,Coupon,Truck,Kaduna,1
FUL650317,Conoil Aba Road,Bola Okeke,LPG,28106.13,1365.51 naira,"N38,379,202",24-Mar-2025,4,FAULTY,cash,Bus,Imo,Yes
FUL650015,Mobil Filling Station Ikeja,NGOZI ADEKUNLE,Automotive Gas Oil (AGO),4154.34,927.33,"3,852,444.11 ",10/20/2024,4,Under Maintenance,Transfer,Car,Imo,no
FUL650079,NNPC Mega Station Lugbe,Femi Yusuf,LPG,43540.29,"NGN 1,389",60477027.4071,08-May-2025,1,FAULTY,Transfer,TRUCK,Cross River,TRUE
FUL650304,MRS Oil Apapa,WALE OKONKWO,Diesel,581.38,"1,004.90 ",584228.76 naira,08.12.2024,0,functional,Cash,Truck,Akwa Ibom,Y
FUL650395,Mobil Filling Station Ikeja,  femi abubakar,PMS,28546.88,₦696.06,"NGN 19,870,341",2024/09/13,2,functional ,cash,Truck,Kaduna,1
FUL650430,MRS Oil Apapa,Zainab Nwosu,PMS,27741.41,654.57 naira,"N18,158,695",2024-06-27,3,Under Maintenance,Coupon,car,Kano,Y
FUL650006,Mobil Filling Station Ikeja,Ifeoma Adekunle,Diesel,15308.56,820.67 naira,"N12,563,276",20 August 2024,5,Under Maintenance,CASH,Bus,Anambra,TRUE
FUL650444,NNPC Mega Station Lugbe,Chioma Okafor,ago,9483.97,764.16,"₦7,247,270.52",10.08.2024,-,Faulty,Cash,Motorcycle,Fct Abuja,Y
FUL650014,NNPC Mega Station Lugbe,Ibrahim Eze,Kerosene,44273.42,1241.82,"NGN 54,979,618",2025-02-26,2,functional ,Transfer,TRUCK,Oyo,Yes
FUL650424,Total Energies Surulere,Tunde Olawale,Automotive Gas Oil (AGO),15898.77,621.74 naira,"₦9,884,901.26",09-Feb-2025,2,Out of Stock,Fleet Card,Car,Imo,0
FUL650048,Oando PLC Yaba,Segun Balogun,ago,Unknown,₦641.75,13525163.62,24-Sep-2024,0,Under Maintenance,Cash,Motorcycle,Delta,Yes
FUL650105,MRS Oil Apapa,wale olawale,Automotive Gas Oil (AGO),1780.6,639.68,"N1,139,014",28-Mar-2025,2,functional ,Transfer,car,Delta,TRUE
FUL650166,MRS Oil Apapa,Halima Eze,LPG,38987.84,"NGN 1,059",,04/14/2025,2,FAULTY,cash,Bus,Kaduna,false
FUL650445,NNPC Mega Station Lugbe,Obinna Afolabi,pms,34444.03,N965,,11/08/2024,nil,Faulty,Fleet Card,Bus,Lagos State,true
FUL650284,NNPC Mega Station Lugbe,Ibrahim Chukwu,ago,NULL,₦727.60,1232496.192,11 February 2025,5,functional ,Coupon,Motorcycle,Oyo,Y
FUL650134,Conoil Aba Road,Chinedu Chukwu,pms,5074.35,989.66 ,"NGN 5,021,881",01.04.2025,4,functional ,Cash,Car,Ogun,No
FUL650322,MRS Oil Apapa,Zainab Eze,pms,43646.59,940.37 naira,"NGN 41,043,944",10/09/2024,3,Under Maintenance,CASH,Keke,Lagos,FALSE
FUL650391,MRS Oil Apapa,fatima eze,ago,8530.45,NGN 750,"NGN 6,396,473",05/03/2025,1,functional,Transfer,TRUCK,Abuja,FALSE
FUL650432,Conoil Aba Road,grace adekunle,Premium,33358.4,N876,"N29,233,300",2025/03/29,4,Functional,Fleet Card,Generator,Oyo,N
FUL650138,Total Energies Surulere,  aliyu olawale,Premium Motor Spirit (PMS),41410.27,726.75 ,unknown,19.06.2024,0,Functional,Fleet Card,TRUCK,LAGOS,FALSE
FUL650402,Ardova Petroleum Wuse,Chinedu Okeke,Premium Motor Spirit (PMS),21834.26,1203.64 naira,,05.06.2024,3,functional,CASH,Generator,Ogun,1
FUL650455,MRS Oil Apapa,Fatima  Olawale,pms,21430.4,NULL,17321549.408,2024/06/20,2,Functional,Transfer,car,Fct Abuja,1
FUL650324,Oando PLC Yaba,Sadiq Balogun,pms,28411.24,"1,301.16 ","36,967,569.04 ",26 April 2025,1,FAULTY,Coupon,Generator,Delta,false
FUL650061,Oando PLC Yaba,funmilayo nwosu,Diesel,19606.01,908.37,17809511.3037,11/07/2024,2,Faulty,Fleet Card,Bus,Cross River,true
FUL650259,NNPC Mega Station Lugbe,CHIOMA ADEYEMI,LPG,24326.43,N622,"NGN 15,121,309",2024/06/15,0,FAULTY,Cash,TRUCK,Ogun,Y
FUL650065,Oando PLC Yaba,Funmilayo Balogun,pms,17434.36,"N1,215",21183793.4616,14 May 2025,0,Functional,Fleet Card,Bus,Imo,no
FUL650456,Oando PLC Yaba,ifeoma afolabi,ago,23615.48,1129.11 naira,NIL,11.10.2024,1,FAULTY,POS,Truck,Plateau,true
FUL650364,Mobil Filling Station Ikeja,Wale Abubakar,Petrol,NIL,₦873.53,N/A,2024/08/30,3,Faulty,POS,TRUCK,Kaduna,Yes
FUL650051,Total Energies Surulere,Fatima Balogun,Diesel,26871.97,NGN 598,"NGN 16,056,271",18 November 2024,1,Faulty,POS,Keke,Cross River,Y
FUL650119,Conoil Aba Road,Tobi Bello,pms,29911.56,716.40 naira,,10 April 2025,-1,FAULTY,Coupon,Motorcycle,Delta,no
FUL650224,Ardova Petroleum Wuse,Chidi Adeyemi   ,AGO,44195.23,967.72,"₦42,768,607.98",2025-05-15,1,Under Maintenance,Fleet Card,Truck,Enugu,N
FUL650082,Total Energies Surulere,Chidi Ajayi,pms,24006.98,N992,"₦23,817,564.93",not set,3,functional ,Fleet Card,car,Ogun,true
FUL650265,Ardova Petroleum Wuse,Adaeze Okafor,Diesel,18189.48,NGN 685,"12,452,518.01 ",2024/10/29,5,Under Maintenance,Coupon,car,Enugu,1
FUL650213,Ardova Petroleum Wuse,SADIQ ADEKUNLE,pms,379.83,1132.76 naira,430256.23079999996,12.12.2024,4,Faulty,Fleet Card,Bus,Ogun,true
FUL650207,Total Energies Surulere,kemi bello,Automotive Gas Oil (AGO),30331.42,874.99 naira,"N26,539,689",2025-05-02,0,FAULTY,POS,TRUCK,Imo,1
FUL650089,NNPC Mega Station Lugbe,Obinna Okonkwo,LPG,11949.6,"N1,118","₦13,354,633.97",24-Mar-2025,2,Faulty,cash,TRUCK,Akwa Ibom,false
FUL650373,MRS Oil Apapa,Tunde Ogundimu,LPG,14902.21,"NGN 1,054","NGN 15,711,400",19.11.2024,3,functional,POS,car,Rivers,Yes
FUL650200,NNPC Mega Station Lugbe,Chinedu Nwosu,Premium Motor Spirit (PMS),21668.77,N973,21075695.77 naira,09/16/2024,1,Faulty,Fleet Card,car,Ogun,FALSE
FUL650326,MRS Oil Apapa,Ngozi Adekunle,Kerosene,30859.22,"1,229.97 ","₦37,955,914.82",11/11/2024,4,functional ,Fleet Card,Motorcycle,Lagos,TRUE
FUL650066,Total Energies Surulere,Bola Yusuf,Diesel,13961.12,1117.96,"N15,607,974",2025/05/06,-1,Functional,Coupon,car,Anambra,no
FUL650220,Ardova Petroleum Wuse,halima mohammed   ,Petrol,19884.27,879.94,"N17,496,965",12 October 2024,3,FAULTY,cash,car,KANO,true
FUL650296,Total Energies Surulere,Adaeze Olawale,pms,25854.06,941.53 naira,24342373.11 naira,07/12/2024,4,functional ,POS,TRUCK,Imo,no
FUL650411,NNPC Mega Station Lugbe,Zainab Suleiman,ago,17598.45,"NGN 1,013","17,824,238.11 ",unknown date,4,FAULTY,POS,TRUCK,Plateau,0
FUL650027,Conoil Aba Road,Blessing Adekunle,pms,6858.05,N684,"₦4,687,477.17",2025-05-09,1,Under Maintenance,Fleet Card,car,Enugu,false
FUL650425,Mobil Filling Station Ikeja,Funmilayo Yusuf,pms,40162.33,"NGN 1,276",51233076.26 naira,00/00/0000,4,FAULTY,Fleet Card,Bus,Enugu,No
FUL650202,Oando PLC Yaba,Tunde Okonkwo   ,Diesel,4886.55,₦745.93,3645024.2415,00/00/0000,5,functional ,Cash,car,Kano,0
FUL650330,Ardova Petroleum Wuse,Chioma Yusuf,ago,43524.48,"₦1,070.55","₦46,595,132.06",06/24/2024,5,Under Maintenance,cash,Bus,ABUJA,1
FUL650316,Conoil Aba Road,Tobi Olawale,Kerosene,4503.45,"NGN 1,134",5105065.89 naira,20.11.2024,1,FAULTY,POS,Keke,Ibadan,N
FUL650099,MRS Oil Apapa,   Chinedu Abubakar,Premium Motor Spirit (PMS),25146.32,"₦1,131.67","₦28,457,335.95",05.11.2024,2,Out of Stock,Coupon,car,Kaduna,1
FUL650201,Mobil Filling Station Ikeja,Musa Lawal,Premium,28693.38,"₦1,300.38","NGN 37,312,297",2025-05-05,4,Functional,POS,car,Enugu,Y
FUL650285,Total Energies Surulere,WALE ADEYEMI,Premium,30836.28,1374.23,,29 January 2025,2,Functional,cash,Truck,Abuja,false
FUL650124,Total Energies Surulere,Chioma Suleiman,Petrol,2413.45,₦874.41,,2024-06-05,1,FAULTY,Transfer,Bus,Cross River,0
FUL650221,MRS Oil Apapa,Halima Ajayi,LPG,17538.16,N890,"NGN 15,613,347",13/10/2024,2,Functional,Coupon,TRUCK,Ogun,0
FUL650293,MRS Oil Apapa,chioma okonkwo   ,Kerosene,42541.49,"1,243.21 ","N52,888,006",2024/07/04,5,functional,Transfer,car,Delta,false
FUL650088,Oando PLC Yaba,Obinna Okeke,AGO,33269.63,₦825.37,"₦27,459,754.51",2024-11-20,0,functional ,Coupon,Car,Ogun,0
FUL650172,Mobil Filling Station Ikeja,Wale Eze,Premium,30969.49,₦974.14,30168618.99 naira,29/09/2024,3,functional,Transfer,Keke,Delta,Yes
FUL650163,Conoil Aba Road,Musa Yusuf,AGO,17872.47,663.90 naira,"NGN 11,865,533",2025-02-17,3,Out of Stock,Transfer,Motorcycle,Rivers,N
FUL650308,Ardova Petroleum Wuse,Yusuf Ogundimu,LPG,4441.76,₦755.49,"NGN 3,355,705",02/14/2025,4,Under Maintenance,Cash,TRUCK,Abuja,0
FUL650380,Mobil Filling Station Ikeja,Ibrahim Chukwu,ago,44928.23,"1,196.95 ","₦53,776,844.90",06.03.2025,2,Faulty,POS,Motorcycle,Delta,N
FUL650420,Conoil Aba Road,Amara Yusuf,ago,39398.16,"1,062.84 ",41873940.3744,06.02.2025,4,Faulty,Transfer,Car,Edo,TRUE
FUL650266,Total Energies Surulere,Chioma Chukwu,Kerosene,  ,₦753.20,14750759.18 naira,08/28/2024,1,functional ,cash,TRUCK,Imo,false
FUL650419,Ardova Petroleum Wuse,Tunde Suleiman   ,AGO,17053.01,1370.49,"₦23,370,979.67",10/05/2024,4,functional ,Cash,Bus,Anambra,false
FUL650431,Ardova Petroleum Wuse,Wale Ajayi,Automotive Gas Oil (AGO),1840.97,NGN 623,"NGN 1,146,464",2024/11/12,1,functional ,CASH,Bus,Kaduna,no
FUL650192,Conoil Aba Road,Bola Yusuf,PMS,6362.68,--,"3,908,276.19 ",03/21/2025,2,Under Maintenance,POS,Truck,Rivers,FALSE
FUL650405,NNPC Mega Station Lugbe,Musa Abubakar,Diesel,unknown,1352.01,"N57,134,415",30.01.2025,4,functional,Cash,TRUCK,Edo,TRUE
