ReservationID,GuestName,GuestPhone,HotelName,RoomType,CheckInDate,CheckOutDate,NumberOfNights,RoomRatePerNight,TotalBill,BookingSource,PaymentStatus,State,Nationality,EarlyCheckIn
HRS200354,Fatima Abubakar,04741759558,Transcorp Hilton Abuja,standard,18/08/2025,08/21/2025,3,"N134,293","₦402,880.11",Corporate,Partial,Kaduna,British,Y
HRS200202,Bisi Bello,+234754181563,Hawthorn Suites,standard,09/07/2024,07/12/2024,3,85563.07,"N256,689",Phone Booking,paid,FCT,Nigerian ,TRUE
HRS200247,Kemi Okafor,+234981528733,Protea Hotel,standard,05/06/2024,08 June 2024,3,49635.89,148907.66999999998,Walk in,PAID,Oyo,Nigerian,Y
HRS200331,Chinedu Olawale,+234705622710,Hawthorn Suites,Twin Room,20-Dec-2025,22/12/2025,2,"NGN 217,736","N435,472",Online,Pending,Lagos,NIGERIAN,N
HRS200358,Aliyu Bello,09690515026,Eko Hotel & Suites,Deluxe,14 April 2025,15-Apr-2025,-1,"₦295,938.12","N295,938",ONLINE,Refunded,Oyo,American,No
HRS200329,Sadiq Nnamdi,04859592248,Transcorp Hilton Abuja,Standard,08/07/2025,15 July 2025,7,"NGN 281,491","N1,970,436",Phone Booking,PAID,Oyo,Ghanaian,yes
HRS200145,Blessing Balogun,(546) 692-7589,Protea Hotel,Executive Room,2025-07-09,12/07/2025,3,265548.78 naira,"NGN 796,646",Walk-in,paid,Abuja,Nigerian,Yes
HRS200259,Adaeze Chukwu,90368900301,Southern Sun,standard,20.08.2025,2025/08/22,2,"NGN 42,146","84,292.74 ",Walk in,Pending Payment,Fct Abuja,Nigerian ,1
HRS200118,Chidi Okafor,51510922685,Southern Sun,Presidential,2024-04-01,04/03/2024,2,154892.31,309784.62,Corporate,paid,kano,Nigerian,true
HRS200288,Tobi Bello,(327) 021-6487,Lagos Continental,Presidential,20.04.2025,2025/04/22,2,131281.75,"₦262,563.50",Walk in,Partial,Kano,Lebanese,0
HRS200328,  ZAINAB ADEYEMI,08728660416,Lagos Continental,Deluxe,2025-06-15,,-1,"₦219,259.42","₦219,259.42",Walk in,Refunded,Lagos State,nigerian,FALSE
HRS200078,Amara Olawale   ,05381447443,Hawthorn Suites,standard,2025/03/01,2025-03-08,7,143844.32 naira,1006910.24 naira,Walk in,paid,Kano,,false
HRS200204,Kunle Okeke,(663) 436-2948,Hawthorn Suites,standard,11 January 2024,13.01.2024,2,Unknown,"₦457,293.42",Travel Agent,Partial,Kaduna,nigerian,TRUE
HRS200330,grace  balogun,0958 947 7352,Transcorp Hilton Abuja,Executive Room,16 June 2024,2024-06-17,1,"₦327,716.43","327,716.43 ",Walk in,paid,Rivers,American,0
HRS200129,Aliyu Yusuf,(728) 476-5704,Transcorp Hilton Abuja,Deluxe,07/08/2025,2025/08/12,5,"174,296.62 ","871,483.10 ",Walk-in,paid,Lagos,Ghanaian,Yes
HRS200250,Fatima Nnamdi,+234850344651,Radisson Blu Ikeja,Single,24 March 2025,2025/03/29,5,"₦306,049.67","NGN 1,530,248",Walk in,Pending,Lagos,Lebanese,TRUE
HRS200325,Musa Nnamdi,0604 387 8753,Radisson Blu Ikeja,SUITE,31 January 2025,2025-02-03,3,"N82,861","NGN 248,583",Walk-in,Paid,Kano,British,true
HRS200340,  amara olawale,+234324268774,Radisson Blu Ikeja,Deluxe,2024/05/23,2024/05/30,7,"NGN 227,885",1595195.84 naira,Travel Agent,paid,rivers,unknown,yes
HRS200188,Halima Adeyemi,0729 596 3904,Protea Hotel,Single,2025/09/27,2025-09-29,2,NIL,361485.76,Walk in,Pending,Rivers,Lebanese,FALSE
HRS200087,Kemi Chukwu,0803 056 9067,Lagos Continental,Deluxe,28/01/2024,not set,7,"N92,957",,Walk in,paid,Kaduna,American,FALSE
HRS200127,Yusuf Yusuf,06501917920,Protea Hotel,Single,13.04.2025,04/18/2025,5,285079.44,"NGN 1,425,397",walk-in,paid,Lag,Nigerian ,no
HRS200028,Ibrahim Nwosu,07932302346,Bon Hotel,Executive Room,01/09/2025,,-,92349.17 naira,646444.19 naira,Corporate,Partial,Kano,Ghanaian,Yes
HRS200123,Emeka Olawale,68788788361,Radisson Blu Ikeja,Single,12/14/2025,19 December 2025,5,215149.57,"N1,075,748",Walk-in,Paid,Lagos State,Nigerian ,false
HRS200152,Zainab Okonkwo,06442121461,Transcorp Hilton Abuja,Standard,01/02/2025,08.02.2025,7,"₦59,520.46","N416,643",Travel Agent,Paid,Lagos,Nigerian,No
HRS200333,Tobi  Mohammed   ,234-158-350-344,Golden Tulip,standard,2024-10-24,10/26/2024,2,"NGN 151,561","303,122.92 ",Corporate,paid,Kano,unknown,false
HRS200119,Funmilayo Okeke   ,09262494514,Hawthorn Suites,Suite,06.10.2024,11 October 2024,5,"N116,263","N581,316",Online,Pending Payment,Kaduna,Ghanaian,N
HRS200033,  Chioma Afolabi,(905) 510-7620,Southern Sun,standard,13 January 2024,,5,47571.16,"NGN 237,856",walk-in,paid,Oyo State,British,Yes
HRS200308,Musa Suleiman,27515627796,Transcorp Hilton Abuja,Suite,08/09/2025,,2,230282.28 naira,"₦460,564.56",Travel Agent,Partial,oyo,NIGERIAN,N
HRS200143,Kunle Adeyemi,05242149551,Radisson Blu Ikeja,Twin Room,03-Apr-2024,2024/04/04,-1,"NGN 347,309","₦347,308.89",Walk in,Pending,Kano,British,FALSE
HRS200070,WALE ABUBAKAR,+234896792408,Transcorp Hilton Abuja,Executive Room,2025/04/21,04/28/2025,7,55523.82 naira,"NGN 388,667",ONLINE,Pending Payment,Lagos,NIGERIAN,Y
HRS200117,  Adaeze Eze   ,06172131451,Golden Tulip,Twin Room,11/08/2025,2025/08/12,-1,"₦181,255.41","NGN 181,255",Online,Pending,Kano,NIGERIAN,No
HRS200245,Sadiq Olawale,08334774332,Lagos Continental,Suite,2025-11-21,22.11.2025,-1,N/A,"266,060.16 ",Corporate,Partial,Lagos,American,N
HRS200030,Chidi Adeyemi,(093) 771-0040,Radisson Blu Ikeja,Twin Room,27-Aug-2025,08/28/2025,1,"₦189,866.27","NGN 189,866",Walk in,Partial,Oyo,N/A,yes
HRS200168,Zainab Afolabi,(582) 631-2819,Protea Hotel,Deluxe,18-Dec-2025,N/A,5,"N289,460","N1,447,300",Corporate,paid,Kano,NIGERIAN,0
HRS200024,Blessing Balogun,18362644886,Eko Hotel & Suites,Deluxe,unknown date,21/11/2025,7,218585.09,1530095.63 naira,Online,PAID,Oyo State,American,1
HRS200172,Funmilayo Nnamdi,(120) 911-7911,Lagos Continental,Deluxe,2025/10/31,03-Nov-2025,3,"₦91,814.79","₦275,444.37",Phone Booking,Pending Payment,Abuja,Ghanaian,Yes
HRS200086,Adaeze Chukwu,0568 621 1022,Protea Hotel,Single,2025-04-13,,3,"219,581.30 ",658743.90 naira,Walk in,Pending Payment,Lagos,Ghanaian,no
HRS200221,Tunde Eze,54882142369,Hawthorn Suites,standard,02-Jun-2025,04 June 2025,2,"N311,306","₦622,611.84",Travel Agent,Partial,Lagos,NIGERIAN,N
HRS200311,Wale Balogun,05047639283,Protea Hotel,Twin Room,00/00/0000,12/08/2024,-1,"₦61,963.07","N61,963",Walk-in,Refunded,Oyo,NIGERIAN,false
HRS200214,Chioma Adekunle,234-802-632-570,Golden Tulip,Deluxe,02/02/2024,04.02.2024,2,null,"₦226,416.26",ONLINE,Paid,Lagos,NIGERIAN,no
HRS200368,SADIQ NWOSU,01579039235,Golden Tulip,Single,07/26/2025,07/28/2025,2,"NGN 273,053",546105.56 naira,Travel Agent,Pending,oyo,American,0
HRS200062,Emeka Balogun,(032) 432-9839,Eko Hotel & Suites,Executive Room,unknown date,12.07.2025,2,155606.43,"₦311,212.86",Phone Booking,Paid,Rivers,nigerian,N
HRS200002,Blessing Nwosu,(312) 206-8155,Hawthorn Suites,Suite,12.03.2024,,1,42931.59,"₦42,931.59",Corporate,Pending Payment,abuja,NIGERIAN,N
HRS200281,chidi lawal,05889536902,Protea Hotel,Single,01-Jun-2024,04 June 2024,3,"N272,102",816305.1000000001,Travel Agent,Paid,Rivers,NIL,No
HRS200201,Bola Suleiman,234-711-307-240,Southern Sun,Twin Room,03.04.2025,05-Apr-2025,2,331682.02,"663,364.04 ",Travel Agent,Pending Payment,Lagos,British,No
HRS200226,Wale Okafor,234-567-667-080,Bon Hotel,SUITE,2025/06/06,13-Jun-2025,7,134085.31 naira,"938,597.17 ",Online,paid,rivers,British,true
HRS200057,CHIDI OLAWALE   ,(871) 898-1312,Lagos Continental,standard,08.03.2024,10-Mar-2024,2,"NGN 228,029",,Corporate,paid,Lagos,nigerian,no
HRS200072,TUNDE LAWAL,234-757-844-683,Bon Hotel,Presidential,06/01/2024,2024/06/02,1,  ,38310.22,Phone Booking,Pending,Lagos State,Nigerian ,Y
HRS200182,ADAEZE ADEKUNLE,05172084964,Golden Tulip,Deluxe,N/A,03.05.2025,2,"N174,044","NGN 348,089",Walk in,paid,kano,British,1
HRS200349,Bola Okeke,234-049-386-204,Transcorp Hilton Abuja,Twin Room,2025-10-04,11.10.2025,7,"₦265,345.88","N1,857,421",Online,paid,Rivers,Nigerian ,yes
HRS200301,Amara Okonkwo,(152) 854-7815,Golden Tulip,Executive Room,09/19/2024,21/09/2024,2,"NGN 53,690","NGN 107,379",Walk-in,Partial,Oyo,Nigerian,N
HRS200261,yusuf abubakar,+234967111483,Golden Tulip,Suite,18/09/2025,21-Sep-2025,3,"339,433.28 ",1018299.84 naira,walk-in,Refunded,FCT,nigerian,yes
HRS200025,Halima Lawal,09461195243,Protea Hotel,SUITE,05 September 2024,,1,"₦157,480.33","NGN 157,480",Phone Booking,Refunded,Oyo,nigerian,Y
HRS200366,Fatima Okeke,(517) 863-7673,Radisson Blu Ikeja,Single,2024-07-25,28/07/2024,3,30425.92 naira,"₦91,277.76",Corporate,Pending Payment,Oyo,Ghanaian,Y
HRS200335,Grace Okonkwo,0213 424 9128,Golden Tulip,Suite,10 June 2024,11.06.2024,-1,216421.26,"216,421.26 ",ONLINE,Pending,Lagos,British,no
HRS200380,Chinedu Afolabi,+234579389701,Lagos Continental,Presidential,15.11.2024,11/18/2024,3,48592.2,"NGN 145,777",Walk in,Refunded,Lagos,Nigerian,Y
HRS200037,Ibrahim Nnamdi,08980271487,Radisson Blu Ikeja,Deluxe,18.02.2024,2024-02-25,7,"₦172,301.49",1206110.43 naira,walk-in,PAID,Rivers,Ghanaian,Yes
HRS200282,Chinedu Yusuf,234-139-898-681,Golden Tulip,Presidential,04.08.2024,06.08.2024,2,"₦240,090.57","N480,181",Phone Booking,paid,Lagos State,NIGERIAN,No
HRS200344,Musa Chukwu,04760440907,Southern Sun,Presidential,29/05/2025,30.05.2025,-1,272680.05 naira,272680.05,Travel Agent,PAID,Kaduna,Nigerian,false
HRS200260,Musa Okeke,02724055934,Transcorp Hilton Abuja,Presidential,21/04/2024,2024-04-26,5,242124.53 naira,"1,210,622.65 ",Travel Agent,paid,Oyo State,Nigerian,yes
HRS200093,Ngozi Ogundimu,+234563502000,Eko Hotel & Suites,Executive Room,2025/01/22,2025/01/23,1,--,"₦67,678.89",Walk in,paid,Rivers,Nigerian ,No
HRS200003,Kunle Bello,0393 866 1331,Southern Sun,Executive Room,15/09/2024,09/18/2024,3,148202.70 naira,"NGN 444,608",Travel Agent,PAID,Rivers State,NIGERIAN,Yes
HRS200081,Segun Nwosu,234-016-731-882,Lagos Continental,Presidential,25/09/2024,27 September 2024,2,"NGN 205,909",,walk-in,Paid,Kaduna,Nigerian ,false
HRS200092,Obinna Ajayi,234-670-860-414,Hawthorn Suites,Single,06/24/2025,06/27/2025,3,"₦280,978.44",842935.32 naira,Phone Booking,Pending,Oyo,Lebanese,No
HRS200297,Yusuf Okafor,+234491342138,Transcorp Hilton Abuja,Twin Room,04 March 2025,05 March 2025,  ,107186.84 naira,107186.84 naira,ONLINE,Pending Payment,KANO,NIGERIAN,no
HRS200150,SEGUN OLAWALE,0714 708 2723,Protea Hotel,Twin Room,02-Oct-2025,07-Oct-2025,,"N36,759","₦183,795.80",Corporate,Pending Payment,Abuja,NIL,No
HRS200085,Kunle Chukwu,+234237416787,Bon Hotel,Presidential,04-Aug-2024,2024/08/05,-1,"NGN 119,809","N119,809",Phone Booking,Refunded,Lagos,Lebanese,No
HRS200356,Musa Balogun,35884183437,Protea Hotel,Executive Room,09/29/2025,02/10/2025,3,"NGN 283,532",850596.09 naira,Walk in,PAID,Lagos,American,0
HRS200283,Grace Bello,09788754394,Bon Hotel,Presidential,15.02.2025,18-Feb-2025,3,145439.51 naira,"N436,319",Travel Agent,Paid,Oyo,Lebanese,Y
HRS200289,Obinna Okeke,02060212886,Lagos Continental,Standard,27.08.2025,28 August 2025,-1,"N87,153","NGN 87,153",Travel Agent,Refunded,Lagos State,nigerian,Y
HRS200088,amaka okonkwo   ,47163928234,Bon Hotel,Executive Room,2025/07/21,26.07.2025,n/a,"₦218,847.65","NGN 1,094,238",ONLINE,PAID,Kano,-,yes
HRS200034,Kemi  Suleiman,+234843579786,Bon Hotel,Deluxe,28/05/2024,30.05.2024,2,n/a,"NGN 569,509",Online,Pending,Lagos,NIGERIAN,1
HRS200377,Yusuf Bello,09546540842,Radisson Blu Ikeja,Executive Room,31-Jan-2025,unknown date,1,"N58,517","₦58,516.54",Online,paid,abuja,Nigerian,No
HRS200013,Blessing Lawal,234-232-129-833,Bon Hotel,Single,23 October 2025,30-Oct-2025,7,255191.02,"NGN 1,786,337",Walk-in,Refunded,Abuja,Nigerian,N
HRS200183,Sadiq Mohammed,(856) 012-5625,Bon Hotel,standard,18 March 2025,not set,1,"105,483.01 ",,Online,Paid,Abuja,nil,TRUE
HRS200163,Blessing Nnamdi,0890 463 3786,Radisson Blu Ikeja,SUITE,15-Jun-2024,22.06.2024,7,"₦136,736.18",957153.26,Travel Agent,Partial,Kaduna,Ghanaian,Y
HRS200295,Ifeoma Yusuf,+234220368499,Lagos Continental,Suite,06 July 2025,11/07/2025,5,"₦188,880.12","NGN 944,401",Corporate,PAID,Kaduna,Lebanese,true
HRS200234,Tunde Yusuf,09791620223,Radisson Blu Ikeja,Single,2024/03/28,29 March 2024,1,"₦234,015.63",234015.63 naira,Travel Agent,Paid,Lagos,Nigerian,yes
HRS200131,Segun Adeyemi,84984362418,Southern Sun,SUITE,01-Dec-2025,2025-12-03,2,"₦225,099.48","₦450,198.96",Online,paid,Ibadan,nil,Yes
HRS200042,Emeka Nwosu,234-195-256-904,Golden Tulip,Suite,08/12/2024,15.12.2024,7,"NGN 170,515","₦1,193,606.05",Walk-in,Pending,Oyo,nigerian,1
HRS200256,Kemi Ajayi,+234300038960,Eko Hotel & Suites,standard,09/20/2025,21-Sep-2025,-1,"N238,612",238612.27,Walk in,paid,Ibadan,Nigerian,TRUE
HRS200063,Bisi Yusuf,+234296184462,Eko Hotel & Suites,SUITE,2025-01-11,16-Jan-2025,5,"N336,878","₦1,684,389.50",Corporate,Refunded,Kano,null,no
HRS200102,Chinedu Suleiman,06943202939,Transcorp Hilton Abuja,Standard,10/08/2024,,1,nil,183661.65 naira,Corporate,Pending,Kano,Nigerian,TRUE
HRS200337,halima chukwu,(331) 922-2705,Bon Hotel,Single,20-Jun-2024,21-Jun-2024,1,113113.86,"NGN 113,114",Walk-in,Pending,Lagos,Nigerian ,1
HRS200114,Yusuf Abubakar,234-972-457-230,Southern Sun,Single,26 July 2025,08/02/2025,7,"NGN 89,318","625,224.18 ",walk-in,Partial,Abuja,Lebanese,false
HRS200120,Tobi Adeyemi,54102252677,Bon Hotel,Standard,03 February 2025,not set,2,198900.77 naira,"NGN 397,802",Online,Paid,FCT,Nigerian,TRUE
HRS200174,  Amara Abubakar,(061) 713-6657,Lagos Continental,SUITE,19.05.2025,not set,-1,183637.7,183637.7,Travel Agent,Partial,Abuja,Nigerian,0
HRS200277,Kunle Okeke,+234809351187,Transcorp Hilton Abuja,Twin Room,2025-06-05,2025-06-06,-1,146312.72 naira,"₦146,312.72",Corporate,Paid,Lagos,Lebanese,TRUE
HRS200130,Zainab Afolabi,+234009282066,Transcorp Hilton Abuja,Standard,24.06.2025,01 July 2025,7,Unknown,"₦2,265,836.23",Phone Booking,paid,Kaduna,British,1
HRS200049,Ngozi Mohammed,(612) 590-4729,Protea Hotel,Suite,20/11/2024,27 November 2024,7,"NGN 47,817",334721.59 naira,Online,Pending Payment,Kaduna,NIGERIAN,Y
