ClaimID,PolicyNumber,PolicyType,InsurerName,CustomerName,CustomerPhone,IncidentDate,ClaimDate,CauseOfClaim,PremiumPaid,ClaimAmount,PayoutAmount,ClaimStatus,State,PolicyActive
CLM-70264,POL565280,Marine,AXA Mansard,Chidi Ajayi,(965) 610-1438,17-Jul-2023,2023-07-26,Accident,"NGN 691,953","₦3,217,353.71",0,Under Review,Ogun,1
CLM-70325,POL574602,Fire & Burglary,AXA Mansard,Kunle Olawale,0768 701 4626,unknown date,2024-05-30,FIRE,"N1,365,112","₦3,880,777.63",0,Approved,Rivers,N
CLM-70345,POL408347,HEALTH,Leadway Assurance,Segun Lawal,N/A,06 January 2023,2023/01/26,FIRE,"NGN 1,102,366","N1,814,229","₦1,628,074.99",Rejected,Abuja,N
CLM-70404,POL977353,Motor,WAPIC Insurance,Emeka Lawal,234-829-221-699,13.06.2024,2024-06-19,  Theft,"N182,217","NGN 3,664,161","NGN 3,169,811",pending,Anambra,FALSE
CLM-70318,POL152072,Marine,Custodian Insurance,Fatima Abubakar,,14.06.2024,10/08/2024,accident,1172129.45,"₦3,417,016.97","₦2,779,382.72",Rejected,Akwa Ibom,1
CLM-70265,POL765181,Health,AIICO Insurance,Fatima Adeyemi,0899 375 6798,2023/11/15,26-Nov-2023,Fire,nil,50092.45 naira,"NGN 3,506",Settled,Port Harcourt,TRUE
CLM-70336,POL560197,Life,NEM Insurance,Ngozi Balogun   ,234-902-959-391,unknown date,2024-08-07,Natural Disaster   ,?,"NGN 1,773,488","N990,843",approved,Enugu,FALSE
CLM-70375,POL767671,Motor,Leadway Assurance,Bola Olawale,07432927129,31/07/2024,15-Sep-2024,Theft,"N1,157,121",4412543.70 naira,"N4,325,469",Approved,Kaduna,FALSE
CLM-70146,POL674842,Fire & Burglary,Custodian Insurance,EMEKA OKAFOR,0518 644 9251,14 April 2024,03 May 2024,Medical Emergency,41210.36 naira,"2,163,567.86 ",NGN 0,pending,Ogun,0
CLM-70168,POL191928,Marine,Custodian Insurance,Amara Nnamdi,(845) 115-4479,26 January 2024,02/28/2024,Theft ,397475.53 naira,"₦1,061,073.88",0,Under Review,Lagos State,true
CLM-70178,POL578180,Life (Term),NEM Insurance,Kunle Afolabi,(691) 251-7785,00/00/0000,11/04/2024,FIRE,"₦1,755,580.67","₦696,163.21",NGN 0,pending,Plateau,No
CLM-70407,POL206218,Life,NEM Insurance,Amaka Yusuf,0945 228 8515,16.11.2023,2023-12-08,Third Party Liability,N/A,"₦3,704,499.44",843036.36 naira,Partially Approved,Oyo,TRUE
CLM-70172,POL449479,Life (Term),WAPIC Insurance,Musa Balogun,invalid,11/06/2024,12/31/2024,Medical Emergency,"₦952,162.15","₦40,467.15","₦27,803.05",Partially Approved,Anambra,No
CLM-70398,POL236113,Life,WAPIC Insurance,Emeka Nnamdi   ,80199488375,2024/04/03,2024/05/04,Theft ,1353976.08,"₦4,262,802.99",N0,Approved,Plateau,1
CLM-70230,POL752048,Life,WAPIC Insurance,Sadiq Okonkwo,+234668826343,09/01/2024,02-Mar-2024,Medical Emergency,"NGN 1,695,625","NGN 3,269,451","₦1,544,242.91",Partially Approved,Lagos,no
CLM-70302,POL480320,Motor,Leadway Assurance,  Tunde Balogun,(914) 630-3161,05/01/2023,25/02/2023,Theft ,"₦684,373.69","NGN 2,132,625",₦0.00,REJECTED,Cross River,yes
CLM-70341,POL315723,Fire & Burglary,AIICO Insurance,Adaeze Nwosu,invalid,20 August 2023,2023-10-13,Medical Emergency,"NGN 1,107,302","2,486,880.34 ",956611.47 naira,Approved,Cross River,No
CLM-70394,POL327788,Motor Comprehensive,Custodian Insurance,  Kemi Nwosu,03756289002,21-Sep-2023,19.11.2023,Natural Disaster   ,433434.34 naira,"N1,059,860","₦449,681.31",Under Review,Abuja,false
CLM-70112,POL420984,Marine,AXA Mansard,Halima Okeke,(405) 377-3515,2023/07/07,2023-08-20,accident,NULL,"NGN 1,574,219",NGN 0,Approved,Ogun,TRUE
CLM-70261,POL509593,Motor,AIICO Insurance,Zainab Eze,+234416724342,07/13/2023,10/08/2023,  Natural Disaster   ,"N1,261,718","₦4,185,775.68","₦2,683,133.23",Pending,Plateau,Y
CLM-70401,POL665661,Fire & Burglary,Leadway Assurance,FEMI CHUKWU,02726149331,15 May 2024,06/22/2024,  Medical Emergency,"NGN 1,409,389",2823157.36 naira,132674.90 naira,REJECTED,Rivers,yes
CLM-70031,POL579027,fire & burglary,Custodian Insurance,aliyu adekunle,0000000000,07 June 2023,11.06.2023,Accident,809070.37,"NGN 1,740,917","NGN 1,112,339",Under Review,Ogun,yes
CLM-70139,POL681489,Motor Comprehensive,Leadway Assurance,Funmilayo Balogun,32921277997,10/26/2024,12/18/2024,Flood,"NGN 492,446","NGN 1,450,702","₦1,086,268.53",Rejected,Abuja,true
CLM-70288,POL550536,Life (Term),Custodian Insurance,Tobi Olawale,+234500170127,18/05/2023,2023/06/09,Flood,912501.65,"₦3,841,577.06",N0,Under Review,Akwa Ibom,FALSE
CLM-70334,POL970198,Fire & Burglary,Leadway Assurance,Amara Ajayi,54522675289,03/10/2024,11/05/2024,Natural  Disaster,"N485,126","₦3,494,888.15","₦2,029,567.94",REJECTED,Ogun,true
CLM-70395,POL217432,motor comprehensive,Custodian Insurance,Kemi Nnamdi,234-721-753-540,2023-10-26,21-Nov-2023,Medical Emergency,"363,991.53 ","4,926,057.48 ",NIL,REJECTED,lagos,Y
CLM-70006,POL359947,Fire & Burglary,Leadway Assurance,Blessing Eze,,12/12/2024,31/12/2024,FIRE,"₦733,211.33",3365001.06,3027202.35,Settled,KANO,1
CLM-70085,POL522419,Life (Term),AXA Mansard,Grace Balogun,(512) 567-4680,,16-May-2024,Third Party Liability,1049930.31,1358211.42 naira,"NGN 613,900",Partially Approved,Ogun,Y
CLM-70260,POL443000,Health (Family),AIICO Insurance,Tunde Mohammed,+234193982807,05/01/2024,01/26/2024,  Medical Emergency,"N1,349,074","₦4,281,750.26",45974.70 naira,Pending,Kano,true
CLM-70159,POL342397,Life,AXA Mansard,Ibrahim Bello,00369711798,21 October 2024,07 November 2024,  Accident,1201792.40 naira,4566086.53,-,approved,Kano,TRUE
CLM-70100,POL209167,Life (Term),Leadway Assurance,grace okeke,37923747407,02-Aug-2024,N/A,Flood,348195.12,"₦1,604,720.22",981095.70 naira,Pending,Imo,1
CLM-70170,POL692385,Fire & Burglary,AIICO Insurance,Halima Yusuf,234-582-029-702,2024-02-28,2024/04/18,FIRE,"N1,470,146","4,640,394.08 ",0,REJECTED,Plateau,Yes
CLM-70181,POL961639,Life (Term),Custodian Insurance,Ngozi Ajayi,42498182992,30.04.2024,05/11/2024,accident,1443885.31,4312831.85 naira,364009.33,pending,Ibadan,Yes
CLM-70412,POL864062,Health,NEM Insurance,Chinedu Lawal,0043 973 5989,04-Jul-2023,2023-07-19,  Fire,"1,764,112.97 ",3873196.33 naira,3236982.83 naira,Under Review,Kaduna,true
CLM-70246,POL149246,Health (Family),AXA Mansard,   ADAEZE NWOSU,14890250392,04/02/2024,02/21/2024,Fire   ,"₦241,048.91",2601110.44 naira,-,approved,Kano,no
CLM-70021,POL682144,Health (Family),Custodian Insurance,Aliyu Lawal,+234116566701,07/23/2024,23 July 2024,Third Party Liability,942013.37,"NGN 971,461",NGN 0,approved,Kano,no
CLM-70245,POL168535,Health,AXA Mansard,Amara Okonkwo,(591) 803-3974,2024-05-10,2024/05/20,Accident,"NGN 1,004,419","N3,305,995",2255957.01,Approved,Akwa Ibom,no
CLM-70283,POL155432,Motor Comprehensive,WAPIC Insurance,Amara Adekunle,0254 494 8126,09/23/2023,2023-09-23,accident,1243818.57,"3,571,848.85 ","509,596.18 ",approved,Enugu,no
CLM-70446,POL336783,Fire & Property,WAPIC Insurance,Zainab Eze   ,234-922-809-202,07-Jan-2024,02/09/2024,FIRE,"₦1,190,983.12","NGN 1,976,143","1,481,763.76 ",Rejected,Abuja,1
CLM-70448,POL353103,Motor Comprehensive,AXA Mansard,Chioma Olawale,0772 369 2929,31-Mar-2023,2023/04/05,Fire,460566.40 naira,"₦4,156,537.71","NGN 390,738",Settled,Cross River,TRUE
CLM-70151,POL790266,Fire & Property,NEM Insurance,Chidi Balogun,+234706537947,2022-12-12,2023-01-20,   Theft,,"NGN 3,884,563",₦0.00,Settled,Edo,0
CLM-70307,POL252582,Motor,NEM Insurance,Ngozi Lawal,234-000-307-562,03-Nov-2024,12/20/2024,Accident,"N870,290","₦1,406,307.81",null,pending,Akwa Ibom,1
CLM-70091,POL635593,Health,AXA Mansard,Obinna Ogundimu,09821465840,,15-Mar-2024,Third Party Liability,"954,841.23 ","N1,329,489",834298.16,Settled,kano,false
CLM-70222,POL298096,MOTOR COMPREHENSIVE,AXA Mansard,  Blessing Adeyemi,51286823004,31-Mar-2024,18.05.2024,  Fire   ,"₦1,711,339.99","₦2,787,260.05","NGN 1,774,515",Under Review,Ogun,Yes
CLM-70198,POL799282,Health (Family),AXA Mansard,Bisi Okeke,06230913075,26 October 2023,06/12/2023,Natural Disaster,"NGN 1,277,176","N2,380,075",0.00 naira,approved,KANO,0
CLM-70342,POL700417,Marine,Leadway Assurance,Blessing Afolabi,+234629620153,04/12/2023,2024/02/02,  Medical Emergency,"NGN 1,305,302","NGN 3,396,288","NGN 3,185,637",approved,Cross River,true
CLM-70180,POL948188,Marine,Leadway Assurance,Adaeze Yusuf,234-253-584-143,15 July 2024,31.07.2024,  Medical Emergency   ,"N134,017","₦2,376,339.45",0.00 ,approved,Cross River,false
CLM-70028,POL568238,Fire & Burglary,NEM Insurance,Sadiq Mohammed,0939 909 1699,00/00/0000,03.01.2023,Natural Disaster,,"₦4,190,630.09","NGN 2,765,568",Rejected,Akwa Ibom,0
CLM-70367,POL409258,Life,Custodian Insurance,fatima okonkwo,+234454443283,not set,13 October 2023,Theft ,"1,027,945.92 ",2081634.21,"N567,869",Partially Approved,Anambra,false
CLM-70152,POL113721,Fire & Burglary,AIICO Insurance,Zainab Balogun,234-347-359-774,17-Aug-2024,30.09.2024,Accident,"₦1,072,784.12","NGN 264,446",NIL,Under Review,Anambra,1
CLM-70447,POL749338,Motor,WAPIC Insurance,Ibrahim Afolabi,invalid,2024-10-14,08.11.2024,Natural Disaster,"N43,759",2995853.1,unknown,Rejected,Delta,yes
CLM-70416,POL193519,Fire & Burglary,Leadway Assurance,Adaeze Abubakar,(515) 832-8182,unknown date,2024-05-24,  FIRE,1393064.87,3858796.83 naira,"NGN 2,035,709",Approved,Imo,N
CLM-70075,POL189856,health (family),AIICO Insurance,AMARA BELLO,07190229413,2023-07-31,22.08.2023,  Medical Emergency   ,"N1,006,642",1889626.44 naira,Unknown,Rejected,Ogun,FALSE
CLM-70351,POL862693,life,Custodian Insurance,Kunle Nwosu,02061632945,2023-05-04,21/05/2023,  Natural Disaster,"₦1,323,649.89","N599,984","N47,439",Approved,kano,N
CLM-70027,POL779172,Marine,NEM Insurance,Blessing Eze,0208 121 9136,07/18/2024,07/18/2024,Natural Disaster,"₦1,005,246.25","₦484,181.82","442,024.05 ",REJECTED,Imo,TRUE
CLM-70213,POL985126,Life,WAPIC Insurance,Ngozi Yusuf,0990 453 0174,06/17/2024,08/02/2024,Medical Emergency,"N1,137,496","₦2,620,902.54","₦387,221.81",approved,Cross River,yes
CLM-70067,POL583000,Motor,WAPIC Insurance,Emeka Nwosu,0000000000,05/01/2023,24/01/2023,Theft,"846,831.92 ","NGN 3,601,088",Unknown,Under Review,Cross River,Yes
CLM-70238,POL604550,Motor Comprehensive,Custodian Insurance,Adaeze Afolabi,(522) 872-8080,05/16/2023,07-Jul-2023,accident   ,"₦1,337,897.08","N30,387","NGN 2,053",Settled,Kaduna,TRUE
CLM-70105,POL250840,Life (Term),AIICO Insurance,Kemi Bello   ,234-952-145-623,unknown date,28.01.2024,accident,"NGN 886,913","NGN 3,052,632",0,REJECTED,Oyo,FALSE
CLM-70191,POL577092,Health (Family),WAPIC Insurance,wale  ajayi,234-983-584-168,10.08.2023,14-Aug-2023,Fire,"₦861,007.71",2432350.43,352547.97,Partially Approved,Akwa Ibom,N
CLM-70343,,Motor Comprehensive,Custodian Insurance,Yusuf Ogundimu,0688 444 3106,,08 May 2023,FIRE   ,1033982.91,"NGN 1,618,527",₦0.00,Pending,Rivers,true
CLM-70444,POL526772,Health (Family),AXA Mansard,Chidi Chukwu,32225913651,25-May-2023,17-Jun-2023,Third Party Liability   ,"₦1,194,017.38",1868935.95,272295.92 naira,Pending,Imo,Yes
CLM-70205,POL104539,motor,NEM Insurance,Bisi Suleiman,93308330165,12-Jun-2024,25/06/2024,Fire,1295565.65 naira,4822033.72 naira,NGN 0,pending,Abuja,0
CLM-70421,POL161255,Life,Leadway Assurance,Chinedu Okeke,,00/00/0000,2023/02/09,Natural Disaster,1625197.31,"N3,427,897",NGN 0,pending,Delta,Y
CLM-70130,POL247189,Motor Comprehensive,WAPIC Insurance,Yusuf Nnamdi,22901476797,2024-05-29,00/00/0000,   Flood,"NGN 1,201,254",unknown,  ,REJECTED,Abuja,TRUE
CLM-70225,POL197462,Health (Family),WAPIC Insurance,Grace Afolabi,234-790-306-738,14/02/2023,03-Apr-2023,  Medical Emergency   ,"775,002.02 ",1853815.44 naira,₦0.00,Rejected,Imo,Yes
CLM-70117,POL887931,Motor,AIICO Insurance,Yusuf Balogun,0026 811 7758,12/02/2022,12-Jan-2023,Theft ,"₦1,683,509.27",2537726.51 naira,"₦1,258,293.45",Settled,Lagos,Yes
CLM-70362,POL253607,Motor,AXA Mansard,  Wale Ajayi,234-552-414-060,24/07/2023,03-Aug-2023,Natural Disaster,"29,740.64 ","NGN 1,174,519",NULL,Pending,Edo,yes
CLM-70073,POL198042,Health (Family),AIICO Insurance,Sadiq Adeyemi,04008427109,30-Nov-2024,2024-12-14,Theft ,NIL,,N0,approved,Imo,TRUE
CLM-70424,POL740006,Motor,WAPIC Insurance,  OBINNA OLAWALE,06650618091,2023-05-09,06/04/2023,Flood   ,"NGN 586,771",-,"NGN 948,378",Rejected,Cross River,TRUE
CLM-70402,POL722838,Motor,Leadway Assurance,Chidi Ajayi,+234373516091,03/02/2023,18-Mar-2023,Theft  ,--,"₦3,347,238.45",unknown,Pending,Edo,yes
CLM-70155,POL361993,Life,NEM Insurance,Ifeoma Okeke,61375060685,05.04.2023,07 April 2023,  Medical Emergency,842156.41,--,0.00 ,Under Review,Plateau,true
CLM-70333,POL266004,Fire & Burglary,Leadway Assurance,Kemi Okafor   ,29218515691,17-Dec-2022,13.02.2023,Fire,"NGN 1,635,029",4814726.7,3481361.65 naira,Pending,Ogun,false
CLM-70072,POL606676,Fire & Property,Custodian Insurance,Grace  Ajayi,41343524082,01/25/2023,11/03/2023,  FIRE,"293,077.62 ","NGN 1,109,224","NGN 67,053",Settled,Delta,FALSE
CLM-70303,POL447412,Life,NEM Insurance,Tobi Eze,(990) 421-0202,15-May-2024,27.05.2024,Accident,NIL,"NGN 1,965,394","N254,552",Pending,Cross River,false
CLM-70231,POL906747,Marine,Leadway Assurance,Kunle Chukwu,(175) 183-0469,2023/03/19,00/00/0000,accident,427375.2,"N2,818,668","₦2,800,805.21",Partially Approved,Lagos,Y
CLM-70076,POL354533,motor comprehensive,Leadway Assurance,  ifeoma suleiman,08699938677,01/30/2024,30-Jan-2024,Theft ,"₦543,029.05","NGN 1,951,242",NGN 0,REJECTED,Delta,no
CLM-70327,POL403858,Marine,Custodian Insurance,  Ngozi Nnamdi   ,08564205930,16/10/2023,2023/10/23,  Accident   ,1745809.05,2504656.55 naira,"N1,167,965",Rejected,Plateau,yes
CLM-70223,POL127223,Life,Custodian Insurance,   Ifeoma Olawale,78686337524,27-Jul-2024,2024-08-07,Theft  ,"N764,144",402640.60 naira,272550.85,Pending,Kano,true
CLM-70111,POL319553,Health (Family),Custodian Insurance,Blessing Adekunle,+234586926179,2023/10/28,07-Dec-2023,accident   ,"NGN 1,776,287","₦1,580,802.08",0.00 ,Under Review,Lagos,true
CLM-70459,POL328514,Fire & Property,WAPIC Insurance,chioma  abubakar,+234902601279,13/04/2023,28.05.2023,Accident,162308.59 naira,4187959.95,"₦705,175.62",approved,Kaduna,N
CLM-70102,POL980651,FIRE & BURGLARY,AIICO Insurance,Amara  Suleiman,234-367-136-959,18-Aug-2023,2023-09-29,Natural Disaster,"N524,703","NGN 1,202,990",NGN 0,Pending,Delta,Yes
CLM-70250,POL826894,Fire & Property,Custodian Insurance,Chinedu Nwosu,234-629-619-431,14-Feb-2024,04/10/2024,Accident    ,"₦1,425,814.71","NGN 230,117",N0,REJECTED,Lagos,N
CLM-70162,POL342128,HEALTH,AIICO Insurance,Amara Ajayi,(067) 065-4051,08-Jul-2023,2023-07-09,Fire,"₦1,378,344.28","₦3,067,668.36",₦0.00,approved,Enugu,N
CLM-70013,POL645175,Fire & Property,AXA Mansard,Aliyu Okafor,234-146-270-482,2023/04/05,2023/04/29,Medical Emergency,"N1,621,621","N966,592",N0,Settled,Edo,false
CLM-70192,--,Fire & Property,Leadway Assurance,Obinna Ogundimu,08499121655,03/01/2024,00/00/0000,  FIRE,951139.59,"4,313,751.28 ",NGN 0,Partially Approved,Cross River,Yes
CLM-70154,POL477496,Life (Term),AIICO Insurance,Chidi Adekunle,(818) 141-2478,N/A,2023-11-28,Accident,"₦452,282.54","2,737,218.67 ","NGN 1,506,124",Partially Approved,Anambra,TRUE
CLM-70193,POL269662,Motor,Custodian Insurance,Tobi Yusuf,52398680002,04.08.2023,2023/08/12,accident   ,"NGN 661,170","N1,210,531","NGN 19,284",approved,Plateau,FALSE
CLM-70196,POL565420,MOTOR,AIICO Insurance,Segun Afolabi,(470) 551-6940,02-Oct-2023,2023/10/28,Third Party Liability,1745994.92 naira,2716346.09 naira,nil,approved,kano,Yes
CLM-70212,POL783185,Marine,Custodian Insurance,Kunle Balogun,0753 046 3745,02 February 2023,2023/03/10,FIRE   ,"1,447,104.57 ","N2,386,836",0,pending,Oyo,TRUE
CLM-70310,POL534166,Fire & Burglary,Custodian Insurance,Obinna Ogundimu,04451870534,10-Sep-2023,11/06/2023,FIRE,"569,863.62 ","N4,098,877",NGN 0,Rejected,Abuja,No
CLM-70060,POL823769,Motor Comprehensive,NEM Insurance,Ibrahim Abubakar,234-923-271-937,24 August 2023,10-Sep-2023,Natural Disaster,"NGN 1,015,604","NGN 1,139,838","NGN 339,232",pending,Edo,yes
CLM-70153,POL882351,Motor Comprehensive,WAPIC Insurance,Femi Afolabi,08862392407,06/14/2023,17 July 2023,Third Party Liability,1190955.81,"N2,858,738","1,596,386.31 ",Settled,Cross River,true
CLM-70429,POL301996,Motor,NEM Insurance,Grace Nnamdi,22239431290,29.01.2024,19-Mar-2024,Fire   ,"NGN 1,241,942","1,066,890.82 ","₦412,781.07",Rejected,Plateau,No
CLM-70308,POL458633,FIRE & BURGLARY,Custodian Insurance,Ifeoma Afolabi,+234863536541,27-Jun-2023,2023/08/08,Theft    ,"N1,610,205","₦936,709.88",N0,REJECTED,Edo,false
CLM-70038,POL729575,Life,Leadway Assurance,Adaeze Yusuf,05634216073,03 February 2024,25.02.2024,Medical Emergency,1575653.09,"N4,706,827","₦4,310,717.49",approved,LAGOS,no
CLM-70106,POL960899,Life,AXA Mansard,Sadiq Chukwu,(858) 842-4745,14/06/2023,12.07.2023,Flood,400218.14,"NGN 4,123,368",3131670.18 naira,Rejected,Edo,Yes
CLM-70019,POL179688,Fire & Property,AIICO Insurance,Chioma Abubakar,30103105183,15/03/2023,21 April 2023,Accident,70579.21 naira,"NGN 1,573,547","1,507,730.07 ",Rejected,Enugu,no
CLM-70065,POL311976,fire & burglary,NEM Insurance,Femi Nnamdi,87769453147,28/11/2024,21-Dec-2024,Accident,"₦163,632.33",2829560.24 naira,0,Settled,Oyo,false
CLM-70256,POL899897,Motor Comprehensive,NEM Insurance,Tobi Bello,46471543799,10 December 2022,10-Jan-2023,Natural Disaster,"₦1,463,462.46","₦4,174,808.43",1749859.75 naira,approved,ABUJA,Y
CLM-70258,POL734229,Health (Family),Custodian Insurance,Bola Bello,,03-Nov-2024,02.12.2024,Medical Emergency,513907.74 naira,"₦57,067.68",0.00 naira,Settled,Imo,true
CLM-70450,POL484487,Fire & Burglary,WAPIC Insurance,Blessing Lawal   ,01038862912,2023-04-04,2023/04/14,Third Party Liability,,"₦3,706,974.84","N2,086,177",pending,Edo,TRUE
CLM-70209,POL615353,Life (Term),Custodian Insurance,Zainab Okonkwo,0547 887 2874,2024/04/13,15-Apr-2024,accident,"NGN 83,326","N2,792,199","N846,161",approved,Kaduna,Yes
CLM-70397,POL665680,Fire & Burglary,Leadway Assurance,ALIYU ADEYEMI   ,0775 170 1660,06-Jan-2023,27 January 2023,  accident,"NGN 75,582",2363101.58 naira,"₦341,092.00",Partially Approved,Kaduna,FALSE
CLM-70129,POL982683,Fire & Burglary,Leadway Assurance,   Musa Balogun   ,06752545991,21 March 2024,18 April 2024,Flood,nil,"₦1,541,249.55",270905.68,approved,Rivers,1
CLM-70385,POL823201,Fire & Property,WAPIC Insurance,Kemi Okonkwo,(835) 642-0873,2023-01-31,03/23/2023,Theft   ,"NGN 124,355","NGN 2,842,177",0.00 naira,Rejected,Anambra,Yes
CLM-70208,n/a,Motor Comprehensive,Leadway Assurance,Bola Lawal,0067 240 0499,2024/08/06,05 October 2024,Medical Emergency,"₦263,929.88",516024.88,unknown,REJECTED,Akwa Ibom,1
CLM-70384,POL738206,Fire & Property,AXA Mansard,Ngozi Adekunle,89141173934,16.09.2024,15.11.2024,FIRE,"₦139,935.86","N1,139,629",0.00 naira,approved,Anambra,TRUE
CLM-70368,POL790311,Health (Family),NEM Insurance,Tunde Nnamdi,234-652-074-466,02/03/2023,03-Apr-2023,Third Party Liability,"NGN 1,397,801","₦1,305,904.97",41068.17,pending,Cross River,FALSE
CLM-70296,NULL,Fire & Burglary,Leadway Assurance,halima afolabi,08999404389,06/05/2023,2023-05-07,  Third Party Liability,,"N532,020",0.00 naira,Pending,Edo,1
CLM-70415,POL161471,Life,NEM Insurance,Adaeze Chukwu,(202) 590-9479,2023-08-18,10-Sep-2023,Flood,"NGN 275,952",4802727.58 naira,"NGN 3,813,625",pending,Ogun,1
CLM-70182,POL768387,Marine,AXA Mansard,Wale Suleiman,+234995900109,11 March 2024,04 April 2024,Third Party Liability,"₦1,229,325.79","₦4,809,578.36",Unknown,Rejected,Edo,0
CLM-70267,POL367657,Motor Comprehensive,NEM Insurance,Fatima Afolabi,234-738-757-177,2023/12/29,23-Feb-2024,Flood   ,"N93,918","N4,609,584","N2,607,220",approved,Ogun,0
CLM-70332,POL877691,Life,AXA Mansard,Yusuf Nnamdi,0705 932 5250,2024-03-09,2024/03/18,Theft,"NGN 1,154,250","₦940,343.11","N618,243",Approved,Edo,true
CLM-70239,POL699780,Marine,NEM Insurance,Yusuf Okafor,00062312038,22 September 2024,17.11.2024,Accident,811495.76 naira,"₦1,401,328.00",0.00 naira,Approved,Oyo,N
CLM-70269,POL101655,Life (Term),NEM Insurance,Yusuf Lawal,0825 867 3622,2023-06-05,08/03/2023,Flood,"N1,353,215","NGN 3,501,065",0,Under Review,Oyo,1
CLM-70207,POL228725,Health (Family),AXA Mansard,Sadiq Bello,(540) 193-8026,18.06.2023,22-Jun-2023,Third Party Liability,670585.24 naira,"NGN 1,011,450",₦0.00,approved,Delta,0
CLM-70372,POL271487,Life,Custodian Insurance,Aliyu Okonkwo,71709991738,02.03.2024,11.03.2024,Accident   ,"N530,811","₦1,946,341.27","N67,785",Settled,Cross River,Yes
CLM-70278,POL763049,Life,AIICO Insurance,Chioma  Adekunle,(903) 404-3842,2024/10/20,09.12.2024,Theft ,1215556.21 naira,"N466,264",nil,Partially Approved,Rivers,1
CLM-70282,POL495476,Motor Comprehensive,AIICO Insurance,Chinedu Eze,92330958498,2023-10-20,08 December 2023,Theft,"NGN 510,024","NGN 4,346,900",0,Settled,Delta,FALSE
CLM-70203,POL222227,Health (Family),AXA Mansard,blessing balogun,234-665-240-415,2024-05-14,,  Flood,"NGN 1,003,225","NGN 3,786,408",0.00 naira,Rejected,Fct Abuja,1
CLM-70217,POL960085,marine,AIICO Insurance,Funmilayo Afolabi,,01/31/2023,24.03.2023,  Fire,"N1,408,536","₦2,468,625.47",2287174.63,Pending,Akwa Ibom,FALSE
CLM-70347,POL798249,fire & property,AXA Mansard,Aliyu Okeke   ,+234047743490,15-Jun-2024,,Natural Disaster,1492541.45,"₦643,900.67",NIL,Pending,ABUJA,1
CLM-70251,POL357912,Fire & Property,AIICO Insurance,Sadiq Suleiman,234-262-655-110,2023-10-07,2023/10/18,Fire,413627.45,"₦1,324,754.29",nil,Under Review,Kano,false
CLM-70271,POL496818,Motor Comprehensive,AIICO Insurance,Segun Bello,,2023-11-18,11.12.2023,Flood,1235301.50 naira,1728525.71 naira,414149.63,REJECTED,Lagos,Yes
CLM-70236,POL846209,Life,AIICO Insurance,Tunde Mohammed,+234489964235,2023-09-05,11-Sep-2023,Theft ,"N606,928","N2,920,198","N1,054,973",pending,Plateau,1
CLM-70148,POL359168,Fire & Property,AIICO Insurance,Chioma Ogundimu,0281 685 0542,2023-07-24,09/14/2023,Accident,702299.90 naira,"NGN 82,825","₦59,193.67",Under Review,Fct Abuja,no
CLM-70001,POL191161,LIFE,Leadway Assurance,Ifeoma Suleiman,N/A,2022/12/10,01/26/2023,accident,"513,177.04 ","N1,131,589","₦765,746.02",REJECTED,Abuja,no
CLM-70439,POL485999,Life (Term),Leadway Assurance,BOLA OKEKE,0927 503 7314,06/17/2023,2023-07-24,Third Party Liability,"N88,910",1162939.83 naira,406309.7,Settled,Kano,1
CLM-70194,POL639740,Motor,AIICO Insurance,  Wale Adeyemi,(578) 729-8259,06/23/2024,2024-08-12,Flood,392684.91,"3,429,632.60 ",1151309.41,Under Review,Kaduna,no
CLM-70380,POL678874,Fire & Property,Custodian Insurance,Musa Bello,234-033-230-982,15/05/2023,20-Jun-2023,accident,1135253.85,3428128.04,-,Pending,Kano,Yes
CLM-70022,POL859782,Marine,AIICO Insurance,Obinna Adekunle,234-513-338-726,03/05/2024,07/02/2024,  Medical Emergency   ,1377886.56,942046.22,null,pending,Delta,0
CLM-70387,POL634299,FIRE & BURGLARY,Custodian Insurance,Chinedu Olawale,0114 374 4701,2024/05/11,05/30/2024,Flood,1136011.06 naira,"NGN 575,121","₦104,775.69",approved,Imo,FALSE
CLM-70311,POL204545,Motor,WAPIC Insurance,Wale Suleiman,0493 759 7383,2024-10-26,27-Oct-2024,Natural Disaster,"NGN 1,118,862",2068172.73,"NGN 1,554,701",approved,Oyo,1
CLM-70328,POL360810,Life (Term),Custodian Insurance,Obinna Chukwu,234-785-932-133,24 June 2023,21 July 2023,Natural Disaster,"N1,063,774","₦421,975.33",null,approved,Fct Abuja,TRUE
CLM-70083,POL963274,Motor,WAPIC Insurance,Kemi Suleiman,0139 904 9027,16.06.2024,08/02/2024,Medical Emergency   ,"1,396,272.06 ","₦2,486,660.45","₦1,424,145.39",Under Review,Kano,FALSE
CLM-70128,POL610856,Fire & Property,AIICO Insurance,FATIMA OKEKE,22961201836,17 June 2024,16.07.2024,Third Party Liability,1169297.26,384259.97,"NGN 96,329",REJECTED,Rivers,no
CLM-70366,POL291366,Life,AIICO Insurance,Tunde Balogun,+234858994417,17-Nov-2023,2023/12/16,Flood,"1,033,507.55 ",3487535.08,"NGN 1,614,747",Settled,Plateau,yes
CLM-70057,POL813449,FIRE & BURGLARY,AXA Mansard,Kemi Ajayi,234-990-162-720,06/26/2023,19-Jul-2023,  FIRE   ,"1,006,970.69 ",386188.11 naira,n/a,REJECTED,Imo,FALSE
