RecordID,FarmerName,FarmerPhone,ProduceName,Quantity,Unit,PricePerUnit,TotalValue,Market,SaleDate,ProduceGrade,StorageFacility,State,TransportMode,Certified_Organic
AGR500189,Amara Abubakar   ,07226602562,Yam,3178.38,kg,"NGN 70,816",225079109.21 naira,Dawanau Market Kano,2024-06-01,  ,,Ogun,TRUCK,true
AGR500284,Wale Bello,06955607676,Maize (Corn),1720.53,tonnes,"N27,329","₦47,021,155.81",Ariaria Market Aba,N/A,A,N/A,Akwa Ibom,Truck,No
AGR500215,Tunde Bello,234-582-632-809,Cassava,?,KG,"NGN 17,975","NGN 21,794,789",Dawanau Market Kano,28.01.2024,NULL,N/A,Port Harcourt,Van,N
AGR500250,  Funmilayo Eze,09077560858,Cassava,4689.01,tonnes,"44,984.41 ","N210,932,348",Dawanau Market Kano,23/09/2024,NULL,Warehouse,Akwa Ibom,TRUCK,no
AGR500080,Chidi Adekunle,0245 798 8942,Tomatoes,2383.0,tonnes,53665.22 naira,127884219.26,Mile 12 Market Lagos,2024-06-26,Standard,warehouse,Kaduna,Truck,Yes
AGR500172,Musa Lawal,54384807520,Groundnut,1238.03,crates,"N82,144","N101,696,452",Oyingbo Market Lagos,17-May-2024,B,Cold Room,Oyo,Van,0
AGR500416,emeka yusuf,43333538495,Pepper,80.16,crates,"49,958.42 ",4004666.95 naira,Oyingbo Market Lagos,,Premium,warehouse,Kaduna,Motorcycle,Yes
AGR500025,sadiq yusuf,234-415-177-345,Plantain,3767.15,Crates,54947.59,"NGN 206,995,814",Ariaria Market Aba,11/07/2024,Grade C,N/A,Cross River,truck,TRUE
AGR500400,Blessing Suleiman,(874) 781-2248,Plantain,4254.87,Crates,"N38,185",,Ariaria Market Aba,2024/10/14,B,Cold Room,Rivers,Bicycle,TRUE
AGR500084,Segun Ajayi,08552457871,Palm Oil,794.92,Tonnes,35753.04,--,Dawanau Market Kano,19/08/2024,Grade C,Open Air,kano,Van,0
AGR500257,Funmilayo Bello,(268) 812-2821,Cassava,4191.81,Crates,"N51,253","N214,843,970",Ariaria Market Aba,26/06/2024,Premium,Cold Room,Anambra,Van,Y
AGR500210,Bisi Balogun,(517) 680-8662,Pepper,1069.95,Tonnes,47741.3,,Oyingbo Market Lagos,17 August 2024,Premium,,Enugu,truck,false
AGR500430,Chioma Lawal   ,234-669-106-271,Rice (Local),3764.18,crates,"₦67,532.56","254,204,711.70 ",Oyingbo Market Lagos,30/08/2024,GRADE B,warehouse,Rivers,Van,0
AGR500059,amara nwosu   ,08281979316,Tomatoes,3948.16,kg ,  ,247231923.5648,Ariaria Market Aba,2024-11-06,null,Warehouse,Anambra,Bicycle,Yes
AGR500267,Ibrahim Nwosu,234-588-537-982,Cassava,602.98,crates,45719.74 naira,"NGN 27,568,089",Mile 12 Market Lagos,01/22/2025,-,Cold Room,Delta,truck,0
AGR500399,Femi Ogundimu,(184) 442-1829,Yam,3961.12,KG,"₦10,445.99","₦41,377,819.91",Dawanau Market Kano,20 May 2025,Standard,Warehouse,Plateau,Van,false
AGR500399,Femi Ogundimu,(184) 442-1829,Yam,3961.12,KG,"₦10,445.99","₦41,377,819.91",Dawanau Market Kano,20 May 2025,Standard,Warehouse,Plateau,Van,false
AGR500317,Kemi Nwosu,06634392529,Yam,1806.33,kg ,null,111114276.5439,Dawanau Market Kano,03/31/2024,nil,Open Air,Akwa Ibom,TRUCK,N
AGR500363,Chidi Lawal,0342 929 1320,Beans,818.2,kg ,"₦38,491.32","NGN 31,493,598",Mile 12 Market Lagos,2025-01-05,Grade A,Cold Room,Lagos,truck,Y
AGR500447,Kunle Suleiman,+234238595143,Tomatoes,2238.45,Crates,5311.67 naira,"₦11,889,907.71",Dawanau Market Kano,2024/04/17,Reject,COLD ROOM,Kano,Truck,N
AGR500047,Blessing Eze,45557469660,Groundnut,1738.31,kg ,"NGN 55,812","₦97,018,488.19",Ariaria Market Aba,05-Jan-2025,Premium,warehouse,Edo,Motorcycle,No
AGR500171,Wale Olawale,05415970996,Sorghum,2497.68,Bags,nil,77048932.176,Bodija Market Ibadan,20/05/2025,Grade B,Warehouse,Plateau,Motorcycle,Yes
AGR500088,Tunde Eze,(929) 880-8583,Rice (Local),154.35,Tonnes,"N9,310",1437071.04 naira,Mile 12 Market Lagos,2024-02-07,Premium,Warehouse,Akwa Ibom,Van,yes
AGR500294,Wale Olawale,02132901620,Maize (Corn),4434.35,Crates,"N83,280","₦369,293,200.12",Oyingbo Market Lagos,N/A,Grade A,,Anambra,truck,false
AGR500428,Femi Okeke,+234050537666,Unknown,1625.0,KG,"NGN 9,605","₦15,608,255.00",Oyingbo Market Lagos,2025-02-24,Unknown,warehouse,Ogun,TRUCK,No
AGR500354,Kunle Bello,(145) 512-9391,Sorghum,2656.7,tonnes,"N27,292","NGN 72,506,364",Bodija Market Ibadan,03/06/2025,NULL,COLD ROOM,Oyo,Van,No
AGR500031,Tobi Nnamdi,234-728-727-601,Sorghum,1993.72,KG,"8,794.09 ","N17,532,953",Ariaria Market Aba,2024/01/15,Grade C,,Anambra,Motorcycle,Yes
AGR500336,Zainab Balogun,(394) 640-8303,Sorghum,?,tonnes,"₦14,826.85","NGN 4,715,383",Dawanau Market Kano,15/07/2024,Grade A,N/A,Akwa Ibom,Bicycle,true
AGR500358,Fatima Nnamdi,234-429-831-522,Palm Oil,98.64,kg ,"N20,152",,Mile 12 Market Lagos,2025-02-12,Reject,Cold Room,Rivers,Van,no
AGR500132,Chioma Ogundimu,05237360507,Yam,3599.19,kg,43692.79,157258652.84010002,Dawanau Market Kano,13/01/2025,Premium,Cold Room,Cross River,Van,N
AGR500108,Emeka Mohammed,(250) 139-4884,Onions,NIL,tonnes,"NGN 23,316",50449185.08 naira,Mile 12 Market Lagos,04.05.2025,Premium,N/A,Plateau,Truck,FALSE
AGR500417,Segun Okafor,16321119787,Tomatoes,256.81,kg,"N69,077","NGN 17,739,759",Bodija Market Ibadan,11/05/2025,B,Cold Room,Kano,Bicycle,0
AGR500253,  amaka ajayi,234-378-584-712,Plantain,4909.21,Tonnes,"₦68,865.37",338074563.06 naira,Oyingbo Market Lagos,31/01/2024,A,warehouse,Delta,Bicycle,TRUE
AGR500254,Musa Okafor,0618 033 2426,Beans,2137.9,KG,"₦43,274.59","NGN 92,516,746",Mile 12 Market Lagos,04 February 2025,B,N/A,Oyo,Bicycle,0
AGR500390,Funmilayo Chukwu,0297 454 9303,Sorghum,124.43,Tonnes,35970.23,null,Mile 12 Market Lagos,2025-01-25,B,Open Air,Rivers,Truck,false
AGR500421,Funmilayo Balogun,+234300915618,Rice (Local),1275.48,Bags,"8,662.92 ","N11,049,381",Ariaria Market Aba,08/02/2025,grade a,Warehouse,Akwa Ibom,Motorcycle,true
AGR500321,aliyu bello,0000000000,Yam,2280.35,Crates,"27,086.74 ",61767247.559,Bodija Market Ibadan,2024-12-07,NULL,Cold Room,Lagos,truck,No
AGR500115,musa okonkwo,05851253892,Pepper,2972.63,tonnes,"24,401.37 ","NGN 72,536,245",Dawanau Market Kano,2025/06/01,Reject,Open Air,Cross River,truck,0
AGR500335,  BLESSING NNAMDI   ,234-993-593-744,Cassava,--,KG,NIL,"NGN 16,264,296",Oyingbo Market Lagos,31/01/2024,B,Cold Room,Akwa Ibom,Truck,true
AGR500452,Aliyu Nnamdi,+234762839762,Plantain,695.37,Crates,"N84,809",,Oyingbo Market Lagos,unknown date,GRADE B,Cold Room,Plateau,TRUCK,1
AGR500064,SEGUN OGUNDIMU,(028) 515-5333,Palm Oil,1312.93,crates,35048.15,"N46,015,768",Ariaria Market Aba,2024/06/06,Reject,warehouse,Oyo,TRUCK,FALSE
AGR500023,Tobi Abubakar,04605687611,Onions,1344.61,bags,"19,361.23 ","N26,033,303",Ariaria Market Aba,08.01.2025,Reject,warehouse,Enugu,TRUCK,0
AGR500256,Emeka Olawale,(253) 733-7773,Tomatoes,1203.78,kg,"N46,649",56154760.05 naira,Ariaria Market Aba,2024/02/01,Premium,Cold Room,Kano,TRUCK,FALSE
AGR500050,Ifeoma Chukwu,(987) 411-3257,Cassava,--,crates,74630.32 naira,"₦76,038,594.14",Ariaria Market Aba,18 July 2024,Premium,,Edo,Bicycle,true
AGR500141,Chinedu Ogundimu,+234022939469,Yam,3554.69,Bags,45866.74 naira,"N163,042,042",Ariaria Market Aba,07/01/2024,GRADE B,Open Air,Plateau,Truck,FALSE
AGR500069,Chinedu Chukwu,48170066615,Palm Oil,3865.93,Tonnes,73699.93,284918770.38 naira,Bodija Market Ibadan,12/13/2024,  ,Open Air,Edo,truck,N
AGR500085,segun lawal,(841) 560-8213,Onions,414.96,Bags,"₦25,935.69","NGN 10,762,274",Ariaria Market Aba,14 February 2024,Reject,,Imo,truck,FALSE
AGR500453,halima chukwu,53440777946,Cassava,?,crates,"₦66,596.54","₦169,223,140.07",Bodija Market Ibadan,07/06/2024,Reject,N/A,Ibadan,Motorcycle,0
AGR500397,Adaeze Chukwu,00001529113,Yam,3083.62,Crates,"24,386.34 ",75198205.7508,Bodija Market Ibadan,2024/11/17,grade a,N/A,KANO,Motorcycle,N
AGR500096,aliyu eze,15406417692,Plantain,3179.18,crates,15026.5,47771948.269999996,Oyingbo Market Lagos,2024/03/19,Grade A,,Kano,Motorcycle,true
AGR500324,Kemi Nwosu,+234844663453,Beans,4691.84,kg ,"₦14,974.81",null,Oyingbo Market Lagos,2024/06/13,Premium,Warehouse,Lagos,truck,FALSE
AGR500008,Kunle Ogundimu,72773826460,Palm Oil,2098.52,kg,"NGN 70,311","NGN 147,548,242",Dawanau Market Kano,N/A,GRADE B,Open Air,Ibadan,Motorcycle,No
AGR500009,Amaka  Afolabi,91785138544,Maize (Corn),782.1,bags,"N65,633","N51,331,366",Bodija Market Ibadan,2024/02/26,Grade C,COLD ROOM,Plateau,Van,No
AGR500303,Sadiq Afolabi,(201) 284-0083,Palm Oil,1725.78,kg,"₦69,729.24","N120,337,328",Mile 12 Market Lagos,01/17/2025,GRADE B,Warehouse,Plateau,Motorcycle,yes
AGR500319,Aliyu Suleiman,12007202455,Tomatoes,2537.84,Bags,3521.78 naira,"N8,937,714",Mile 12 Market Lagos,01/18/2025,Standard,Open Air,Ogun,truck,0
AGR500175,  IFEOMA BELLO,234-604-655-866,Onions,1150.69,kg,57837.20 naira,,Bodija Market Ibadan,2024/12/25,A,COLD ROOM,Edo,Bicycle,N
AGR500412,Ibrahim Lawal,+234540263558,Sorghum,1933.78,Bags,"NGN 70,573",,Mile 12 Market Lagos,2024-02-05,A,,Lagos State,Van,Yes
AGR500381,Chinedu Okeke,05391149830,Onions,2714.75,bags,17736.72,48150760.620000005,Ariaria Market Aba,00/00/0000,B,Warehouse,Kaduna,TRUCK,N
AGR500149,Fatima Suleiman,invalid,Palm Oil,4578.63,kg ,"₦28,250.08","NGN 129,346,664",Mile 12 Market Lagos,2025-05-08,grade a,Cold Room,Kaduna,TRUCK,Y
AGR500018,Bisi  Afolabi,invalid,Groundnut,1776.22,Tonnes,"N60,954","NGN 108,268,016",Mile 12 Market Lagos,2024-05-02,Grade A,Open Air,Imo,TRUCK,false
AGR500432,Tunde Yusuf,26917768293,Tomatoes,1309.88,tonnes,"N71,305","93,400,849.31 ",Ariaria Market Aba,2025-03-20,Premium,COLD ROOM,Edo,Truck,FALSE
AGR500244,Chinedu Okonkwo   ,(970) 548-7396,Tomatoes,1417.42,Tonnes,23202.89 naira,,Ariaria Market Aba,2024/11/28,Grade A,warehouse,Plateau,Van,N
AGR500181,Segun Adeyemi,234-737-927-490,Pepper,3749.71,Bags,73116.8,274166796.128,Ariaria Market Aba,,grade a,Open Air,Kaduna,Motorcycle,TRUE
AGR500301,WALE SULEIMAN,234-505-766-194,Sorghum,488.43,Tonnes,28241.24,"NGN 13,793,869",Mile 12 Market Lagos,09/26/2024,GRADE B,,Anambra,Van,no
AGR500131,Blessing Adeyemi,234-578-671-815,Plantain,3880.2,KG,"N24,146","NGN 93,689,990",Mile 12 Market Lagos,09/11/2024,grade a,Cold Room,Edo,Truck,Yes
AGR500213,Chinedu Balogun,+234660847068,Tomatoes,2878.23,kg ,"19,533.35 ","₦56,221,473.97",Mile 12 Market Lagos,2024/02/13,Premium,Open Air,Lagos,TRUCK,TRUE
AGR500429,aliyu okonkwo   ,0811 260 0308,Plantain,3322.41,Tonnes,NULL,"N146,027,029",Ariaria Market Aba,28/03/2024,GRADE B,Warehouse,Ibadan,TRUCK,Yes
AGR500443,BLESSING NNAMDI   ,+234935953828,Maize (Corn),4808.3,Tonnes,"N6,164",29637976.536000002,Mile 12 Market Lagos,01/20/2025,grade a,Warehouse,Kano,Van,yes
AGR500264,Ibrahim Adeyemi,(175) 889-1444,Pepper,2280.26,tonnes,"15,162.77 ","NGN 34,575,058",Dawanau Market Kano,2024-09-23,GRADE B,COLD ROOM,Edo,Van,false
AGR500252,Ibrahim Eze,(576) 832-1021,Groundnut,3408.24,crates,9723.95,"33,141,555.35 ",Ariaria Market Aba,23-Feb-2024,Grade B,warehouse,Kaduna,Bicycle,0
AGR500310,Sadiq Eze,11759574988,Rice (Local),3596.82,tonnes,"NGN 7,343",26410945.71 naira,Mile 12 Market Lagos,06 January 2024,grade a,warehouse,Abuja,Motorcycle,true
AGR500071,Bisi Yusuf,(502) 329-0282,Beans,4847.96,tonnes,54593.96,264669334.32 naira,Ariaria Market Aba,13.04.2025,GRADE B,Warehouse,Plateau,truck,Yes
AGR500163,Wale Ogundimu,0265 732 7599,Pepper,N/A,Bags,45105.60 naira,?,Oyingbo Market Lagos,15 January 2024,grade a,Warehouse,Edo,Motorcycle,no
AGR500400,Blessing Suleiman,(874) 781-2248,Plantain,4254.87,Crates,"N38,185",,Ariaria Market Aba,2024/10/14,B,Cold Room,Rivers,Bicycle,TRUE
AGR500367,Amaka Ogundimu,(337) 746-0406,Beans,3645.49,Bags,40088.52,"NGN 146,142,299",Dawanau Market Kano,06/17/2024,Reject,N/A,Delta,TRUCK,N
AGR500338,Tobi Mohammed   ,08490793884,Sorghum,666.63,Crates,"39,186.42 ",26122843.1646,Oyingbo Market Lagos,22/02/2024,Grade A,N/A,Akwa Ibom,Van,no
AGR500151,Chinedu Okafor,08228501168,Sorghum,472.01,Bags,"₦24,962.18","N11,782,399",Bodija Market Ibadan,10.05.2024,Grade C,N/A,Ogun,Motorcycle,1
AGR500266,Bisi Adekunle,+234864496392,Onions,268.44,kg ,"₦29,717.35",7977325.433999999,Dawanau Market Kano,18-Nov-2024,A,Open Air,Kaduna,Motorcycle,Yes
AGR500145,Ifeoma Chukwu,49411631873,Yam,2183.61,kg,"₦35,428.09",unknown,Bodija Market Ibadan,19.02.2025,Grade A,Open Air,Kaduna,Bicycle,no
AGR500157,Amara Ogundimu,68362536667,Maize (Corn),1014.22,Tonnes,"N75,107","₦76,175,427.23",Oyingbo Market Lagos,2024/02/14,GRADE B,warehouse,Delta,truck,true
AGR500028,Aliyu Ogundimu,07742229464,Sorghum,3230.58,Tonnes,50528.45,163236200.00 naira,Mile 12 Market Lagos,23.10.2024,Reject,N/A,Oyo,Bicycle,FALSE
AGR500093,Blessing  Bello,93351342619,Pepper,2887.25,KG,"N58,340","168,443,031.18 ",Bodija Market Ibadan,2024/11/24,A,N/A,Akwa Ibom,TRUCK,FALSE
AGR500073,chinedu eze,02282251207,Groundnut,4707.57,Tonnes,"62,023.43 ","N291,979,638",Dawanau Market Kano,08/06/2025,Grade B,,Imo,TRUCK,N
AGR500260,Zainab Okonkwo,234-798-623-984,Tomatoes,4526.22,kg,55606.63,"251,687,840.84 ",Dawanau Market Kano,19-Mar-2024,  ,Warehouse,Enugu,truck,1
AGR500026,Halima Yusuf,0000000000,Palm Oil,941.64,kg ,8933.74,8412366.93 naira,Oyingbo Market Lagos,10/15/2024,Grade A,,Edo,Bicycle,0
AGR500378,NGOZI OKAFOR,(011) 923-6037,Beans,2405.85,bags,"NGN 74,425",,Dawanau Market Kano,2024-04-06,Premium,Cold Room,Enugu,truck,Yes
AGR500386,Amara Yusuf,00135462127,Palm Oil,4836.14,Tonnes,"₦67,264.38",325299958.69320005,Dawanau Market Kano,23/02/2025,,N/A,Abuja,Motorcycle,false
AGR500089,Ibrahim Mohammed,25212932896,Tomatoes,162.96,crates,"48,642.72 ",,Ariaria Market Aba,11/20/2024,B,Open Air,Oyo,TRUCK,No
AGR500346,Chinedu Nnamdi,+234186323979,Rice (Local),1961.49,Bags,"₦41,347.91",81103511.99 naira,Ariaria Market Aba,25.02.2025,grade a,COLD ROOM,Edo,Truck,true
AGR500099,Emeka Okafor,234-101-739-739,Plantain,688.35,Tonnes,81557.06 naira,56139802.251,Ariaria Market Aba,03.12.2024,Grade C,warehouse,Ogun,Bicycle,0
AGR500036,Amara Olawale,08413128403,Pepper,3493.2,crates,22103.82,N/A,Ariaria Market Aba,09-Feb-2024,Standard,N/A,Cross River,TRUCK,true
AGR500372,Ngozi Ajayi,04584148460,Palm Oil,3462.36,bags,"NGN 16,748","NGN 57,986,844",Dawanau Market Kano,2024-11-19,Premium,,Cross River,Truck,No
AGR500337,kunle okafor,03606014886,Cassava,384.45,Bags,"N68,160","NGN 26,204,266",Bodija Market Ibadan,14/01/2025,grade a,COLD ROOM,Kaduna,Truck,yes
AGR500021,Segun Bello,95237100687,Yam,2951.66,crates,n/a,5261363.47 naira,Bodija Market Ibadan,01/27/2025,Premium,Warehouse,Abuja,truck,false
AGR500331,Amara Mohammed,32600559550,n/a,216.29,crates,"N54,413","11,769,013.72 ",Dawanau Market Kano,25/01/2025,Grade B,Cold Room,Imo,Bicycle,no
AGR500316,Chinedu Okonkwo,05514377693,Onions,1376.23,tonnes,18044.54,"₦24,833,437.28",Ariaria Market Aba,01 March 2025,Standard,warehouse,Lagos,Bicycle,Y
AGR500410,Adaeze Chukwu,+234642036258,Beans,296.2,Bags,"₦9,273.73",2746878.83 naira,Mile 12 Market Lagos,07/30/2024,Grade C,COLD ROOM,Edo,truck,1
AGR500404,AMARA OKONKWO,03550542960,Yam,765.25,crates,"NGN 15,041",11510484.92 naira,Dawanau Market Kano,2024-12-25,GRADE B,N/A,Enugu,Bicycle,Y
AGR500262,Kunle Nwosu,04647548954,Maize (Corn),2407.07,Bags,69297.57 naira,"₦166,804,101.82",Bodija Market Ibadan,21.07.2024,--,Warehouse,Abuja,truck,yes
AGR500382,  Ngozi Adeyemi   ,48207365118,Groundnut,1341.09,Bags,"NGN 51,856","NGN 69,543,241",Ariaria Market Aba,2024-07-31,Standard,,Anambra,TRUCK,false
AGR500126,Aliyu Chukwu,00805120800,Rice (Local),NULL,tonnes,"N77,030",382650177.79800004,Oyingbo Market Lagos,26-Sep-2024,GRADE B,Warehouse,Rivers State,Motorcycle,TRUE
AGR500123,Musa Bello,+234169666725,Cassava,3462.9,Crates,"N4,402","NGN 15,245,383",Mile 12 Market Lagos,2025-05-08,Reject,COLD ROOM,Fct Abuja,truck,no
AGR500214,sadiq adekunle,0039 033 9705,Yam,4164.28,kg,"N26,842","₦111,776,354.48",Oyingbo Market Lagos,17/03/2024,GRADE B,Open Air,Plateau,TRUCK,no
AGR500309,Fatima Suleiman,234-120-471-372,Beans,531.2,KG,"₦33,784.68",17946422.016000003,Bodija Market Ibadan,2024/05/03,Grade C,COLD ROOM,Edo,truck,0
AGR500396,Zainab  Okonkwo,06815724500,Plantain,2922.69,KG,"N82,138","₦240,063,911.22",Ariaria Market Aba,04/05/2025,A,COLD ROOM,Lagos,Van,No
AGR500249,Femi Abubakar,+234973711222,Palm Oil,1321.66,kg ,"N66,859","₦88,364,443.01",Mile 12 Market Lagos,28.01.2025,grade a,Cold Room,Oyo,Motorcycle,1
AGR500258,Aliyu Balogun,+234192365346,Pepper,2037.87,Tonnes,"₦37,649.68",,Bodija Market Ibadan,24.06.2025,GRADE B,N/A,Akwa Ibom,truck,TRUE
AGR500251,Wale Adeyemi,0670 468 6111,Palm Oil,4158.68,Tonnes,51762.67 naira,"₦215,264,380.48",Bodija Market Ibadan,2024-02-01,Premium,Open Air,Delta,TRUCK,No
AGR500075,Tunde Suleiman,0026 086 9822,Groundnut,3029.57,tonnes,"NGN 12,719","₦38,534,100.59",Mile 12 Market Lagos,10/12/2024,Grade B,warehouse,Akwa Ibom,truck,FALSE
AGR500051,Bisi Lawal,0706 734 9960,Rice (Local),2526.19,Crates,73133.17 naira,"184,748,282.72 ",Bodija Market Ibadan,29.05.2024,GRADE B,COLD ROOM,Delta,TRUCK,FALSE
AGR500391,Funmilayo Abubakar,46871912038,Rice (Local),1326.56,Bags,51432.42,"N68,228,191",Dawanau Market Kano,2024/02/27,Grade B,Open Air,Enugu,Motorcycle,no
AGR500389,Chidi Olawale,99572989376,Maize (Corn),1259.97,bags,"NGN 59,938",75520308.65460001,Oyingbo Market Lagos,2025/02/19,N/A,Open Air,Plateau,Motorcycle,N
AGR500239,Tunde Adekunle,(114) 716-5609,Maize (Corn),3937.86,kg ,"N55,108","NGN 217,007,392",Bodija Market Ibadan,N/A,B,warehouse,Abuja,Truck,no
AGR500425,Obinna Adekunle,+234368750926,Maize (Corn),2154.83,KG,"₦10,609.66","22,862,013.66 ",Oyingbo Market Lagos,04/24/2025,NIL,,Cross River,TRUCK,FALSE
AGR500007,Obinna Afolabi,+234586780555,Sorghum,1477.61,crates,43740.41,NULL,Oyingbo Market Lagos,13 April 2024,B,Warehouse,Imo,Van,Y
AGR500227,Sadiq Olawale,07676209014,Cassava,4048.51,KG,"₦65,680.82","N265,909,457",Ariaria Market Aba,13 February 2024,Grade C,,Abuja,TRUCK,No
AGR500440,Zainab Yusuf   ,+234993231234,Plantain,4801.26,Tonnes,42288.25 naira,203036883.19500002,Ariaria Market Aba,06 May 2025,Grade A,Warehouse,Anambra,Motorcycle,Yes
AGR500042,Tunde Okafor,(712) 705-8772,Rice (Local),3425.4,kg,76285.20 naira,,Oyingbo Market Lagos,08-Sep-2024,B,Warehouse,Cross River,Truck,false
AGR500142,Ibrahim Okeke,03460666437,Sorghum,805.02,crates,"₦70,430.99",56698355.569800004,Oyingbo Market Lagos,08/26/2024,A,,Delta,Bicycle,false
AGR500086,Tunde Lawal,01184254768,Sorghum,585.58,KG,"₦69,424.27","40,653,464.03 ",Dawanau Market Kano,2024-09-12,GRADE B,Cold Room,Imo,TRUCK,N
AGR500121,Fatima Nwosu,+234090591191,-,?,Bags,33486.79,"₦109,700,379.96",Ariaria Market Aba,2025/02/23,Grade C,COLD ROOM,Kaduna,TRUCK,TRUE
AGR500137,Yusuf Lawal,02508004635,Palm Oil,4265.14,bags,"NGN 74,844","N319,219,882",Mile 12 Market Lagos,2025/06/14,grade a,warehouse,Lagos,Van,0
AGR500049,Blessing Nwosu,234-505-665-883,Plantain,71.35,kg ,"₦24,722.14","1,763,924.69 ",Mile 12 Market Lagos,04/26/2024,Reject,Cold Room,Cross River,Van,no
AGR500104,Funmilayo Nnamdi,234-555-347-057,Tomatoes,1611.16,bags,20157.89,,Oyingbo Market Lagos,30 December 2024,A,Warehouse,Lagos,Motorcycle,false
AGR500107,Aliyu Eze,07263475575,Rice (Local),2865.46,Bags,55605.03 naira,,Bodija Market Ibadan,29-Jan-2024,Grade C,warehouse,Plateau,Bicycle,Y
AGR500082,Funmilayo Okonkwo,(032) 650-9775,Plantain,3389.12,KG,"₦84,069.12","284,920,335.97 ",Bodija Market Ibadan,01-Aug-2024,Grade B,COLD ROOM,Rivers,Truck,0
AGR500343,Fatima Okafor,0887 817 9415,Sorghum,4391.06,kg ,13040.95 naira,"₦57,263,593.91",Mile 12 Market Lagos,10/04/2024,B,COLD ROOM,Ogun,Motorcycle,true
AGR500167,Bola Yusuf,,?,4141.5,kg ,"NGN 49,972","206,960,404.69 ",Dawanau Market Kano,2025-03-20,N/A,warehouse,Imo,truck,yes
AGR500313,Bisi Yusuf,(412) 833-3721,Maize (Corn),4534.34,kg ,"N84,576","383,496,657.24 ",Mile 12 Market Lagos,28-Jun-2025,,warehouse,Anambra,Motorcycle,0
AGR500450,Sadiq  Ajayi,234-683-113-950,Maize (Corn),329.02,kg ,"81,145.65 ",26698541.762999997,Bodija Market Ibadan,29-Nov-2024,B,Warehouse,Anambra,Van,yes
AGR500408,Funmilayo Eze,+234773836381,Maize (Corn),491.99,Bags,31137.77 naira,"₦15,319,471.46",Dawanau Market Kano,04/22/2025,B,Open Air,Lagos,Bicycle,N
AGR500120,Zainab Balogun,48453986289,Tomatoes,682.5,Crates,"31,358.53 ","NGN 21,402,197",Bodija Market Ibadan,2024-01-19,Standard,Warehouse,Plateau,Bicycle,false
AGR500119,Funmilayo Okeke,49409762637,Beans,3969.81,kg ,36028.89 naira,"143,027,847.81 ",Ariaria Market Aba,03-Apr-2025,Grade B,Warehouse,Cross River,Van,0
AGR500459,Sadiq Bello   ,+234363852778,Plantain,4976.58,Tonnes,"NGN 56,048","NGN 278,925,564",Dawanau Market Kano,2024-01-31,Standard,warehouse,Delta,TRUCK,Yes
AGR500062,chidi  adeyemi,62439587395,Cassava,3359.26,kg ,3475.92 naira,"NGN 11,676,519",Dawanau Market Kano,not set,unknown,Cold Room,Ogun,truck,TRUE
AGR500045,FUNMILAYO ADEYEMI   ,0000000000,Beans,4431.48,Crates,"42,643.25 ",188972709.51 naira,Oyingbo Market Lagos,2024-10-22,Reject,Open Air,Enugu,Van,Yes
AGR500349,Kemi Abubakar,+234219881927,Rice (Local),1670.87,Crates,"NGN 2,468","4,123,807.41 ",Bodija Market Ibadan,11/02/2024,Standard,COLD ROOM,Enugu,Truck,N
AGR500106,Fatima Nwosu,(598) 354-1165,Rice (Local),313.66,kg,"N75,719",23750052.906000003,Bodija Market Ibadan,15/02/2025,A,COLD ROOM,Abuja,Truck,N
AGR500353,ALIYU MOHAMMED,04521289915,Groundnut,3533.4,kg,"₦75,446.64",266583157.776,Bodija Market Ibadan,2024-03-17,GRADE B,Warehouse,Ogun,Motorcycle,No
AGR500340,Bisi Nwosu,03701242446,Plantain,2148.28,tonnes,50606.89,"N108,717,770",Mile 12 Market Lagos,2024/11/21,B,Cold Room,Cross River,truck,FALSE
AGR500402,Ibrahim Okeke,00436551584,Groundnut,1109.1,Crates,70096.67,"N77,744,217",Mile 12 Market Lagos,19.04.2025,--,warehouse,Kaduna,Bicycle,No
AGR500323,Kemi Okafor,234-793-406-527,Maize (Corn),2773.33,crates,"NGN 57,903","₦160,584,237.92",Bodija Market Ibadan,N/A,Grade C,Cold Room,lagos,Motorcycle,0
AGR500046,Amara Eze,234-796-434-745,Plantain,2667.84,kg ,63155.31 naira,168488262.23 naira,Oyingbo Market Lagos,20 November 2024,Premium,COLD ROOM,Plateau,truck,true
AGR500265,Bola Nwosu,234-835-539-354,Groundnut,21.64,Bags,"59,106.14 ",1279056.8696,Mile 12 Market Lagos,2025-06-07,NIL,Warehouse,Lag,Motorcycle,true
AGR500197,emeka adeyemi,(485) 953-2593,Rice (Local),891.43,crates,"N84,870","N75,655,940",Ariaria Market Aba,2024/02/04,Grade B,COLD ROOM,Akwa Ibom,Bicycle,TRUE
AGR500058,Grace Suleiman,(874) 951-1918,Plantain,3689.57,Crates,46816.36 naira,172732237.3652,Bodija Market Ibadan,,Grade C,Cold Room,Lagos,Truck,no
AGR500002,Aliyu Ajayi,60241613944,Pepper,4855.0,KG,"₦2,341.98",,Dawanau Market Kano,00/00/0000,grade a,Open Air,Kano,Truck,Yes
AGR500446,Amara Bello,69656130876,Beans,3352.53,bags,"₦73,094.13",245050263.64890003,Dawanau Market Kano,2024-11-03,B,Warehouse,Delta,truck,Y
AGR500255,Segun  Yusuf,0508 018 4980,Onions,939.43,Crates,"NGN 5,004",,Dawanau Market Kano,21.05.2024,Reject,Cold Room,Imo,Bicycle,1
