StaffID,FullName,Ministry,GradeLevel,DateOfBirth,AppointmentDate,BasicSalary,HousingAllowance,TransportAllowance,TotalAllowances,Deductions,NetPay,BankAccountNo,State,PayStatus
MDG300387,Tobi Adeyemi,ministry of justice,GL-15,19 June 1976,2010/04/15,"NGN 240,781","NGN 60,195","N24,078",178545.53,"13,734.44 ","₦405,592.58",6687401368,Kano,Held
MDG300139,IFEOMA OLAWALE,Ministry of Agriculture,GL-9,03 July 1973,2010/06/16,"₦388,728.27","₦97,182.07","NGN 38,873","188,343.37 ","N89,463","₦487,608.93",2789595558,Enugu,PAID
MDG300243,Segun Nwosu,MINISTRY OF JUSTICE,GL-12,16 March 1989,2006/07/03,"NGN 503,833",unknown,"NGN 50,383","₦112,619.10",119522.07 naira,"N496,930",3035145025,Imo,Pending
MDG300415,  Blessing Okafor,MOF,GL 7,07/21/1972,not set,"₦833,042.33","NGN 208,261",83304.23 naira,,"N145,890","1,027,521.28 ",2814605352,Rivers State,paid
MDG300179,Segun Okafor,Ministry of Education,GL-4,31.07.1994,04-Sep-2018,"₦800,783.78",200195.95 naira,"N80,078","₦250,100.61","₦88,207.07",962677.32 naira,2020789741,Enugu,Suspended
MDG300037,AMARA AFOLABI,Ministry of Agriculture,GL-16,1967/04/01,28 February 2000,"₦214,331.87","NGN 53,583","N21,433","N117,848","₦43,807.87","₦288,372.35",4465119739,Akwa Ibom,Deducted
MDG300065,Tunde  Afolabi,MINISTRY OF EDUCATION,GL-12,1965-04-15,03/23/2001,"815,043.19 ",n/a,"81,504.32 ","NGN 181,338","NGN 96,508","₦899,873.37",1779526330,Plateau,PAID
MDG300212,Ibrahim Yusuf,Ministry of Finance,GL-1,1992-10-16,04/22/2016,"₦260,639.25","NGN 65,160",26063.93,"N79,571",19262.34,"320,947.87 ",--,Akwa Ibom,PAID
MDG300202,Aliyu Adekunle,Ministry of Health,GL-8,15/06/2002,,"₦630,794.82","N157,699","NGN 63,079","₦161,520.92","147,628.02 ",-,8851422954,Anambra,paid 
MDG300377,Kunle Olawale,MINISTRY OF EDUCATION,GL-17,1984-11-26,02/25/2002,"₦467,612.62","N116,903","N46,761",136233.97,99662.23,"N504,184",9637677009,Edo,Suspended
MDG300362,Bisi Mohammed,Finance Ministry,GL-14,1985/07/29,2002/09/14,492848.31 naira,?,"49,284.83 ",280476.64 naira,40211.67,"NGN 733,113",nil,Enugu,PAID
MDG300068,Femi Yusuf,Ministry of Finance,GL-4,05/06/1967,20/07/2012,"NGN 449,479",112369.76,"NGN 44,948",102661.41,"NGN 56,933","N495,207",6462433518,Ogun,paid
MDG300097,chidi eze,MINISTRY OF AGRICULTURE,GL-13,21.07.1968,16/10/2015,--,"NGN 169,746","₦67,898.42","N363,266","N35,886",1006363.7800000001,6060784316,Ogun,paid 
MDG300221,Ngozi Nwosu,Ministry of Education,GL-7,1983-05-28,2021-02-15,"NGN 466,203","N116,551",46620.29,"₦215,667.64","₦25,684.52","₦656,186.02",9578388062,Akwa Ibom,Paid
MDG300423,Obinna Okonkwo,Finance Ministry,GL-9,07/24/1966,2020/08/03,  ,"NGN 50,477",20190.98 naira,135327.51 naira,"NGN 12,832","N324,405",9267401856,Oyo,Held
MDG300183,WALE BELLO   ,MOF,GL-2,1977-12-31,16 December 2012,514621.18,"NGN 128,655","₦51,462.12","NGN 324,815","N125,228","₦714,208.03",1453869538,Ogun,paid 
MDG300404,Segun Okeke,Ministry of Justice,GL-10,05/11/1969,2002/11/25,"₦424,040.74",106010.18,"NGN 42,404",204984.4,"₦46,502.84","NGN 582,522",9102596921,Delta,Deducted
MDG300044,Bisi Okonkwo,Ministry of Finance,GL-15,17-Jun-1975,2004-10-19,"553,577.43 ","₦138,394.36",55357.74,398689.77,"NGN 126,433","₦825,833.78",4026294777,Kano,PAID
MDG300226,Sadiq Adekunle,Ministry of Science & Technology,GL-15,05/25/1980,03 October 2013,"666,678.70 ","NGN 166,670","₦66,667.87","NGN 199,457",56681.79,"₦809,453.79",5519219972,Akwa Ibom,paid
MDG300039,Funmilayo Mohammed,MINISTRY OF WORKS,GL-3,31-Jul-1984,07/23/2007,"₦131,420.06","N32,855","13,142.01 ",89049.9,"₦28,486.97",191982.99,9375959463,Cross River,Pending
MDG300002,Adaeze Ogundimu,Ministry of Interior,GL-4,1989-03-30,20/09/2004,550949.89,"₦137,737.47","NGN 55,095","NGN 135,675","₦43,342.73",643281.72 naira,1253812981,Port Harcourt,Suspended
MDG300027,Wale Yusuf,Min. of Finance,GL-11,13 March 1991,26-Jul-2006,"573,595.50 ","₦143,398.88","NGN 57,360","204,050.21 ",92652.44 naira,684993.27,8720678064,Plateau,PAID
MDG300106,Tunde Ajayi,MINISTRY OF INTERIOR,GL-2,24 March 1989,2007-11-22,,"183,666.10 ",73466.44 naira,"₦271,730.05","₦50,548.24","N955,846",nil,Abuja,paid 
MDG300075,IBRAHIM ADEKUNLE,Ministry Of Interior,GL-5,16-Dec-1969,09 March 2010,"NGN 760,327","190,081.76 ","NGN 76,033","NGN 452,159",89889.67,"NGN 1,122,596",8742419441,Kaduna,Pending
MDG300111,Amara Olawale   ,ministry of finance,GL-9,2002/09/14,31/03/2013,726760.05,181690.01 naira,"N72,676","N219,834",50410.72,"NGN 896,183",9839974996,Cross River,Pending
MDG300220,kemi lawal,MINISTRY OF FINANCE,GL-9,1993-11-17,21/08/2017,N/A,"N111,483","44,593.17 ","N245,619","NGN 63,442","N628,108",5301416762,Rivers,Suspended
MDG300440,Halima Mohammed,Ministry Of Science & Technology,GL7,11.06.1993,23-Sep-2002,"NGN 500,600","N125,150",50060.05 naira,"N318,477","₦85,530.99","NGN 733,546",2333577187,Abuja,Held
MDG300234,Bisi Okonkwo,ministry of justice,GL-1,1987/08/13,01.10.2016,"₦414,795.67","N103,699","41,479.57 ","₦86,625.84","N29,241","₦472,180.28",3863824822,Akwa Ibom,Deducted
MDG300121,Zainab Olawale,Ministry of Works,GL-14,1973/05/02,01/12/2018,"NGN 503,591",125897.77 naira,"NGN 50,359",248935.05,84571.48,"NGN 667,955",--,Edo,paid
MDG300356,Sadiq Afolabi,MINISTRY OF INTERIOR,Level 12,11/06/1989,2003-07-14,667259.65,166814.91 naira,"₦66,725.97","NGN 522,561",96219.94 naira,,?,Imo,paid 
MDG300128,  Kunle Chukwu,Ministry of Science & Technology,GL-10,13 March 1975,03/20/2005,N/A,48473.89,"₦19,389.56",?,"NGN 15,999",264438.37 naira,unknown,Ogun,Paid
MDG300123,Segun Suleiman,Ministry of Agriculture,GL-2,18-Sep-1965,18/05/2002,"₦785,497.18","NGN 196,374",78549.72 naira,"₦466,424.15",143178.87,"₦1,108,742.46",1241834002,Delta,Paid
MDG300230,Kunle Lawal,Ministry of Education,GL-8,N/A,18.12.2015,"N438,002","₦109,500.42","N43,800",216810.15,NULL,"₦554,404.89",7586079329,Abuja,Pending
MDG300206,Kemi Mohammed,Ministry of Interior,GL-4,10/29/1968,19 January 2006,"NGN 431,117","NGN 107,779",43111.74,142980.3,89612.06,"484,485.65 ",2896187492,Lagos,Held
MDG300289,Emeka Mohammed,Ministry of Agriculture,GL-3,07 November 1966,02/02/2005,"NGN 661,806","₦165,451.38",66180.55,449580.83,"NGN 114,249","NGN 997,138",9566410165,Akwa Ibom,paid
MDG300259,musa lawal,MINISTRY OF JUSTICE,GL-17,05/12/1984,13 January 2007,"₦77,555.95",19388.99,"NGN 7,756","NGN 18,325","8,289.40 ","₦87,591.54",6938875612,Plateau,Suspended
MDG300337,  Fatima Balogun,Ministry of Interior,GL-5,1989/10/31,12.05.2015,314020.18 naira,"₦78,505.04","₦31,402.02","NGN 215,287","N45,341","₦483,966.68",7014506186,Kaduna,PAID
MDG300096,Fatima Eze,Ministry of Agriculture,GL 7,03-Jul-1980,11.11.2015,"₦664,158.52","N166,040",66415.85 naira,"N199,408","N46,680",,3511476175,Cross River,PAID
MDG300384,Aliyu Olawale,Ministry of Science & Technology,GL-3,10-Jul-1970,24/02/2009,nil,44331.18,"17,732.47 ",57057.16,"N24,074","N210,308",7840287315,Lagos,Pending
MDG300296,Halima Nwosu,Min. of Finance,GL-9,1974-02-16,2006-11-20,"₦260,307.83","N65,077","NGN 26,031","52,980.35 ",62292.45 naira,250995.73 naira,3144981590,Ogun,Suspended
MDG300092,Blessing Balogun,ministry of science & technology,GL-6,14/04/1980,08/05/2007,"NGN 206,204","NGN 51,551",20620.39,"₦109,064.56","N24,910",290358.74 naira,9926231420,Lag,paid 
MDG300232,Zainab Chukwu,ministry of science & technology,Level 12,23 May 2002,15.10.2010,603832.29,"N150,958",60383.23 naira,"NGN 353,415","N46,275",910972.53 naira,5429092290,Akwa Ibom,Held
MDG300407,  AMARA AFOLABI,Ministry of Justice,GL-12,21 November 1999,08 May 2008,245769.21 naira,"₦61,442.30",24576.92 naira,61403.93,15745.88 naira,,5204778700,Kano,Deducted
MDG300151,Halima Okonkwo,Ministry of Works,GL-8,25.09.1995,02/28/2012,"N163,552","₦40,888.08",16355.23,"NGN 115,836","₦38,975.73","₦240,412.27",7415871793,Anambra,paid 
MDG300165,Ngozi Balogun   ,ministry of works,gl-14,21 February 1990,2013-02-03,"NGN 558,742",139685.46,"55,874.19 ","NGN 284,049",76973.82,,6219622116,Lag,Deducted
MDG300020,Grace Nnamdi,Ministry of Agriculture,Grade Level 9,1970-04-18,07/01/2005,776975.80 naira,194243.95,"NGN 77,698","315,843.35 ",110612.93 naira,982206.22,6916834943,Oyo,PAID
MDG300370,Kunle Okeke,HEALTH MINISTRY,GL-12,07/04/2000,03/22/2019,"₦516,186.26","N129,047","51,618.63 ",317117.2,"NGN 53,822","₦779,480.99",6016595764,Kaduna,Deducted
MDG300070,Segun Okafor,MINISTRY OF EDUCATION,GL-2,03.12.1974,2020-07-25,"N761,099","190,274.81 ","76,109.92 ","N508,438","N156,580",1112957.25 naira,8749951970,Kano,PAID
MDG300426,Tobi Yusuf,Min. Health,GL-10,,12 June 2009,298224.18,"NGN 74,556","₦29,822.42","₦139,287.93","NGN 63,465","374,047.29 ",8273843754,Enugu,paid 
MDG300341,Yusuf Mohammed,MINISTRY OF EDUCATION,GL-1,2002-06-22,2020/08/22,"₦710,579.23","N177,645","₦71,057.92","179,767.57 ","₦154,926.43",,1439329438,Delta,Held
MDG300164,Halima Mohammed   ,Ministry of Works,GL-6,18 January 1975,10.09.2012,"NGN 244,790","₦61,197.62","NGN 24,479","118,717.51 ",--,,2543616795,Delta,paid
MDG300287,femi afolabi,Ministry of Agriculture,GL-7,19/11/1972,10/21/2001,810638.74 naira,"NGN 202,660","₦81,063.87","NGN 499,660",N/A,"1,223,972.03 ",-,Delta,Deducted
MDG300182,Adaeze Suleiman,Ministry Of Finance,GL-12,00/00/0000,05/02/2002,"NGN 561,679","₦140,419.70",56167.88 naira,116564.9,"NGN 82,137",-,2538216328,Rivers,paid 
MDG300146,Obinna Balogun,Min. Health,GL-17,17 January 2000,N/A,133906.83 naira,33476.71 naira,13390.68,27319.33,"N12,998",148228.32 naira,9601279346,Edo,Deducted
MDG300283,BISI OGUNDIMU,Ministry of Interior,GL 7,04-Nov-1967,06-Dec-2011,783056.92,195764.23 naira,78305.69,"N250,300",39661.51,993695.52,7280541798,LAGOS,Deducted
MDG300300,Chinedu Chukwu,Ministry Of Agriculture,GL-11,08/11/1993,08/06/2014,,16091.84,6436.74 naira,"45,432.94 ",9732.18,"100,068.12 ",5839903767,Rivers,PAID
MDG300374,Ibrahim Nwosu,Ministry of Education,GL-8,2002/10/29,28 June 2001,"N236,409","NGN 59,102",23640.94 naira,"NGN 161,845","NGN 54,298","N343,956",7526124944,Anambra,Held
MDG300187,Aliyu Yusuf,ministry of education,GL-3,16/01/1966,22.02.2017,"₦115,995.10",n/a,"₦11,599.51","78,112.43 ","NGN 26,708",167399.14,8447647605,Anambra,Deducted
MDG300363,CHIOMA  OKAFOR,Ministry of Science & Technology,GL-11,1995/05/29,27-Oct-2008,327711.96 naira,"81,927.99 ","N32,771","₦65,769.77","58,326.68 ",--,9170527984,Oyo,PAID
MDG300018,Ngozi Okafor,Ministry of Health,GL-15,24 August 1965,04/09/2005,600615.27 naira,150153.82 naira,"₦60,061.53",341970.4,"₦106,618.29","NGN 835,967",?,Imo,paid 
MDG300248,Femi Adekunle,ministry of justice,GL-13,01/17/1985,20/04/2015,789050.80 naira,197262.7,"N78,905","NGN 193,982","NGN 179,033","₦803,999.82",5644235910,Anambra,Paid
MDG300225,Aliyu Bello,Ministry of Education,GL-7,17/03/1969,03/07/2017,501493.60 naira,125373.4,"NGN 50,149",124696.21,"₦76,058.14","N550,132",8840064507,Rivers,Paid
MDG300436,Chioma Afolabi,Ministry Of Interior,GL-17,03/19/1998,25-Jan-2009,"NGN 123,748",30936.88 naira,"₦12,374.75","₦93,245.90","₦24,907.38",192086.02,3654275027,Rivers,Suspended
MDG300080,tobi ogundimu,Ministry of Finance,GL-4,22-Sep-1978,2007-04-19,351410.61 naira,"N87,853","NGN 35,141",198231.83,"NGN 25,815","₦523,827.55",2160194401,Abuja,Held
MDG300308,Yusuf Eze,Ministry of Agriculture,GL7,23-May-1982,11-Mar-2016,"N746,677","186,669.22 ",74667.69,"₦467,019.05","N81,679","₦1,132,016.74",null,Akwa Ibom,Pending
MDG300087,Funmilayo Eze,Ministry of Health,GL-14,17-Jul-1984,11-Jul-2004,"₦458,035.55","₦114,508.89","₦45,803.56","₦335,462.18","N84,396","N709,102",7412441262,Edo,PAID
MDG300081,halima balogun,Ministry Of Finance,Grade Level 9,02 June 1978,07 April 2020,506945.84 naira,"NGN 126,736",50694.58 naira,?,"NGN 35,702","719,217.72 ",3222473586,Kano,Deducted
MDG300184,Halima Adekunle,ministry of works,gl-14,25-Sep-1995,2015-06-04,229552.73,"57,388.18 ","22,955.27 ",64546.88,"N37,388","NGN 256,711",3082642801,Ibadan,Paid
MDG300161,aliyu suleiman,ministry of education,Grade Level 9,04/04/1974,15-Jun-2020,599066.03,"N149,767","N59,907","N315,829","N129,226",,1963058689,Imo,Suspended
MDG300057,Funmilayo Nnamdi,ministry of interior,Grade Level 9,19.01.1992,10/17/2018,"NGN 551,314","₦137,828.46","₦55,131.38",327009.36 naira,53950.34 naira,"N824,373",8715768100,Cross River,Suspended
MDG300263,Sadiq Adeyemi,Ministry of Education,GL7,11.08.1966,26.02.2008,"NGN 60,788","NGN 15,197","N6,079","39,717.20 ","N5,670",,9404497417,Edo,paid 
MDG300320,Fatima Abubakar,Ministry Of Education,GL-3,14-Oct-1983,15.12.2004,"₦439,967.45","NGN 109,992","NGN 43,997",141991.56,77195.54 naira,504763.47000000003,5500567356,Cross River,Held
MDG300342,  Emeka Okafor   ,Ministry of Justice,gl-14,20/06/1965,08/01/2010,"₦612,973.86","₦153,243.46","N61,297",355875.43,127330.11,"N841,519",2333070486,Oyo,Deducted
MDG300291,Chioma Abubakar,ministry of education,GL-10,11/23/1972,09/22/2004,543305.00 naira,135826.25,54330.5,"₦368,234.71","₦115,279.65",796260.06 naira,4166135185,Lagos,Deducted
MDG300033,tobi mohammed,Ministry of Justice,GL-3,08-May-1977,2006/07/14,639276.60 naira,"NGN 159,819","₦63,927.66","NGN 326,538","104,249.83 ","₦861,564.35",9631949100,Enugu,paid
MDG300305,  CHIOMA OLAWALE,Ministry of Education,GL7,06/10/1976,01/10/2009,595034.97 naira,148758.74 naira,"₦59,503.50","N432,632",100462.58 naira,,4161042861,Cross River,paid
MDG300355,Adaeze Nwosu,Ministry of Agriculture,GL-13,30.10.1999,06.01.2006,"NGN 391,325","NGN 97,831","N39,133","₦299,640.54",62396.82 naira,,9504425660,Lag,Held
MDG300120,Bola Okonkwo,ministry of interior,GL-11,26-Jun-1977,2002-04-06,818937.74 naira,204734.43,"₦81,893.77","₦352,519.23","₦189,476.54",,3122353633,Plateau,Paid
MDG300089,Wale Olawale,ministry of health,GL-1,14-Jan-1982,2009/06/02,"N439,601","N109,900",43960.07,267350.29,"NGN 47,172","NGN 659,779",8642968136,Abuja,Deducted
MDG300239,Blessing Okeke,MINISTRY OF AGRICULTURE,GL 7,03/11/1986,15/08/2009,"49,621.76 ","₦12,405.44",4962.18,32904.35,3678.04,78848.07,3421170396,Rivers,Deducted
MDG300431,Tunde Afolabi,ministry of interior,gl-14,1970/04/19,29 March 2012,"₦776,963.98","₦194,240.99","NGN 77,696",256422.07,"N164,735","₦868,651.01",9893144209,ABUJA,Deducted
MDG300357,Musa Okeke,ministry of agriculture,Grade Level 9,26 April 1986,2006/07/21,345229.80 naira,"NGN 86,307","34,522.98 ",231086.06 naira,"NGN 27,791","NGN 548,525",3394225315,Imo,PAID
MDG300389,ngozi adeyemi,Ministry of Science & Technology,GL-16,unknown date,03/11/2002,"N449,661",112415.31 naira,44966.12,234376.58 naira,"NGN 88,474","NGN 595,564",6674380850,Enugu,Suspended
MDG300188,grace okeke,Ministry of Science & Technology,GL-2,03/11/1985,31 May 2013,579457.53,144864.38 naira,"N57,946","₦414,444.26",36512.64,,9790443938,Lagos,paid 
MDG300017,Wale Olawale,Ministry of Agriculture,GL-1,09/16/1992,2018-10-10,"N85,573","₦21,393.25","NGN 8,557",N/A,"N20,495","NGN 117,893",7196057511,Akwa Ibom,paid
MDG300361,Ifeoma Bello,Ministry of Health ,GL-17,16.08.1999,05/25/2017,"₦544,616.56","136,154.14 ","NGN 54,462","NGN 246,066",79558.59 naira,711123.95 naira,3218809926,Enugu,Deducted
MDG300077,   TOBI CHUKWU,ministry of works,GL-16,25-May-1995,2004-06-01,574899.85 naira,"143,724.96 ",57489.99,143287.34 naira,51702.03,"N666,485",5768459468,Abuja,paid 
MDG300418,Wale Okeke,Ministry Of Education,GL-1,00/00/0000,09/24/2011,"N807,629",201907.17 naira,80762.87 naira,627269.82,113387.95,"1,321,510.54 ",3096842767,Imo,Held
MDG300263,Sadiq Adeyemi,Ministry of Education,GL7,11.08.1966,26.02.2008,"NGN 60,788","NGN 15,197","N6,079","39,717.20 ","N5,670",,9404497417,Edo,paid 
MDG300360,Tobi Lawal,Ministry of Justice,Level 12,1993/06/03,17/11/2012,"₦259,296.81",64824.20 naira,25929.68 naira,"NGN 142,242","18,550.96 ","₦382,987.74",1214160632,Ogun,Deducted
MDG300094,Ifeoma Abubakar,ministry of science & technology,GL7,10-Nov-1970,27 April 2011,209514.92 naira,52378.73,"20,951.49 ","62,748.09 ","NGN 30,317","NGN 241,946",  ,Plateau,paid 
MDG300325,Musa Okeke,MINISTRY OF EDUCATION,GL-12,1999-05-16,09/18/2005,"363,284.06 ","N90,821",36328.41,"N203,175","N51,236","₦515,222.93",6677683692,Lagos,Suspended
MDG300222,ngozi suleiman,ministry of agriculture,GL-10,1983/11/02,11.07.2015,796358.96,"NGN 199,090",79635.90 naira,"₦232,681.21","NGN 122,246","N906,794",3740199245,Enugu,Paid
MDG300333,ZAINAB ADEKUNLE,ministry of education,GL-9,13.11.1968,25-Dec-2003,,"NGN 95,726","N38,290","NGN 181,435","₦33,686.65",530652.19,2163490217,Rivers State,Paid
MDG300319,Chinedu Adekunle,ministry of justice,GL-15,1982/05/17,16-Mar-2013,"NGN 225,197",56299.13,"NGN 22,520","N174,628","N44,199",,unknown,Ogun,Suspended
MDG300043,Emeka Yusuf,MINISTRY OF EDUCATION,Grade Level 9,23.03.1996,06/09/2020,644134.07 naira,161033.52,"64,413.41 ","₦376,641.23",99020.66,"N921,755",7208527040,Kaduna,paid 
MDG300170,EMEKA  NNAMDI,Ministry of Interior,GL7,1978-03-20,2005-11-15,454722.10 naira,"113,680.52 ","N45,472","N181,736","27,693.00 ","N608,765",3684631260,kano,Pending
MDG300339,  Chioma Adeyemi,Ministry of Health,GL-1,17/10/1978,01-Feb-2001,794514.74 naira,"₦198,628.68",79451.47 naira,431144.33,"NGN 97,851",,1946653887,Enugu,Held
MDG300318,Ibrahim Mohammed,MINISTRY OF INTERIOR,GL-6,1989/02/28,11/07/2013,"NGN 378,009","₦94,502.14","₦37,800.86","NGN 267,304","NGN 91,085","₦554,226.78",5582738085,Delta,Suspended
MDG300417,Obinna Adekunle,Ministry of Justice,GL-1,14 June 1999,10 October 2015,"NGN 709,946","₦177,486.48",70994.59 naira,?,"N170,129","N1,064,397",5877475980,Cross River,Deducted
MDG300338,Segun Adeyemi,ministry of justice,Grade Level 9,27.10.2001,not set,"₦480,291.31","NGN 120,073",48029.13,351277.10 naira,81708.92 naira,"N749,859",9117217602,Akwa Ibom,Paid
MDG300323,Bisi Nnamdi,Finance Ministry,Grade Level 9,18/11/1970,06-Feb-2000,"300,488.58 ",75122.15,30048.86,86996.12 naira,47719.60 naira,"₦339,765.10",5589702461,Lagos,Paid
MDG300316,Aliyu Yusuf   ,ministry of works,GL-17,06/02/1978,02.11.2008,808070.98,202017.74 naira,NULL,"₦401,831.37","₦69,617.27","NGN 1,140,285",9578718972,Oyo,paid
MDG300124,Kemi Bello,ministry of works,GL-17,1969-12-31,31 July 2011,"₦736,288.28","₦184,072.07","N73,629",NIL,"₦149,127.84","N1,078,003",5580458102,Delta,Pending
MDG300062,Amaka Nwosu,Ministry of Justice,GL-14,2001/06/01,16 March 2013,"₦747,826.76","N186,957","NGN 74,783",153284.4,123981.06,"₦777,130.10",5418247558,Delta,paid
MDG300264,Segun Olawale,MINISTRY OF AGRICULTURE,GL-12,10.06.1988,2007-11-20,"NGN 327,993","₦81,998.16","₦32,799.27",232781.13 naira,"₦45,252.80","₦515,520.98",2544291910,Akwa Ibom,Held
MDG300189,Amara Olawale,Ministry of Interior,GL-1,21.07.1973,2001/12/03,"₦120,176.09","NGN 30,044","NGN 12,018","62,668.24 ","N11,199",171645.23 naira,9678322585,Enugu,Held
MDG300113,Kunle Eze,ministry of interior,GL-4,06/14/1987,28 February 2006,"₦669,957.76",167489.44,66995.78,"N421,226",88507.07,"1,002,677.14 ",8997474780,Akwa Ibom,Deducted
MDG300004,Tunde Okonkwo,Ministry of Education,GL-3,1971/01/07,29/05/2007,199560.33,"NGN 49,890",19956.03,"₦63,104.31","₦44,033.93",218630.71 naira,2558767250,Delta,PAID
MDG300071,Obinna Adekunle,Ministry Of Works,GL-3,22.07.1973,2007/04/21,,"N187,614","₦75,045.48",529820.44 naira,N/A,1236498.6699999997,2324918063,Edo,paid
MDG300351,Ifeoma Yusuf,Ministry of Science & Technology,GL-1,20.03.1971,14 August 2020,"₦51,241.81","12,810.45 ",5124.18 naira,"NGN 23,171","NGN 8,519","NGN 65,894",6265025165,Abuja,PAID
MDG300057,Funmilayo Nnamdi,ministry of interior,Grade Level 9,19.01.1992,10/17/2018,"NGN 551,314","₦137,828.46","₦55,131.38",327009.36 naira,53950.34 naira,"N824,373",8715768100,Cross River,Suspended
MDG300095,Segun Balogun   ,Ministry of Agriculture,GL-15,1983/01/22,N/A,"N248,712",62178.04,24871.21 naira,"N118,634","₦51,585.95",315760.55 naira,7534376878,Imo,Suspended
MDG300261,Adaeze Yusuf,Ministry Of Science & Technology,GL-5,10/28/1995,2021-04-15,"NGN 77,057",19264.24 naira,7705.70 naira,39502.1,"NGN 14,605","N101,954",4423801858,Kaduna,Paid
MDG300193,kunle chukwu,Ministry of Science & Technology,GL-12,19-May-1978,13 August 2019,"299,031.21 ","N74,758",  ,76395.88,"₦35,202.49",  ,6586462138,Enugu,Suspended
MDG300012,Bola Adeyemi,Ministry Of Works,GL-9,,24.02.2016,"₦309,126.54","₦77,281.63","NGN 30,913",238576.66,"₦39,420.13",508283.07 naira,9835065785,Cross River,paid
MDG300186,Tobi Adekunle,Ministry of Works,GL-4,1971/07/17,01 April 2019,"N90,459","NGN 22,615","NGN 9,046",24057.57,"₦10,725.74",103791.05999999998,7788875273,KANO,paid 
MDG300397,Wale Abubakar,Ministry of Agriculture,GL-7,02 July 1979,unknown date,"NGN 379,282","NGN 94,820",37928.15 naira,"₦272,927.48","NGN 47,318",604890.64,1908867660,Edo,Deducted
MDG300403,Segun Bello,Ministry of Works,GL-3,16/10/1978,05.04.2012,444810.46,n/a,"₦44,481.05",343901.05,"39,276.01 ","NGN 749,436",5415559366,Imo,Suspended
MDG300336,Musa Nwosu,ministry of education,GL-12,1988/01/07,14 July 2009,"749,304.26 ",187326.07,"N74,930",440007.28,60607.3,"₦1,128,704.24",9742881367,Cross River,Pending
MDG300408,  BOLA NWOSU,Ministry of Justice,GL-2,10.09.2000,02.06.2006,"N183,989","45,997.15 ","NGN 18,399","₦116,290.34",30371.96 naira,,n/a,kano,PAID
MDG300391,Funmilayo Afolabi,ministry of finance,GL-12,30.01.1979,04/27/2020,"NGN 342,004","₦85,500.92","₦34,200.37","N205,953","₦57,971.76",N/A,2534655505,Rivers,PAID
MDG300233,Femi Afolabi,Ministry of Works,GL-9,19-Dec-1990,00/00/0000,"N663,546",165886.41,"66,354.56 ","348,829.80 ","NGN 146,193","₦866,182.82",7638765835,abuja,Held
MDG300099,Chioma  Eze,Ministry of Agriculture,GL-14,1986-11-25,14/01/2000,"672,371.73 ","N168,093","N67,237","₦351,070.92","NGN 115,035","₦908,407.48",1235689031,Kaduna,paid
MDG300084,Kemi Okeke,MINISTRY OF WORKS,GL-10,09/04/1990,2010/07/02,"NGN 684,014","N171,003",68401.38 naira,"₦449,311.69","₦152,017.28","₦981,308.26",9699462439,Plateau,Held
MDG300364,Kemi Mohammed,Ministry of Finance,GL 7,03/07/1997,28-Jun-2008,"₦214,761.46","53,690.36 ",21476.15 naira,79706.11 naira,16919.94 naira,277547.63,3396741601,Ogun,paid 
MDG300022,Fatima Mohammed,ministry of works,GL-6,22.05.1982,10 May 2009,814916.78,"203,729.20 ",81491.68,"N516,614","NGN 76,335","₦1,255,194.96",3350115406,Kano,Held
MDG300235,Zainab Adekunle,ministry of works,GL-15,27.04.1989,07/23/2003,631230.77 naira,157807.69 naira,"N63,123",271570.95 naira,"NGN 140,594",,9267180361,Imo,Pending
MDG300156,Sadiq Eze,Ministry of Education,GL-8,00/00/0000,11/02/2015,"N737,099","₦184,274.82",73709.93,  ,"N121,946","₦845,218.28",8241501235,Delta,Pending
MDG300013,Obinna Abubakar,Ministry of Education,GL-14,06/05/1992,00/00/0000,"N690,578",172644.54,69057.81 naira,"₦467,378.30","N96,326","₦1,061,630.27",1925189726,Edo,paid 
MDG300241,Kunle Suleiman,Ministry of Health,GL-2,N/A,13 November 2019,67590.25,16897.56 naira,"N6,759","₦49,797.38",15099.24 naira,"N102,288",1885745240,ABUJA,PAID
MDG300398,Zainab Adeyemi,MINISTRY OF EDUCATION,GL 7,,2004/04/15,821198.95 naira,205299.74,"82,119.90 ","₦184,289.63","N130,194",875294.9099999999,9636571386,Akwa Ibom,paid 
MDG300402,Grace Bello,Ministry of Agriculture,GL-17,08-Aug-1976,2018-12-12,"₦208,332.23","NGN 52,083","NGN 20,833",81868.40 naira,34959.27,"₦255,241.36",4333289390,Kaduna,paid 
MDG300112,Sadiq Eze,ministry of interior,gl-14,09/01/1998,07-Mar-2007,NIL,"NGN 59,656","NGN 23,862",62581.47,"₦35,317.03",265888.28,2502906637,KANO,Deducted
MDG300258,Kemi Chukwu,ministry of education,GL-17,08-Sep-1966,00/00/0000,"₦163,990.86","40,997.71 ","N16,399","₦124,283.08","NGN 8,348","₦279,926.03",4941722699,Lagos State,Held
MDG300064,Wale Nwosu,Ministry of Works,GL-16,10.10.1999,24 February 2008,53434.61 naira,?,"NGN 5,343",26614.01 naira,"₦4,123.13","NGN 75,925",7674762075,Edo,Paid
MDG300176,Amaka Eze,MINISTRY OF INTERIOR,Grade Level 9,1984/05/08,20-Feb-2019,"149,788.33 ","₦37,447.08",14978.83,"NGN 73,834","₦13,838.46","₦209,784.23",2858846803,Akwa Ibom,paid
