order_id,CUST ID,First Name,last_name,date,product,category,region,price,qty,quantity,rating,gender,margin_pct,tags,age,SALES_AMT,DOB,Reg?,sales_amount,channel,payment_mode,unit_cost,profit
ORD-012808,CUST-7390,Emeka,Suleiman,2024-05-01,Bookshelf,Furniture,Lagos,37800.0,2,2,5.0,Female,39.95,"loyalty,new_customer",50,75600.0,1974-09-13,Yes,75600.0,B2B,,22700.0,30200.0
ORD-011098,CUST-4694,Hauwa,Suleiman,2024-04-02,Sanitiser 5L,Health,Abuja,11800.0,5,5,4.3,Female,43.22,"loyalty,first_purchase",50,59000.0,1974-10-23,Yes,59000.0,Online,POS,6700.0,25500.0
ORD-012816,CUST-5306,Seun,Ibrahim,2024-06-17,Tablet,Electronics,Ibadan,210100.0,2,2,2.8,F,34.94,"online_exclusive,new_customer",47,420200.0,1977-12-05,No,420200.0,B2B,Bank Transfer,136700.0,146800.0
ORD-011756,CUST-9221,Amina,Obi,2024-12-21,Printer,Electronics,Enugu,108700.0,3,3,4.0,Female,40.02,"promo,first_purchase,loyalty",29,326100.0,1995-04-06,No,326100.0,Wholesale,Bank Transfer,65200.0,130500.0
ORD-012093,CUST-8160,Kemi,Hassan,2024-07-09,Standing Desk,Furniture,Port Harcourt,186400.0,2,2,5.0,M,28.11,"vip,loyalty",31,372800.0,1993-01-28,Yes,372800.0,Online,Mobile App,134000.0,104800.0
ORD-010812,CUST-9138,Ngozi,Bello,2024-01-02,Sugar 25kg,Groceries,Abuja,17900.0,1,1,4.7,M,32.4,seasonal,45,17900.0,1979-02-28,Yes,17900.0,B2B,POS,12100.0,5800.0
ORD-012459,CUST-9062,Fatima,Adesanya,2024-01-29,Notebook A4,Stationery,Enugu,4000.0,3,3,3.7,M,32.5,"bulk_order,loyalty",30,12000.0,1994-02-07,Yes,12000.0,Online,POS,2700.0,3900.0
ORD-013633,CUST-4432,Umar,Okonkwo,2024-03-09,Bookshelf,Furniture,Ibadan,66100.0,1,1,5.0,M,29.65,"loyalty,seasonal",22,66100.0,2002-03-11,No,66100.0,B2B,Cash,46500.0,19600.0
ORD-014141,CUST-8780,Ola,Idris,2024-05-24,Sugar 25kg,Groceries,Ibadan,22300.0,1,1,4.3,Female,35.43,"online_exclusive,vip",19,22300.0,2005-03-19,No,22300.0,B2B,Cash,14400.0,7900.0
ORD-010414,CUST-4886,Kemi,Okonkwo,2024-09-06,Printer,Electronics,Lagos,110400.0,3,3,4.1,Male,30.34,"new_customer,loyalty,seasonal",46,331200.0,1978-03-04,No,331200.0,B2B,POS,76900.0,100500.0
ORD-013005,CUST-6384,Taiwo,Adeyemi,2024-09-22,Printer,Electronics,Enugu,143700.0,1,1,4.2,F,41.27,"new_customer,loyalty",27,143700.0,1997-11-20,Yes,143700.0,Wholesale,Mobile App,84400.0,59300.0
ORD-012213,CUST-9515,Seun,Obi,2024-10-10,Bookshelf,Furniture,Kano,41900.0,1,1,5.0,Male,42.72,"loyalty,promo",24,41900.0,2000-04-23,No,41900.0,In-Store,Bank Transfer,24000.0,17900.0
ORD-010673,CUST-9093,Bisi,Hassan,2024-03-31,Pens 50pk,Stationery,Abuja,4400.0,1,1,4.7,F,34.09,"new_customer,promo,seasonal",48,4400.0,1976-04-05,Yes,4400.0,In-Store,USSD,2900.0,1500.0
ORD-012877,CUST-9870,Adaeze,Adesanya,2024-07-24,Tablet,Electronics,Lagos,172400.0,10,10,4.6,Male,41.01,"online_exclusive,loyalty",64,1724000.0,1960-04-09,No,1724000.0,Online,POS,101700.0,707000.0
ORD-010450,CUST-7230,Ola,Lawal,2024-02-04,Rice 50kg,Groceries,Kano,45100.0,2,2,3.3,M,33.04,"first_purchase,bulk_order",65,90200.0,1959-04-04,Yes,90200.0,B2B,,30200.0,29800.0
ORD-010590,CUST-5429,Kemi,Adewale,2024-12-08,Printer,Electronics,Lagos,106700.0,10,10,,F,33.08,bulk_order,59,1067000.0,1965-07-26,No,1067000.0,In-Store,Mobile App,71400.0,353000.0
ORD-011736,CUST-1862,Chidi,Adesanya,2024-11-13,Sanitiser 5L,Health,Lagos,9200.0,10,10,4.7,Male,28.26,"bulk_order,loyalty,first_purchase",48,92000.0,1976-08-24,No,92000.0,In-Store,POS,6600.0,26000.0
ORD-012703,CUST-6010,Adaeze,Idris,2024-10-04,Notebook A4,Stationery,Port Harcourt,3900.0,2,2,3.7,F,46.15,first_purchase,55,7800.0,1969-10-12,No,7800.0,In-Store,USSD,2100.0,3600.0
ORD-013130,CUST-2015,Chidi,Obi,2024-04-11,Monitor,Electronics,Enugu,200000.0,2,2,5.0,M,36.4,"first_purchase,loyalty",41,400000.0,1983-03-23,Yes,400000.0,Wholesale,,127200.0,145600.0
ORD-010967,CUST-2973,Ola,Adesanya,2024-03-23,Notebook A4,Stationery,Kano,-3000.0,3,3,4.9,Female,36.67,"loyalty,bulk_order,online_exclusive",23,9000.0,2001-07-02,No,9000.0,Online,Bank Transfer,1900.0,3300.0
ORD-010288,CUST-6085,Amina,Ibrahim,2024-03-27,Sugar 25kg,Groceries,Abuja,22900.0,1,1,5.0,F,29.69,"online_exclusive,bulk_order",29,22900.0,1995-05-14,No,22900.0,B2B,,16100.0,6800.0
ORD-013122,CUST-4430,Umar,Okoro,2024-04-14,Vitamins,Health,UNKNOWN,21000.0,2,2,2.6,M,39.05,promo,58,42000.0,1966-03-24,Yes,42000.0,Wholesale,Cash,12800.0,16400.0
ORD-010771,CUST-3856,Taiwo,Hassan,2024-04-10,Cooking Oil,Groceries,Lagos,30600.0,2,2,4.3,F,38.56,"new_customer,loyalty,first_purchase",22,61200.0,2002-07-02,Yes,61200.0,Online,Cash,18800.0,23600.0
ORD-010526,CUST-8319,Amina,Suleiman,2024-08-24,Face Cream,Health,Ibadan,12700.0,3,3,3.8,Female,44.88,"seasonal,first_purchase",30,38100.0,1994-06-16,No,38100.0,B2B,POS,7000.0,17100.0
ORD-012460,CUST-2372,Ngozi,Eze,2024-02-07,Vitamins,Health,Abuja,12700.0,1,1,4.0,F,43.31,online_exclusive,43,12700.0,1981-06-28,Yes,12700.0,Online,Mobile App,7200.0,5500.0
ORD-011796,CUST-9332,Kemi,Adewale,2024-03-12,Monitor,Electronics,Port Harcourt,235400.0,10,10,,F,39.21,"new_customer,bulk_order",22,2354000.0,2002-10-13,Yes,2354000.0,Wholesale,Cash,143100.0,923000.0
ORD-011422,CUST-1136,Fatima,Nwosu,2024-02-04,Notebook A4,Stationery,Enugu,4100.0,20,20,2.7,F,43.9,"bulk_order,vip",46,82000.0,1978-12-17,No,82000.0,In-Store,Cash,2300.0,36000.0
ORD-011108,CUST-9321,Ngozi,Obi,2024-06-06,Rice 50kg,Groceries,Enugu,41700.0,1,1,4.9,F,32.13,"promo,vip,online_exclusive",62,41700.0,1962-06-10,No,41700.0,Online,Bank Transfer,28300.0,13400.0
ORD-010617,CUST-5222,Tunde,Nwosu,2024-11-04,Standing Desk,Furniture,Enugu,178600.0,10,10,5.0,F,39.53,bulk_order,33,1786000.0,1991-02-18,No,1786000.0,B2B,Mobile App,108000.0,706000.0
ORD-010534,CUST-8389,Tunde,Suleiman,2024-03-30,Standing Desk,Furniture,Port Harcourt,140100.0,3,3,5.0,Male,38.83,"promo,bulk_order,new_customer",25,420300.0,1999-04-05,No,420300.0,Online,USSD,85700.0,163200.0
ORD-013094,CUST-8157,Kemi,Hassan,2024-05-11,Bookshelf,Furniture,Abuja,41400.0,3,3,4.6,F,34.54,"online_exclusive,promo",26,124200.0,1998-03-02,No,124200.0,Online,USSD,27100.0,42900.0
ORD-013210,CUST-7867,Seun,Femi,2024-11-26,Sugar 25kg,Groceries,Abuja,23400.0,10,10,,M,30.77,seasonal,46,234000.0,1978-08-11,Yes,234000.0,Wholesale,Bank Transfer,16200.0,72000.0
ORD-010786,CUST-6290,Hauwa,Suleiman,2024-04-18,Standing Desk,Furniture,Enugu,141500.0,10,10,3.8,M,37.24,"vip,loyalty",50,1415000.0,1974-01-25,No,1415000.0,B2B,,88800.0,527000.0
ORD-010944,CUST-7516,Ola,Hassan,2024-11-04,Phone,Electronics,Ibadan,177000.0,1,1,1.7,Female,34.41,first_purchase,61,177000.0,1963-04-08,Yes,177000.0,Wholesale,POS,116100.0,60900.0
ORD-011960,CUST-4120,Chidi,Lawal,2024-10-17,Pens 50pk,Stationery,Abuja,4000.0,1,1,4.1,Female,32.5,first_purchase,18,4000.0,2006-11-17,No,4000.0,Wholesale,,2700.0,1300.0
ORD-012020,CUST-2093,Emeka,Femi,2024-09-27,Printer,Electronics,Kano,139700.0,10,10,5.0,M,41.23,"seasonal,bulk_order",48,1397000.0,1976-08-18,Yes,1397000.0,Online,Bank Transfer,82100.0,576000.0
ORD-010578,CUST-2155,Kemi,Okonkwo,2024-11-12,Sugar 25kg,Groceries,Kano,17200.0,3,3,5.0,Male,28.49,"vip,online_exclusive",65,51600.0,1959-07-27,No,51600.0,In-Store,Cash,12300.0,14700.0
ORD-012717,CUST-2967,Ngozi,Bello,2024-08-24,Pens 50pk,Stationery,Lagos,4000.0,1,1,4.1,M,42.5,promo,58,4000.0,1966-05-07,No,4000.0,B2B,Bank Transfer,2300.0,1700.0
ORD-013600,CUST-7521,Bisi,Eze,2024-10-26,Notebook A4,Stationery,Enugu,3500.0,1,1,4.2,Female,31.43,"loyalty,promo",36,3500.0,1988-08-18,No,3500.0,Online,USSD,2400.0,1100.0
ORD-011493,CUST-3299,Amina,Idris,2024-07-01,Pens 50pk,Stationery,Lagos,5800.0,2,2,4.3,M,43.1,promo,42,11600.0,1982-09-07,No,11600.0,Online,USSD,3300.0,5000.0
ORD-013865,CUST-3906,Yemi,Adewale,2024-02-29,Face Cream,Health,Abuja,16500.0,3,3,3.8,F,42.42,loyalty,55,49500.0,1969-04-07,No,49500.0,Wholesale,Cash,9500.0,21000.0
ORD-010586,CUST-2013,Ngozi,Adeyemi,2024-09-01,Notebook A4,Stationery,Kano,3600.0,1,1,4.3,Female,30.56,"bulk_order,first_purchase,loyalty",64,3600.0,1960-07-12,No,3600.0,Wholesale,Cash,2500.0,1100.0
ORD-011412,CUST-9839,Ola,Lawal,2024-10-08,Office Chair,Furniture,Lagos,,2,2,5.0,F,44.07,"vip,bulk_order",36,249600.0,1988-09-06,Yes,249600.0,In-Store,Bank Transfer,69800.0,110000.0
ORD-013424,CUST-7963,Tunde,Ibrahim,2024-11-27,Bookshelf,Furniture,Abuja,47600.0,3,3,4.7,Female,36.55,"new_customer,online_exclusive,loyalty",39,142800.0,1985-06-24,Yes,142800.0,Online,Cash,30200.0,52200.0
ORD-012824,CUST-7392,Hauwa,Adewale,2024-12-08,Sugar 25kg,Groceries,Kano,22800.0,2,2,5.0,Male,42.11,new_customer,43,45600.0,1981-02-13,Yes,45600.0,In-Store,,13200.0,19200.0
ORD-010418,CUST-9232,Hauwa,Adeyemi,2024-04-22,Rice 50kg,Groceries,Kano,46600.0,,2,3.7,F,28.97,"first_purchase,vip",25,93200.0,1999-07-17,No,93200.0,B2B,POS,33100.0,27000.0
ORD-013573,CUST-2583,Amina,Adewale,2024-11-11,Tablet,Electronics,Enugu,121600.0,1,1,2.8,M,28.7,"vip,promo,seasonal",19,121600.0,2005-12-06,Yes,121600.0,In-Store,Bank Transfer,86700.0,34900.0
ORD-011430,CUST-7990,Seun,Lawal,2024-07-16,Sugar 25kg,Groceries,Lagos,20800.0,1,1,,Male,28.37,"vip,bulk_order,promo",29,20800.0,1995-10-19,No,20800.0,B2B,Cash,14900.0,5900.0
ORD-011964,CUST-4221,Tunde,Adesanya,2024-07-10,Bookshelf,Furniture,Lagos,43900.0,2,2,5.0,Female,44.65,"promo,seasonal",21,87800.0,2003-11-18,No,87800.0,Wholesale,USSD,24300.0,39200.0
ORD-012559,CUST-3410,Tunde,Femi,2024-06-24,Bookshelf,Furniture,Kano,64500.0,2,2,1.3,F,35.35,"promo,vip,bulk_order",27,129000.0,1997-08-28,No,129000.0,Wholesale,Cash,41700.0,45600.0
ORD-014093,CUST-3161,Bisi,Adeyemi,2024-12-11,Bookshelf,Furniture,Ibadan,44100.0,3,3,4.4,Female,33.79,"online_exclusive,seasonal",60,132300.0,1964-05-18,Yes,132300.0,In-Store,Cash,29200.0,44700.0
ORD-012634,CUST-3368,Hauwa,Adeyemi,2024-06-24,Headset,Electronics,Port Harcourt,23200.0,3,3,3.7,F,43.97,"online_exclusive,promo,bulk_order",64,69600.0,1960-03-05,Yes,69600.0,B2B,Mobile App,13000.0,30600.0
ORD-013666,CUST-5544,Kemi,Adeyemi,2024-06-21,Pens 50pk,Stationery,Enugu,5300.0,2,2,4.1,M,43.4,"new_customer,seasonal",26,10600.0,1998-04-17,No,10600.0,Wholesale,POS,3000.0,4600.0
ORD-012916,CUST-1876,Adaeze,Nwosu,2024-10-07,Laptop,Electronics,UNKNOWN,473200.0,5,5,4.3,F,37.68,"loyalty,first_purchase",49,2366000.0,1975-06-12,Yes,2366000.0,In-Store,USSD,294900.0,891500.0
ORD-012939,CUST-7997,Chidi,Suleiman,2024-03-28,Notebook A4,Stationery,Kano,3800.0,10,10,5.0,Male,36.84,first_purchase,34,38000.0,1990-08-27,Yes,38000.0,In-Store,USSD,2400.0,14000.0
ORD-010808,CUST-5973,Ngozi,Adeyemi,2024-08-05,Office Chair,Furniture,Lagos,94200.0,2,2,4.0,Female,31.21,online_exclusive,53,188400.0,1971-11-14,No,188400.0,Online,USSD,64800.0,58800.0
ORD-013973,CUST-7555,Tunde,Adeyemi,2024-04-14,Sugar 25kg,Groceries,Enugu,16700.0,10,10,4.9,Male,43.71,"promo,bulk_order",42,167000.0,1982-03-08,No,167000.0,Online,Cash,9400.0,73000.0
ORD-012601,CUST-8504,Seun,Adesanya,2024-12-30,Face Cream,Health,Abuja,15400.0,2,2,4.1,M,39.61,"loyalty,seasonal",34,30800.0,1990-09-26,Yes,30800.0,In-Store,USSD,9300.0,12200.0
ORD-011299,CUST-6383,Seun,Okonkwo,2024-01-07,Pens 50pk,Stationery,Enugu,4200.0,20,20,4.6,Male,28.57,"loyalty,seasonal",41,84000.0,1983-02-27,No,84000.0,Wholesale,POS,3000.0,24000.0
ORD-010368,CUST-8106,Ngozi,Femi,2024-03-17,Cooking Oil,Groceries,Lagos,33300.0,5,5,3.7,Male,40.24,first_purchase,30,166500.0,1994-02-19,Yes,166500.0,In-Store,Bank Transfer,19900.0,67000.0
ORD-012822,CUST-4680,Musa,Bello,2024-04-10,Face Cream,Health,Port Harcourt,9100.0,1,1,1.1,Male,39.56,promo,34,9100.0,1990-07-19,No,9100.0,Wholesale,Bank Transfer,5500.0,3600.0
ORD-012004,CUST-3926,Ola,Ibrahim,2024-05-09,Stapler,Stationery,IBADAN,7100.0,2,2,4.0,Male,36.62,"bulk_order,loyalty",56,14200.0,1968-04-22,Yes,14200.0,Online,,4500.0,5200.0
ORD-011638,CUST-8009,Seun,Bello,2024-02-29,Stapler,Stationery,Abuja,5300.0,,10,5.0,Female,45.28,"vip,loyalty,bulk_order",32,53000.0,1992-12-20,No,53000.0,B2B,USSD,2900.0,24000.0
ORD-012053,CUST-3787,Ngozi,Lawal,2024-10-29,Vitamins,Health,Ibadan,12800.0,2,2,1.1,M,40.62,first_purchase,45,25600.0,1979-12-06,No,25600.0,Online,Bank Transfer,7600.0,10400.0
ORD-012673,CUST-1397,Emeka,Bello,2024-06-10,Notebook A4,Stationery,Abuja,4500.0,20,20,3.6,Female,40.0,"bulk_order,new_customer,promo",38,90000.0,1986-02-15,No,90000.0,Wholesale,POS,2700.0,36000.0
ORD-014014,CUST-8501,Kemi,Femi,2024-06-07,Sanitiser 5L,Health,Kano,7700.0,10,10,4.2,Male,40.26,bulk_order,51,77000.0,1973-10-04,Yes,77000.0,Online,Bank Transfer,4600.0,31000.0
ORD-011509,CUST-8281,Kemi,Okonkwo,2024-05-02,Notebook A4,Stationery,Abuja,2400.0,1,1,,F,29.17,loyalty,48,2400.0,1976-12-15,Yes,2400.0,In-Store,POS,1700.0,700.0
ORD-010226,CUST-5147,Seun,Eze,2024-07-05,Standing Desk,Furniture,Kano,135400.0,2,2,5.0,Female,40.32,vip,24,270800.0,2000-06-13,No,270800.0,In-Store,Cash,80800.0,109200.0
ORD-012968,CUST-3950,Bisi,Femi,2024-01-03,Standing Desk,Furniture,Port Harcourt,148300.0,3,3,3.8,F,36.48,bulk_order,31,444900.0,1993-07-19,No,444900.0,Wholesale,Cash,94200.0,162300.0
ORD-013235,CUST-9026,Umar,Adeyemi,2024-11-05,Pens 50pk,Stationery,Lagos,4800.0,,1,3.1,Male,39.58,"loyalty,online_exclusive,promo",46,4800.0,1978-10-21,No,4800.0,Online,Bank Transfer,2900.0,1900.0
ORD-010240,CUST-2555,Amina,Hassan,2024-06-22,Vitamins,Health,Kano,14100.0,1,1,4.2,M,29.08,online_exclusive,55,14100.0,1969-02-28,Yes,14100.0,Wholesale,POS,10000.0,4100.0
ORD-012054,CUST-4746,Seun,Nwosu,2024-08-20,Office Chair,Furniture,Port Harcourt,96500.0,10,10,3.8,F,32.02,"online_exclusive,seasonal,new_customer",47,965000.0,1977-04-24,No,965000.0,B2B,Bank Transfer,65600.0,309000.0
ORD-012224,CUST-3963,Adaeze,Suleiman,2024-12-17,Headset,Electronics,Ibadan,36400.0,1,1,2.8,Male,38.19,"online_exclusive,seasonal",20,36400.0,2004-08-07,No,36400.0,B2B,Bank Transfer,22500.0,13900.0
ORD-012363,CUST-5369,Kemi,Femi,2024-05-03,Laptop,Electronics,Abuja,399100.0,2,2,,Female,32.57,"online_exclusive,vip,seasonal",33,798200.0,1991-11-06,Yes,798200.0,B2B,Mobile App,269100.0,260000.0
ORD-011097,CUST-9607,Seun,Hassan,2024-02-07,Bookshelf,Furniture,Lagos,37500.0,1,1,3.3,Male,29.33,"first_purchase,seasonal,vip",38,37500.0,1986-10-22,Yes,37500.0,Wholesale,POS,26500.0,11000.0
ORD-013713,CUST-3056,Amina,Idris,2024-03-23,Monitor,Electronics,Lagos,199200.0,2,2,3.9,F,29.77,online_exclusive,28,398400.0,1996-05-24,Yes,398400.0,B2B,Bank Transfer,139900.0,118600.0
ORD-010587,CUST-5641,Chidi,Hassan,2024-09-12,Stapler,Stationery,Abuja,7500.0,3,3,4.3,F,36.0,"loyalty,vip",23,22500.0,2001-04-19,Yes,22500.0,Online,POS,4800.0,8100.0
ORD-013881,CUST-9825,Yemi,Hassan,2024-05-22,Bookshelf,Furniture,Kano,58000.0,2,2,2.8,M,37.59,"first_purchase,bulk_order,vip",24,116000.0,2000-01-03,Yes,116000.0,Online,Cash,36200.0,43600.0
ORD-012958,CUST-7597,Tunde,Adeyemi,2024-07-29,Cooking Oil,Groceries,Abuja,33900.0,1,1,1.6,F,33.04,"vip,seasonal,new_customer",59,33900.0,1965-07-08,Yes,33900.0,B2B,Cash,22700.0,11200.0
ORD-013099,CUST-2678,Bisi,Idris,2024-09-27,Pens 50pk,Stationery,Kano,4900.0,1,1,4.4,F,42.86,first_purchase,29,4900.0,1995-01-04,Yes,4900.0,In-Store,Bank Transfer,2800.0,2100.0
ORD-011410,CUST-9607,Kemi,Bello,2024-02-11,Bookshelf,Furniture,Abuja,45600.0,1,1,3.0,Male,39.25,"new_customer,seasonal",41,45600.0,1983-08-06,Yes,45600.0,B2B,POS,27700.0,17900.0
ORD-012648,CUST-5252,Ola,Ibrahim,2024-07-30,Rice 50kg,Groceries,Ibadan,51200.0,20,20,3.2,Male,33.4,seasonal,19,1024000.0,2005-02-25,Yes,1024000.0,Online,Mobile App,34100.0,342000.0
ORD-014067,CUST-5001,Chidi,Adeyemi,2024-06-13,Face Cream,Health,Ibadan,"  NGN 13,800  ",10,10,1.0,F,37.68,"seasonal,first_purchase",28,138000.0,1996-01-27,No,138000.0,Wholesale,Bank Transfer,8600.0,52000.0
ORD-012122,CUST-1378,Musa,Idris,2024-02-12,Sugar 25kg,Groceries,Port Harcourt,20700.0,,3,3.7,Male,43.0,new_customer,51,62100.0,1973-02-10,No,62100.0,B2B,POS,11800.0,26700.0
ORD-011314,CUST-5797,Umar,Hassan,2024-12-20,Office Chair,Furniture,Kano,111000.0,,3,5.0,M,34.95,vip,29,333000.0,1995-03-12,No,333000.0,Wholesale,USSD,72200.0,116400.0
ORD-010071,CUST-2654,Taiwo,Femi,2024-12-28,Bookshelf,Furniture,Port Harcourt,60100.0,3,3,5.0,F,35.77,vip,46,180300.0,1978-09-28,No,180300.0,Online,USSD,38600.0,64500.0
ORD-011521,CUST-4909,Tunde,Lawal,2024-10-16,Printer,Electronics,Port Harcourt,105600.0,2,2,4.9,F,29.07,"promo,loyalty,first_purchase",51,211200.0,1973-05-18,Yes,211200.0,Wholesale,POS,74900.0,61400.0
ORD-013367,CUST-1458,Bisi,Okoro,2024-03-27,Sanitiser 5L,Health,Abuja,10800.0,2,2,1.8,Female,30.56,"loyalty,online_exclusive,bulk_order",32,21600.0,1992-07-23,Yes,21600.0,Wholesale,USSD,7500.0,6600.0
ORD-012556,CUST-1951,Adaeze,Eze,2024-01-26,Tablet,Electronics,Abuja,126400.0,3,3,4.1,M,32.12,"seasonal,online_exclusive,vip",62,379200.0,1962-12-09,No,379200.0,Online,POS,85800.0,121800.0
ORD-012791,CUST-1778,Adaeze,Okoro,2024-04-03,Pens 50pk,Stationery,Lagos,5300.0,1,1,3.7,Male,39.62,"loyalty,new_customer,online_exclusive",45,5300.0,1979-02-03,No,5300.0,Online,Mobile App,3200.0,2100.0
ORD-012467,CUST-4168,Seun,Eze,2024-06-14,Tablet,Electronics,Abuja,195200.0,3,3,2.6,Female,31.2,"seasonal,first_purchase",22,585600.0,2002-05-03,No,585600.0,B2B,Cash,134300.0,182700.0
ORD-012882,CUST-7030,Fatima,Idris,2024-12-20,Sugar 25kg,Groceries,Enugu,22800.0,5,5,3.7,Male,41.23,"first_purchase,bulk_order",40,114000.0,1984-01-03,Yes,114000.0,In-Store,USSD,13400.0,47000.0
ORD-011871,CUST-1068,Yemi,Obi,2024-07-15,Sugar 25kg,Groceries,Abuja,22000.0,20,20,1.0,M,36.36,online_exclusive,44,440000.0,1980-03-25,No,440000.0,B2B,Bank Transfer,14000.0,160000.0
ORD-010903,CUST-5223,Chidi,Idris,2024-12-07,Phone,Electronics,Lagos,97100.0,10,10,3.7,M,37.18,"new_customer,seasonal,bulk_order",54,971000.0,1970-08-12,No,971000.0,B2B,Mobile App,61000.0,361000.0
ORD-011581,CUST-3239,Kemi,Femi,2024-12-02,Vitamins,Health,Port Harcourt,14200.0,3,3,3.7,Male,35.21,new_customer,46,42600.0,1978-11-23,Yes,42600.0,B2B,USSD,9200.0,15000.0
ORD-012412,CUST-7026,Emeka,Adesanya,2024-06-10,Sanitiser 5L,Health,Port Harcourt,10900.0,3,3,3.6,F,41.28,"promo,online_exclusive",43,32700.0,1981-08-05,No,32700.0,B2B,USSD,6400.0,13500.0
ORD-013703,CUST-2755,Bisi,Idris,2024-12-09,Sugar 25kg,Groceries,Ibadan,20200.0,3,3,3.6,F,41.09,"first_purchase,bulk_order,vip",27,60600.0,1997-12-09,No,60600.0,Online,POS,11900.0,24900.0
ORD-014034,CUST-9193,Ola,Nwosu,2024-08-13,Stapler,Stationery,Lagos,8200.0,2,2,5.0,Female,29.27,"vip,online_exclusive,bulk_order",29,16400.0,1995-03-28,Yes,16400.0,Online,USSD,5800.0,4800.0
ORD-011018,CUST-4670,Musa,Femi,2024-03-03,Office Chair,Furniture,Kano,132700.0,2,2,2.2,Female,38.88,first_purchase,34,265400.0,1990-03-01,No,265400.0,Online,Mobile App,81100.0,103200.0
ORD-010121,CUST-9040,Hauwa,Okonkwo,2024-06-04,Office Chair,Furniture,UNKNOWN,80000.0,2,2,4.2,Female,33.38,first_purchase,63,160000.0,1961-03-25,No,160000.0,In-Store,Bank Transfer,53300.0,53400.0
ORD-014181,CUST-1076,Musa,Adesanya,2024-11-21,Printer,Electronics,Kano,116400.0,3,3,4.8,Female,29.55,"first_purchase,promo",24,349200.0,2000-10-28,Yes,349200.0,In-Store,POS,82000.0,103200.0
ORD-011174,CUST-7713,Ola,Adewale,2024-05-04,Printer,Electronics,Enugu,113100.0,2,2,3.7,F,36.43,"promo,loyalty",62,226200.0,1962-05-21,No,226200.0,In-Store,POS,71900.0,82400.0
ORD-010306,CUST-9900,Musa,Nwosu,2024-12-15,Sanitiser 5L,Health,Kano,8300.0,2,2,3.0,F,42.17,online_exclusive,63,16600.0,1961-10-16,No,16600.0,B2B,USSD,4800.0,7000.0
ORD-011435,CUST-6724,Umar,Okonkwo,2024-04-06,Sugar 25kg,Groceries,Abuja,23600.0,2,2,3.3,Male,44.49,seasonal,38,47200.0,1986-04-21,No,47200.0,Wholesale,Bank Transfer,13100.0,21000.0
ORD-011177,CUST-6880,Yemi,Okoro,2024-11-04,Phone,Electronics,Ibadan,176900.0,2,2,3.8,F,37.54,"vip,promo",20,353800.0,2004-10-09,Yes,353800.0,In-Store,Bank Transfer,110500.0,132800.0
ORD-014039,CUST-8256,Tunde,Femi,2024-08-21,Printer,Electronics,Enugu,87700.0,2,2,4.3,Female,43.67,"promo,new_customer,seasonal",45,175400.0,1979-12-03,No,175400.0,In-Store,POS,49400.0,76600.0
ORD-010217,CUST-4141,Yemi,Obi,2024-11-28,Stapler,Stationery,Lagos,6700.0,5,5,3.9,F,28.36,"promo,new_customer",60,33500.0,1964-01-10,Yes,33500.0,Online,Bank Transfer,4800.0,9500.0
ORD-013860,CUST-7939,Taiwo,Ibrahim,2024-03-30,Phone,Electronics,Lagos,133100.0,1,1,4.6,Female,29.45,bulk_order,54,133100.0,1970-01-06,Yes,133100.0,B2B,POS,93900.0,39200.0
ORD-010407,CUST-4171,Fatima,Okoro,2024-07-01,Tablet,Electronics,Kano,192800.0,0,0,5.0,Female,44.14,"seasonal,bulk_order",23,385600.0,2001-07-20,Yes,385600.0,Online,Bank Transfer,107700.0,170200.0
ORD-013488,CUST-7745,Taiwo,Adeyemi,2024-11-26,Printer,Electronics,Enugu,103300.0,1,1,4.1,Female,36.5,"loyalty,promo,new_customer",38,103300.0,1986-10-18,No,103300.0,Wholesale,Bank Transfer,65600.0,37700.0
ORD-010320,CUST-2880,Bisi,Okonkwo,2024-12-15,Notebook A4,Stationery,UNKNOWN,4500.0,2,2,4.1,F,42.22,"new_customer,bulk_order,loyalty",62,9000.0,1962-06-14,Yes,9000.0,Wholesale,Cash,2600.0,3800.0
ORD-010541,CUST-4451,Musa,Bello,2024-09-21,Laptop,Electronics,Kano,507200.0,1,1,3.9,M,37.56,new_customer,54,507200.0,1970-08-23,Yes,507200.0,Online,Cash,316700.0,190500.0
ORD-011894,CUST-2225,Emeka,Adesanya,2024-11-06,Face Cream,Health,Enugu,13600.0,3,3,4.4,F,36.03,seasonal,30,40800.0,1994-12-03,Yes,40800.0,Wholesale,USSD,8700.0,14700.0
ORD-012358,CUST-2390,Yemi,Ibrahim,2024-08-02,Standing Desk,Furniture,Lagos,159600.0,20,20,4.1,M,36.22,bulk_order,63,3192000.0,1961-04-02,No,3192000.0,B2B,USSD,101800.0,1156000.0
ORD-011780,CUST-1778,Ola,Nwosu,2024-09-23,Tablet,Electronics,Ibadan,174100.0,3,3,5.0,Female,40.61,seasonal,19,522300.0,2005-09-18,No,522300.0,Wholesale,Cash,103400.0,212100.0
ORD-010982,CUST-8706,Ola,Suleiman,2024-03-25,Bookshelf,Furniture,Enugu,67300.0,3,3,5.0,Male,41.6,"first_purchase,loyalty",47,201900.0,1977-07-27,Yes,201900.0,B2B,POS,39300.0,84000.0
ORD-012562,CUST-1051,Tunde,Nwosu,2024-12-30,Cooking Oil,Groceries,Lagos,28800.0,1,1,4.2,F,37.85,"online_exclusive,new_customer",26,28800.0,1998-05-09,No,28800.0,B2B,USSD,17900.0,10900.0
